epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,-10.67,24.4,38,4000,0.3
2,7900,,,,,,-19.38,41.7,20,8000,0.6
3,11900,0.441274,-1.558487,1.0404,1.6448,0.0549,2.99,84.5,2,12000,1.9
4,15900,0.810373,-1.789259,1.1010,3.3958,0.1810,-70.24,158.0,1,16000,3.2
5,19900,,,,,,,,0,20000,3.4
6,23900,1.024275,-2.672306,0.9946,5.5867,0.8370,,,0,24000,4.7
7,27900,1.155081,-2.749821,1.5830,7.1218,1.3224,-284.82,239.2,12,28000,6.0
8,31900,1.347336,-3.492708,1.1889,7.0715,1.4605,-288.59,239.9,33,32000,7.2
9,35900,1.785054,-6.309035,3.9631,8.2688,1.2864,-256.13,224.8,34,36000,8.6
10,39900,,,,,,-102.17,120.2,4,40000,8.8
11,43900,1.829914,-9.009270,6.9556,8.6036,1.3344,,,0,44000,10.1
12,47900,1.622045,-11.609981,9.6552,8.5380,1.1866,,,0,48000,11.4
13,51900,1.557685,-14.387534,12.5295,8.0154,1.1768,90.52,176.0,2,52000,12.7
14,55900,1.556372,-17.104520,15.3717,7.9633,1.2118,95.75,207.0,2,56000,14.0
15,59900,,,,,,130.39,264.0,2,60000,14.3
16,63900,1.614880,-19.620991,18.0067,8.1165,1.2697,160.06,274.7,3,64000,15.6
17,67900,1.688916,-22.050358,20.4901,8.0969,1.2807,38.32,347.0,5,68000,16.8
18,71900,1.716847,-24.417780,22.9333,8.4406,1.3083,93.47,194.6,5,72000,18.1
19,75900,1.774787,-26.699265,25.2766,8.4471,1.3287,168.18,410.0,6,76000,19.4
20,79900,,,,,,136.50,269.8,6,80000,19.6
21,83900,1.858572,-28.894981,27.5298,8.8458,1.3181,-81.75,553.7,3,84000,21.0
22,87900,1.847885,-30.999856,29.6852,8.9375,1.4193,98.85,114.0,2,88000,22.2
23,91900,1.873241,-33.047845,31.7597,9.1610,1.3358,184.26,595.0,1,92000,23.5
24,95900,1.857904,-35.031422,33.7745,8.9244,1.2825,104.15,148.0,1,96000,24.8
25,99900,,,,,,-83.27,998.1,23,100000,25.1
26,103900,2.223991,-36.977156,35.7341,9.9041,1.4016,11.93,815.0,7,104000,26.3
27,107900,2.181132,-38.974646,37.7360,9.6214,1.4660,54.11,810.8,5,108000,27.6
28,111900,2.248684,-40.965286,39.7404,9.8033,1.5808,105.47,96.0,2,112000,28.9
29,115900,2.304533,-42.868178,41.6651,10.1941,1.5112,97.35,113.7,3,116000,30.2
30,119900,,,,,,106.60,99.0,2,120000,30.4
31,123900,2.314625,-44.722206,43.5328,10.3237,1.5478,253.00,278.0,1,124000,31.7
32,127900,2.235528,-46.523478,45.3448,9.9611,1.5361,449.21,996.3,7,128000,33.0
33,131900,2.393136,-48.332939,47.1594,10.4681,1.5448,407.24,943.0,12,132000,34.3
34,135900,2.977870,-50.208402,49.0406,12.0185,1.5924,448.51,815.3,27,136000,35.6
35,139900,,,,,,268.13,470.4,5,140000,35.8
