epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
63,251900,7.115269,-85.450572,84.5341,20.1884,1.0145,0.2009,,,0,0,252000,82.3
64,255900,7.149302,-88.663007,87.7143,20.7361,1.0540,0.2104,,,0,0,256000,83.8
65,259900,,,,,,,,,0,0,260000,84.0
66,263900,8.180449,-91.884741,90.9258,21.5266,1.0584,0.2149,,,0,0,264000,85.7
67,267900,7.598049,-95.205309,94.2231,21.1539,1.0633,0.2286,,,0,0,268000,87.4
68,271900,7.735706,-98.475989,97.5157,22.2836,1.0706,0.2374,,,0,0,272000,89.0
69,275900,7.157032,-101.641427,100.6864,20.9848,1.0966,0.2416,,,0,0,276000,90.6
70,279900,,,,,,,,,0,0,280000,90.7
71,283900,7.791927,-104.884036,103.9179,22.1394,1.1158,0.2508,,,0,0,284000,92.3
72,287900,8.470455,-108.167845,107.1836,24.4757,1.1797,0.2604,,,0,0,288000,94.1
73,291900,8.665662,-111.266891,110.2910,23.5600,1.1733,0.2622,,,0,0,292000,95.8
74,295900,9.065590,-114.359746,113.3844,25.1974,1.2074,0.2732,,,0,0,296000,97.4
75,299900,,,,,,,,,0,0,300000,97.6
76,303900,8.186138,-117.660840,116.6796,23.6299,1.2335,0.2744,2432.20,1001.0,100,48,304000,99.2
77,307900,16.102124,-120.373021,119.4222,26.2186,1.2248,0.2886,,,0,0,308000,100.8
78,311900,18.623161,-123.395567,122.4532,27.2630,1.2638,0.2930,,,0,0,312000,102.4
79,315900,18.173976,-126.146866,125.2146,26.8090,1.2237,0.2995,,,0,0,316000,104.0
80,319900,,,,,,,,,0,0,320000,104.1
81,323900,17.699884,-129.121422,128.1676,27.1707,1.2891,0.3141,,,0,0,324000,105.7
82,327900,17.735533,-131.907547,130.9755,27.2790,1.3469,0.3237,,,0,0,328000,107.3
83,331900,18.373024,-134.636014,133.6998,25.8386,1.2635,0.3182,,,0,0,332000,108.9
84,335900,18.342370,-137.472739,136.5071,28.2371,1.3507,0.3328,,,0,0,336000,110.7
85,339900,,,,,,,,,0,0,340000,110.9
86,343900,18.450607,-140.184859,139.2451,26.4740,1.3307,0.3327,,,0,0,344000,112.4
87,347900,18.240237,-142.899763,141.9407,27.9861,1.3882,0.3446,,,0,0,348000,114.0
88,351900,19.754023,-145.525673,144.5658,30.3603,1.3805,0.3552,,,0,0,352000,115.6
89,355900,20.177092,-148.233497,147.2668,28.4277,1.3746,0.3624,,,0,0,356000,117.2
90,359900,,,,,,,,,0,0,360000,117.4
91,363900,19.694139,-150.796990,149.8650,29.1284,1.3941,0.3608,,,0,0,364000,119.1
92,367900,18.997031,-153.281539,152.3397,28.5916,1.4027,0.3733,,,0,0,368000,120.8
93,371900,18.580810,-155.802486,154.8800,28.0371,1.4817,0.3783,,,0,0,372000,122.6
94,375900,20.813501,-158.287950,157.3655,29.8059,1.4712,0.3862,,,0,0,376000,124.4
95,379900,,,,,,,,,0,0,380000,124.6
96,383900,21.567006,-160.638046,159.7097,30.2602,1.4429,0.3929,,,0,0,384000,126.2
97,387900,19.659433,-163.116762,162.1922,29.9684,1.4911,0.3925,,,0,0,388000,127.9
98,391900,20.884291,-165.493842,164.5818,30.6855,1.5362,0.4068,,,0,0,392000,129.6
99,395900,20.646549,-167.793982,166.8842,30.7131,1.5285,0.4049,,,0,0,396000,131.6
100,399900,,,,,,,,,0,0,400000,131.7
1,3900,,,,,,,,,0,0,4000,1.5
2,7900,,,,,,,,,0,0,8000,2.9
1,3999,,,,,,,-326.44,1000.7,3,0,4000,0.6
