epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,-8.96,26.2,33,16,4000,0.3
2,7900,,,,,,,-13.75,40.9,15,7,8000,0.6
3,11900,0.425419,-1.500032,1.0960,1.6305,0.0964,0.0054,23.46,93.0,1,1,12000,2.3
4,15900,0.937805,-2.070619,1.0810,4.2581,0.5949,0.0006,-12.28,121.0,1,1,16000,3.9
5,19900,,,,,,,,,0,0,20000,4.1
6,23900,0.977567,-3.629467,2.1711,6.1402,1.5358,0.0000,,,0,0,24000,5.7
7,27900,0.968357,-4.885159,4.0604,6.2163,1.7686,0.0000,-100.47,251.0,1,0,28000,7.3
8,31900,0.926442,-5.761300,4.9416,6.1408,1.9470,0.0000,,,0,0,32000,9.0
9,35900,0.846459,-7.113373,6.2580,6.2270,1.5868,0.0000,,,0,0,36000,10.6
10,39900,,,,,,,,,0,0,40000,10.8
11,43900,0.784921,-8.524221,7.6628,5.8075,1.3437,0.0000,-29.88,379.0,1,0,44000,12.5
12,47900,0.766498,-9.962533,9.1454,5.6405,1.2111,0.0000,,,0,0,48000,14.1
13,51900,0.740078,-11.387663,10.5957,5.7225,1.0244,0.0000,-136.92,486.0,1,0,52000,15.8
14,55900,0.737458,-12.476833,11.8953,5.3474,0.9537,0.0154,-28.88,482.0,1,0,56000,17.3
15,59900,,,,,,,,,0,0,60000,17.6
16,63900,0.745091,-12.836879,12.4831,5.8303,1.0298,0.0217,-229.71,611.0,1,0,64000,19.2
17,67900,0.748902,-13.373022,13.0220,5.3133,1.0416,0.0226,27.55,664.5,2,1,68000,20.9
18,71900,0.820579,-14.907825,13.6429,5.5601,1.4326,0.0326,29.67,655.6,16,4,72000,22.5
19,75900,1.607913,-17.200076,15.9131,7.8118,1.5654,0.0361,31.82,451.6,34,19,76000,24.1
20,79900,,,,,,,37.28,194.6,7,2,80000,24.3
21,83900,1.840549,-19.656718,18.5640,8.0850,1.4377,0.0395,123.87,603.8,4,3,84000,26.0
22,87900,1.914607,-21.776969,20.7506,8.2485,1.3908,0.0427,171.15,496.5,2,1,88000,27.6
23,91900,1.987274,-23.794602,22.8145,8.9658,1.4471,0.0497,143.90,126.8,4,2,92000,29.3
24,95900,1.993920,-25.708601,24.7756,8.5981,1.4752,0.0541,105.07,138.0,1,0,96000,30.9
25,99900,,,,,,,88.97,971.5,32,18,100000,31.1
26,103900,2.092555,-27.597686,26.6727,8.6194,1.5010,0.0602,126.18,815.7,15,8,104000,32.8
27,107900,2.350523,-29.645647,28.7595,9.3232,1.5246,0.0660,161.10,567.6,14,5,108000,34.5
28,111900,2.390627,-31.601107,30.7491,9.1875,1.4885,0.0691,154.95,381.9,7,5,112000,36.1
29,115900,2.469206,-33.424426,32.6206,9.5343,1.5271,0.0749,119.10,341.2,4,2,116000,37.8
30,119900,,,,,,,278.94,262.7,3,2,120000,38.0
31,123900,2.565538,-35.264703,34.4756,9.7323,1.6291,0.0804,204.54,189.3,7,2,124000,39.6
32,127900,2.650598,-36.974269,36.2047,9.8878,1.6005,0.0874,261.16,232.0,6,4,128000,41.3
33,131900,2.756302,-38.612606,37.8566,10.2061,1.6066,0.0936,181.31,144.3,3,2,132000,42.9
34,135900,2.860920,-40.132309,39.3941,10.9991,1.6165,0.1022,170.49,158.6,7,5,136000,44.6
35,139900,,,,,,,,,0,0,140000,44.9
36,143900,2.843861,-41.657980,40.9216,10.6484,1.6611,0.1080,260.70,271.2,4,2,144000,46.5
37,147900,2.926152,-43.126845,42.3925,11.6053,1.6448,0.1176,369.79,293.0,1,1,148000,48.1
38,151900,2.866520,-44.549292,43.8307,11.0228,1.7098,0.1210,304.49,574.5,2,1,152000,49.7
39,155900,2.926572,-46.043561,45.3110,11.3068,1.6840,0.1261,517.98,415.0,1,0,156000,51.4
40,159900,,,,,,,549.37,477.0,6,4,160000,51.7
41,163900,3.019462,-47.379191,46.6678,11.4396,1.6895,0.1314,412.44,455.0,4,3,164000,53.3
42,167900,3.159337,-48.756276,48.0499,12.6235,1.8206,0.1385,540.90,789.5,2,2,168000,55.0
43,171900,3.168390,-50.030524,49.3354,12.3111,1.8064,0.1434,539.02,901.2,8,3,172000,56.6
44,175900,3.526191,-51.362682,50.6809,12.7463,1.8260,0.1490,546.84,1001.0,17,8,176000,58.3
45,179900,,,,,,,728.25,960.0,5,3,180000,58.5
46,183900,3.501934,-52.810853,52.1239,12.1855,1.8591,0.1521,575.09,701.0,3,2,184000,60.2
47,187900,3.804808,-54.337068,53.6473,13.4433,1.8724,0.1586,212.62,140.7,3,1,188000,61.8
48,191900,3.778926,-55.779588,55.0940,12.9974,1.9020,0.1666,678.39,870.2,4,1,192000,63.5
49,195900,4.117657,-57.181041,56.5048,15.2579,1.9620,0.1720,573.17,592.5,2,1,196000,65.2
50,199900,,,,,,,412.04,282.0,3,2,200000,65.4
51,203900,4.371908,-58.577621,57.8966,14.5362,1.9903,0.1788,702.65,1001.0,24,10,204000,67.2
52,207900,4.611351,-60.183333,59.4963,15.4180,1.9291,0.1832,551.12,558.9,10,6,208000,68.8
53,211900,4.941952,-61.800485,61.1124,15.5247,1.9457,0.1883,454.89,530.2,10,4,212000,70.5
54,215900,4.914464,-63.434161,62.7234,15.2819,1.9184,0.1967,405.12,714.7,3,2,216000,72.1
55,219900,,,,,,,389.38,763.7,3,1,220000,72.4
56,223900,5.406134,-65.087312,64.3831,16.8965,2.0260,0.2021,593.90,697.5,6,6,224000,74.0
57,227900,5.519302,-66.773676,66.0693,17.3337,2.0919,0.2072,617.63,627.5,6,5,228000,75.6
58,231900,5.782934,-68.436648,67.7386,20.5097,2.1412,0.2166,799.19,501.0,4,1,232000,77.3
59,235900,6.121639,-70.043267,69.3496,20.7270,2.0459,0.2288,591.23,505.3,10,7,236000,79.0
60,239900,,,,,,,294.75,179.4,5,3,240000,79.2
61,243900,6.523309,-71.547117,70.8357,21.3053,2.0208,0.2263,675.31,641.0,7,4,244000,80.9
62,247900,6.821736,-73.021181,72.3097,23.7886,2.2743,0.2295,460.36,288.0,2,1,248000,82.5
63,251900,6.927762,-74.622247,73.8864,23.1431,2.2584,0.2423,600.22,464.4,5,2,252000,84.2
64,255900,6.738659,-76.138930,75.4336,22.4119,2.1952,0.2445,,,0,0,256000,85.8
65,259900,,,,,,,769.58,732.6,8,4,260000,86.1
66,263900,7.277175,-77.456979,76.7528,24.6093,2.1703,0.2517,686.59,509.2,12,4,264000,87.7
67,267900,7.733927,-78.990037,78.2730,26.1403,2.2083,0.2620,763.98,478.2,4,3,268000,89.4
68,271900,8.133085,-80.468380,79.7561,28.4666,2.3145,0.2723,846.51,672.2,11,7,272000,91.0
69,275900,8.755650,-81.718662,81.0139,28.2172,2.3004,0.2771,1103.72,899.2,9,4,276000,92.7
70,279900,,,,,,,848.08,644.9,9,3,280000,93.0
71,283900,9.421371,-83.069569,82.3668,32.8582,2.3106,0.2842,273.25,538.0,2,1,284000,94.7
72,287900,8.856318,-84.427469,83.7332,28.9277,2.2973,0.2911,824.89,464.7,3,3,288000,96.3
73,291900,9.019044,-85.783611,85.1013,27.5378,2.2815,0.2952,502.52,747.7,3,2,292000,98.0
74,295900,9.121545,-87.055913,86.3733,29.1131,2.3347,0.2986,807.64,807.5,2,0,296000,99.7
75,299900,,,,,,,882.77,589.5,4,2,300000,99.9
76,303900,9.503234,-88.319899,87.6382,28.9955,2.3571,0.3014,855.47,842.6,14,7,304000,101.6
77,307900,9.974158,-89.695128,88.9887,31.3179,2.4000,0.3150,1230.17,1001.0,5,2,308000,103.3
78,311900,10.427227,-91.132335,90.4562,29.7479,2.4949,0.3228,447.59,628.2,6,5,312000,104.9
79,315900,10.887531,-92.302642,91.6258,35.7592,2.4409,0.3309,519.99,425.5,15,9,316000,106.6
80,319900,,,,,,,360.88,255.5,11,8,320000,106.8
81,323900,12.076638,-93.620436,92.9388,40.7391,2.5387,0.3396,688.01,483.0,9,3,324000,108.5
82,327900,12.174554,-94.887005,94.1893,43.2508,2.6323,0.3453,570.72,673.3,10,5,328000,110.2
83,331900,11.633151,-96.115897,95.4404,36.7340,2.5217,0.3505,485.59,365.0,6,2,332000,111.8
84,335900,12.018687,-97.417214,96.7524,35.4989,2.5462,0.3384,751.07,679.7,3,1,336000,113.4
85,339900,,,,,,,1032.54,563.0,3,2,340000,113.7
86,343900,12.537562,-98.589591,97.9235,43.0619,2.6717,0.3597,960.92,726.7,6,4,344000,115.4
87,347900,12.163772,-99.819010,99.1352,40.7020,2.6279,0.3636,762.97,463.5,4,2,348000,117.0
88,351900,12.940852,-101.081260,100.4134,36.5166,2.6694,0.3695,889.48,670.0,8,2,352000,118.6
89,355900,13.177989,-102.153937,101.4798,42.8209,2.6227,0.3722,1360.10,677.5,2,0,356000,120.3
90,359900,,,,,,,1000.93,661.1,9,6,360000,120.5
91,363900,13.695225,-103.418539,102.7459,42.7779,2.6698,0.3788,731.36,770.6,10,5,364000,122.2
92,367900,14.504323,-104.328275,103.6636,41.6771,2.7126,0.3794,464.60,1001.0,2,1,368000,123.9
93,371900,13.568340,-105.571248,104.9255,47.5457,2.8921,0.3965,977.92,758.0,7,4,372000,125.5
94,375900,13.848750,-106.741901,106.0913,44.0817,2.7236,0.3943,1033.43,784.5,6,3,376000,127.2
95,379900,,,,,,,455.39,448.1,10,6,380000,127.4
96,383900,14.450298,-107.897995,107.2391,43.8580,2.6830,0.4075,1161.73,702.8,6,4,384000,129.1
97,387900,14.972272,-109.050139,108.4069,47.9033,2.8781,0.4139,1153.61,942.3,3,1,388000,130.7
98,391900,15.033589,-110.315852,109.6492,52.5101,2.8744,0.4178,716.36,576.2,4,1,392000,132.4
99,395900,15.677031,-111.473580,110.8000,50.6138,2.8336,0.4225,714.01,371.0,3,2,396000,134.1
100,399900,,,,,,,702.58,611.7,6,2,400000,134.3
