epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,-8.92,22.3,36,4000,0.3
2,7900,,,,,,-16.38,40.4,16,8000,0.6
3,11900,0.486891,-1.875231,1.2351,1.8572,0.1183,2.87,100.9,7,12000,1.9
4,15900,0.959442,-3.414800,1.9636,4.1148,0.4454,,,0,16000,3.2
5,19900,,,,,,,,0,20000,3.4
6,23900,0.893089,-4.328162,2.9646,5.1145,0.9587,-142.19,220.3,3,24000,4.7
7,27900,0.899361,-5.175984,4.3366,5.4824,0.8267,-145.61,236.0,1,28000,6.0
8,31900,0.891603,-6.117597,5.2596,5.7786,0.9314,-134.27,303.5,4,32000,7.2
9,35900,0.976530,-7.149100,6.2704,6.0147,0.9546,-102.30,270.3,12,36000,8.5
10,39900,,,,,,,,0,40000,8.7
11,43900,0.890551,-8.212170,7.4013,5.7602,0.8182,,,0,44000,10.0
12,47900,0.806584,-9.264865,8.4962,5.6008,0.8531,,,0,48000,11.3
13,51900,0.718992,-10.368333,9.6208,5.2278,0.8076,,,0,52000,12.6
14,55900,0.675074,-11.396039,10.6759,5.0709,0.8582,,,0,56000,13.8
15,59900,,,,,,,,0,60000,14.0
16,63900,0.634486,-12.447803,11.7468,4.9083,0.9320,91.79,392.0,1,64000,15.4
17,67900,0.743974,-14.472480,13.0064,5.3693,1.1608,-59.30,483.5,11,68000,16.7
18,71900,2.353548,-20.949899,18.5679,9.2798,2.1077,-66.25,525.3,10,72000,17.9
19,75900,2.221677,-22.759662,21.7120,9.4534,1.6449,-137.84,716.0,1,76000,19.2
20,79900,,,,,,-171.08,772.0,1,80000,19.4
21,83900,1.942938,-23.249920,22.5899,7.8364,1.5059,-46.36,525.2,5,84000,20.7
22,87900,1.820229,-23.464950,22.9009,7.3823,1.4409,-293.17,838.0,1,88000,22.0
23,91900,1.641806,-23.776564,23.1889,7.0917,1.3916,-30.83,194.0,1,92000,23.3
24,95900,1.478204,-24.157851,23.5703,6.5487,1.4450,,,0,96000,24.6
25,99900,,,,,,-132.20,1000.0,33,100000,24.8
26,103900,1.518552,-24.625273,24.0104,6.1318,1.4136,-100.28,1001.0,11,104000,26.1
27,107900,1.550601,-25.193348,24.6057,6.0004,1.4134,-61.87,876.4,15,108000,27.3
28,111900,1.579099,-25.851929,25.2489,5.9898,1.3843,-162.75,1001.0,7,112000,28.6
29,115900,1.576138,-26.599184,25.9628,5.9990,1.4596,30.49,113.0,2,116000,29.8
30,119900,,,,,,97.78,502.0,1,120000,30.1
31,123900,1.573954,-27.481885,26.8008,5.9731,1.4345,,,0,124000,31.3
32,127900,1.634936,-28.399000,27.6886,6.0751,1.3842,,,0,128000,32.6
33,131900,1.590843,-29.288907,28.5833,5.8915,1.4193,77.49,810.8,4,132000,33.9
34,135900,1.723565,-30.202005,29.5175,6.3184,1.5056,127.92,828.8,11,136000,35.1
35,139900,,,,,,137.25,326.8,11,140000,35.4
36,143900,1.855328,-31.207423,30.5072,6.8071,1.4407,92.70,148.0,4,144000,36.6
37,147900,1.955180,-32.331871,31.6006,7.3462,1.6346,149.32,295.2,12,148000,37.9
38,151900,2.137513,-33.579679,32.8157,8.3061,1.5553,182.25,311.0,6,152000,39.2
39,155900,2.337499,-34.874948,34.1047,9.4330,1.5608,158.53,274.2,12,156000,40.5
40,159900,,,,,,181.57,291.8,4,160000,40.7
41,163900,2.438354,-36.193367,35.4020,9.2471,1.5678,171.82,376.1,7,164000,42.0
42,167900,2.640694,-37.483892,36.6746,10.7457,1.6351,193.18,859.5,8,168000,43.3
43,171900,2.776316,-38.828936,38.0214,11.3431,1.7141,180.77,701.9,14,172000,44.5
