epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,,46.45,7.0,517,244,4000,0.3
2,7900,,,,,,,,,,66.45,9.3,413,214,8000,0.6
3,11900,45.396336,45.148428,-2.951309,2.7254,2.7768,35.6335,34.1716,0.1754,0.0107,49.28,7.5,582,289,12000,1.4
4,15900,21.398041,21.813354,-5.462994,5.2255,5.2392,32.1531,33.3829,0.0533,0.0016,24.32,4.9,814,425,16000,2.1
5,19900,,,,,,,,,,23.25,4.7,844,415,20000,2.3
6,23900,7.594999,7.576443,-6.952695,6.4374,6.4673,12.3779,12.2147,0.0175,0.0002,23.23,4.7,841,411,24000,3.0
7,27900,5.654875,5.513288,-7.202650,6.8616,6.8698,7.0835,6.9753,0.0052,0.0002,23.19,4.7,849,419,28000,3.7
8,31900,5.252795,5.131161,-7.322761,7.1153,7.1219,7.2016,7.0459,0.0019,0.0003,23.50,4.8,835,448,32000,4.4
9,35900,5.234047,5.153254,-7.552535,7.4731,7.4761,8.2174,8.0064,0.0009,0.0006,23.32,4.8,848,457,36000,5.0
10,39900,,,,,,,,,,23.27,4.7,837,411,40000,5.3
11,43900,5.272641,5.225163,-7.873079,7.8155,7.8191,7.7266,7.8561,0.0006,0.0039,23.19,4.7,849,422,44000,6.0
12,47900,5.483900,5.453991,-8.207782,8.1952,8.2005,7.8957,8.3277,0.0005,0.2445,22.79,4.7,849,439,48000,6.7
13,51900,5.575787,5.554116,-8.466064,8.5976,8.6008,9.6425,9.7912,0.0004,0.0679,22.32,4.6,862,443,52000,7.4
14,55900,6.201842,6.196398,-8.779755,8.9288,8.9316,10.0845,10.0906,0.0002,0.0103,22.05,4.6,874,454,56000,8.0
15,59900,,,,,,,,,,22.42,4.7,855,452,60000,8.3
16,63900,6.473974,6.470986,-9.122137,9.3261,9.3267,9.5235,10.3984,0.0001,0.0043,22.14,4.6,865,442,64000,9.0
17,67900,7.025463,7.034499,-9.398279,9.6209,9.6243,10.8901,11.7774,0.0002,0.0023,22.03,4.6,871,419,68000,9.7
18,71900,7.635947,7.638609,-9.763257,9.9635,9.9649,12.3720,13.6320,0.0005,0.0010,22.06,4.6,865,431,72000,10.4
19,75900,8.202349,8.214459,-10.064620,10.2886,10.2922,12.0511,13.0028,0.0007,0.0007,22.21,4.6,865,450,76000,11.1
20,79900,,,,,,,,,,22.10,4.6,863,415,80000,11.3
21,83900,9.018127,9.039798,-10.422193,10.6316,10.6332,15.0788,15.8206,0.0013,0.0007,22.45,4.7,864,428,84000,12.0
22,87900,9.689845,9.716333,-10.712490,10.9520,10.9551,17.7849,18.4327,0.0023,0.0006,22.14,4.6,867,467,88000,12.7
23,91900,10.486649,10.522642,-10.984014,11.2461,11.2478,20.0449,21.8000,0.0046,0.0007,21.98,4.6,866,443,92000,13.4
24,95900,11.391523,11.429367,-11.289704,11.5508,11.5529,15.9567,17.3925,0.0138,0.0006,22.23,4.6,864,419,96000,14.1
25,99900,,,,,,,,,,22.39,4.6,858,433,100000,14.3
26,103900,12.415836,12.450780,-11.562243,11.7824,11.7841,17.7910,18.8742,0.2800,0.0005,30.95,5.5,714,366,104000,15.1
27,107900,12.843648,12.868052,-14.472832,12.1353,12.1382,22.1864,23.8076,5.4084,0.0009,56.88,8.3,440,226,108000,15.8
28,111900,14.166905,14.150334,-16.703858,12.8072,12.8100,17.9595,19.5473,0.6660,0.0013,68.29,9.5,446,236,112000,16.5
29,115900,15.355572,15.409729,-17.374176,13.2934,13.2968,20.9084,22.3472,0.1647,0.0010,52.73,7.9,508,271,116000,17.3
30,119900,,,,,,,,,,52.56,7.9,503,244,120000,17.5
31,123900,17.085064,17.177682,-17.839942,13.7835,13.7885,24.9511,26.5365,0.0641,0.0007,51.69,7.8,518,242,124000,18.3
32,127900,18.967507,19.102006,-18.682184,14.5806,14.5861,27.6973,29.8606,0.0668,0.0005,53.86,8.0,500,259,128000,19.0
33,131900,21.602842,21.772675,-19.408509,15.9525,15.9525,26.4942,27.8545,0.0968,0.0004,58.19,8.5,466,217,132000,19.7
34,135900,23.878690,24.084872,-20.285604,17.0750,17.0812,38.1557,39.4175,0.1458,0.0003,63.85,9.1,433,215,136000,20.4
35,139900,,,,,,,,,,66.46,9.3,429,210,140000,20.6
36,143900,25.829992,25.993482,-21.105041,17.8930,17.8940,32.4350,35.0994,0.5252,0.0002,85.77,11.4,346,184,144000,21.3
37,147900,28.797877,28.966936,-22.034559,18.6951,18.7047,47.4758,50.5788,0.7125,0.0002,98.91,12.8,302,137,148000,22.0
38,151900,31.044829,31.290656,-23.042628,19.5385,19.5356,38.2580,39.6380,0.1978,0.0002,100.54,13.0,313,151,152000,22.7
39,155900,33.376002,33.629374,-24.045601,20.4627,20.4687,47.7716,49.3973,0.2054,0.0002,107.17,13.7,279,126,156000,23.4
40,159900,,,,,,,,,,113.47,14.4,283,123,160000,23.6
41,163900,35.813803,36.040607,-24.792409,21.3176,21.3179,45.5536,47.3826,0.4440,0.0002,116.63,14.7,262,131,164000,24.3
42,167900,37.840404,38.161924,-25.613625,22.1785,22.1808,43.2930,43.7106,0.3793,0.0001,120.34,15.1,276,124,168000,25.0
43,171900,40.523434,40.801021,-26.499501,22.9946,22.9970,51.9856,53.6805,0.3014,0.0001,118.35,14.9,259,117,172000,25.6
44,175900,42.258757,42.636264,-27.541243,23.9675,23.9724,53.2019,55.8363,0.5380,0.0001,122.21,15.3,260,133,176000,26.3
45,179900,,,,,,,,,,125.37,15.7,252,121,180000,26.6
46,183900,44.954826,45.241211,-28.558690,24.8042,24.8061,55.5768,56.9202,0.4414,0.0001,119.74,15.1,265,128,184000,27.2
47,187900,47.616289,48.084092,-29.193416,25.6518,25.6552,66.5069,69.4447,0.3346,0.0001,120.14,15.1,268,149,188000,27.9
48,191900,50.782519,51.345450,-30.028557,26.4340,26.4375,70.8368,74.5837,0.2245,0.0001,113.76,14.4,282,141,192000,28.6
49,195900,52.553291,53.086626,-30.925630,27.3355,27.3360,59.4200,62.6821,0.5264,0.0001,115.33,14.6,271,130,196000,29.2
50,199900,,,,,,,,,,111.52,14.2,288,150,200000,29.5
51,203900,54.309472,54.965571,-31.814355,28.2287,28.2330,76.0454,80.4520,0.3940,0.0001,117.12,14.8,268,126,204000,30.1
52,207900,56.627054,57.444656,-32.703473,29.1137,29.1190,85.1275,89.8272,0.4597,0.0001,114.19,14.5,282,159,208000,30.8
53,211900,59.562239,60.468077,-33.461933,29.8421,29.8468,69.6887,75.3146,0.4184,0.0001,115.33,14.6,273,153,212000,31.5
54,215900,62.322494,63.254700,-34.228471,30.5674,30.5706,90.2107,95.8553,0.3654,0.0001,114.43,14.5,275,135,216000,32.2
55,219900,,,,,,,,,,119.40,15.0,263,149,220000,32.4
56,223900,63.674091,64.764421,-35.146164,31.4053,31.4057,87.6979,94.3484,0.4048,0.0000,115.49,14.6,275,140,224000,33.1
57,227900,67.745153,68.905620,-36.195519,32.4076,32.4141,102.2391,107.0962,0.5109,0.0000,120.11,15.1,268,146,228000,33.8
58,231900,71.141008,72.451510,-36.713304,32.9283,32.9326,79.1636,81.8312,0.4905,0.0000,117.14,14.8,265,114,232000,34.4
59,235900,72.848786,74.363654,-37.541546,33.6924,33.6937,99.4901,110.3730,0.4043,0.0000,123.77,15.5,259,150,236000,35.1
60,239900,,,,,,,,,,124.39,15.6,257,118,240000,35.3
61,243900,75.216690,76.709713,-38.212067,34.4781,34.4801,107.4190,106.5932,0.6106,0.0000,115.49,14.6,276,128,244000,36.0
62,247900,77.827094,79.370487,-39.120779,35.4738,35.4794,98.9490,104.1668,0.6413,0.0000,122.49,15.3,259,137,248000,36.7
63,251900,78.036077,79.945056,-39.941865,36.2191,36.2351,123.3077,128.7455,0.9795,0.0000,117.67,14.8,271,119,252000,37.4
64,255900,82.704361,84.685075,-40.738502,36.9650,36.9706,109.1638,114.2671,0.5117,0.0000,115.74,14.6,278,142,256000,38.1
65,259900,,,,,,,,,,118.18,14.9,262,145,260000,38.4
