epoch,global_step,device,epoch_wall_s,steps_per_sec,updates_per_sec,env_step_total_s,env_step_mean_ms,buffer_sample_total_s,buffer_sample_mean_ms,update_total_s,update_mean_ms,gpu_mem_allocated_mb,gpu_mem_reserved_mb
1,3900,GPU (NVIDIA GeForce RTX 3080),0.32,12495.8,0.0,0.199,4.974,0.000,0.000,0.000,0.000,4.2,6.0
2,7900,GPU (NVIDIA GeForce RTX 3080),0.34,11688.2,0.0,0.199,4.970,0.000,0.000,0.000,0.000,13.3,26.0
3,11900,GPU (NVIDIA GeForce RTX 3080),1.63,2456.5,307.1,0.201,5.031,0.147,0.293,1.246,2.492,25.6,40.0
4,15900,GPU (NVIDIA GeForce RTX 3080),1.51,2649.0,331.1,0.200,5.007,0.154,0.309,1.121,2.243,25.6,40.0
5,19900,GPU (NVIDIA GeForce RTX 3080),0.24,16926.4,0.0,0.203,5.072,0.000,0.000,0.000,0.000,25.6,40.0
6,23900,GPU (NVIDIA GeForce RTX 3080),1.53,2617.5,327.2,0.202,5.041,0.164,0.328,1.128,2.255,25.6,40.0
7,27900,GPU (NVIDIA GeForce RTX 3080),1.53,2622.9,327.9,0.201,5.034,0.167,0.334,1.121,2.243,25.6,40.0
8,31900,GPU (NVIDIA GeForce RTX 3080),1.53,2611.3,326.4,0.205,5.127,0.167,0.334,1.123,2.246,25.6,40.0
9,35900,GPU (NVIDIA GeForce RTX 3080),1.62,2467.0,308.4,0.207,5.175,0.177,0.353,1.202,2.404,25.6,40.0
10,39900,GPU (NVIDIA GeForce RTX 3080),0.24,16746.2,0.0,0.203,5.084,0.000,0.000,0.000,0.000,25.6,40.0
11,43900,GPU (NVIDIA GeForce RTX 3080),1.55,2576.5,322.1,0.201,5.025,0.175,0.350,1.134,2.267,25.6,40.0
12,47900,GPU (NVIDIA GeForce RTX 3080),1.55,2580.4,322.6,0.202,5.053,0.175,0.350,1.138,2.275,25.6,40.0
13,51900,GPU (NVIDIA GeForce RTX 3080),1.58,2535.4,316.9,0.204,5.095,0.181,0.362,1.158,2.316,25.6,40.0
14,55900,GPU (NVIDIA GeForce RTX 3080),1.56,2568.2,321.0,0.198,4.941,0.177,0.353,1.147,2.293,25.6,40.0
15,59900,GPU (NVIDIA GeForce RTX 3080),0.25,16317.7,0.0,0.207,5.186,0.000,0.000,0.000,0.000,25.6,40.0
16,63900,GPU (NVIDIA GeForce RTX 3080),1.83,2188.7,273.6,0.203,5.081,0.175,0.349,1.144,2.288,30.6,70.0
17,67900,GPU (NVIDIA GeForce RTX 3080),1.81,2213.0,276.6,0.208,5.211,0.175,0.351,1.179,2.359,30.6,70.0
18,71900,GPU (NVIDIA GeForce RTX 3080),1.81,2210.2,276.3,0.206,5.162,0.181,0.362,1.183,2.366,30.6,70.0
19,75900,GPU (NVIDIA GeForce RTX 3080),1.89,2119.3,264.9,0.204,5.096,0.181,0.362,1.255,2.510,30.6,72.0
20,79900,GPU (NVIDIA GeForce RTX 3080),0.24,16772.1,0.0,0.201,5.028,0.000,0.000,0.000,0.000,30.6,72.0
