epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,-7.35,24.8,30,15,4000,0.3,,,
2,7900,,,,,,,-15.43,40.9,17,6,8000,0.7,,,
3,11900,0.427099,-1.562257,1.1486,1.5801,0.0428,0.0095,23.36,96.3,3,0,12000,2.3,,,
4,15900,0.935019,-2.352349,1.3344,3.8676,0.6481,0.0041,7.46,134.0,1,1,16000,3.8,,,
5,19900,,,,,,,-111.52,170.0,1,0,20000,4.0,,,
6,23900,1.013266,-3.228005,1.9717,5.7760,1.4423,0.0030,,,0,0,24000,5.6,,,
7,27900,1.155809,-5.975227,4.5134,7.7932,1.7578,0.0000,-89.38,258.3,3,2,28000,7.1,,,
8,31900,1.324405,-8.623900,7.2468,8.2936,1.7069,0.0000,-78.66,283.5,4,2,32000,8.7,,,
9,35900,1.123268,-11.329847,10.0668,7.2990,1.3568,0.0000,,,0,0,36000,10.3,,,
10,39900,,,,,,,,,0,0,40000,10.5,,,
11,43900,0.973321,-13.885983,12.7593,6.8718,1.2679,0.0000,73.92,282.3,3,0,44000,12.1,,,
12,47900,0.960085,-16.195276,15.2189,6.8718,1.1957,0.0000,10.26,445.0,1,0,48000,13.6,,,
13,51900,0.926341,-18.367903,17.4587,6.4121,1.0420,0.0000,105.46,412.3,3,3,52000,15.2,,,
14,55900,0.950781,-20.476418,19.6025,6.5073,1.1216,0.0000,138.12,519.3,6,2,56000,16.8,,,
15,59900,,,,,,,180.70,390.0,4,2,60000,17.0,,,
16,63900,0.947643,-22.427083,21.6180,6.5434,1.0810,0.0000,51.81,608.0,1,1,64000,18.8,0.777667,0.605005,0.086331
17,67900,0.874618,-24.345348,23.5406,6.3669,1.1197,0.0000,257.03,636.0,1,0,68000,20.6,0.330916,0.232766,0.049075
18,71900,0.853661,-26.250225,25.4649,6.1574,1.1103,0.0000,118.64,153.5,2,0,72000,22.5,0.096646,0.032806,0.031920
19,75900,0.875488,-28.128935,27.3610,6.2045,1.1196,0.0000,162.97,304.2,5,3,76000,24.3,0.128266,0.066411,0.030927
20,79900,,,,,,,365.49,762.0,1,0,80000,24.6,,,
21,83900,0.896335,-29.994270,29.2375,6.2449,1.1690,0.0000,,,0,0,84000,26.4,0.055422,0.012932,0.021245
22,87900,0.914431,-31.843166,31.0894,6.2533,1.1605,0.0000,169.84,292.7,6,3,88000,28.2,0.057980,0.023613,0.017184
23,91900,1.040177,-33.595684,32.8711,7.3180,1.1944,0.0000,162.28,252.2,4,2,92000,30.1,0.140025,0.109325,0.015350
24,95900,0.987861,-35.321654,34.6060,6.6644,1.2405,0.0000,270.68,551.3,3,2,96000,31.9,0.042821,0.029538,0.006642
25,99900,,,,,,,373.47,999.8,41,26,100000,32.1,,,
26,103900,1.430301,-37.040163,36.3177,6.8550,1.2007,0.0000,340.95,792.2,26,12,104000,34.0,0.293761,0.246585,0.023588
27,107900,2.002513,-38.979151,38.2654,8.5429,1.2518,0.0000,227.58,493.0,22,13,108000,35.8,0.301764,0.247571,0.027097
28,111900,2.108123,-40.869609,40.1453,9.1584,1.3073,0.0000,47.00,71.0,5,4,112000,37.6,0.146350,0.108014,0.019168
29,115900,2.110316,-42.650960,41.9760,9.1468,1.3618,0.0246,166.09,240.6,8,3,116000,39.4,0.106122,0.077624,0.014249
30,119900,,,,,,,358.68,452.2,4,2,120000,39.7,,,
31,123900,2.340465,-44.064215,43.5189,9.9910,1.5225,0.0608,171.49,193.7,3,0,124000,41.6,0.040060,0.022452,0.008804
32,127900,2.532522,-45.405806,44.8850,10.6317,1.4162,0.0709,323.44,414.7,6,2,128000,43.4,0.019405,0.007055,0.006175
33,131900,2.724650,-46.753148,46.2425,10.2766,1.4263,0.0800,213.25,215.2,6,4,132000,45.2,0.055750,0.041729,0.007011
34,135900,2.757495,-48.051715,47.5469,10.9702,1.4929,0.0907,175.81,204.4,5,1,136000,47.0,0.049077,0.038973,0.005052
35,139900,,,,,,,301.57,291.0,4,2,140000,47.3,,,
36,143900,2.838740,-49.343380,48.8365,11.0114,1.5565,0.0960,298.76,365.7,11,8,144000,49.1,0.035415,0.024302,0.005557
37,147900,3.006167,-50.537425,50.0418,12.1088,1.6027,0.0998,329.28,356.0,11,7,148000,50.9,0.074445,0.060480,0.006983
38,151900,3.305960,-51.764827,51.2784,13.6552,1.6221,0.1067,323.64,397.4,10,3,152000,52.8,0.038487,0.028512,0.004988
39,155900,3.423282,-52.939816,52.4591,13.9894,1.5778,0.1117,454.51,671.1,7,3,156000,54.6,0.049183,0.037248,0.005967
40,159900,,,,,,,415.56,451.1,7,4,160000,54.8,,,
41,163900,3.531012,-54.159846,53.6653,14.2573,1.7530,0.1201,386.10,446.2,4,3,164000,56.7,0.064546,0.053667,0.005440
42,167900,3.573554,-55.405072,54.9085,14.1818,1.7346,0.1263,313.60,452.7,3,1,168000,58.5,0.038936,0.029798,0.004569
43,171900,3.564700,-56.618424,56.1011,14.1911,1.7387,0.1299,528.85,488.4,8,3,172000,60.3,0.014512,0.008869,0.002822
44,175900,3.837777,-57.869906,57.3407,15.4593,1.8345,0.1378,465.55,626.7,3,2,176000,62.1,0.028938,0.022641,0.003148
45,179900,,,,,,,337.26,365.7,7,4,180000,62.4,,,
46,183900,3.898511,-59.041363,58.5002,16.2656,1.8109,0.1417,,,0,0,184000,64.2,0.055377,0.045494,0.004942
47,187900,3.776523,-60.239331,59.6800,14.1934,1.8073,0.1413,489.43,636.8,5,1,188000,66.0,0.014024,0.007242,0.003391
48,191900,4.126731,-61.368902,60.8108,15.5360,1.8324,0.1470,520.81,721.0,5,3,192000,67.8,0.015264,0.008891,0.003186
49,195900,4.161130,-62.550103,61.9835,15.1038,1.9739,0.1536,518.17,546.7,3,1,196000,69.6,0.012216,0.006426,0.002895
50,199900,,,,,,,651.49,440.0,2,0,200000,69.8,,,
51,203900,4.184359,-63.766435,63.1947,17.5781,1.9397,0.1607,673.54,969.1,17,9,204000,71.8,0.059305,0.049295,0.005005
52,207900,4.454881,-64.975050,64.4036,15.6775,1.9640,0.1626,611.73,931.3,12,1,208000,73.6,0.066987,0.056667,0.005160
53,211900,4.642135,-66.331741,65.7408,17.9929,1.9761,0.1625,329.29,271.3,15,7,212000,75.4,0.068481,0.057580,0.005450
54,215900,5.295845,-67.664164,67.0660,20.2987,1.9761,0.1684,348.23,361.1,18,9,216000,77.3,0.064804,0.053599,0.005602
55,219900,,,,,,,513.71,623.0,2,1,220000,77.5,,,
56,223900,5.440417,-69.014147,68.4146,22.8014,2.1289,0.1878,326.33,317.9,7,5,224000,79.3,0.022263,0.014139,0.004062
57,227900,5.648484,-70.358831,69.7597,20.6755,2.1282,0.1947,207.55,121.2,5,3,228000,81.2,0.025322,0.019157,0.003083
58,231900,5.891637,-71.553981,70.9317,21.9653,2.1895,0.2028,306.47,370.0,4,3,232000,83.0,0.038799,0.032431,0.003184
59,235900,6.241377,-72.855442,72.2346,25.1177,2.2472,0.2137,544.66,550.3,9,5,236000,84.8,0.053847,0.046139,0.003854
60,239900,,,,,,,271.01,174.3,3,1,240000,85.1,,,
61,243900,6.362798,-74.003069,73.3801,23.3474,2.3273,0.2171,484.88,547.2,9,5,244000,86.9,0.033548,0.026805,0.003372
62,247900,6.710816,-75.209848,74.5710,24.5081,2.2777,0.2211,760.12,837.8,6,4,248000,88.7,0.036407,0.028652,0.003878
63,251900,6.834677,-76.463274,75.8155,25.2686,2.1994,0.2296,645.85,743.5,12,6,252000,90.6,0.044472,0.035552,0.004460
64,255900,7.114412,-77.738018,77.0792,26.1497,2.2268,0.2278,398.74,430.8,13,6,256000,92.4,0.047109,0.037819,0.004645
65,259900,,,,,,,409.49,469.1,12,7,260000,92.7,,,
66,263900,7.796860,-79.092451,78.4252,31.0197,2.3460,0.2411,413.74,584.4,8,4,264000,94.5,0.100680,0.088902,0.005889
