epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-70.90,205.5,15,4,4000,1.1
2,7999,0.290987,0.293120,7.567674,-6.6547,-6.6547,8.5768,8.9504,2.4415,0.0014,-111.04,213.0,23,11,8000,128.7
3,11999,0.150283,0.150695,2.746235,-3.6906,-3.6906,2.0847,2.1192,2.4249,0.0000,-90.45,315.2,11,3,12000,300.2
4,15999,0.213571,0.213348,-1.148132,-0.6962,-0.6962,2.2089,2.1889,2.9340,0.0000,-72.17,206.8,19,10,16000,471.3
5,19999,0.249266,0.249245,-2.609804,0.4928,0.4927,2.2038,2.1740,3.3324,0.0000,-48.47,215.1,21,11,20000,642.9
6,23999,0.302522,0.301226,-2.124040,-0.2416,-0.2416,2.4778,2.3622,3.9272,0.0000,-73.36,189.1,21,10,24000,813.9
7,27999,0.373355,0.372301,-1.172698,-1.5193,-1.5193,2.9238,2.7843,4.8159,0.0000,-93.79,195.0,21,10,28000,984.9
8,31999,0.410068,0.408405,-0.630935,-2.2357,-2.2357,3.1489,2.9896,5.3951,0.0000,-103.45,236.8,17,8,32000,1155.5
9,35999,0.517853,0.515447,1.201457,-4.1858,-4.1857,4.0237,3.8544,6.3479,0.0000,-68.52,113.5,35,18,36000,1326.4
10,39999,0.773550,0.770952,5.171223,-8.7935,-8.7933,5.8648,5.6623,8.7205,0.0000,-94.58,138.8,29,16,40000,1497.3
11,43999,1.286126,1.278935,11.472980,-16.0608,-16.0605,8.9367,8.6158,12.5799,0.0000,-70.67,81.4,48,21,44000,1668.8
12,47999,2.585445,2.573961,22.992125,-29.6333,-29.6329,16.1554,15.5939,20.4306,0.0000,-291.01,272.2,12,4,48000,1839.9
13,51999,7.818436,7.784628,42.912021,-54.2791,-54.2788,43.6637,42.1603,38.7842,0.0000,-164.94,116.5,41,18,52000,2012.1
14,55999,34.587050,34.420524,80.201663,-103.4538,-103.4533,175.5267,170.5626,88.4440,0.0000,-267.92,161.0,25,15,56000,2183.0
15,59999,112.586506,112.118908,133.271636,-174.0503,-174.0501,542.2124,529.1038,171.1501,0.0000,-95.78,52.1,77,42,60000,2354.1
16,63999,350.540426,349.495853,202.466092,-272.5507,-272.5503,1588.9805,1560.3768,311.9297,0.0000,-114.89,60.7,66,33,64000,2525.6
17,67999,1219.723574,1214.853388,329.857130,-455.3584,-455.3546,5129.6547,5048.2220,587.2827,0.0000,-144.29,70.4,57,26,68000,2696.5
18,71999,4629.042521,4619.000263,602.985481,-832.7689,-832.7726,17838.6649,17606.8170,1131.4165,0.0000,-89.56,45.9,87,44,72000,2868.0
19,75999,24912.662870,24959.560807,1403.695778,-1916.2007,-1916.2625,86014.1220,85323.5348,2547.7837,0.0000,-101.01,48.5,76,38,76000,3039.5
20,79999,107094.688519,106764.317668,2777.774247,-3833.1388,-3833.2291,334770.6501,331685.0133,5240.2296,0.0000,-150.35,73.4,52,29,80000,3211.8
21,83999,350173.596207,347139.659836,4982.329636,-6828.1154,-6828.3406,1001038.9782,991746.9556,9304.3421,0.0000,-148.86,69.1,65,37,84000,3383.6
22,87999,1026503.963687,1024588.778937,8356.774275,-11471.1312,-11471.7584,2697207.7111,2674130.6506,16008.3854,0.0000,-93.38,43.7,70,41,88000,3555.6
23,91999,2607069.795266,2600212.051928,13315.630036,-18143.7491,-18144.8518,6344574.8545,6285207.0962,25500.9550,0.0000,-152.48,69.7,71,35,92000,3728.0
24,95999,5752931.514550,5729227.880037,19322.500929,-26354.4311,-26356.0502,13068841.1961,12948038.1178,37764.6543,0.0000,-173.41,80.5,43,20,96000,3900.2
25,99999,21464856.284600,21318797.268512,49058.595355,-58072.7264,-58077.9910,41740388.2555,41941366.7022,59492.5429,2982.8850,-113.10,52.6,86,39,100000,4072.6
26,103999,43536081.498450,43058759.464450,68900.748766,-82058.0775,-82061.5119,82514764.2026,82691848.9868,88841.8481,14832.5763,-87.26,38.2,105,48,104000,4245.1
27,107999,81078252.735200,80921362.147900,88711.222400,-106607.8099,-106611.7210,145893589.7420,147478593.4641,123390.7431,25783.5219,-146.78,69.5,57,29,108000,4417.4
28,111999,137266346.347400,136729522.480200,111294.721681,-133418.0141,-133424.7985,234505149.0699,238643386.4942,159300.2559,35530.2897,-65.70,30.7,130,61,112000,4589.5
29,115999,222112053.662000,219619712.520400,141537.992917,-168915.6575,-168925.0488,363593098.0005,370494325.9166,200598.2245,44066.5137,-212.12,96.5,41,23,116000,4760.6
30,119999,346890166.324800,345364684.144800,181661.873770,-214940.5151,-214951.3310,552289815.8223,566975217.3898,250926.5828,53582.2706,-126.88,56.2,73,32,120000,4931.9
