epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-79.19,238.1,14,1,4000,1.1
2,7999,0.435263,0.425478,-1.441328,1.2734,1.2730,2.9161,2.7538,0.5197,0.1722,7.61,319.9,12,5,8000,14.4
3,11999,1.003246,0.990581,1.107108,-1.3529,-1.3532,3.9609,4.3473,0.8640,0.3338,28.67,343.3,14,3,12000,31.9
4,15999,0.856565,0.864495,3.445432,-4.0531,-4.0533,3.7307,4.2086,1.0252,0.4898,55.17,379.7,9,3,16000,49.2
5,19999,0.744640,0.741562,2.523685,-3.3167,-3.3153,3.2945,3.6087,1.1301,0.6175,24.72,212.2,21,11,20000,66.8
6,23999,0.774697,0.776503,1.299628,-2.2227,-2.2223,3.0855,3.3892,1.3218,0.7146,-6.63,250.1,15,7,24000,84.3
7,27999,0.851017,0.854604,1.230244,-2.2474,-2.2473,3.3448,3.5241,1.4990,0.7886,2.87,219.8,20,9,28000,101.6
8,31999,0.896565,0.894599,1.459384,-2.5168,-2.5169,3.6297,3.8456,1.6460,0.8650,10.93,149.8,25,7,32000,119.1
9,35999,0.944713,0.954373,1.810301,-2.9098,-2.9097,4.0045,4.2311,1.7984,0.9263,4.74,368.1,9,3,36000,136.5
10,39999,1.025331,1.039784,2.356137,-3.5065,-3.5063,4.5994,4.8190,1.9402,0.9759,36.93,375.6,13,5,40000,154.0
11,43999,1.107587,1.116831,2.852030,-4.0159,-4.0161,5.1240,5.2829,2.0733,1.0256,-10.16,229.9,16,11,44000,171.4
12,47999,1.125156,1.133930,3.166469,-4.3392,-4.3393,5.6211,5.5775,2.1907,1.0731,82.14,546.2,8,4,48000,188.8
13,51999,1.138319,1.149174,3.170887,-4.3403,-4.3397,5.9299,6.0714,2.2351,1.0903,13.25,177.6,19,9,52000,206.5
14,55999,1.196832,1.208509,3.069493,-4.2516,-4.2506,6.3413,6.6741,2.3523,1.1526,29.38,212.8,18,9,56000,223.7
15,59999,1.274761,1.285376,2.999652,-4.2020,-4.2012,7.1730,7.3642,2.4515,1.1891,18.85,153.9,31,11,60000,241.2
16,63999,1.287185,1.309553,2.894498,-4.0902,-4.0888,7.1235,7.3650,2.5025,1.2081,12.14,139.0,29,12,64000,258.6
17,67999,1.320546,1.331080,2.828271,-4.0251,-4.0242,7.9181,8.1403,2.5638,1.2228,52.03,235.4,17,6,68000,276.0
18,71999,1.335760,1.345050,2.662531,-3.8439,-3.8426,8.0115,8.1381,2.5895,1.2410,33.33,238.6,13,5,72000,293.6
19,75999,1.361498,1.371591,2.473227,-3.6297,-3.6288,8.8104,8.9123,2.5921,1.2541,10.66,129.0,34,18,76000,311.1
20,79999,1.385441,1.397702,2.336947,-3.4991,-3.4981,9.2522,9.2630,2.6577,1.2870,91.48,281.8,16,3,80000,328.8
21,83999,1.377682,1.395466,1.963319,-3.1161,-3.1149,9.2609,9.4855,2.6428,1.2781,19.28,113.3,32,10,84000,346.2
22,87999,1.387709,1.417596,1.621462,-2.7996,-2.7984,9.5297,9.9359,2.6911,1.2970,106.66,309.0,11,6,88000,363.6
23,91999,1.432961,1.462089,1.246428,-2.4280,-2.4269,10.2265,10.7320,2.7158,1.3069,27.60,177.3,27,15,92000,381.0
24,95999,1.556628,1.588002,1.323742,-2.4761,-2.4742,11.2270,11.6066,2.7759,1.3557,28.55,136.5,28,8,96000,398.5
25,99999,1.583166,1.613151,1.208691,-2.3527,-2.3514,11.5894,12.0626,2.8296,1.3867,51.62,156.4,27,8,100000,416.1
26,103999,1.594374,1.621497,1.030829,-2.1594,-2.1585,12.2883,12.8495,2.8534,1.4024,88.18,243.5,17,6,104000,433.5
27,107999,1.607055,1.637175,0.589555,-1.7218,-1.7209,12.7690,13.3262,2.8682,1.4222,37.71,116.7,31,16,108000,451.4
28,111999,1.650949,1.681547,0.399423,-1.5297,-1.5287,13.0018,13.6947,2.9163,1.4537,16.90,117.8,36,16,112000,469.0
29,115999,1.771954,1.806052,0.498002,-1.6311,-1.6301,13.6803,14.0901,3.0291,1.5114,57.07,147.9,28,12,116000,486.5
30,119999,1.821780,1.852089,0.528754,-1.6564,-1.6559,14.8408,15.0300,3.1016,1.5527,58.44,182.4,18,8,120000,503.8
