epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,45.35,6.9,529,4000,0.2
2,7900,,,,,,,,,56.27,8.3,483,8000,0.5
3,11900,43.363003,41.705617,-3.115883,2.8478,3.0331,32.7800,30.4026,0.1698,40.33,6.6,635,12000,1.2
4,15900,23.996546,22.376098,-5.169255,4.8354,4.7659,35.2771,34.7895,0.0357,22.22,4.6,874,16000,1.7
5,19900,,,,,,,,,21.93,4.6,867,20000,1.9
6,23900,8.460076,7.267450,-6.770668,6.1183,6.1120,14.1606,14.1066,0.0141,21.54,4.5,887,24000,2.4
7,27900,6.081483,5.437071,-7.121302,6.5944,6.6054,6.9040,6.8624,0.0046,21.68,4.6,871,28000,2.8
8,31900,5.602074,5.318831,-7.102236,6.8341,6.8313,7.8996,8.2439,0.0015,21.50,4.5,880,32000,3.3
9,35900,5.307867,5.162186,-7.260462,7.1265,7.1167,7.9546,8.0675,0.0006,21.66,4.6,878,36000,3.8
10,39900,,,,,,,,,21.64,4.6,881,40000,4.0
11,43900,5.465998,5.406624,-7.465864,7.4234,7.4136,8.7877,9.7178,0.0001,21.68,4.6,876,44000,4.5
12,47900,5.426787,5.403493,-7.751261,7.7490,7.7416,8.0344,8.7796,0.0003,21.80,4.6,872,48000,5.0
13,51900,5.654119,5.634897,-8.008495,8.0901,8.0812,9.5932,10.0756,0.0007,21.65,4.6,879,52000,5.5
14,55900,5.948216,5.893217,-8.349743,8.4240,8.4149,10.6017,11.4541,0.0012,21.66,4.6,877,56000,6.0
15,59900,,,,,,,,,21.64,4.6,884,60000,6.2
16,63900,6.288844,6.214152,-8.659972,8.7557,8.7513,11.3443,12.7820,0.0018,21.68,4.6,877,64000,6.8
17,67900,6.681848,6.586098,-8.955018,9.1206,9.1149,11.7428,12.4091,0.0030,21.59,4.5,875,68000,7.3
18,71900,7.313611,7.163333,-9.157720,9.2949,9.2929,13.0561,14.1055,0.0061,21.80,4.6,875,72000,7.8
19,75900,7.654210,7.465998,-9.522851,9.6636,9.6585,11.5278,12.6189,0.0212,21.62,4.6,877,76000,8.3
20,79900,,,,,,,,,21.52,4.5,889,80000,8.4
21,83900,8.221494,7.996466,-9.951520,9.9751,9.9736,14.1588,14.5035,1.1395,67.35,9.4,387,84000,9.0
22,87900,9.106183,8.835823,-12.549939,10.6341,10.6302,15.8439,17.3066,2.7352,37.00,6.2,697,88000,9.5
23,91900,10.280959,9.872847,-13.515356,11.0717,11.0702,18.2121,19.5385,0.1799,23.34,4.7,838,92000,10.0
24,95900,11.273960,10.804162,-14.002485,11.5177,11.5120,17.5034,19.8708,0.0326,21.98,4.6,884,96000,10.6
25,99900,,,,,,,,,21.62,4.6,870,100000,10.8
26,103900,12.467830,11.955804,-14.592410,12.0009,11.9997,19.0342,21.3243,0.0132,21.76,4.6,876,104000,11.3
27,107900,13.833605,13.306390,-15.177286,12.8663,12.8669,21.5789,21.9220,0.0027,21.66,4.6,875,108000,11.8
28,111900,15.328754,14.802952,-15.655508,13.4806,13.4758,29.6199,32.0731,0.0089,21.72,4.6,878,112000,12.4
29,115900,17.033557,16.487659,-15.979489,13.9119,13.9106,34.2915,37.7754,0.0225,21.67,4.6,877,116000,13.0
30,119900,,,,,,,,,21.65,4.6,875,120000,13.2
31,123900,18.326163,17.794053,-16.350763,14.3105,14.3024,24.9475,29.7843,0.0632,21.83,4.6,879,124000,13.7
32,127900,19.717922,19.188988,-16.764996,14.7928,14.7904,29.8616,31.3703,0.2888,22.46,4.6,864,128000,14.3
33,131900,20.669242,20.125165,-17.581032,15.1632,15.1658,33.3212,36.5623,2.6698,32.99,5.8,649,132000,14.8
34,135900,22.321083,21.704694,-19.285643,15.7836,15.7751,34.6802,33.9790,1.8546,68.18,9.5,391,136000,15.3
35,139900,,,,,,,,,114.05,14.4,269,140000,15.5
36,143900,23.915370,23.271758,-20.427276,16.5635,16.5692,40.1440,41.0610,0.1319,122.85,15.4,268,144000,16.0
37,147900,26.159696,25.563838,-21.433946,17.4056,17.3998,30.3659,34.2819,0.1036,119.39,15.0,269,148000,16.5
38,151900,28.578370,27.885342,-22.366384,18.3831,18.3744,51.6750,52.9086,0.1015,122.67,15.4,246,152000,17.0
39,155900,31.471377,30.736947,-23.419553,19.4642,19.4633,53.0018,50.9389,0.0813,134.28,16.6,240,156000,17.5
40,159900,,,,,,,,,129.58,16.1,258,160000,17.7
41,163900,33.640237,32.948566,-24.201684,20.3354,20.3342,48.1935,51.9012,0.0822,120.82,15.2,264,164000,18.2
42,167900,36.798754,36.106201,-25.161084,21.0059,21.0015,60.1476,64.1282,0.1209,120.65,15.1,263,168000,18.7
43,171900,37.740422,37.099237,-26.173051,21.9092,21.9082,48.1158,53.3149,0.1375,130.38,16.2,242,172000,19.2
44,175900,40.184750,39.580479,-27.226369,22.6930,22.6875,47.4650,51.7163,0.1230,124.21,15.5,257,176000,19.7
45,179900,,,,,,,,,119.91,15.1,274,180000,19.9
46,183900,41.560946,41.074971,-28.288061,23.5442,23.5490,55.3620,62.9743,0.0878,120.02,15.1,265,184000,20.4
47,187900,43.975836,43.561117,-29.114241,24.3740,24.3722,63.3338,65.5112,0.1161,122.77,15.4,259,188000,21.0
48,191900,46.356818,45.939650,-29.891630,25.0833,25.0670,72.1605,76.7161,0.1380,114.74,14.5,273,192000,21.5
49,195900,47.892257,47.601475,-30.934797,25.9839,25.9852,51.7043,58.4906,0.1626,115.70,14.6,272,196000,22.0
50,199900,,,,,,,,,115.89,14.6,285,200000,22.1
51,203900,51.298106,51.052700,-31.747053,26.8092,26.7967,59.5879,64.3102,0.1311,112.37,14.3,266,204000,22.7
52,207900,53.682589,53.521304,-32.790182,27.5369,27.5357,68.8630,75.0599,0.1359,117.33,14.8,285,208000,23.2
53,211900,55.680589,55.754552,-33.688669,28.4217,28.4080,81.1863,87.3325,0.2028,114.96,14.5,275,212000,23.7
54,215900,58.184021,58.324986,-34.608951,29.2494,29.2474,77.7571,85.9126,0.1784,112.98,14.3,272,216000,24.3
55,219900,,,,,,,,,116.00,14.6,270,220000,24.4
56,223900,61.796138,62.069180,-35.299409,29.9094,29.8981,79.2354,82.0303,0.1654,115.48,14.6,277,224000,24.9
57,227900,64.578053,64.874947,-36.188648,30.7262,30.7172,83.3503,90.8130,0.1269,116.24,14.7,276,228000,25.4
58,231900,65.162003,65.642570,-37.124600,31.4860,31.4775,90.1236,96.8201,0.1513,117.61,14.8,270,232000,26.0
59,235900,68.539349,69.097153,-37.993811,32.4024,32.3889,95.8192,99.9109,0.1422,116.55,14.7,267,236000,26.6
60,239900,,,,,,,,,117.68,14.8,277,240000,26.7
61,243900,71.578897,72.227645,-38.902391,33.2891,33.2853,93.0335,98.8760,0.1344,114.36,14.5,279,244000,27.3
62,247900,73.863276,75.032241,-39.695652,33.9604,33.9410,95.8596,106.1352,0.1537,116.74,14.7,264,248000,27.8
63,251900,76.711924,77.822516,-40.619757,34.6964,34.6909,114.1471,122.7958,0.1823,117.15,14.8,278,252000,28.3
64,255900,80.702102,81.973719,-41.333689,35.4578,35.4443,140.6501,146.8889,0.2700,121.93,15.3,256,256000,28.8
65,259900,,,,,,,,,125.11,15.6,262,260000,29.0
66,263900,81.996691,83.618784,-42.092772,36.1987,36.1761,106.4190,116.4579,0.2628,120.40,15.1,259,264000,29.5
67,267900,87.102140,88.911516,-42.797981,36.9838,36.9649,127.8908,136.4488,0.3859,120.78,15.1,269,268000,30.1
68,271900,89.527563,91.519131,-43.589469,37.6639,37.6519,124.0166,130.5454,0.3041,119.43,15.0,265,272000,30.7
69,275900,92.066930,94.201780,-44.433925,38.5214,38.5009,122.3038,130.3665,0.3667,117.40,14.8,266,276000,31.3
70,279900,,,,,,,,,121.77,15.3,267,280000,31.5
71,283900,93.346257,95.638297,-45.167031,39.3223,39.3051,125.2400,132.8062,0.2728,118.23,14.9,266,284000,32.1
72,287900,96.418284,98.719391,-46.173101,40.1709,40.1563,120.9025,128.2537,0.2467,119.18,15.0,269,288000,32.7
73,291900,101.592652,104.152759,-46.635360,40.6951,40.6715,128.3498,140.8406,0.3910,119.45,15.0,263,292000,33.3
74,295900,103.263144,105.549197,-47.510451,41.6048,41.5921,123.8096,134.3861,0.2585,122.38,15.3,260,296000,33.9
75,299900,,,,,,,,,122.95,15.4,250,300000,34.1
76,303900,104.647750,107.250558,-48.337237,42.4267,42.4057,153.8156,169.7083,0.4712,122.45,15.3,273,304000,34.7
77,307900,111.114092,113.940123,-48.838418,42.8152,42.7926,151.8485,161.8718,0.5116,122.09,15.3,255,308000,35.3
78,311900,113.308416,116.050310,-49.628140,43.7311,43.7085,141.0290,153.5794,0.4014,128.69,16.0,261,312000,35.9
79,315900,116.408456,119.161083,-50.516055,44.3301,44.3113,167.2562,179.8743,0.5022,128.76,16.0,240,316000,36.5
80,319900,,,,,,,,,127.51,15.9,249,320000,36.7
81,323900,119.890837,122.887513,-51.000409,45.0952,45.0803,155.2256,167.8579,0.4140,127.08,15.9,258,324000,37.3
82,327900,124.660187,127.972923,-51.652362,45.6563,45.6433,188.8183,205.2087,0.3886,129.36,16.1,244,328000,37.9
83,331900,126.565856,129.738588,-52.421480,46.5783,46.5680,172.4343,190.1574,0.6501,130.84,16.3,249,332000,38.5
84,335900,129.377917,132.871950,-52.933707,47.0638,47.0391,157.6585,172.1605,0.4421,126.54,15.8,253,336000,39.1
85,339900,,,,,,,,,124.95,15.6,259,340000,39.3
86,343900,133.302439,136.447259,-53.806805,47.8504,47.8351,183.2529,196.2845,0.5932,128.17,16.0,240,344000,39.9
87,347900,136.804716,140.567806,-54.308602,48.3786,48.3565,187.5399,206.4137,0.4518,130.25,16.2,254,348000,40.5
88,351900,141.625612,145.107945,-54.950708,48.9980,48.9773,195.9623,214.1734,0.5202,122.66,15.4,267,352000,41.1
89,355900,141.686125,145.454756,-55.422783,49.5142,49.5070,207.4733,228.9957,0.5189,127.68,15.9,244,356000,41.7
90,359900,,,,,,,,,127.82,15.9,251,360000,41.9
91,363900,147.054614,150.772015,-56.409637,50.4254,50.4040,212.3833,232.1962,0.6044,128.81,16.0,249,364000,42.5
92,367900,149.812128,153.799460,-57.009252,51.0708,51.0594,235.8964,255.8674,0.6058,129.58,16.1,246,368000,43.1
93,371900,155.920578,160.198511,-57.519834,51.6891,51.6730,243.4809,270.7706,0.6904,135.44,16.8,239,372000,43.7
94,375900,154.942024,158.983269,-57.842415,52.1538,52.1439,218.7180,254.0364,0.7650,131.47,16.3,242,376000,44.2
95,379900,,,,,,,,,137.32,17.0,237,380000,44.4
96,383900,158.106302,162.440199,-58.586134,52.8833,52.8684,204.4599,235.4182,0.5556,130.66,16.2,249,384000,44.9
97,387900,164.340465,168.470922,-59.186350,53.3197,53.3105,228.8817,249.0390,0.4400,134.11,16.6,239,388000,45.5
98,391900,164.018185,168.235129,-60.084358,54.2604,54.2389,266.7563,286.3392,0.7290,133.19,16.5,242,392000,46.1
99,395900,168.648153,173.527536,-60.528125,54.6506,54.6386,233.0984,255.3929,0.8976,132.12,16.4,241,396000,46.7
100,399900,,,,,,,,,134.61,16.7,250,400000,46.9
101,403900,170.671432,175.545908,-60.931236,55.2405,55.2116,290.0666,323.3133,0.8234,129.20,16.1,244,404000,47.6
102,407900,177.232903,182.278795,-61.328034,55.7735,55.7681,309.1257,340.3908,0.8044,133.78,16.6,248,408000,48.2
103,411900,174.029453,178.778679,-62.392868,56.4857,56.4739,270.8881,293.7873,0.7252,125.90,15.7,249,412000,48.8
104,415900,183.500558,188.349053,-62.616735,56.8443,56.8418,300.2967,324.2722,0.8919,127.35,15.9,247,416000,49.4
105,419900,,,,,,,,,135.06,16.7,245,420000,49.6
106,423900,186.660258,191.809312,-63.500811,57.6331,57.6104,296.6462,323.4146,1.1541,137.19,17.0,235,424000,50.2
107,427900,186.240253,191.322448,-63.960668,58.2579,58.2520,302.4864,325.6503,0.7960,138.69,17.1,229,428000,50.8
108,431900,188.296445,194.214716,-64.244925,58.5374,58.5173,260.0742,295.1743,0.9797,132.15,16.4,251,432000,51.4
