epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,,,,0,0,4000,0.2
2,7900,,,,,,,,,,,,0,0,8000,0.4
3,11900,0.069191,0.079051,-0.469410,-0.2597,-0.2557,0.5227,0.5155,0.0938,0.0063,,,0,0,12000,2.0
4,15900,0.057144,0.061558,-0.527811,0.0525,0.0525,0.6416,0.5955,0.1552,0.0001,,,0,0,16000,3.6
5,19900,,,,,,,,,,,,0,0,20000,3.7
6,23900,0.074108,0.076413,-0.254144,-0.0673,-0.0669,0.8840,0.8287,0.1994,0.0001,,,0,0,24000,5.3
7,27900,0.091030,0.092368,-0.088998,-0.2754,-0.2750,0.9971,0.9330,0.3171,0.0000,,,0,0,28000,6.9
8,31900,0.105793,0.105877,-0.086538,-0.3555,-0.3553,1.0754,1.0524,0.3797,0.0000,,,0,0,32000,8.5
9,35900,0.189115,0.185663,0.038125,-0.5630,-0.5630,1.4653,1.3890,0.4096,0.0110,,,0,0,36000,10.2
10,39900,,,,,,,,,,,,0,0,40000,10.3
11,43900,0.145798,0.144019,0.188899,-0.6799,-0.6799,1.3645,1.2733,0.3931,0.0160,,,0,0,44000,12.0
12,47900,0.140178,0.137027,0.452776,-0.9160,-0.9158,1.4663,1.3677,0.3659,0.0163,,,0,0,48000,13.9
13,51900,0.143413,0.140387,0.655759,-1.1051,-1.1051,1.6797,1.5279,0.4148,0.0203,,,0,0,52000,15.6
14,55900,0.149713,0.146177,0.896361,-1.3286,-1.3288,1.7338,1.5957,0.3464,0.0196,,,0,0,56000,17.3
15,59900,,,,,,,,,,,,0,0,60000,17.5
16,63900,0.151408,0.147818,1.108660,-1.5722,-1.5725,1.7469,1.6101,0.3473,0.0195,,,0,0,64000,19.0
17,67900,0.152008,0.148653,1.233503,-1.7374,-1.7375,1.8071,1.6925,0.3170,0.0321,,,0,0,68000,20.5
18,71900,0.152773,0.151072,1.424655,-1.9197,-1.9199,1.9188,1.7983,0.3071,0.0229,,,0,0,72000,22.1
19,75900,0.167104,0.160715,1.495987,-2.0665,-2.0666,1.9492,1.7369,0.3500,0.0218,,,0,0,76000,23.6
20,79900,,,,,,,,,,,,0,0,80000,23.8
21,83900,0.158317,0.154597,1.551541,-2.1429,-2.1430,2.0243,1.8963,0.3522,0.0226,,,0,0,84000,25.3
22,87900,0.150318,0.146369,1.718547,-2.2571,-2.2572,2.0974,1.9584,0.3723,0.0244,,,0,0,88000,26.9
23,91900,0.148841,0.146498,1.866895,-2.3757,-2.3757,2.1733,2.0674,0.3521,0.0249,,,0,0,92000,28.5
24,95900,0.147016,0.146254,1.928054,-2.4357,-2.4359,2.1743,2.1388,0.3697,0.0261,,,0,0,96000,30.1
25,99900,,,,,,,,,,-308.86,1000.0,100,44,100000,30.2
26,103900,0.370467,0.368482,1.876400,-2.4322,-2.4321,2.4277,2.2741,0.3560,0.0267,,,0,0,104000,31.8
27,107900,0.619782,0.620471,0.787488,-1.3051,-1.3054,5.4946,5.3191,0.4116,0.0316,,,0,0,108000,33.4
28,111900,0.716481,0.706908,0.235586,-0.6845,-0.6842,6.4655,5.9869,0.3731,0.0326,,,0,0,112000,34.9
29,115900,0.698878,0.693045,0.320245,-0.7559,-0.7562,6.2222,5.9064,0.3977,0.0344,,,0,0,116000,36.5
30,119900,,,,,,,,,,,,0,0,120000,36.6
31,123900,0.671097,0.667970,0.434258,-0.8545,-0.8547,6.1962,5.8924,0.3897,0.0356,,,0,0,124000,38.1
32,127900,0.736645,0.729146,0.512264,-0.9124,-0.9127,6.4015,6.0461,0.4074,0.0360,,,0,0,128000,39.7
33,131900,0.724325,0.716689,0.549240,-0.9453,-0.9454,6.2375,5.9461,0.4182,0.0356,,,0,0,132000,41.3
34,135900,0.744788,0.739384,0.523859,-0.9068,-0.9068,6.5753,6.3001,0.4604,0.0360,,,0,0,136000,42.8
35,139900,,,,,,,,,,,,0,0,140000,43.0
36,143900,0.755651,0.749097,0.482791,-0.8878,-0.8879,7.1475,6.8386,0.4598,0.0354,,,0,0,144000,44.6
37,147900,0.761044,0.760184,0.404424,-0.7920,-0.7921,7.0888,6.9644,0.4635,0.0369,,,0,0,148000,46.2
38,151900,0.761620,0.763767,0.170455,-0.6187,-0.6189,7.2360,6.8983,0.4823,0.0369,,,0,0,152000,47.7
39,155900,0.785111,0.784360,-0.108729,-0.3639,-0.3639,7.6403,7.3052,0.5070,0.0391,,,0,0,156000,49.3
40,159900,,,,,,,,,,,,0,0,160000,49.4
41,163900,0.790447,0.794549,-0.400744,-0.0805,-0.0808,7.9401,7.5768,0.4731,0.0389,,,0,0,164000,51.1
42,167900,0.822582,0.831150,-0.768499,0.2676,0.2674,8.1165,7.9715,0.4838,0.0411,,,0,0,168000,52.7
43,171900,0.841819,0.854967,-1.188548,0.6586,0.6584,8.0836,7.9946,0.5555,0.0425,,,0,0,172000,54.4
44,175900,0.858171,0.863904,-1.646794,1.0847,1.0844,8.7522,8.4021,0.5143,0.0437,,,0,0,176000,56.0
45,179900,,,,,,,,,,,,0,0,180000,56.1
46,183900,0.864065,0.873503,-2.185792,1.5665,1.5667,9.2823,8.8682,0.5257,0.0457,,,0,0,184000,57.7
47,187900,0.897975,0.910787,-2.708218,2.0814,2.0813,9.0799,8.9431,0.5333,0.0504,,,0,0,188000,59.2
48,191900,0.930037,0.945831,-3.296266,2.6403,2.6403,9.7957,9.4786,0.5660,0.0535,,,0,0,192000,60.8
49,195900,0.952641,0.965727,-3.951067,3.2651,3.2649,9.9766,9.5618,0.5772,0.0553,,,0,0,196000,62.6
50,199900,,,,,,,,,,,,0,0,200000,62.8
51,203900,0.988462,0.998562,-4.584093,3.8690,3.8687,10.6401,10.2280,0.5593,0.0612,484.66,1001.0,100,48,204000,64.6
52,207900,1.280219,1.300536,-5.998476,5.2558,5.2556,13.2664,12.6505,0.6392,0.0625,,,0,0,208000,66.3
53,211900,1.574431,1.584992,-7.687040,6.9054,6.9053,17.6909,16.5467,0.6658,0.0711,,,0,0,212000,68.0
54,215900,1.878223,1.886181,-8.960291,8.1895,8.1889,19.8509,18.6386,0.6646,0.0757,,,0,0,216000,69.7
55,219900,,,,,,,,,,,,0,0,220000,69.9
56,223900,2.051882,2.049846,-10.110758,9.3065,9.3059,22.7951,20.9488,0.6815,0.0787,,,0,0,224000,71.5
57,227900,2.188360,2.201351,-11.198577,10.3399,10.3383,23.1743,21.0643,0.7330,0.0804,,,0,0,228000,73.4
58,231900,2.229472,2.232718,-12.296963,11.3862,11.3857,25.7452,23.5367,0.7366,0.0833,,,0,0,232000,75.2
59,235900,2.355044,2.334340,-13.351026,12.4606,12.4605,26.9550,24.5088,0.7275,0.0906,,,0,0,236000,76.9
60,239900,,,,,,,,,,,,0,0,240000,77.0
61,243900,2.397513,2.384671,-14.250738,13.3933,13.3925,27.7644,24.7997,0.7818,0.0926,,,0,0,244000,78.7
62,247900,2.444438,2.432200,-15.216447,14.3787,14.3782,27.9852,24.9768,0.7698,0.0973,,,0,0,248000,80.5
63,251900,2.528785,2.509821,-16.159594,15.3299,15.3298,29.9436,26.9605,0.8383,0.1045,,,0,0,252000,82.2
64,255900,2.598607,2.582947,-17.066267,16.2257,16.2253,31.1360,27.4954,0.8317,0.1054,,,0,0,256000,83.9
65,259900,,,,,,,,,,,,0,0,260000,84.1
66,263900,2.652348,2.636142,-17.906785,17.0631,17.0633,33.3797,29.2697,0.7687,0.1085,,,0,0,264000,85.7
67,267900,2.652995,2.644026,-18.798594,17.9707,17.9705,32.3171,28.6876,0.8345,0.1157,,,0,0,268000,87.5
68,271900,2.801577,2.767537,-19.649561,18.8414,18.8415,36.5874,31.9064,0.9268,0.1173,,,0,0,272000,89.2
69,275900,2.796700,2.770124,-20.459351,19.6959,19.6959,36.9688,32.4763,0.9279,0.1184,,,0,0,276000,90.9
