epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,,,0,4000,0.2
2,7900,,,,,,,,0,8000,0.4
3,11900,0.137455,-1.851668,0.6876,0.8229,0.0546,,,0,12000,1.6
4,15900,0.189767,-2.000088,1.5227,2.1234,0.1042,,,0,16000,2.7
5,19900,,,,,,,,0,20000,2.8
6,23900,0.238290,-2.360969,1.7271,2.8588,0.1976,,,0,24000,4.2
7,27900,0.298374,-3.603473,2.7150,3.8219,0.3862,,,0,28000,5.5
8,31900,0.302632,-4.750503,3.9469,4.0759,0.3936,,,0,32000,6.7
9,35900,0.276712,-5.534761,4.7296,4.1394,0.4276,,,0,36000,7.9
10,39900,,,,,,,,0,40000,8.1
11,43900,0.249185,-6.111975,5.2388,3.6414,0.4077,,,0,44000,9.4
12,47900,0.249584,-6.496125,5.6737,3.6215,0.3676,,,0,48000,10.5
13,51900,0.254628,-6.614598,5.8137,3.9490,0.3724,,,0,52000,11.8
14,55900,0.279162,-6.726900,5.9478,3.9317,0.3402,,,0,56000,13.0
15,59900,,,,,,,,0,60000,13.2
16,63900,0.304301,-6.662444,5.9257,4.3936,0.3275,,,0,64000,14.5
17,67900,0.341029,-6.638375,5.9127,4.6193,0.3359,,,0,68000,15.6
18,71900,0.383646,-6.590023,5.8792,5.0863,0.3579,,,0,72000,16.9
19,75900,0.416326,-6.677289,5.9387,5.3603,0.3430,,,0,76000,18.2
20,79900,,,,,,,,0,80000,18.4
21,83900,0.471821,-6.920538,6.1620,5.9749,0.3563,,,0,84000,19.7
22,87900,0.544168,-7.367627,6.5813,6.2838,0.3570,,,0,88000,21.0
23,91900,0.613822,-8.072997,7.2296,7.2146,0.3701,,,0,92000,22.1
24,95900,0.671436,-9.031435,8.1352,7.6895,0.3872,,,0,96000,23.4
25,99900,,,,,,-254.64,1000.0,100,100000,23.6
26,103900,1.725161,-10.299625,9.3403,11.0004,0.4401,,,0,104000,24.8
27,107900,1.695279,-12.989091,11.9951,11.3426,0.4518,,,0,108000,25.9
28,111900,1.685666,-15.282305,14.2683,10.5161,0.4674,,,0,112000,27.0
29,115900,1.681675,-17.681846,16.6401,11.0767,0.4897,,,0,116000,28.1
30,119900,,,,,,,,0,120000,28.2
31,123900,1.678793,-20.173231,19.1261,10.8743,0.5124,,,0,124000,29.4
32,127900,1.642641,-23.025675,21.9592,11.3662,0.5421,,,0,128000,30.5
33,131900,1.548795,-25.824953,24.7578,9.7229,0.5266,,,0,132000,31.6
34,135900,1.621458,-28.701128,27.6110,10.0847,0.5587,,,0,136000,32.8
35,139900,,,,,,,,0,140000,32.9
36,143900,1.646950,-31.475890,30.3845,10.7944,0.5818,,,0,144000,34.0
37,147900,1.721664,-34.409439,33.3051,11.2352,0.5957,,,0,148000,35.1
38,151900,1.739352,-37.441691,36.3181,10.8407,0.6079,,,0,152000,36.2
39,155900,1.819939,-40.541024,39.4079,11.4906,0.6571,,,0,156000,37.3
40,159900,,,,,,,,0,160000,37.4
41,163900,1.799041,-43.695964,42.5463,11.2925,0.6908,,,0,164000,38.5
42,167900,1.928814,-46.864785,45.7052,12.1713,0.7040,,,0,168000,39.6
43,171900,1.974077,-50.242905,49.0923,12.3553,0.7361,,,0,172000,40.8
44,175900,2.041835,-53.566030,52.3930,12.6108,0.7967,,,0,176000,42.0
45,179900,,,,,,,,0,180000,42.1
46,183900,2.206117,-57.022510,55.8446,13.4924,0.8242,,,0,184000,43.3
47,187900,2.368756,-60.713383,59.5280,14.2253,0.8535,,,0,188000,44.6
48,191900,2.549708,-64.396322,63.1852,14.7055,0.8946,,,0,192000,45.8
49,195900,2.683575,-68.045928,66.8232,15.9869,0.8837,,,0,196000,47.0
50,199900,,,,,,,,0,200000,47.1
51,203900,7.534889,-71.750422,70.5342,17.4372,0.9096,1582.09,1001.0,100,204000,48.3
52,207900,8.704233,-75.483494,74.2700,19.0071,0.9426,,,0,208000,49.5
53,211900,9.212206,-79.401766,78.1789,19.1968,0.9293,,,0,212000,50.8
54,215900,10.165297,-83.187964,81.9459,19.6991,0.9824,,,0,216000,52.1
55,219900,,,,,,,,0,220000,52.2
56,223900,9.699757,-87.219411,85.9514,19.1224,0.9654,,,0,224000,53.5
57,227900,10.528042,-91.123565,89.8495,19.0309,1.0135,,,0,228000,54.6
58,231900,10.039307,-95.127057,93.8658,20.1482,0.9833,,,0,232000,55.8
59,235900,10.039402,-99.050419,97.7645,20.6860,1.0026,,,0,236000,57.1
60,239900,,,,,,,,0,240000,57.2
61,243900,10.883452,-103.117265,101.8369,20.4479,1.0527,,,0,244000,58.5
62,247900,11.397182,-106.911115,105.6224,21.2922,1.0759,,,0,248000,59.8
63,251900,11.284538,-110.852623,109.5560,21.1497,1.0644,,,0,252000,61.1
64,255900,12.268819,-114.721926,113.4410,21.5322,1.0596,,,0,256000,62.3
65,259900,,,,,,,,0,260000,62.5
66,263900,11.838199,-118.516073,117.2309,21.9130,1.0763,,,0,264000,63.7
67,267900,12.220495,-122.395750,121.1072,21.8840,1.1219,,,0,268000,64.9
68,271900,12.882426,-126.119741,124.8334,22.3166,1.1394,,,0,272000,66.1
69,275900,12.924729,-129.914837,128.6110,22.5304,1.1560,,,0,276000,67.3
70,279900,,,,,,,,0,280000,67.5
71,283900,14.727788,-133.536775,132.2269,23.8108,1.1659,,,0,284000,68.6
72,287900,14.205009,-137.192570,135.8800,23.5738,1.2269,,,0,288000,69.8
73,291900,14.142192,-140.985136,139.6925,22.6756,1.1808,,,0,292000,71.1
74,295900,14.497009,-144.497191,143.1925,23.5800,1.2145,,,0,296000,72.4
75,299900,,,,,,,,0,300000,72.6
76,303900,14.309653,-148.137401,146.8245,23.7111,1.2435,2638.72,1001.0,100,304000,73.9
77,307900,26.685022,-151.182345,149.9118,25.8593,1.2272,,,0,308000,75.2
78,311900,24.499554,-154.507931,153.2799,25.4727,1.2424,,,0,312000,76.5
79,315900,27.502175,-157.472673,156.2339,26.4729,1.2305,,,0,316000,77.8
80,319900,,,,,,,,0,320000,77.9
81,323900,28.207069,-160.638447,159.3766,27.6764,1.2594,,,0,324000,79.2
82,327900,29.829260,-163.781346,162.4889,28.7113,1.2748,,,0,328000,80.5
83,331900,27.256349,-166.899303,165.6265,26.9685,1.2745,,,0,332000,81.7
84,335900,27.982301,-169.811099,168.5567,26.8267,1.2612,,,0,336000,83.1
85,339900,,,,,,,,0,340000,83.2
86,343900,28.763854,-172.772094,171.5282,27.8022,1.3270,,,0,344000,84.6
87,347900,28.698522,-175.679139,174.4334,26.9650,1.3394,,,0,348000,85.9
88,351900,25.452126,-178.446673,177.2119,26.4358,1.3844,,,0,352000,87.2
89,355900,27.186017,-181.073584,179.8551,26.9551,1.3906,,,0,356000,88.4
90,359900,,,,,,,,0,360000,88.6
91,363900,28.564195,-183.966902,182.7207,27.9538,1.4167,,,0,364000,89.8
92,367900,29.903280,-186.807173,185.5647,28.6102,1.3887,,,0,368000,91.2
93,371900,27.636021,-189.521910,188.2692,28.1488,1.4336,,,0,372000,92.5
94,375900,30.545363,-192.157023,190.8984,29.4825,1.4770,,,0,376000,93.7
95,379900,,,,,,,,0,380000,93.8
96,383900,31.001192,-194.760335,193.5134,30.0036,1.4926,,,0,384000,95.0
97,387900,27.664643,-197.572423,196.3136,28.9031,1.5324,,,0,388000,96.1
98,391900,30.067024,-200.098146,198.8464,30.8067,1.4877,,,0,392000,97.3
99,395900,29.433672,-202.537930,201.3110,30.2930,1.5490,,,0,396000,98.6
100,399900,,,,,,,,0,400000,98.7
