epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3999,,,,,,,,,,-63.89,200.7,15,1,4000,1.1,,,
2,7999,0.206458,0.202318,-0.744112,1.3390,1.3395,2.0551,2.0572,0.3954,0.0386,35.03,771.2,6,2,8000,14.2,,,
3,11999,0.387951,0.389303,-4.120360,4.1807,4.1804,3.2001,3.4221,0.9029,0.1364,44.19,435.9,10,2,12000,31.2,,,
4,15999,0.523324,0.526572,-5.654376,5.3631,5.3630,3.8805,4.1386,1.3434,0.2995,2.33,204.7,15,2,16000,48.2,,,
5,19999,0.532598,0.539577,-6.027584,5.5010,5.5013,3.6124,3.8896,1.4909,0.3035,41.19,314.8,14,6,20000,65.6,,,
6,23999,0.505469,0.510681,-7.381527,6.6484,6.6485,3.6020,3.8559,1.5690,0.4972,209.35,709.8,6,0,24000,82.9,,,
7,27999,0.556636,0.563173,-8.344150,7.7093,7.7089,3.9209,4.1975,1.6127,0.6727,29.03,343.5,12,2,28000,99.7,,,
8,31999,0.588530,0.595891,-8.983138,8.2771,8.2763,4.1477,4.3754,1.7452,0.7895,150.32,646.4,5,0,32000,116.9,,,
9,35999,0.593541,0.602951,-9.707809,9.0101,9.0094,4.5424,4.6324,1.7434,0.8268,123.67,446.0,11,2,36000,133.8,,,
10,39999,0.649829,0.662278,-9.548875,8.9068,8.9066,4.7709,4.8627,1.7805,0.8766,112.65,572.8,6,2,40000,150.6,,,
11,43999,0.682915,0.694515,-9.333822,8.6911,8.6905,4.9713,5.1090,1.8573,0.9167,194.41,556.6,8,0,44000,167.9,,,
12,47999,0.717814,0.730082,-9.316331,8.6484,8.6482,5.4371,5.4069,1.9392,0.9555,151.64,569.7,6,1,48000,185.1,,,
13,51999,0.726000,0.743562,-9.587204,8.8822,8.8819,5.6145,5.6719,1.9852,0.9970,205.52,596.3,7,4,52000,202.4,,,
14,55999,0.783432,0.801670,-9.720337,9.0259,9.0258,6.5059,6.5396,2.0655,1.0406,251.54,696.7,6,0,56000,219.4,,,
15,59999,0.849410,0.862434,-10.121210,9.4109,9.4107,7.5194,7.3177,2.1366,1.0521,133.51,392.7,9,1,60000,236.6,,,
16,63999,0.938436,0.950920,-10.410256,9.6829,9.6828,8.3944,8.1627,2.2401,1.0975,203.61,525.8,8,2,64000,253.9,,,
17,67999,1.036948,1.043842,-10.971188,10.2069,10.2067,9.0445,8.8498,2.3331,1.1287,175.41,460.5,10,3,68000,271.3,,,
18,71999,1.216986,1.219170,-10.817318,10.0605,10.0603,10.5064,9.9324,2.4843,1.2205,66.11,268.7,14,3,72000,405.4,0.034017,0.006619,0.026981
19,75999,1.328507,1.338599,-10.474972,9.7054,9.7055,11.0850,10.9973,2.6009,1.2873,90.31,342.6,11,1,76000,542.5,0.000237,0.000114,0.000025
20,79999,1.354511,1.381045,-10.095235,9.3329,9.3332,11.7104,11.2980,2.6858,1.3294,182.09,533.0,8,0,80000,679.7,0.000078,0.000000,0.000000
21,83999,1.390526,1.408832,-9.821045,9.0487,9.0485,11.9921,11.7105,2.7412,1.3622,268.62,680.2,6,2,84000,816.9,0.000291,0.000196,0.000016
22,87999,1.435566,1.451426,-9.809170,9.0117,9.0116,12.9839,12.2624,2.8014,1.3773,134.64,375.2,9,1,88000,954.4,0.000243,0.000149,0.000012
23,91999,1.452251,1.463458,-9.844517,9.0449,9.0447,12.9915,13.0181,2.8488,1.3960,153.66,386.2,11,3,92000,1091.8,0.000181,0.000095,0.000007
24,95999,1.489999,1.508464,-9.955177,9.1531,9.1530,13.2461,13.0793,2.8903,1.4027,69.52,220.4,17,7,96000,1229.2,0.000294,0.000192,0.000017
25,99999,1.602043,1.626015,-9.803156,8.9703,8.9699,13.6978,13.4271,3.0178,1.4546,148.51,614.3,7,2,100000,1366.5,0.000255,0.000153,0.000013
26,103999,1.760144,1.778365,-9.602398,8.7604,8.7602,14.8045,15.0265,3.1388,1.5011,112.12,288.6,12,1,104000,1503.9,0.000223,0.000125,0.000008
27,107999,1.850985,1.865059,-9.482001,8.6161,8.6158,15.6898,15.7089,3.2114,1.5322,123.84,343.2,13,3,108000,1641.2,0.000288,0.000188,0.000013
28,111999,2.033987,2.040386,-9.314413,8.4124,8.4123,16.6193,16.3858,3.3781,1.5979,213.83,595.6,7,2,112000,1778.5,0.000261,0.000163,0.000014
29,115999,2.308440,2.318023,-8.398641,7.4951,7.4946,17.4966,17.5712,3.5680,1.6908,54.50,291.4,13,2,116000,1916.0,0.000306,0.000204,0.000016
30,119999,2.530428,2.545830,-7.754279,6.7946,6.7941,18.9549,19.0775,3.7843,1.7978,116.87,324.9,14,4,120000,2053.3,0.000335,0.000234,0.000017
