epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3999,,,,,,,,,,-48.22,107.9,33,5,4000,1.1,,,
2,7999,0.329380,0.331919,-1.063922,1.2980,1.2984,3.0842,3.1894,0.4704,0.0230,66.73,699.7,6,2,8000,14.3,,,
3,11999,0.488642,0.493676,-6.403886,5.3455,5.3456,4.0287,4.3385,0.9245,0.0025,70.11,508.5,8,0,12000,31.7,,,
4,15999,0.516155,0.527127,-9.020812,7.7552,7.7549,3.8972,4.2708,1.1676,0.0000,10.91,282.5,13,3,16000,49.1,,,
5,19999,0.604384,0.611229,-12.074786,10.4487,10.4486,4.5846,5.1044,1.3244,0.0019,26.92,620.3,6,0,20000,66.2,,,
6,23999,0.745354,0.765421,-15.619907,14.0874,14.0872,5.7546,6.3829,1.5077,0.0292,13.88,499.5,8,2,24000,83.2,,,
7,27999,0.757615,0.779759,-13.146389,12.1622,12.1619,5.4213,5.7630,1.6773,0.2552,-4.47,637.9,7,3,28000,100.4,,,
8,31999,0.665312,0.681754,-9.768287,8.7942,8.7934,4.4773,4.8749,1.7291,0.4792,85.92,614.5,6,0,32000,117.3,,,
9,35999,0.657501,0.678585,-8.365435,7.3656,7.3653,4.4206,4.6665,1.7771,0.6320,34.73,279.2,16,6,36000,134.2,,,
10,39999,0.687422,0.713878,-7.709736,6.7331,6.7329,4.4128,4.6433,1.9131,0.8346,95.28,436.0,9,3,40000,151.5,,,
11,43999,0.795770,0.824715,-7.676003,6.6105,6.6101,4.8606,5.0246,2.1461,1.0194,85.86,430.4,9,1,44000,168.4,,,
12,47999,0.891055,0.916665,-7.463087,6.3602,6.3596,5.3991,5.4419,2.3444,1.1652,60.37,349.1,10,2,48000,185.5,,,
13,51999,1.005446,1.033281,-7.383722,6.2610,6.2604,6.0075,5.8555,2.4920,1.2885,63.51,326.2,13,3,52000,202.7,,,
14,55999,1.018949,1.044400,-7.314873,6.2182,6.2173,6.3912,6.1121,2.5567,1.3619,126.57,448.2,10,3,56000,219.7,,,
15,59999,1.090961,1.117768,-6.953007,5.9177,5.9166,6.7601,6.5896,2.5875,1.4153,29.56,252.3,13,2,60000,328.6,0.150925,0.033141,0.116026
16,63999,1.127915,1.156635,-6.609119,5.6734,5.6730,7.2941,7.1515,2.6090,1.4757,128.23,426.5,10,1,64000,466.1,0.058256,0.000244,0.057773
17,67999,1.130427,1.155688,-6.294343,5.3757,5.3752,7.5401,7.4242,2.6250,1.5238,65.51,262.5,14,2,68000,603.8,0.021950,0.000159,0.021573
18,71999,1.171185,1.187007,-6.123543,5.2016,5.2014,8.0896,7.8428,2.6789,1.5420,147.87,476.3,10,5,72000,741.2,0.004990,0.000353,0.004451
19,75999,1.279713,1.297114,-5.983827,5.0705,5.0701,9.1089,8.7774,2.7825,1.5877,106.09,373.5,11,2,76000,878.8,0.000592,0.000241,0.000221
20,79999,1.427815,1.447031,-5.584809,4.6365,4.6363,9.9433,9.4386,2.9755,1.7090,124.21,405.6,10,2,80000,1016.5,0.000233,0.000094,0.000015
21,83999,1.574648,1.589798,-5.011314,4.0709,4.0706,11.1196,10.7387,3.1237,1.7468,139.43,392.9,9,2,84000,1153.9,0.000177,0.000052,0.000005
22,87999,1.703645,1.731469,-4.352719,3.3767,3.3757,12.1410,11.7686,3.2871,1.7977,117.36,387.9,9,3,88000,1291.8,0.000482,0.000321,0.000024
23,91999,1.866927,1.903216,-3.455221,2.4804,2.4789,13.1351,12.8749,3.4179,1.8502,84.87,254.5,17,8,92000,1429.5,0.000544,0.000360,0.000030
24,95999,1.982867,2.018598,-2.901909,1.8701,1.8691,14.0207,13.4175,3.5958,1.9284,126.84,336.0,11,3,96000,1567.1,0.000460,0.000318,0.000009
25,99999,2.150931,2.186568,-2.179012,1.1558,1.1555,14.5766,14.5961,3.7109,1.9857,145.72,426.8,11,3,100000,1704.9,0.000382,0.000230,0.000015
26,103999,2.360354,2.397676,-1.328182,0.2925,0.2924,16.3214,15.9459,3.8931,2.0768,78.78,264.2,16,4,104000,1842.7,0.000785,0.000627,0.000027
27,107999,2.570828,2.608301,-0.231635,-0.8013,-0.8014,16.5429,16.8523,4.0184,2.0976,39.45,159.7,20,6,108000,1980.4,0.000755,0.000565,0.000041
28,111999,2.872858,2.927123,1.279458,-2.3101,-2.3095,18.0316,18.3133,4.1958,2.2068,21.52,143.1,33,10,112000,2118.3,0.000437,0.000278,0.000023
29,115999,3.213090,3.263356,2.574181,-3.6867,-3.6867,19.4255,19.2705,4.4894,2.3246,88.68,271.5,15,5,116000,2256.2,0.000201,0.000063,0.000005
30,119999,3.373828,3.435591,3.513228,-4.6693,-4.6685,20.3842,20.3355,4.6706,2.4355,34.02,161.2,20,5,120000,2394.2,0.000357,0.000203,0.000014
