epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,0,0,4000,0.4
2,7900,,,,,,,,,0,0,8000,0.9
3,11900,107.614337,-53.461668,53.2811,241.3619,0.0003,0.0000,,,0,0,12000,3.1
4,15900,262.490523,-135.139771,134.9409,221.6427,0.0029,0.0001,,,0,0,16000,5.3
5,19900,,,,,,,,,0,0,20000,5.9
6,23900,279.835364,-231.700580,231.1612,244.1926,0.0001,0.0010,,,0,0,24000,8.1
7,27900,264.808847,-342.203428,340.4388,680.1096,0.0217,0.0086,,,0,0,28000,10.3
8,31900,318.614355,-460.948349,457.6066,1782.1296,0.0039,0.0287,,,0,0,32000,12.5
9,35900,380.504208,-588.195279,583.6432,2431.4036,0.0001,0.0692,,,0,0,36000,14.8
10,39900,,,,,,,,,0,0,40000,15.4
11,43900,446.820607,-718.272669,713.2167,3832.9980,0.0000,0.1458,,,0,0,44000,17.6
12,47900,498.463809,-850.409166,844.6715,5409.4035,0.0166,0.1972,,,0,0,48000,19.9
13,51900,557.467139,-983.824384,977.6907,7955.4526,0.0000,0.2245,,,0,0,52000,22.2
14,55900,590.548882,-1116.248572,1109.9743,9830.1789,0.0000,0.2322,,,0,0,56000,24.5
15,59900,,,,,,,,,0,0,60000,25.1
16,63900,633.753499,-1246.245913,1240.1878,12245.1497,0.0000,0.2150,,,0,0,64000,27.3
17,67900,680.190917,-1374.275688,1368.3861,14970.3598,0.0000,0.2513,,,0,0,68000,29.6
18,71900,701.290948,-1499.819844,1494.0010,16269.0303,0.0000,0.2371,,,0,0,72000,31.9
19,75900,710.567443,-1623.239120,1617.4625,16881.0969,0.0000,0.2110,,,0,0,76000,34.2
20,79900,,,,,,,,,0,0,80000,34.8
21,83900,716.750682,-1744.467785,1738.9200,16613.4511,0.0000,0.1949,,,0,0,84000,37.1
22,87900,748.509108,-1863.398163,1858.0689,20362.1103,0.0000,0.1979,,,0,0,88000,39.4
23,91900,786.419134,-1979.231528,1974.0362,23895.3444,0.0000,0.2074,,,0,0,92000,41.7
24,95900,820.839370,-2091.891820,2086.8718,25980.8298,0.0000,0.1762,,,0,0,96000,43.9
25,99900,,,,,,,68310.80,1000.0,100,53,100000,44.6
26,103900,5796.378303,-2201.867659,2197.0952,35160.8269,0.0000,0.2007,,,0,0,104000,46.8
27,107900,6179.640809,-2313.337585,2308.7332,32717.4519,0.0239,0.1905,,,0,0,108000,49.1
28,111900,5912.656752,-2426.960255,2422.2370,39991.8329,0.0005,0.1937,,,0,0,112000,51.4
29,115900,6642.031528,-2539.140862,2534.4575,47720.1658,0.0001,0.2070,,,0,0,116000,53.7
30,119900,,,,,,,,,0,0,120000,54.3
31,123900,6204.813387,-2650.986796,2646.3484,49233.1232,0.0000,0.2205,,,0,0,124000,56.6
32,127900,6777.687113,-2754.247487,2749.5621,55563.1442,0.0011,0.1876,,,0,0,128000,58.9
33,131900,6653.117911,-2862.589765,2857.9596,63457.8735,0.3886,0.1851,,,0,0,132000,61.2
34,135900,6852.229660,-2964.540641,2960.2083,73591.9949,0.3579,0.1907,,,0,0,136000,63.5
35,139900,,,,,,,,,0,0,140000,64.1
36,143900,7399.321628,-3066.174169,3061.8599,74455.2392,0.3281,0.1952,,,0,0,144000,66.4
37,147900,7515.654241,-3165.286271,3161.0492,83585.9161,0.4483,0.1732,,,0,0,148000,68.7
38,151900,7360.698298,-3262.153842,3257.9534,95889.1379,0.4502,0.2056,,,0,0,152000,71.0
39,155900,8323.029384,-3355.788694,3351.6697,115120.7639,0.5596,0.1901,,,0,0,156000,73.3
40,159900,,,,,,,,,0,0,160000,73.9
41,163900,7491.974149,-3447.171114,3442.9064,110594.0060,0.4113,0.2246,,,0,0,164000,76.2
