epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,-9.11,25.7,34,21,4000,0.3
2,7900,,,,,,,-16.05,39.5,19,8,8000,0.6
3,11900,0.475722,-1.263652,0.8360,1.9883,0.1153,0.0032,4.00,90.1,19,12,12000,2.3
4,15900,1.173011,-1.227962,0.2139,6.0360,0.5102,0.0000,-47.03,86.8,53,28,16000,3.8
5,19900,,,,,,,-84.35,86.0,9,2,20000,4.0
6,23900,1.518873,-2.135325,0.9504,8.9619,1.3625,0.0000,-6.18,32.0,2,0,24000,5.6
7,27900,1.487017,-4.719030,3.4706,10.2302,1.4987,0.0000,,,0,0,28000,7.2
8,31900,1.342597,-7.248097,6.0810,10.7005,1.3076,0.0000,,,0,0,32000,8.8
9,35900,1.217839,-9.594982,8.6004,9.3289,1.2453,0.0103,,,0,0,36000,10.4
10,39900,,,,,,,,,0,0,40000,10.6
11,43900,1.149715,-11.545734,10.7317,8.9957,1.2877,0.0326,121.91,351.0,2,2,44000,12.2
12,47900,1.111762,-13.316529,12.5980,9.1064,1.2450,0.0393,,,0,0,48000,13.8
13,51900,1.133193,-15.061487,14.4121,9.0360,1.2635,0.0430,80.07,169.0,3,1,52000,15.4
14,55900,1.116708,-16.718453,16.1124,8.7025,1.2427,0.0477,101.03,541.0,1,0,56000,17.0
15,59900,,,,,,,180.18,408.0,1,0,60000,17.3
16,63900,1.129262,-18.393732,17.8229,8.6174,1.2284,0.0511,,,0,0,64000,18.9
17,67900,1.101302,-20.036143,19.4900,8.3637,1.2144,0.0553,162.86,244.0,3,1,68000,20.5
18,71900,1.078245,-21.654095,21.1224,8.0551,1.0686,0.0600,316.01,609.0,4,2,72000,22.1
19,75900,1.109555,-23.187350,22.6925,8.5073,1.0992,0.0629,224.35,387.2,4,3,76000,23.7
20,79900,,,,,,,380.98,618.0,2,2,80000,24.0
21,83900,1.077501,-24.686104,24.1913,7.4207,1.0481,0.0658,123.33,137.0,1,0,84000,25.6
22,87900,1.076960,-26.181742,25.6991,7.7730,1.1035,0.0689,400.16,648.0,1,1,88000,27.2
23,91900,1.018354,-27.672300,27.2025,7.3306,1.0834,0.0739,,,0,0,92000,28.8
24,95900,1.012818,-29.166414,28.6905,7.0442,1.0999,0.0774,291.30,534.5,2,1,96000,30.4
25,99900,,,,,,,429.18,1000.0,22,12,100000,30.6
26,103900,1.194319,-30.641961,30.1872,7.3444,1.0983,0.0809,427.67,836.2,17,9,104000,32.2
27,107900,1.431585,-32.241422,31.7934,7.9007,1.1517,0.0905,398.51,746.0,8,3,108000,33.8
28,111900,1.526756,-33.843814,33.4035,8.3409,1.2002,0.0941,362.93,649.0,8,4,112000,35.5
29,115900,1.917938,-35.432146,34.9949,8.9351,1.2863,0.0998,663.95,1001.0,32,14,116000,37.1
30,119900,,,,,,,281.92,362.2,10,6,120000,37.3
31,123900,2.203720,-37.148108,36.6893,9.6424,1.2450,0.1033,351.83,400.0,8,5,124000,38.9
32,127900,2.328431,-38.892039,38.4424,10.1071,1.2656,0.1138,120.21,101.2,4,2,128000,40.5
33,131900,2.465351,-40.632177,40.1637,11.2233,1.2979,0.1206,229.99,190.1,9,5,132000,42.2
34,135900,2.627805,-42.336110,41.8513,11.1597,1.3754,0.1225,187.04,165.9,7,5,136000,43.8
35,139900,,,,,,,290.81,249.7,11,6,140000,44.0
36,143900,3.006719,-44.049810,43.5552,13.9519,1.3893,0.1345,227.66,183.3,11,5,144000,45.6
37,147900,3.230470,-45.760398,45.2748,14.8679,1.4074,0.1342,403.84,327.1,7,5,148000,47.2
38,151900,3.311276,-47.403873,46.9142,14.6965,1.4193,0.1396,257.04,237.5,8,6,152000,48.8
39,155900,3.662365,-48.971695,48.4792,16.7941,1.4172,0.1481,249.70,234.3,9,4,156000,50.5
40,159900,,,,,,,427.90,339.8,6,1,160000,50.7
41,163900,3.587453,-50.581985,50.0710,16.7368,1.5236,0.1575,323.24,274.8,5,3,164000,52.3
42,167900,3.726089,-52.133740,51.6276,17.0775,1.6063,0.1652,483.69,537.0,9,2,168000,53.9
43,171900,3.995918,-53.735653,53.2221,18.6415,1.5933,0.1665,549.49,614.5,2,0,172000,55.5
44,175900,4.048710,-55.321353,54.7822,16.8681,1.5657,0.1685,710.38,733.8,8,3,176000,57.2
45,179900,,,,,,,,,0,0,180000,57.4
46,183900,4.079610,-56.925287,56.3746,16.9913,1.5859,0.1733,595.12,510.0,2,1,184000,59.0
47,187900,4.069071,-58.456512,57.9054,18.4632,1.6983,0.1770,436.74,485.7,3,2,188000,60.6
48,191900,4.298550,-59.943819,59.3762,18.3449,1.6448,0.1850,381.11,258.2,4,2,192000,62.2
49,195900,4.370206,-61.378160,60.8223,19.2549,1.7920,0.1901,492.21,441.9,8,5,196000,63.9
50,199900,,,,,,,312.75,215.5,4,2,200000,64.1
51,203900,4.355647,-62.830071,62.2869,19.2616,1.6264,0.1919,687.34,762.5,22,11,204000,65.8
52,207900,5.018167,-64.287800,63.7350,21.4938,1.7393,0.2038,471.08,551.4,10,4,208000,67.4
53,211900,5.140415,-65.815250,65.2230,22.2686,1.7002,0.2104,428.09,352.9,8,5,212000,69.0
54,215900,5.662968,-67.207613,66.6614,24.9640,1.8333,0.2104,633.35,789.1,18,7,216000,70.7
55,219900,,,,,,,321.87,372.1,11,7,220000,70.9
56,223900,5.891177,-68.726693,68.1764,25.3623,1.8610,0.2172,536.87,470.4,5,2,224000,72.5
57,227900,6.085143,-70.202890,69.6356,26.1520,1.9154,0.2246,295.42,307.0,5,3,228000,74.1
58,231900,6.383725,-71.684083,71.1047,26.6011,1.8969,0.2319,517.58,436.4,7,6,232000,75.8
59,235900,6.647944,-73.172831,72.5957,26.7961,1.9426,0.2424,310.88,276.8,8,4,236000,77.4
60,239900,,,,,,,536.56,651.7,9,6,240000,77.6
61,243900,6.797554,-74.561772,73.9689,31.0335,1.9936,0.2526,424.10,564.9,10,5,244000,79.3
62,247900,7.311936,-76.083332,75.4995,31.9338,2.0022,0.2550,555.45,333.2,9,2,248000,81.0
63,251900,7.316849,-77.438446,76.8490,33.1698,2.0134,0.2693,387.22,397.9,8,4,252000,82.6
64,255900,7.596598,-78.850678,78.2459,32.2832,2.0256,0.2755,387.01,455.5,10,5,256000,84.2
65,259900,,,,,,,1163.94,725.3,3,2,260000,84.4
66,263900,7.930190,-80.214339,79.6069,32.4804,2.0761,0.2850,769.32,750.0,6,4,264000,86.0
67,267900,8.099563,-81.605795,81.0277,34.0670,2.1009,0.2863,549.19,720.8,8,2,268000,87.6
68,271900,8.303830,-82.902472,82.3121,36.2309,2.1611,0.2987,637.74,355.3,3,0,272000,89.2
69,275900,8.382959,-84.176144,83.5791,32.6205,2.2640,0.3066,547.36,433.0,15,6,276000,90.9
70,279900,,,,,,,484.71,382.6,7,4,280000,91.1
71,283900,8.803751,-85.519742,84.9305,38.0995,2.2974,0.3158,550.25,301.0,5,0,284000,92.8
72,287900,9.642594,-86.804641,86.2079,40.8236,2.2377,0.3164,439.52,248.0,11,6,288000,94.5
73,291900,9.590323,-88.175313,87.5774,42.6897,2.2942,0.3207,826.31,465.5,4,1,292000,96.1
