epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,4.55,6.4,573,4000,0.1
2,7900,,,,,,,,,8.06,10.1,379,8000,0.3
3,11900,0.117560,0.114472,-1.204868,1.0838,1.0840,0.2845,0.2786,0.0974,10.74,12.7,163,12000,1.7
4,15900,0.171684,0.176193,-2.293702,2.0837,2.0837,0.4053,0.3955,0.1361,45.32,47.3,91,16000,2.9
5,19900,,,,,,,,,60.30,62.3,30,20000,3.0
6,23900,0.281116,0.293878,-3.434138,3.1736,3.1737,0.6873,0.6508,0.2562,76.89,78.9,55,24000,4.2
7,27900,0.396891,0.415313,-4.582908,4.2893,4.2892,0.9782,0.9379,0.4151,83.69,85.7,35,28000,5.5
8,31900,0.510619,0.524131,-5.703028,5.4000,5.4000,1.4677,1.4606,0.4423,81.82,83.8,68,32000,6.8
9,35900,0.612414,0.621188,-6.853056,6.5277,6.5278,1.9809,1.9916,0.5654,64.68,66.7,62,36000,8.0
10,39900,,,,,,,,,61.52,63.5,60,40000,8.1
11,43900,0.713589,0.713679,-7.938931,7.6145,7.6144,2.4101,2.4547,0.6429,68.14,70.1,58,44000,9.3
12,47900,0.813027,0.801621,-9.016322,8.6825,8.6825,2.8218,2.8494,0.6353,73.93,75.9,42,48000,10.6
13,51900,0.907958,0.902115,-10.028445,9.7132,9.7134,3.4603,3.5322,0.8524,72.59,74.6,68,52000,11.9
14,55900,0.982564,0.974679,-11.056662,10.7363,10.7358,4.3795,4.2238,0.7540,71.42,73.4,33,56000,13.2
15,59900,,,,,,,,,81.33,83.3,49,60000,13.3
16,63900,1.106052,1.093523,-12.042093,11.7074,11.7075,4.8797,5.0135,0.8217,88.57,90.6,49,64000,14.5
17,67900,1.252670,1.224791,-13.001220,12.6556,12.6553,5.8397,5.8852,0.7226,64.20,66.2,74,68000,15.7
18,71900,1.369158,1.335545,-13.904703,13.5703,13.5700,6.5577,6.6163,0.7895,62.53,64.5,58,72000,16.9
19,75900,1.500790,1.461355,-14.772448,14.4371,14.4371,7.0264,7.0982,0.7243,62.91,64.9,68,76000,18.2
20,79900,,,,,,,,,61.29,63.3,66,80000,18.3
21,83900,1.598442,1.564486,-15.587635,15.2601,15.2599,7.6337,7.6602,0.7888,62.45,64.5,51,84000,19.5
22,87900,1.701890,1.663925,-16.408005,16.0697,16.0696,8.6521,8.6157,0.8909,62.08,64.1,65,88000,20.8
23,91900,1.855348,1.805693,-17.183509,16.8476,16.8476,9.3743,9.2888,0.9471,61.69,63.7,72,92000,22.0
24,95900,2.052434,2.001527,-17.956317,17.6104,17.6105,10.2778,9.9909,0.9063,63.93,65.9,46,96000,23.3
25,99900,,,,,,,,,65.29,67.3,66,100000,23.4
26,103900,2.195388,2.133054,-18.719945,18.3676,18.3678,11.4391,11.1737,0.9052,62.04,64.0,68,104000,24.6
27,107900,2.411782,2.331084,-19.412401,19.0639,19.0639,11.8927,11.5099,0.8908,64.24,66.2,41,108000,25.9
28,111900,2.584317,2.482197,-20.101310,19.7708,19.7709,13.4115,12.7325,1.0486,67.19,69.2,78,112000,27.1
29,115900,2.721280,2.602315,-20.740643,20.4193,20.4196,14.5716,13.5238,1.0541,62.63,64.6,54,116000,28.4
30,119900,,,,,,,,,63.34,65.3,62,120000,28.5
31,123900,2.907485,2.782647,-21.385032,21.0544,21.0543,15.6044,14.4957,1.0316,62.27,64.3,64,124000,29.7
32,127900,3.068781,2.923836,-22.060410,21.7149,21.7151,16.5943,15.1226,1.0972,64.18,66.2,57,128000,31.0
33,131900,3.214884,3.051457,-22.636894,22.2747,22.2749,17.3700,16.0401,1.0597,62.09,64.1,67,132000,32.3
34,135900,3.389979,3.187639,-23.304620,22.8706,22.8707,19.1768,17.3977,1.1965,64.71,66.7,45,136000,33.5
35,139900,,,,,,,,,71.91,73.9,66,140000,33.6
36,143900,3.361088,3.154781,-23.914242,23.4776,23.4774,20.1777,17.6438,1.2563,68.94,70.9,50,144000,34.9
37,147900,3.457145,3.239223,-24.510622,24.0653,24.0658,21.6152,18.9343,1.2942,71.26,73.3,57,148000,36.1
38,151900,3.690227,3.430669,-25.047464,24.6245,24.6246,23.2082,20.0701,1.3908,69.45,71.4,49,152000,37.4
39,155900,3.858152,3.573154,-25.529914,25.1197,25.1195,24.0363,20.6443,1.4299,69.60,71.6,68,156000,38.6
40,159900,,,,,,,,,67.40,69.4,42,160000,38.7
41,163900,3.786989,3.484302,-26.116763,25.6724,25.6729,25.0926,21.6758,1.2720,77.96,80.0,26,164000,40.0
42,167900,3.914319,3.589978,-26.697820,26.2683,26.2684,26.0623,22.1253,1.2580,100.24,102.2,46,168000,41.2
43,171900,3.973582,3.644837,-27.220502,26.7824,26.7823,27.5058,23.4904,1.1351,104.65,106.7,46,172000,42.5
44,175900,4.017482,3.685922,-27.816842,27.3299,27.3300,28.3279,23.5635,1.3207,99.31,101.3,32,176000,43.7
45,179900,,,,,,,,,94.36,96.4,50,180000,43.8
46,183900,4.025914,3.699250,-28.306956,27.8239,27.8242,31.5716,25.8290,1.1789,97.17,99.2,24,184000,45.2
