epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,13.61,19.0,139,74,4000,0.3
2,7900,,,,,,,14.66,21.0,213,111,8000,0.5
3,11900,0.179878,-2.106295,1.8218,0.5445,0.0094,0.0035,13.13,18.5,131,67,12000,2.3
4,15900,1.098608,-6.192132,5.5408,1.9514,0.2703,0.0049,41.44,26.7,190,95,16000,4.3
5,19900,,,,,,,81.25,49.1,100,51,20000,4.5
6,23900,2.102796,-10.936490,10.2172,3.7450,0.2719,0.0058,59.12,35.9,12,4,24000,6.3
7,27900,3.105742,-15.517660,14.6423,4.6335,0.1692,0.0068,99.84,59.2,92,47,28000,8.2
8,31900,4.507358,-19.968037,19.1065,6.0295,0.1531,0.0056,116.51,65.4,11,3,32000,10.1
9,35900,6.111261,-24.059154,23.0560,8.3478,0.2184,0.0060,166.00,87.0,81,43,36000,11.9
10,39900,,,,,,,163.00,86.2,19,10,40000,12.1
11,43900,7.564578,-28.505124,27.5460,12.0226,0.2181,0.0115,170.73,87.0,79,44,44000,14.0
12,47900,9.255443,-32.300941,31.3226,20.6133,0.2573,0.0314,167.32,86.6,21,12,48000,15.7
13,51900,10.687208,-36.694145,35.7110,30.7086,0.2937,0.0307,166.65,84.0,72,34,52000,17.5
14,55900,13.085601,-41.252720,40.1023,36.8656,0.4703,0.0357,161.63,82.9,28,10,56000,19.3
15,59900,,,,,,,157.94,81.7,64,33,60000,19.5
16,63900,15.838635,-45.900716,44.6413,49.1439,0.7977,0.0797,167.67,84.4,36,18,64000,21.3
17,67900,17.809090,-50.730433,49.3580,58.5984,0.8820,0.1055,184.36,85.2,20,14,68000,23.1
18,71900,21.159167,-55.258326,53.7004,69.4877,1.0301,0.0817,225.00,95.4,79,40,72000,24.9
19,75900,24.730512,-59.988880,58.4527,80.0357,1.1136,0.1471,110.84,60.3,31,10,76000,26.7
20,79900,,,,,,,194.70,86.8,35,22,80000,26.9
21,83900,28.026459,-65.034471,63.3525,94.0540,1.1633,0.1202,258.85,104.0,40,16,84000,28.6
22,87900,32.262043,-70.427097,68.7239,100.2922,1.2635,0.1104,247.57,108.9,32,14,88000,30.4
23,91900,37.024590,-75.917828,74.1540,116.9604,1.3818,0.1203,216.60,102.4,59,30,92000,32.2
24,95900,39.057410,-81.364826,79.4558,126.6071,1.5189,0.1546,260.21,117.5,15,10,96000,34.0
25,99900,,,,,,,282.89,122.3,24,13,100000,34.2
26,103900,42.425650,-87.021625,85.0500,146.2140,1.6129,0.1697,305.98,130.2,57,27,104000,36.1
27,107900,45.139280,-92.289310,90.1978,146.0567,1.6108,0.1838,285.99,121.8,10,5,108000,38.0
28,111900,47.009139,-98.060641,95.8904,146.4759,1.5230,0.1496,294.97,128.9,27,15,112000,39.9
29,115900,50.508120,-103.753494,101.5993,175.7653,1.6919,0.1430,298.63,127.0,21,12,116000,41.8
30,119900,,,,,,,315.15,133.4,54,34,120000,42.0
31,123900,54.871724,-108.804595,106.6394,180.9970,1.7302,0.1540,288.51,123.8,29,14,124000,43.9
32,127900,59.737439,-114.025973,111.8796,191.2795,1.6828,0.1690,300.50,131.0,13,6,128000,45.9
33,131900,62.670047,-119.367077,117.1836,196.1016,1.9215,0.1843,363.32,137.1,39,18,132000,47.9
34,135900,71.245457,-124.229660,121.9908,220.6592,1.8595,0.1663,377.23,136.9,28,9,136000,49.8
35,139900,,,,,,,408.24,152.2,22,11,140000,50.0
36,143900,73.442356,-129.162880,126.9836,223.3955,1.9681,0.1932,368.06,148.3,21,8,144000,51.9
37,147900,77.261435,-133.846908,131.6120,222.7931,1.9092,0.2196,317.59,138.3,54,31,148000,54.0
38,151900,82.162227,-138.517815,136.2790,260.2799,2.0240,0.2201,282.25,126.8,20,9,152000,56.1
39,155900,84.507828,-143.131943,140.8306,264.0400,2.1692,0.2121,279.25,124.2,25,13,156000,58.2
