epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,-8.04,26.5,28,19,4000,0.3
2,7900,,,,,,,-11.48,39.6,17,7,8000,0.6
3,11900,0.456862,-1.508708,0.9253,1.8763,0.1513,0.0055,0.32,101.5,6,5,12000,2.3
4,15900,0.814855,-1.282524,0.4456,3.8704,0.5896,0.0000,-73.65,125.0,1,1,16000,3.9
5,19900,,,,,,,-64.28,99.5,2,1,20000,4.1
6,23900,0.827737,-0.994406,0.2115,5.3016,0.9055,0.0000,-81.76,184.3,6,3,24000,5.8
7,27900,1.004564,-1.004369,0.5485,6.1107,1.2945,0.0144,-83.36,179.5,4,2,28000,7.4
8,31900,1.048076,-0.911510,0.4923,6.3766,1.3081,0.0123,-84.68,224.7,3,2,32000,9.0
9,35900,1.052319,-1.111300,0.6615,6.8390,1.3896,0.0192,,,0,0,36000,10.6
10,39900,,,,,,,,,0,0,40000,10.8
11,43900,0.997769,-1.115250,0.7367,7.2699,1.3530,0.0260,,,0,0,44000,12.4
12,47900,0.909130,-1.308757,0.9156,6.7855,1.1341,0.0277,-63.36,464.0,1,0,48000,14.1
13,51900,0.841696,-1.641625,1.2598,6.7709,1.1608,0.0279,80.09,250.0,1,0,52000,15.8
14,55900,0.785261,-2.065166,1.6998,6.1645,1.1071,0.0272,,,0,0,56000,17.4
15,59900,,,,,,,-29.85,586.0,1,1,60000,17.7
16,63900,0.740150,-2.521426,2.1580,6.3133,1.1736,0.0299,-20.88,582.3,3,2,64000,19.3
17,67900,0.717532,-3.001950,2.6554,5.7994,1.1041,0.0306,-4.64,372.0,3,2,68000,20.9
18,71900,0.680008,-3.467482,3.1422,5.5300,1.1327,0.0298,,,0,0,72000,22.5
19,75900,0.651893,-4.056254,3.7385,5.2714,1.0948,0.0312,,,0,0,76000,24.1
20,79900,,,,,,,89.50,793.0,1,0,80000,24.3
21,83900,0.641811,-4.741362,4.4248,5.2349,1.2368,0.0322,80.76,632.4,5,2,84000,25.9
22,87900,0.690421,-5.470303,5.1627,5.5630,1.1826,0.0351,61.34,425.0,7,2,88000,27.6
23,91900,0.718392,-6.200105,5.8882,5.4348,1.3001,0.0387,127.81,622.8,10,4,92000,29.2
24,95900,0.785333,-6.929548,6.6197,5.7569,1.3022,0.0409,150.46,606.5,6,0,96000,30.9
25,99900,,,,,,,38.38,945.1,40,23,100000,31.1
26,103900,0.823730,-7.644829,7.3395,6.1690,1.3819,0.0462,52.08,791.9,22,11,104000,32.8
27,107900,0.914777,-8.530352,8.2287,6.3824,1.3840,0.0486,44.29,352.9,25,12,108000,34.4
28,111900,1.003199,-9.494582,9.1942,6.6847,1.4924,0.0529,52.20,239.9,16,9,112000,36.1
29,115900,1.952927,-13.962853,12.0681,8.0853,1.6509,0.0753,67.19,168.4,12,4,116000,37.8
30,119900,,,,,,,132.76,271.5,6,2,120000,38.0
31,123900,2.500138,-16.547655,15.8815,8.8673,1.5280,0.0743,124.87,470.6,8,7,124000,39.6
32,127900,2.275020,-16.604574,16.5084,8.0314,1.4582,0.0720,218.58,509.0,3,1,128000,41.3
33,131900,2.144952,-16.651122,16.5536,7.5223,1.3842,0.0767,110.44,418.2,6,3,132000,42.9
34,135900,2.179432,-16.700284,16.6165,7.8750,1.5012,0.0789,93.65,301.0,6,3,136000,44.6
35,139900,,,,,,,62.66,239.8,4,3,140000,44.8
36,143900,2.184688,-16.770565,16.6555,8.1737,1.5390,0.0841,102.95,252.3,6,2,144000,46.4
37,147900,2.251285,-16.932360,16.7844,8.2959,1.5378,0.0880,258.73,909.5,2,2,148000,48.0
38,151900,2.340665,-17.153790,16.9864,8.4223,1.5692,0.0926,74.12,296.5,6,2,152000,49.6
39,155900,2.365514,-17.307759,17.1336,8.7405,1.6231,0.0957,149.46,251.8,4,2,156000,51.3
