epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-48.20,121.0,32,6,4000,1.1
2,7999,0.844011,0.848111,-4.520988,4.6790,4.6796,7.0820,7.6259,1.2343,0.0044,-33.04,230.3,15,4,8000,24.4
3,11999,1.096985,1.102610,-6.743330,5.9829,5.9826,8.3860,8.8741,1.9837,0.0000,11.08,335.2,12,3,12000,55.6
4,15999,0.932676,0.939183,-2.090629,0.9541,0.9534,6.6593,6.7234,2.1217,0.0000,51.42,354.8,13,5,16000,86.7
5,19999,0.724116,0.728959,-1.865185,0.6327,0.6324,5.2403,5.3099,2.1166,0.0017,55.74,346.3,11,3,20000,117.9
6,23999,0.628425,0.627734,-4.239460,3.0942,3.0940,4.7540,5.1540,2.1363,0.0000,227.94,823.4,5,0,24000,149.0
7,27999,0.705978,0.704100,-3.836938,2.8366,2.8363,5.4471,5.9093,2.3356,0.0000,12.47,224.4,17,3,28000,180.2
8,31999,0.783453,0.783360,-3.868452,2.5686,2.5686,5.8382,6.3997,2.6230,0.0000,52.04,246.5,17,7,32000,211.3
9,35999,0.999304,0.995879,-4.800480,3.3259,3.3253,7.0422,7.7309,3.0651,0.0000,24.54,273.3,15,4,36000,242.6
10,39999,1.221120,1.220483,-3.432842,1.8048,1.8039,7.9429,8.5435,3.6059,0.0000,38.47,180.6,17,6,40000,273.8
11,43999,1.348091,1.343625,-3.027061,1.1249,1.1243,8.5996,9.2385,4.0000,0.0000,20.78,197.0,24,8,44000,305.3
12,47999,1.997872,1.986444,1.369066,-3.5740,-3.5751,11.7251,12.1365,4.8856,0.0000,-4.88,125.8,33,11,48000,337.0
13,51999,2.469178,2.477106,5.792061,-8.4721,-8.4713,13.4924,13.7356,5.7648,0.0000,4.61,207.6,16,2,52000,368.3
14,55999,3.087275,3.109574,10.359165,-12.9800,-12.9769,15.9469,15.9682,6.5842,0.0000,-8.34,125.4,32,8,56000,399.5
15,59999,5.227878,5.245030,20.769583,-23.9670,-23.9625,25.2765,24.4509,8.7056,0.0000,-26.14,245.6,16,2,60000,430.9
16,63999,9.768144,9.816478,37.549039,-42.0660,-42.0593,42.5879,40.7209,12.1779,0.0000,-22.84,80.1,58,15,64000,462.2
17,67999,18.846873,19.119034,64.490985,-69.7951,-69.7891,75.4978,73.8712,17.3847,0.7706,-21.32,60.9,53,17,68000,493.5
18,71999,35.421911,35.690179,98.037848,-104.4077,-104.4070,133.0964,130.6771,23.6599,2.7203,-50.51,86.7,49,13,72000,524.8
19,75999,70.488615,70.022668,144.285526,-152.9157,-152.9165,240.8888,240.4621,34.5642,7.2040,-89.88,129.5,32,7,76000,556.1
20,79999,150.938931,149.573982,221.646062,-232.4973,-232.4966,464.9957,464.9396,50.1314,13.0393,-47.87,73.8,58,11,80000,587.6
21,83999,305.006218,302.267296,324.705359,-340.0587,-340.0602,865.0760,860.4915,73.1321,22.8285,-98.00,128.5,33,7,84000,618.8
22,87999,578.964015,574.493822,454.461559,-475.8973,-475.8970,1517.2326,1518.7024,103.0844,36.1005,-50.57,62.3,64,22,88000,649.8
23,91999,1012.866773,999.175830,596.555014,-625.1001,-625.1081,2479.8707,2493.1735,138.9530,51.6708,-41.66,43.3,83,29,92000,681.6
24,95999,1681.838829,1673.437193,758.880189,-796.0065,-796.0169,3904.4222,3958.6123,185.5776,74.0945,-52.79,49.5,89,24,96000,712.6
25,99999,2754.942192,2735.020371,933.285994,-976.9167,-976.9325,6041.0768,6140.0533,240.1882,100.5164,-33.68,30.2,132,49,100000,743.9
26,103999,3963.671690,3944.033933,1109.507539,-1161.6950,-1161.7349,8475.9403,8602.1689,294.4585,127.5963,-129.90,114.9,34,14,104000,775.4
27,107999,5798.418294,5801.165247,1355.871523,-1415.9767,-1416.0162,11966.8094,12099.3030,354.0807,159.6844,-38.96,36.8,111,36,108000,806.5
28,111999,8638.293482,8825.095925,1634.136855,-1705.0888,-1705.1256,17244.7934,17555.6672,433.0730,199.5672,-24.04,25.5,124,44,112000,837.7
29,115999,11637.791004,11872.293975,1902.724151,-1985.2575,-1985.3230,22568.6194,22802.0330,507.8996,241.5988,-43.52,41.2,118,39,116000,868.9
30,119999,16452.022197,16650.723831,2177.938571,-2274.4820,-2274.5713,30463.9817,30675.1102,598.0085,290.0303,-20.89,20.9,189,45,120000,900.0
