epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-39.42,102.5,39,6,4000,1.1
2,7999,50908.515411,50721.091637,-7365.392166,7374.5027,7374.4852,266133.3752,267701.1143,500.8721,36.1174,-211.86,128.2,31,2,8000,417.4
3,11999,5532.443255,5639.485585,159.956979,-501.0604,-501.0723,19488.8510,19534.7752,338.9377,63.0527,-129.21,67.9,59,11,12000,972.4
4,15999,413582.904718,410434.142407,5537.669667,-7286.3036,-7286.3268,915453.3329,887579.4841,2283.9953,454.5625,-164.24,82.4,43,8,16000,1530.3
5,19999,8190307.887367,7991471.619454,23467.840964,-30774.7238,-30774.9713,12749204.6795,12141011.6026,9773.4022,2530.2024,-166.76,79.6,47,5,20000,2087.6
6,23999,101970911.899470,98668653.757640,80485.122854,-107857.2338,-107859.0434,122934046.7354,117685822.0565,34441.8408,11004.6493,-115.64,54.9,86,13,24000,2644.7
7,27999,652040660.436320,627821087.721600,175546.757182,-236232.6396,-236236.6963,610214575.8724,586803098.4168,80352.4893,31870.2475,-98.40,46.9,81,15,28000,3199.8
8,31999,6713326629.916160,6472517992.954880,876588.445814,-1012081.7211,-1012136.5042,4537314947.6013,4422124881.7105,213608.4333,96132.9735,-184.36,84.9,44,6,32000,3752.4
9,35999,120684551160.232956,114446449518.458878,4818716.647288,-5249636.5680,-5250025.4875,56289427617.3284,55284675696.0842,760567.1248,347245.8089,-101.39,49.2,91,15,36000,4311.7
10,39999,921806818020.802612,878926438375.669800,13304515.874410,-14460632.3645,-14461425.4174,337132361259.6547,335757369311.1611,2057891.5241,963728.4155,-132.29,65.2,61,10,40000,4871.6
11,43999,6854395375362.375977,6533104775164.067383,36697233.219660,-39216175.8523,-39219613.0272,1877701926053.8376,1877575348830.6963,4779453.7273,2333561.0233,-104.72,48.7,72,10,44000,5429.6
12,47999,36698149126044.382812,35506578434136.476562,86013066.913520,-91137206.8156,-91142148.5962,8127314555055.9307,8202982055333.8291,10242487.8955,5084905.8746,-96.60,45.6,94,11,48000,5987.3
13,51999,104949278907952.000000,101595132842255.312500,143906002.922640,-151389820.9683,-151399730.5356,20010293521426.7070,20193619404231.3555,16541618.7716,8327036.3783,-156.02,70.2,60,7,52000,6546.0
14,55999,298287835080063.687500,288718158176159.000000,242491951.384000,-253936987.8954,-253949835.8155,49155312755070.6250,49714766371778.5156,27002132.0056,13179525.9005,-105.28,46.7,73,12,56000,7102.2
15,59999,364157282323183.687500,352564874448532.937500,249648461.052480,-265153357.3077,-265159011.9530,59562449952466.0859,60051621922527.8281,33917460.2961,16839097.5485,-173.73,77.9,59,11,60000,7660.4
16,63999,346099522627174.375000,333906414313322.562500,221968611.270080,-237958577.7298,-237960607.1954,55879234158297.5391,56187293466530.0547,36778466.2499,18140385.8035,-124.31,57.7,64,10,64000,8218.2
17,67999,408246436009072.375000,397881464938897.062500,245925086.297120,-262036527.0143,-262044144.6969,63952141909112.9219,64442243870661.7734,41074159.1996,19988851.1321,-118.54,54.6,79,13,68000,8776.4
18,71999,477321379491663.062500,465916131683011.125000,239461185.609120,-257192462.2780,-257192701.7724,71045352520987.2812,71766193547563.5469,45932420.3701,22189541.4943,-50.49,24.6,150,22,72000,9333.4
19,75999,508984633714414.687500,498482952637230.625000,241008675.851040,-259644466.9771,-259651723.4894,74765916209383.9844,75248668674221.0000,49325424.6338,23398931.1185,-188.37,84.5,51,5,76000,9888.8
20,79999,635018874550988.250000,615017970560999.125000,278281236.392320,-297876804.4167,-297892944.7693,90512678128515.6875,90124429178058.5469,55329566.4244,25748191.6390,-106.92,47.5,84,4,80000,10445.8
21,83999,786236291129089.750000,760557430793159.250000,308693875.502240,-329324649.9403,-329338950.9739,107582714997815.8281,107438577101394.8281,61829625.0019,28405882.0881,-75.46,34.2,117,16,84000,11002.9
22,87999,961204639051966.000000,924968264527480.125000,325806299.318400,-346908360.3544,-346920032.4245,123906682815296.9688,123775685425416.5469,68323790.5246,29345056.9816,-56.44,27.7,139,18,88000,11558.8
23,91999,1181051503057106.250000,1137607092176074.750000,368238701.515840,-390417551.5406,-390433953.5738,147559690694021.4062,147986062332064.9062,76595971.2126,32692787.8435,-97.58,42.8,97,17,92000,12113.5
24,95999,1391253706660087.000000,1335260082875284.750000,393519689.733440,-417450165.2512,-417465168.2304,169066669604840.0312,169650281992656.1875,85804403.3721,35166409.4296,-82.70,37.4,99,19,96000,12670.2
25,99999,1608600231846137.000000,1552085257209281.250000,423047119.879040,-447695424.5990,-447709038.8043,190269046547789.3438,191120084663868.2812,94891270.5977,37457132.0644,-109.42,48.8,88,13,100000,13228.3
26,103999,1953156271303305.500000,1899292695220967.250000,462978637.791680,-488173233.6520,-488198032.9462,222792178168638.8750,225215617100250.8750,104779172.9183,40011529.2389,-74.94,33.5,101,19,104000,13786.6
27,107999,2648409438656628.000000,2563373440091417.500000,554264325.799680,-580311759.9800,-580344023.9160,288280592894397.0625,291454718688046.8750,119502575.4607,43746677.1105,-83.59,37.4,111,23,108000,14343.2
28,111999,3466195044662373.500000,3358497068085045.000000,644229528.190080,-672262979.0877,-672297115.2003,361903172746359.0000,366795082717012.8125,135931712.0664,47524418.7567,-103.73,44.2,96,14,112000,14899.8
29,115999,4153111130614530.000000,4034130707562532.500000,711053047.039360,-741480254.2224,-741508085.7034,423584448092236.6250,429557216340118.3125,151432145.4263,51886641.2017,-97.93,43.3,82,13,116000,15457.5
30,119999,5408598357070022.000000,5250797761859305.000000,832273133.851520,-863257788.2490,-863297355.8883,527428066224503.3750,537463709631000.6875,169992256.2582,55677781.0686,-92.02,39.6,118,22,120000,16014.3
