epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,0,0,4000,0.4
2,7900,,,,,,,,,0,0,8000,0.9
3,11900,90.283870,-52.304630,52.1289,215.9490,0.0003,0.0000,,,0,0,12000,3.1
4,15900,36.120293,-121.944553,121.8075,101.2448,0.0000,0.0000,,,0,0,16000,5.3
5,19900,,,,,,,,,0,0,20000,5.9
6,23900,30.962191,-190.951732,190.8113,88.1687,0.0001,0.0000,,,0,0,24000,8.2
7,27900,27.059770,-260.653263,260.5136,61.0460,0.0000,0.0000,,,0,0,28000,10.4
8,31900,23.903140,-330.325799,330.1865,49.5411,0.0000,0.0000,,,0,0,32000,12.6
9,35900,19.764126,-399.631938,399.4904,42.3906,0.0003,0.0001,,,0,0,36000,14.9
10,39900,,,,,,,,,0,0,40000,15.4
11,43900,59.194473,-473.282250,472.9878,219.4654,0.0055,0.0009,,,0,0,44000,17.7
12,47900,62.301113,-554.868722,553.9493,200.9418,0.0246,0.0078,,,0,0,48000,19.9
13,51900,77.114109,-639.949769,638.0805,411.6602,0.0449,0.0152,,,0,0,52000,22.1
14,55900,95.309795,-725.261572,722.5618,665.0664,0.0296,0.0243,,,0,0,56000,24.3
15,59900,,,,,,,,,0,0,60000,25.0
16,63900,109.718501,-809.631254,806.2248,955.9025,0.0332,0.0360,,,0,0,64000,27.2
17,67900,125.607385,-895.957398,891.4534,1363.2435,0.0351,0.0327,,,0,0,68000,29.4
18,71900,145.976877,-986.464975,981.0111,1728.4651,0.0331,0.0409,,,0,0,72000,31.7
19,75900,159.708972,-1075.965439,1069.8339,1992.6557,0.0531,0.0452,,,0,0,76000,33.9
20,79900,,,,,,,,,0,0,80000,34.5
21,83900,168.906782,-1168.183760,1161.5029,2370.8134,0.0635,0.0450,,,0,0,84000,36.8
22,87900,181.527009,-1259.443014,1253.1858,2787.2773,0.0471,0.0462,,,0,0,88000,39.1
23,91900,207.877830,-1349.294310,1343.1279,4164.8811,0.0440,0.0299,,,0,0,92000,41.3
24,95900,217.195140,-1437.221249,1431.2380,5021.7094,0.0547,0.0273,,,0,0,96000,43.5
25,99900,,,,,,,41496.08,1000.0,100,44,100000,44.3
26,103900,2613.729467,-1514.950148,1509.2405,10314.0802,0.0447,0.0298,,,0,0,104000,46.4
27,107900,2610.730497,-1602.977029,1596.9641,14633.1400,0.0941,0.0325,,,0,0,108000,48.7
28,111900,2782.292541,-1695.418693,1689.2868,15875.8337,0.1026,0.0315,,,0,0,112000,50.9
29,115900,3034.366826,-1789.926708,1783.6369,18382.1377,0.1107,0.0344,,,0,0,116000,53.2
30,119900,,,,,,,,,0,0,120000,53.8
31,123900,3011.187800,-1888.908814,1882.1359,23419.0752,0.0718,0.0404,,,0,0,124000,56.1
32,127900,3166.013578,-1987.093023,1980.8043,27544.5615,0.0801,0.0394,,,0,0,128000,58.3
33,131900,3435.045264,-2083.749003,2077.9855,28840.0905,0.0718,0.0433,,,0,0,132000,60.5
34,135900,3557.158203,-2178.703930,2173.3234,33957.0803,0.1211,0.0401,,,0,0,136000,62.8
35,139900,,,,,,,,,0,0,140000,63.4
36,143900,3708.757151,-2276.308625,2271.1966,39773.6408,0.0926,0.0434,,,0,0,144000,65.7
37,147900,3657.988275,-2369.837336,2364.8791,38838.5805,0.0623,0.0492,,,0,0,148000,68.0
38,151900,3769.318816,-2459.644140,2455.4163,37309.6668,0.0729,0.0458,,,0,0,152000,70.2
39,155900,4051.261143,-2548.205141,2544.7725,58557.4212,0.0880,0.0411,,,0,0,156000,72.4
40,159900,,,,,,,,,0,0,160000,73.1
41,163900,3990.168024,-2635.937338,2632.0936,59987.1500,0.1059,0.0450,,,0,0,164000,75.4
