epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3999,,,,,,-81.11,266.0,15,4000,0.9
2,7999,,,,,,331.32,610.6,5,8000,2.4
3,11999,3.882912,-334.236774,320.0443,39.6057,7.0883,360.74,807.2,5,12000,44.2
4,15999,157.837470,-3324.567948,3262.6743,326.3843,28.7164,-295.30,186.5,22,16000,131.1
1,3900,,,,,,-10.42,22.4,34,4000,0.3
2,7900,,,,,,-13.87,38.5,15,8000,0.6
3,11900,0.462816,-2.384502,1.5340,1.8358,0.0170,12.91,107.0,1,12000,1.9
4,15900,0.673050,-3.547331,2.0898,3.1187,0.4490,,,0,16000,3.2
5,19900,,,,,,-117.53,184.8,4,20000,3.5
6,23900,0.817158,-5.914568,4.3019,4.6036,0.7439,,,0,24000,4.8
7,27900,0.838764,-8.874448,7.3199,5.8100,1.0172,,,0,28000,6.0
8,31900,0.805908,-11.737896,10.3737,6.1500,1.0164,,,0,32000,7.3
9,35900,0.784580,-14.535386,13.2983,5.9449,1.0316,-4.95,326.0,1,36000,8.6
10,39900,,,,,,-49.15,379.5,2,40000,8.9
11,43900,0.867957,-17.293581,16.1623,6.3175,1.0227,46.46,398.0,2,44000,10.1
12,47900,0.875728,-19.968323,18.8814,6.3812,1.0549,88.46,439.2,8,48000,11.5
13,51900,1.042163,-22.632261,21.5858,6.7500,1.0419,115.07,384.6,9,52000,12.9
14,55900,1.197822,-25.238841,24.2172,6.8945,1.0185,114.17,280.7,7,56000,14.1
15,59900,,,,,,113.34,365.0,2,60000,14.4
16,63900,1.173268,-27.917713,26.9048,6.9379,1.0351,144.48,352.0,2,64000,15.6
17,67900,1.226626,-30.525946,29.5122,7.1243,1.0800,239.91,420.3,10,68000,16.9
18,71900,1.417778,-33.184993,32.1634,7.8076,1.0945,176.18,318.9,8,72000,18.2
19,75900,1.660394,-35.852522,34.8177,8.6517,1.1692,163.11,148.0,4,76000,19.5
20,79900,,,,,,379.48,634.0,4,80000,19.7
21,83900,1.729441,-38.520329,37.4618,9.1241,1.1285,376.23,517.0,5,84000,21.0
22,87900,1.758201,-41.247928,40.1716,9.2522,1.2330,362.74,444.7,3,88000,22.3
23,91900,1.946378,-43.903693,42.8276,10.9405,1.2298,481.62,711.0,6,92000,23.5
24,95900,1.986850,-46.523366,45.4243,10.6313,1.2705,345.04,573.6,7,96000,24.8
25,99900,,,,,,408.69,919.2,34,100000,25.1
26,103900,2.551926,-49.060214,47.9534,11.5253,1.3278,455.10,831.6,18,104000,26.3
27,107900,3.061579,-51.839363,50.7046,14.1925,1.3225,250.54,326.8,13,108000,27.6
28,111900,3.309662,-54.612118,53.4645,15.1575,1.3955,271.20,318.2,4,112000,28.9
29,115900,3.226754,-57.441363,56.2796,13.9009,1.4801,192.12,146.5,2,116000,30.2
30,119900,,,,,,380.10,436.7,10,120000,30.4
31,123900,3.521706,-60.113233,58.9344,16.3197,1.5124,291.52,192.8,12,124000,31.7
32,127900,4.144622,-62.916356,61.7086,19.1945,1.4993,198.12,144.3,7,128000,32.9
33,131900,4.070175,-65.638588,64.4255,19.8531,1.5749,356.24,215.6,5,132000,34.2
34,135900,4.746974,-68.392135,67.1575,22.8327,1.6422,382.92,259.5,10,136000,35.5
35,139900,,,,,,279.87,155.7,3,140000,35.7
36,143900,4.753048,-71.060121,69.8170,21.9015,1.5943,336.37,193.6,7,144000,37.0
37,147900,4.861786,-73.675038,72.4267,24.5720,1.7583,432.74,462.7,7,148000,38.3
38,151900,5.231080,-76.155966,74.9014,24.7210,1.6984,444.28,445.0,6,152000,39.6
39,155900,5.563304,-78.624548,77.3520,25.4885,1.7879,364.65,611.2,5,156000,40.9
40,159900,,,,,,527.08,568.0,5,160000,41.2
41,163900,5.601986,-81.065812,79.7642,26.8496,1.7826,489.09,299.2,5,164000,42.5
42,167900,5.746006,-83.610229,82.3105,28.8650,1.8628,696.93,768.8,11,168000,43.8
43,171900,6.399084,-86.200643,84.8879,28.0798,1.9018,438.35,519.0,6,172000,45.1
44,175900,7.049240,-88.703524,87.3686,33.1627,1.9307,436.14,400.8,8,176000,46.4
45,179900,,,,,,363.07,538.7,6,180000,46.6
46,183900,7.225732,-91.255423,89.8995,32.5197,1.9764,480.93,582.2,6,184000,48.0
47,187900,7.385822,-93.803133,92.4580,32.2636,2.0287,505.99,417.8,4,188000,49.3
48,191900,7.628535,-96.392929,95.0371,37.2589,2.0471,441.18,387.8,4,192000,50.5
49,195900,7.935059,-98.935976,97.5612,36.3512,2.0636,443.98,335.3,6,196000,51.8
50,199900,,,,,,363.17,496.7,7,200000,52.0
51,203900,9.042025,-101.507499,100.0994,38.9823,2.1475,677.00,858.7,24,204000,53.4
52,207900,9.177602,-104.242633,102.8253,40.5586,2.1750,661.01,586.5,6,208000,54.7
53,211900,10.351661,-107.049419,105.6177,48.7850,2.2090,307.80,354.2,10,212000,56.0
