epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,-12.28,27.2,32,15,4000,0.3
2,7900,,,,,,,-5.80,37.2,8,4,8000,0.6
3,11900,0.463489,-1.995934,1.1933,1.7558,0.0176,0.0034,32.95,107.0,1,1,12000,2.2
4,15900,0.675689,-3.846387,2.3315,3.3886,0.5258,0.0072,,,0,0,16000,3.8
5,19900,,,,,,,-99.63,161.0,1,0,20000,4.0
6,23900,0.700292,-5.555571,3.8548,4.9559,1.1289,0.0179,,,0,0,24000,5.6
7,27900,0.801747,-7.393126,5.7860,5.7846,1.5989,0.0173,,,0,0,28000,7.2
8,31900,0.828248,-9.659081,8.3197,6.1858,1.2471,0.0224,,,0,0,32000,8.8
9,35900,0.841907,-11.635844,10.4494,6.4674,1.0101,0.0230,-150.79,346.0,1,1,36000,10.4
10,39900,,,,,,,-39.30,352.0,1,1,40000,10.7
11,43900,0.786853,-13.497279,12.4123,6.1626,1.0010,0.0270,,,0,0,44000,12.2
12,47900,0.807332,-15.439235,14.4538,6.1161,1.0089,0.0296,-11.61,461.0,1,1,48000,13.8
13,51900,0.839724,-17.423320,16.5227,6.3773,0.9851,0.0319,15.69,469.0,1,0,52000,15.4
14,55900,0.918237,-19.380879,18.5171,6.5048,0.9897,0.0354,51.82,355.6,5,2,56000,17.0
15,59900,,,,,,,72.22,283.5,2,0,60000,17.3
16,63900,0.999785,-21.310401,20.4878,6.7757,1.0776,0.0385,85.63,476.5,4,2,64000,18.9
17,67900,1.085853,-23.215950,22.4220,6.8858,1.1198,0.0408,148.53,640.5,4,3,68000,20.5
18,71900,1.107401,-25.068319,24.2917,6.5164,1.1377,0.0460,147.43,573.4,5,2,72000,22.1
19,75900,1.229678,-26.866816,26.1271,7.3329,1.2110,0.0509,233.67,637.7,6,5,76000,23.7
20,79900,,,,,,,48.72,61.8,4,2,80000,23.9
21,83900,1.315330,-28.591186,27.8609,7.8107,1.2295,0.0557,81.81,279.8,4,1,84000,25.5
22,87900,1.335482,-30.234632,29.5338,7.9867,1.2742,0.0600,234.07,693.2,5,3,88000,27.1
23,91900,1.410661,-31.871566,31.1889,8.5886,1.2967,0.0652,313.16,705.0,4,3,92000,28.8
24,95900,1.483594,-33.574033,32.8712,8.7577,1.3065,0.0683,237.41,319.2,6,2,96000,30.3
25,99900,,,,,,,332.02,999.0,43,21,100000,30.6
26,103900,2.026029,-35.220526,34.5327,10.1582,1.3584,0.0744,259.47,854.9,19,11,104000,32.3
27,107900,2.443700,-37.064570,36.3846,10.5639,1.3022,0.0811,274.20,523.2,13,8,108000,33.9
28,111900,2.767936,-38.915856,38.2424,13.3119,1.5027,0.0928,117.42,151.4,14,5,112000,35.5
29,115900,2.916689,-40.676919,40.0137,13.5293,1.4701,0.1007,144.15,119.0,11,7,116000,37.1
30,119900,,,,,,,292.13,586.0,2,1,120000,37.4
31,123900,2.884046,-42.389305,41.7149,13.5939,1.4487,0.1074,225.11,207.2,6,5,124000,39.0
