epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-47.49,121.8,26,4,4000,1.1
2,7999,0.195699,0.181827,-1.597435,1.0144,1.0116,1.5576,1.3872,0.3863,0.0937,108.27,428.8,11,3,8000,13.9
3,11999,0.599846,0.571437,-3.998424,4.0675,4.0684,3.4454,3.0948,0.8650,0.3490,158.05,569.6,7,2,12000,30.7
4,15999,0.983469,0.940113,-3.966743,4.1589,4.1584,4.5289,3.9781,1.1938,0.5429,80.49,314.6,11,4,16000,47.7
5,19999,1.317725,1.231983,-2.885201,2.8715,2.8710,5.3862,4.6498,1.5310,0.7711,68.13,284.3,16,4,20000,64.6
6,23999,1.541632,1.426500,-1.355124,1.1445,1.1441,5.8853,5.0132,1.7731,1.0335,80.72,289.0,14,5,24000,81.2
7,27999,1.543172,1.397086,0.376394,-0.6953,-0.6963,5.8725,5.1554,1.9501,1.2329,129.15,458.0,7,2,28000,98.0
8,31999,1.611978,1.463057,1.775745,-2.1224,-2.1228,6.3568,5.5961,2.1596,1.4143,108.24,334.8,12,3,32000,114.7
9,35999,1.895796,1.727147,3.195223,-3.4977,-3.4974,7.6049,6.7118,2.3857,1.6133,38.11,182.3,26,5,36000,131.4
10,39999,2.096585,1.936086,4.480184,-4.8198,-4.8195,8.4501,7.9004,2.6023,1.8033,62.10,227.2,18,5,40000,148.2
11,43999,2.291977,2.108889,5.628471,-6.0196,-6.0198,9.4081,8.9940,2.7846,1.9285,87.17,227.8,17,7,44000,165.2
12,47999,2.342677,2.133668,6.442295,-6.9014,-6.9022,10.0486,9.6021,2.9467,2.0757,119.93,367.6,11,6,48000,181.9
13,51999,2.443534,2.211483,7.141649,-7.6455,-7.6459,10.8752,10.6941,3.1400,2.2175,118.12,325.7,12,2,52000,198.5
14,55999,2.581018,2.349258,7.712938,-8.2585,-8.2593,11.8210,11.9278,3.3592,2.3404,66.51,203.2,19,8,56000,215.2
15,59999,2.678855,2.463252,8.241713,-8.7836,-8.7844,13.3085,13.3643,3.5456,2.5073,75.08,187.3,23,5,60000,232.4
16,63999,2.812146,2.560315,8.718245,-9.2471,-9.2471,14.6253,14.8692,3.6545,2.5908,54.89,137.7,28,16,64000,249.1
17,67999,3.044871,2.781566,9.173061,-9.7140,-9.7152,16.2354,16.3045,3.8899,2.7686,35.52,93.2,42,15,68000,266.1
18,71999,3.282188,2.984599,9.696035,-10.2465,-10.2472,18.2013,18.3617,4.1030,2.8669,81.25,169.8,24,6,72000,282.9
19,75999,3.359422,3.029867,9.905033,-10.4836,-10.4844,18.8319,18.9144,4.2703,2.9835,54.42,123.8,29,9,76000,299.6
20,79999,3.637457,3.309939,10.249845,-10.8089,-10.8086,20.5106,20.5207,4.4124,3.0663,34.57,85.9,47,13,80000,316.5
21,83999,3.812778,3.461131,10.560445,-11.1335,-11.1334,21.9968,22.1195,4.5819,3.1872,64.32,168.3,27,9,84000,333.2
22,87999,3.950202,3.607527,10.774248,-11.3507,-11.3498,23.8004,24.1652,4.7129,3.3148,63.79,130.6,24,10,88000,350.3
23,91999,4.173715,3.832048,10.879728,-11.4846,-11.4844,25.1441,25.8476,4.9029,3.4506,45.25,94.8,46,11,92000,367.1
24,95999,4.097121,3.761407,10.746731,-11.3618,-11.3617,26.6371,26.9558,4.9064,3.4748,63.55,139.8,32,9,96000,383.8
25,99999,4.167788,3.847425,10.572038,-11.1828,-11.1828,28.2279,28.7298,4.9990,3.5297,67.08,132.8,23,8,100000,400.9
26,103999,4.271284,3.933798,10.276534,-10.9014,-10.9020,30.2483,30.6974,5.1132,3.6053,88.64,171.8,26,5,104000,417.8
27,107999,4.343966,3.977263,10.003784,-10.6455,-10.6454,30.8643,31.3122,5.2710,3.6656,79.14,156.7,25,7,108000,434.8
28,111999,4.439137,4.111787,9.866428,-10.5002,-10.4999,32.4192,33.5863,5.3638,3.7204,58.45,116.6,39,11,112000,451.5
29,115999,4.573440,4.252105,9.625290,-10.2708,-10.2705,35.2675,36.1894,5.4898,3.8047,48.13,117.5,31,10,116000,468.5
30,119999,4.635708,4.312812,9.344237,-9.9913,-9.9917,36.5840,37.3147,5.5536,3.7849,58.46,129.9,32,11,120000,485.1
