epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,0,0,4000,0.4,,,
2,7900,,,,,,,,,0,0,8000,0.9,,,
3,11900,157.514098,-54.630361,54.4438,300.5885,0.0003,0.0000,,,0,0,12000,3.0,,,
4,15900,657.416146,-154.334840,153.6440,395.1869,0.0009,0.0018,,,0,0,16000,5.1,,,
5,19900,,,,,,,,,0,0,20000,5.7,,,
6,23900,536.809811,-276.301242,273.4755,640.0880,0.0001,0.0135,,,0,0,24000,7.9,,,
7,27900,539.834889,-398.552526,394.7489,1317.7426,0.0000,0.0370,,,0,0,28000,10.1,,,
8,31900,562.757362,-519.641018,515.2794,2436.1887,0.0000,0.0873,,,0,0,32000,12.3,,,
9,35900,591.921949,-640.979279,635.5912,3733.0966,0.0119,0.1420,,,0,0,36000,14.5,,,
10,39900,,,,,,,,,0,0,40000,15.1,,,
11,43900,686.914126,-769.146514,763.0997,4478.3350,0.0015,0.1339,,,0,0,44000,17.3,,,
12,47900,724.971570,-896.271590,890.3343,4464.1103,0.0238,0.1293,,,0,0,48000,19.5,,,
13,51900,733.127092,-1018.203241,1012.5302,4893.8927,1.8370,0.1090,,,0,0,52000,21.7,,,
14,55900,742.232440,-1133.571533,1128.3863,4763.0167,3.1930,0.1043,,,0,0,56000,24.1,,,
15,59900,,,,,,,,,0,0,60000,24.7,,,
16,63900,760.975382,-1244.754979,1240.2754,5117.6371,3.2698,0.0990,,,0,0,64000,27.1,,,
17,67900,754.169923,-1352.809187,1348.4956,5691.8596,3.4703,0.1157,,,0,0,68000,29.7,,,
18,71900,736.278808,-1457.987853,1453.9823,5680.7846,3.2110,0.1089,,,0,0,72000,32.0,,,
19,75900,687.030641,-1561.054158,1557.0937,5526.3859,3.5891,0.0961,,,0,0,76000,34.4,,,
20,79900,,,,,,,,,0,0,80000,35.1,,,
21,83900,680.445901,-1661.997279,1658.1907,6662.3809,3.2651,0.0915,,,0,0,84000,37.4,,,
22,87900,660.962445,-1758.968246,1755.2618,7330.4048,3.5062,0.1082,,,0,0,88000,39.7,,,
23,91900,634.862226,-1854.050983,1850.4981,7126.3619,3.4017,0.1066,,,0,0,92000,42.3,,,
24,95900,666.169050,-1946.901340,1943.4176,7312.8471,3.5092,0.1049,,,0,0,96000,44.5,,,
25,99900,,,,,,,61679.29,1000.0,100,51,100000,45.2,,,
26,103900,4353.454152,-2034.012591,2030.6719,9339.5506,3.3526,0.0914,,,0,0,104000,47.6,0.777291,0.626888,0.075201
27,107900,4794.940158,-2135.415514,2132.3160,9964.4241,3.4186,0.0880,,,0,0,108000,50.3,0.529421,0.426727,0.051347
28,111900,4839.723471,-2240.966689,2237.8090,10229.9062,3.3214,0.0936,,,0,0,112000,52.8,0.193217,0.153393,0.019912
29,115900,5020.567577,-2347.168166,2343.8822,12534.2186,3.7376,0.1069,,,0,0,116000,55.4,0.053690,0.045819,0.003935
30,119900,,,,,,,,,0,0,120000,56.0,,,
31,123900,5300.930839,-2455.126913,2451.8244,12560.9286,3.9981,0.1125,,,0,0,124000,58.9,0.016907,0.015272,0.000817
32,127900,5392.671540,-2563.728490,2560.3865,15458.1543,4.0188,0.1224,,,0,0,128000,61.4,0.007839,0.007248,0.000296
33,131900,5645.992605,-2673.775145,2670.2435,17693.0867,3.9722,0.1411,,,0,0,132000,64.1,0.004921,0.004538,0.000192
34,135900,5709.905621,-2783.179673,2779.6520,21491.7178,4.0374,0.1568,,,0,0,136000,66.8,0.003418,0.003168,0.000125
35,139900,,,,,,,,,0,0,140000,67.4,,,
36,143900,6073.953210,-2893.553307,2890.2844,21460.3402,3.9233,0.1565,,,0,0,144000,69.9,0.002581,0.002387,0.000097
