epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,0,0,4000,0.2
2,7900,,,,,,,,,0,0,8000,0.4
3,11900,0.116408,-1.270763,0.3820,0.7841,0.0523,0.0029,,,0,0,12000,1.9
4,15900,0.171554,-1.248790,0.7911,1.5449,0.1019,0.0056,,,0,0,16000,3.3
5,19900,,,,,,,,,0,0,20000,3.4
6,23900,0.215446,-2.589410,1.8497,2.7843,0.3207,0.0126,,,0,0,24000,4.8
7,27900,0.247935,-3.942156,3.1863,3.8662,0.3901,0.0150,,,0,0,28000,6.2
8,31900,0.259458,-4.860137,4.1419,4.1735,0.4396,0.0180,,,0,0,32000,7.6
9,35900,0.241411,-5.626222,4.7653,4.0424,0.3689,0.0198,,,0,0,36000,9.0
10,39900,,,,,,,,,0,0,40000,9.1
11,43900,0.210653,-6.705317,5.9365,3.5715,0.3462,0.0180,,,0,0,44000,10.5
12,47900,0.218280,-7.045430,6.3505,3.4002,0.3568,0.0194,,,0,0,48000,11.9
13,51900,0.249346,-7.252071,6.6335,3.9715,0.3067,0.0221,,,0,0,52000,13.3
14,55900,0.263672,-7.356559,6.7844,4.2190,0.3386,0.0237,,,0,0,56000,14.7
15,59900,,,,,,,,,0,0,60000,14.8
16,63900,0.307656,-7.725590,7.1048,4.8496,0.3576,0.0280,,,0,0,64000,16.2
17,67900,0.361811,-8.512150,7.8044,5.7531,0.3884,0.0319,,,0,0,68000,17.6
18,71900,0.441444,-9.752254,8.9444,7.1364,0.3998,0.0371,,,0,0,72000,19.1
19,75900,0.502082,-11.325781,10.4579,7.5804,0.4040,0.0425,,,0,0,76000,20.5
20,79900,,,,,,,,,0,0,80000,20.6
21,83900,0.536102,-13.089126,12.1952,8.7654,0.4620,0.0467,,,0,0,84000,22.0
22,87900,0.568827,-15.018929,14.1011,9.0378,0.5056,0.0533,,,0,0,88000,23.5
23,91900,0.577717,-17.018408,16.1175,9.0264,0.5607,0.0585,,,0,0,92000,24.9
24,95900,0.623423,-18.980933,18.1134,9.6384,0.6093,0.0660,,,0,0,96000,26.3
25,99900,,,,,,,101.83,1000.0,100,53,100000,26.5
26,103900,1.308391,-20.891210,20.0698,13.2525,0.7215,0.0686,,,0,0,104000,28.0
27,107900,1.394737,-23.451360,22.6730,13.7609,0.7358,0.0741,,,0,0,108000,29.4
28,111900,1.437962,-25.690745,24.9594,13.2469,0.7325,0.0769,,,0,0,112000,30.8
29,115900,1.489503,-27.874197,27.1566,12.4414,0.7624,0.0820,,,0,0,116000,32.2
30,119900,,,,,,,,,0,0,120000,32.3
31,123900,1.543893,-29.914184,29.1940,13.9231,0.7731,0.0863,,,0,0,124000,33.8
32,127900,1.682515,-31.756069,31.0302,15.5312,0.8077,0.0920,,,0,0,128000,35.2
33,131900,1.769332,-33.697028,32.9448,14.5322,0.8028,0.0984,,,0,0,132000,36.6
34,135900,1.847768,-35.767701,34.9555,15.4400,0.7821,0.1106,,,0,0,136000,38.0
35,139900,,,,,,,,,0,0,140000,38.1
36,143900,2.031542,-37.939282,37.1151,17.0661,0.8437,0.1189,,,0,0,144000,39.6
37,147900,2.051964,-40.200151,39.3403,16.3456,0.8859,0.1256,,,0,0,148000,41.0
38,151900,2.216531,-42.433793,41.5743,17.8684,0.9994,0.1362,,,0,0,152000,42.4
39,155900,2.302190,-44.703815,43.8322,17.9788,0.9241,0.1359,,,0,0,156000,43.8
40,159900,,,,,,,,,0,0,160000,43.9
41,163900,2.383625,-46.952632,46.0902,18.6336,1.0069,0.1451,,,0,0,164000,45.3
42,167900,2.475334,-49.199036,48.3317,19.4989,1.0299,0.1484,,,0,0,168000,46.8
43,171900,2.564042,-51.451790,50.5806,19.4446,1.0970,0.1542,,,0,0,172000,48.2
44,175900,2.662025,-53.752041,52.8740,20.0795,1.1223,0.1675,,,0,0,176000,49.6
45,179900,,,,,,,,,0,0,180000,49.7
46,183900,2.924213,-56.117506,55.2316,21.3257,1.1499,0.1705,,,0,0,184000,51.1
47,187900,2.851362,-58.293366,57.4247,21.2555,1.1834,0.1740,,,0,0,188000,52.6
48,191900,3.096342,-60.593080,59.7115,22.2032,1.2109,0.1759,,,0,0,192000,54.1
49,195900,3.034256,-62.822141,61.9482,21.5694,1.1399,0.1845,,,0,0,196000,55.5
50,199900,,,,,,,,,0,0,200000,55.6
51,203900,6.049389,-64.847013,64.0156,25.4170,1.2740,0.1915,1126.92,1001.0,100,47,204000,57.2
52,207900,7.104101,-68.109904,67.2530,26.4081,1.2866,0.1981,,,0,0,208000,58.6
53,211900,7.435282,-71.713393,70.8377,25.1677,1.2447,0.2078,,,0,0,212000,60.0
54,215900,7.398562,-75.158109,74.2876,25.8158,1.3047,0.2169,,,0,0,216000,61.4
55,219900,,,,,,,,,0,0,220000,61.6
56,223900,7.287623,-78.697990,77.8146,25.5987,1.3173,0.2254,,,0,0,224000,63.0
57,227900,7.738194,-82.214264,81.3350,26.4407,1.3296,0.2371,,,0,0,228000,64.4
58,231900,7.538317,-85.859633,84.9789,26.0587,1.3228,0.2471,,,0,0,232000,65.9
59,235900,7.813897,-89.484775,88.5836,27.0118,1.3939,0.2531,,,0,0,236000,67.3
60,239900,,,,,,,,,0,0,240000,67.4
61,243900,7.849673,-93.096146,92.1835,26.7376,1.4047,0.2554,,,0,0,244000,68.9
62,247900,8.471712,-96.778502,95.8284,27.3957,1.4563,0.2702,,,0,0,248000,70.3
63,251900,8.234608,-100.627872,99.6801,28.0556,1.4493,0.2849,,,0,0,252000,71.7
64,255900,7.962632,-104.496906,103.5451,27.4033,1.5138,0.2884,,,0,0,256000,73.1
65,259900,,,,,,,,,0,0,260000,73.2
66,263900,9.136217,-108.226414,107.2611,30.2303,1.6162,0.3029,,,0,0,264000,74.6
67,267900,9.165424,-112.131153,111.1572,29.1939,1.5556,0.3032,,,0,0,268000,76.0
68,271900,9.245962,-116.040345,115.0357,29.1059,1.6227,0.3217,,,0,0,272000,77.5
69,275900,9.499667,-119.916537,118.8896,30.2807,1.6832,0.3354,,,0,0,276000,78.9
70,279900,,,,,,,,,0,0,280000,79.0
71,283900,9.479771,-123.814651,122.7907,31.3501,1.7323,0.3427,,,0,0,284000,80.4
72,287900,9.498131,-127.886551,126.8083,29.9723,1.7013,0.3496,,,0,0,288000,81.8
73,291900,9.740749,-131.981935,130.9020,29.9481,1.7705,0.3600,,,0,0,292000,83.3
74,295900,9.422294,-136.052748,134.9635,31.5313,1.7734,0.3743,,,0,0,296000,84.7
75,299900,,,,,,,,,0,0,300000,84.8
76,303900,11.314954,-140.003582,138.9071,32.8014,1.8273,0.3801,3058.72,1001.0,100,63,304000,86.3
77,307900,24.018855,-143.549796,142.4952,38.8958,1.8836,0.3857,,,0,0,308000,87.7
78,311900,22.549320,-147.371080,146.2678,37.7501,1.8604,0.3928,,,0,0,312000,89.1
79,315900,24.149091,-150.940499,149.8560,41.5508,1.9679,0.4106,,,0,0,316000,90.5
80,319900,,,,,,,,,0,0,320000,90.6
81,323900,24.377333,-154.603269,153.5510,42.8910,2.0287,0.4178,,,0,0,324000,92.1
82,327900,25.546697,-158.114627,157.0802,44.5881,1.9723,0.4280,,,0,0,328000,93.6
83,331900,23.444794,-161.547655,160.4789,40.3968,1.9289,0.4375,,,0,0,332000,95.0
84,335900,26.024543,-165.142092,164.0653,42.3222,1.9951,0.4526,,,0,0,336000,96.4
85,339900,,,,,,,,,0,0,340000,96.5
86,343900,23.680897,-168.542985,167.4575,42.3056,2.0066,0.4684,,,0,0,344000,98.0
87,347900,26.286074,-172.049316,170.9538,45.0472,2.0739,0.4882,,,0,0,348000,99.4
88,351900,26.123247,-175.307271,174.2105,44.7723,2.0869,0.4913,,,0,0,352000,100.8
89,355900,26.946587,-178.676160,177.5760,47.3547,2.0428,0.4874,,,0,0,356000,102.3
90,359900,,,,,,,,,0,0,360000,102.4
