epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,4.67,6.5,561,4000,0.2
2,7900,,,,,,,,,7.98,10.0,386,8000,0.3
3,11900,0.115738,0.111059,-1.213547,1.0870,1.0872,0.2724,0.2665,0.1117,10.52,12.5,165,12000,1.7
4,15900,0.156873,0.154850,-2.250342,2.0761,2.0761,0.3907,0.3914,0.1615,49.48,51.5,87,16000,3.0
5,19900,,,,,,,,,61.77,63.8,13,20000,3.0
6,23900,0.251693,0.243790,-3.362780,3.1430,3.1428,0.5864,0.6030,0.2086,92.53,94.5,17,24000,4.3
7,27900,0.331538,0.314971,-4.515350,4.2681,4.2679,0.9516,0.9811,0.2485,110.16,112.2,38,28000,5.5
8,31900,0.410819,0.394365,-5.617011,5.3758,5.3756,1.2929,1.4088,0.3281,116.45,118.4,58,32000,6.8
9,35900,0.481841,0.451692,-6.710752,6.4537,6.4534,1.6681,1.9382,0.4196,83.13,85.1,60,36000,8.0
10,39900,,,,,,,,,68.43,70.4,54,40000,8.1
11,43900,0.554400,0.518521,-7.759317,7.4936,7.4935,2.1531,2.5628,0.4675,60.76,62.8,72,44000,9.4
12,47900,0.621630,0.584308,-8.782257,8.5182,8.5181,2.6248,3.1297,0.4814,68.40,70.4,42,48000,10.9
13,51900,0.696246,0.656720,-9.742811,9.4877,9.4879,3.3180,3.9375,0.5534,69.06,71.1,62,52000,12.8
14,55900,0.761655,0.718220,-10.737371,10.4764,10.4763,3.6807,4.3004,0.6046,76.67,78.7,40,56000,16.0
15,59900,,,,,,,,,78.39,80.4,59,60000,16.1
16,63900,0.846272,0.806099,-11.678999,11.4131,11.4132,4.3807,5.2624,0.6070,81.04,83.0,23,64000,18.5
17,67900,0.905774,0.861717,-12.627421,12.3451,12.3452,4.7729,5.6052,0.5758,86.62,88.6,69,68000,20.0
18,71900,0.978858,0.935823,-13.567096,13.2623,13.2625,5.5530,6.7295,0.5535,67.77,69.8,65,72000,22.0
19,75900,1.122679,1.098256,-14.459551,14.1381,14.1381,6.5329,7.9006,0.6110,75.17,77.2,41,76000,25.7
20,79900,,,,,,,,,63.80,65.8,81,80000,25.8
21,83900,1.327072,1.283277,-15.315110,15.0057,15.0059,7.2303,8.4684,0.6423,67.86,69.9,21,84000,27.3
22,87900,1.476271,1.436648,-16.171991,15.8575,15.8574,7.9312,9.2358,0.6224,71.47,73.5,88,88000,28.8
23,91900,1.667783,1.623864,-17.110897,16.7574,16.7575,9.3039,10.2262,0.7321,78.11,80.1,9,92000,30.1
24,95900,1.837347,1.785501,-17.998883,17.6018,17.6020,10.2128,11.4295,0.6493,83.25,85.2,56,96000,31.5
25,99900,,,,,,,,,111.30,113.3,30,100000,31.6
26,103900,1.924805,1.858823,-18.839054,18.4417,18.4422,11.0687,12.0610,0.7003,88.45,90.4,76,104000,32.9
27,107900,2.051571,1.966425,-19.558625,19.1669,19.1665,11.5377,13.0799,0.7361,79.33,81.3,27,108000,34.2
28,111900,2.214720,2.133533,-20.296421,19.8974,19.8976,12.4297,13.7207,0.7621,74.23,76.2,79,112000,35.6
29,115900,2.294608,2.222762,-21.111671,20.7056,20.7056,13.2954,14.5651,0.8072,74.16,76.2,25,116000,36.9
30,119900,,,,,,,,,84.02,86.0,45,120000,37.0
31,123900,2.440068,2.361606,-21.879800,21.4692,21.4694,13.5696,14.9486,0.9546,99.38,101.4,34,124000,38.3
32,127900,2.483903,2.402080,-22.678035,22.2454,22.2454,14.2782,15.6999,0.9512,99.00,101.0,40,128000,39.7
33,131900,2.672723,2.600234,-23.390676,22.9800,22.9798,15.7487,17.1437,1.0353,101.20,103.2,44,132000,41.0
34,135900,2.806493,2.719544,-24.094793,23.6712,23.6711,16.4247,18.0780,0.9775,97.26,99.3,39,136000,42.6
35,139900,,,,,,,,,90.20,92.2,49,140000,42.7
36,143900,2.883948,2.816342,-24.750137,24.3460,24.3461,16.8561,18.4348,1.0378,87.57,89.6,47,144000,44.2
37,147900,3.152787,3.082667,-25.362278,24.9668,24.9672,19.4933,20.9710,1.0706,81.98,84.0,51,148000,45.7
38,151900,3.206977,3.130985,-25.998350,25.6033,25.6035,19.3342,20.9039,1.1150,80.93,82.9,42,152000,47.2
39,155900,3.426965,3.380038,-26.584461,26.1665,26.1664,20.6674,22.4653,1.2472,77.13,79.1,62,156000,48.5
40,159900,,,,,,,,,72.02,74.0,54,160000,48.6
41,163900,3.486656,3.429564,-27.152416,26.7514,26.7518,21.7217,23.6552,1.2184,67.64,69.6,59,164000,50.0
42,167900,3.660128,3.601142,-27.794158,27.3620,27.3625,23.2995,24.9477,1.2172,67.23,69.2,64,168000,51.5
43,171900,3.885950,3.838946,-28.338607,27.9146,27.9149,24.9463,26.0090,1.1952,71.83,73.8,41,172000,53.2
44,175900,3.937327,3.893003,-28.832905,28.4280,28.4277,25.4698,26.3000,1.1653,76.69,78.7,68,176000,54.8
45,179900,,,,,,,,,74.17,76.2,35,180000,54.9
46,183900,4.170207,4.133785,-29.456583,29.0336,29.0345,27.1040,28.5738,1.3180,74.33,76.3,66,184000,56.4
47,187900,4.492411,4.460961,-29.997195,29.5715,29.5715,29.6553,30.6082,1.3269,75.50,77.5,34,188000,57.8
48,191900,4.713456,4.678218,-30.559204,30.1052,30.1058,31.0352,32.1237,1.4395,77.58,79.6,64,192000,59.0
49,195900,4.763372,4.719976,-31.102777,30.6741,30.6747,31.2560,31.1839,1.3154,79.70,81.7,37,196000,60.3
50,199900,,,,,,,,,79.88,81.9,58,200000,60.4
51,203900,5.027756,5.023130,-31.503995,31.1042,31.1044,32.6392,33.1153,1.3158,85.09,87.1,33,204000,61.7
52,207900,5.182851,5.188145,-31.977501,31.5730,31.5731,33.8423,33.4235,1.3142,87.00,89.0,45,208000,62.9
53,211900,5.173566,5.182267,-32.389644,31.9838,31.9845,35.5680,34.6427,1.4028,87.12,89.1,48,212000,64.2
54,215900,5.247265,5.274898,-32.644659,32.3006,32.3008,36.8814,35.9877,1.4627,85.02,87.0,41,216000,65.5
55,219900,,,,,,,,,83.66,85.7,53,220000,65.6
56,223900,5.325586,5.361672,-33.029701,32.6755,32.6759,38.9357,37.6189,1.4143,85.86,87.9,36,224000,67.1
57,227900,5.438883,5.488959,-33.422087,33.0149,33.0155,40.3778,38.4988,1.3345,83.52,85.5,63,228000,68.7
58,231900,5.529397,5.594819,-33.753012,33.3759,33.3760,43.3908,40.3831,1.3551,83.90,85.9,29,232000,70.3
59,235900,5.751853,5.838482,-34.080527,33.7017,33.7016,45.4413,41.5914,1.5401,89.72,91.7,64,236000,71.9
60,239900,,,,,,,,,88.39,90.4,28,240000,72.1
61,243900,5.862278,5.957295,-34.440773,34.0160,34.0168,47.2892,43.9714,1.3769,86.51,88.5,53,244000,73.7
62,247900,5.804221,5.924305,-34.729703,34.3323,34.3328,47.6444,43.9468,1.3128,88.62,90.6,37,248000,75.4
63,251900,5.963401,6.107013,-35.112616,34.6916,34.6922,50.4057,44.7645,1.5160,90.31,92.3,39,252000,76.9
64,255900,6.224612,6.386732,-35.410041,34.9930,34.9930,53.0739,46.6566,1.7825,90.73,92.7,56,256000,78.5
65,259900,,,,,,,,,90.67,92.7,27,260000,78.6
66,263900,6.239014,6.416868,-35.796397,35.3486,35.3486,54.3130,47.6883,1.4357,88.35,90.4,62,264000,80.1
67,267900,6.447943,6.670467,-36.127269,35.6901,35.6910,55.7220,47.9836,1.5841,96.24,98.2,21,268000,81.7
68,271900,6.599324,6.841877,-36.474935,36.0136,36.0142,60.5390,51.6331,1.4420,97.62,99.6,48,272000,83.2
69,275900,6.682639,6.939327,-36.803207,36.3587,36.3591,62.1239,53.3981,1.6759,106.50,108.5,36,276000,84.8
