epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,,106.59,23.0,113,63,4000,0.3,,,
2,7900,,,,,,,,,,116.82,25.7,164,77,8000,0.8,,,
3,11900,1.110482,1.131755,-7.879915,7.4314,7.4299,8.2064,7.5527,0.0126,0.0007,117.81,25.8,126,64,12000,3.2,0.875434,0.680120,0.097657
4,15900,1.509273,1.521635,-12.856029,12.8592,12.8589,28.7793,26.7180,0.0200,0.0007,124.66,31.2,177,80,16000,5.6,0.787469,0.660060,0.063705
5,19900,,,,,,,,,,56.55,14.6,236,124,20000,6.0,,,
6,23900,4.459680,4.488798,-17.664485,17.2895,17.2910,55.8572,53.2111,0.0302,0.0001,57.00,14.8,280,146,24000,8.4,0.734888,0.619364,0.057762
7,27900,7.900846,7.729295,-21.933931,21.5233,21.5226,100.4332,95.5623,0.0464,0.0012,58.18,15.0,292,147,28000,10.7,0.690920,0.583052,0.053934
8,31900,11.608150,11.920404,-25.488926,25.0730,25.0710,159.7428,145.2518,0.0607,0.0020,57.69,14.9,238,118,32000,13.0,0.633551,0.534435,0.049558
9,35900,17.646144,17.345849,-28.486358,28.0553,28.0589,218.1858,195.1886,0.0776,0.0034,56.13,14.6,270,128,36000,15.3,0.594141,0.504543,0.044799
10,39900,,,,,,,,,,114.66,27.3,116,55,40000,15.9,,,
11,43900,25.675691,24.968446,-31.794602,31.2371,31.2357,288.3037,343.1290,0.0561,0.0085,121.47,28.8,165,77,44000,18.3,0.643522,0.545027,0.049247
12,47900,31.889971,33.461206,-35.003953,34.4006,34.3991,419.4053,316.1176,0.0698,0.0148,107.93,26.2,160,84,48000,20.7,0.652789,0.554303,0.049243
13,51900,42.313289,44.076106,-37.826345,37.1733,37.1699,503.6745,393.6795,0.1532,0.0206,65.53,17.4,231,112,52000,23.0,0.651891,0.555840,0.048025
14,55900,50.884331,52.694506,-40.670994,39.9241,39.9221,677.1627,457.3729,0.2370,0.0262,69.41,17.3,233,128,56000,25.3,0.632262,0.539417,0.046423
15,59900,,,,,,,,,,122.50,30.8,114,63,60000,25.8,,,
16,63900,59.895040,63.066342,-43.022770,42.2107,42.2103,827.1899,587.8253,0.3314,0.0320,158.47,37.8,94,46,64000,28.2,0.668231,0.570168,0.049032
17,67900,69.084260,71.062594,-45.312993,44.4517,44.4451,874.5449,604.8362,0.5133,0.0365,190.27,41.9,90,53,68000,30.5,0.673334,0.574022,0.049656
18,71900,71.460139,74.690765,-47.667926,46.7314,46.7310,1004.7437,710.6868,0.6428,0.0353,206.77,46.6,76,41,72000,32.8,0.660757,0.563628,0.048565
19,75900,78.142746,80.580188,-50.079015,49.1043,49.0939,977.2011,793.0174,0.8408,0.0402,235.41,52.2,59,25,76000,35.2,0.676893,0.577146,0.049874
20,79900,,,,,,,,,,288.69,60.2,69,33,80000,35.8,,,
21,83900,82.612556,86.150538,-52.618260,51.5628,51.5548,1104.9498,851.9051,0.9327,0.0387,272.69,56.0,78,39,84000,38.2,0.671029,0.572726,0.049152
22,87900,88.869921,91.511098,-55.484643,54.3640,54.3652,1153.4308,876.6438,1.0385,0.0406,294.25,61.1,45,21,88000,40.5,0.694966,0.593310,0.050828
23,91900,94.732200,95.668590,-58.031957,56.8563,56.8642,1269.0141,940.6238,1.1759,0.0399,323.92,67.6,68,39,92000,42.9,0.675218,0.576105,0.049556
24,95900,96.687477,97.574880,-60.581980,59.3774,59.3796,1372.9114,1017.3931,1.3191,0.0417,342.66,71.3,55,26,96000,45.3,0.683990,0.583700,0.050145
25,99900,,,,,,,,,,351.85,73.2,49,27,100000,45.9,,,
26,103900,101.367038,102.816689,-63.228524,61.9775,61.9882,1513.8857,1120.9072,1.4571,0.0425,346.57,73.1,60,34,104000,48.2,0.673590,0.574832,0.049379
27,107900,104.582658,105.295774,-65.822645,64.4849,64.4812,1554.4978,1167.4943,1.5298,0.0455,306.89,66.4,70,34,108000,50.6,0.655917,0.559815,0.048051
28,111900,109.589078,112.276402,-68.408091,67.0058,66.9990,1584.2444,1227.9107,1.6889,0.0550,290.88,62.1,65,38,112000,53.0,0.653513,0.558754,0.047380
29,115900,116.119176,119.000938,-70.816165,69.4122,69.4178,1630.5832,1306.5913,1.9759,0.0571,270.83,59.6,64,25,116000,55.4,0.653456,0.557435,0.048011
30,119900,,,,,,,,,,239.84,57.4,75,34,120000,55.9,,,
31,123900,124.619173,124.961505,-73.359805,71.8302,71.8378,1635.2623,1281.6496,2.1968,0.0612,260.62,59.9,59,22,124000,58.2,0.659276,0.562525,0.048375
