epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,,107.20,23.0,113,56,4000,0.3,,,
2,7900,,,,,,,,,,122.43,27.0,129,57,8000,0.8,,,
3,11900,1.095941,1.100069,-8.004389,7.5362,7.5375,8.4329,8.4757,0.0115,0.0018,141.74,30.8,130,60,12000,3.2,0.837740,0.670669,0.083535
4,15900,1.728323,1.721741,-13.096848,12.7475,12.7481,27.0329,25.7030,0.0075,0.0000,96.99,25.5,185,84,16000,5.6,0.768886,0.656692,0.056097
5,19900,,,,,,,,,,154.54,35.1,94,39,20000,6.1,,,
6,23900,3.832349,3.836541,-18.210840,17.9697,17.9679,63.7129,57.6988,0.0026,0.0000,168.14,35.7,124,58,24000,8.5,0.749899,0.638626,0.055636
7,27900,6.408406,6.530480,-23.423297,23.1564,23.1566,102.5896,93.0845,0.0437,0.0039,108.02,24.0,193,91,28000,10.9,0.745854,0.636019,0.054918
8,31900,12.667628,12.657304,-27.382042,27.0579,27.0555,152.0399,135.9456,0.0941,0.0090,67.04,16.7,199,99,32000,13.3,0.740160,0.630005,0.055077
9,35900,17.789180,18.288699,-31.539429,31.2115,31.2102,209.0094,182.7320,0.1732,0.0180,120.34,26.7,156,67,36000,15.7,0.742674,0.634396,0.054139
10,39900,,,,,,,,,,99.19,22.8,188,88,40000,16.2,,,
11,43900,24.905647,25.264245,-35.288348,34.9563,34.9542,263.0041,231.9219,0.2706,0.0314,93.17,21.8,193,91,44000,18.6,0.750271,0.639530,0.055371
12,47900,33.204409,33.579125,-38.536722,38.1620,38.1597,326.2747,277.8408,0.3213,0.0451,93.93,22.0,135,70,48000,21.1,0.744240,0.635695,0.054273
13,51900,39.674707,40.326941,-41.890787,41.4886,41.4905,360.9695,315.4599,0.2889,0.0556,155.57,32.6,132,61,52000,23.5,0.747756,0.639506,0.054125
14,55900,47.155205,47.605678,-45.212876,44.7270,44.7229,426.9468,354.5102,0.3164,0.0602,112.66,24.9,181,82,56000,25.8,0.733661,0.627082,0.053289
15,59900,,,,,,,,,,109.89,24.2,159,83,60000,26.3,,,
16,63900,55.982733,56.352140,-48.342286,47.7840,47.7826,515.5351,420.7461,0.3677,0.0748,88.64,20.3,224,113,64000,28.7,0.748612,0.639264,0.054674
17,67900,65.105759,65.810207,-50.805343,50.2215,50.2171,553.5117,463.2329,0.4197,0.0849,74.58,17.8,215,113,68000,31.0,0.735190,0.628818,0.053186
18,71900,71.424620,72.287624,-52.820897,52.2249,52.2227,607.5288,523.9607,0.4824,0.0956,74.20,17.7,202,92,72000,33.4,0.726739,0.623319,0.051710
19,75900,79.127286,81.267705,-55.049321,54.3902,54.3931,688.1303,588.1248,0.5444,0.1024,130.17,27.5,132,64,76000,35.8,0.722290,0.618592,0.051849
20,79900,,,,,,,,,,145.59,30.0,145,68,80000,36.3,,,
21,83900,89.759288,90.770826,-57.265648,56.5257,56.5184,744.9768,636.6713,0.6069,0.1144,161.11,32.8,113,54,84000,38.7,0.718787,0.615181,0.051803
22,87900,94.574108,96.710011,-59.539877,58.7790,58.7741,759.0058,676.4895,0.6979,0.1177,177.56,36.0,111,50,88000,41.1,0.712547,0.610204,0.051171
23,91900,101.671803,104.507800,-61.616396,60.7764,60.7674,813.5588,697.4071,0.7477,0.1296,160.56,32.8,120,59,92000,43.5,0.729761,0.623941,0.052910
24,95900,117.216760,119.319254,-64.097327,62.9537,62.9497,929.2807,786.7082,0.8300,0.1393,170.19,34.8,113,55,96000,45.9,0.742127,0.632945,0.054591
25,99900,,,,,,,,,,159.66,32.9,131,64,100000,46.4,,,
26,103900,133.630537,135.290265,-66.380026,65.1301,65.1319,1045.7416,873.4493,0.8905,0.1461,146.67,30.6,120,60,104000,48.8,0.727510,0.621180,0.053165
27,107900,140.687625,141.157247,-68.314029,67.0621,67.0648,1085.6868,933.7550,0.9539,0.1570,166.06,34.2,119,65,108000,51.3,0.729008,0.622090,0.053459
28,111900,145.674252,147.046644,-70.373348,68.9204,68.9141,1123.2210,1055.1899,1.0103,0.1677,179.59,37.0,105,47,112000,53.7,0.729096,0.622942,0.053077
29,115900,150.693722,149.661314,-72.214499,70.6718,70.6617,1329.3521,1315.0757,1.1350,0.1757,183.07,37.6,106,56,116000,56.1,0.711050,0.607561,0.051744
30,119900,,,,,,,,,,178.65,37.0,111,61,120000,56.6,,,
31,123900,158.416473,154.627876,-73.903064,72.2825,72.2781,1436.6881,1729.8945,1.2162,0.1840,170.69,35.8,109,48,124000,59.0,0.730717,0.623439,0.053639
32,127900,162.575315,154.317427,-75.625602,73.9139,73.9063,1594.8872,2315.3665,1.2044,0.1933,175.89,37.0,108,49,128000,61.4,0.724901,0.618679,0.053111
33,131900,167.437383,160.377054,-76.962343,75.2456,75.2343,1753.8646,2928.3682,1.2727,0.2108,175.66,36.9,106,52,132000,63.8,0.736365,0.628138,0.054114
34,135900,171.205709,164.942613,-78.288482,76.5768,76.5706,2158.3354,3251.4967,1.3622,0.2261,184.23,38.2,105,54,136000,66.2,0.726378,0.620385,0.052996
35,139900,,,,,,,,,,177.79,37.2,108,47,140000,66.7,,,
36,143900,173.055174,168.799295,-79.248915,77.6333,77.6288,2346.4158,3713.6385,1.5594,0.2377,171.75,36.5,109,48,144000,69.0,0.733063,0.624633,0.054215
37,147900,176.045684,174.137292,-80.196684,78.5786,78.5758,2587.2903,3920.6000,1.6173,0.2317,166.06,35.1,117,62,148000,71.5,0.715642,0.610868,0.052387
38,151900,180.885229,175.840131,-81.017445,79.4356,79.4299,2711.9834,4444.1879,1.7462,0.2507,156.60,34.0,125,58,152000,73.9,0.700682,0.597717,0.051483
39,155900,182.110512,178.061858,-81.818046,80.2662,80.2702,2856.5723,4618.3226,1.7946,0.2509,156.14,33.7,115,60,156000,76.4,0.712080,0.608152,0.051964
40,159900,,,,,,,,,,160.76,34.6,114,47,160000,76.9,,,
41,163900,186.359275,181.216056,-82.474275,81.0194,81.0257,2965.7767,4854.6728,1.8521,0.2489,168.91,36.0,108,54,164000,79.3,0.725589,0.619091,0.053249
42,167900,187.119733,184.906009,-83.117006,81.7044,81.6985,3131.2847,4785.0736,1.8983,0.2821,172.35,36.0,112,59,168000,81.6,0.698892,0.597032,0.050930
43,171900,189.751834,187.045735,-83.702313,82.2971,82.2987,3392.1081,4983.9367,1.9048,0.2801,171.63,36.1,107,49,172000,84.0,0.695311,0.594147,0.050582
44,175900,194.545254,192.340789,-84.226567,82.7688,82.7650,3366.5651,5089.5510,1.9845,0.3130,180.75,37.6,105,47,176000,86.5,0.700081,0.598331,0.050875
45,179900,,,,,,,,,,179.49,37.2,111,58,180000,87.0,,,
46,183900,196.740600,192.504044,-84.656647,83.1139,83.1121,3469.7906,5250.9645,2.3319,0.3033,180.00,37.4,105,46,184000,89.4,0.701311,0.599499,0.050906
47,187900,197.865819,194.108241,-85.062565,83.5188,83.5100,3484.7262,5320.7987,2.6307,0.3103,190.31,39.1,99,47,188000,91.8,0.706229,0.603085,0.051572
48,191900,203.929967,196.733065,-85.510167,83.9763,83.9803,3591.6543,5343.5103,2.8695,0.3328,188.46,38.8,104,54,192000,94.2,0.689154,0.589346,0.049904
49,195900,201.865892,199.458550,-85.854364,84.2899,84.2852,3645.1909,5575.9630,3.0331,0.3625,180.21,37.1,110,55,196000,96.6,0.696565,0.595601,0.050482
50,199900,,,,,,,,,,176.56,36.3,105,51,200000,97.1,,,
51,203900,203.423843,200.604817,-86.276896,84.8024,84.8082,3807.8439,5746.8599,2.9891,0.3463,189.50,38.9,107,56,204000,99.5,0.696016,0.594943,0.050536
52,207900,205.763511,203.273720,-86.663399,85.2556,85.2608,3793.0459,5779.1704,2.9469,0.3698,184.51,37.9,119,58,208000,101.9,0.705211,0.602660,0.051275
53,211900,201.816536,200.500761,-87.097477,85.6390,85.6431,3593.2765,5710.0261,2.8667,0.3957,187.88,38.4,93,50,212000,104.3,0.688621,0.588371,0.050125
54,215900,203.891164,200.514942,-87.319764,85.9520,85.9509,3796.3147,5821.8127,2.9087,0.3747,192.96,39.2,101,47,216000,106.7,0.695432,0.594637,0.050398
55,219900,,,,,,,,,,190.89,39.1,110,61,220000,107.2,,,
56,223900,201.476265,200.021547,-87.550165,86.2877,86.2803,3786.4288,5750.6484,2.9883,0.4284,184.18,38.5,92,45,224000,109.6,0.681273,0.581872,0.049700
57,227900,201.830396,202.003625,-87.997829,86.6627,86.6639,3859.6799,6185.0506,3.0590,0.4130,204.05,42.8,93,42,228000,112.0,0.671559,0.574917,0.048321
58,231900,200.451501,197.944697,-88.288947,87.0419,87.0454,3840.1056,5961.1400,3.1172,0.4497,207.12,43.6,88,53,232000,114.4,0.702995,0.600574,0.051210
59,235900,198.566800,198.507425,-88.587966,87.2732,87.2753,3872.8424,6255.0339,2.9426,0.4581,215.21,45.8,91,47,236000,116.9,0.684918,0.585763,0.049578
60,239900,,,,,,,,,,213.37,46.0,73,45,240000,117.4,,,
61,243900,196.716534,195.435376,-88.822560,87.6287,87.6240,3832.2200,5710.5371,3.0188,0.4854,249.92,51.9,73,41,244000,119.8,0.672474,0.575311,0.048582
62,247900,197.736701,195.344076,-89.169106,87.8887,87.9008,3744.9239,6143.5043,2.9374,0.4940,263.77,56.0,81,38,248000,122.2,0.687727,0.587405,0.050161
63,251900,196.632782,194.703694,-89.553086,88.3484,88.3454,3929.0612,6436.9443,3.1861,0.5104,235.86,50.8,78,42,252000,124.6,0.665443,0.568753,0.048345
64,255900,194.467525,195.152688,-90.046457,88.7265,88.7336,4015.6772,6740.8293,2.9719,0.5619,231.02,49.0,85,43,256000,127.1,0.685883,0.586104,0.049890
65,259900,,,,,,,,,,254.11,53.2,59,30,260000,127.6,,,
66,263900,193.256031,191.934065,-90.288554,89.0213,89.0193,3855.1906,6238.6872,2.9184,0.5520,309.08,64.4,56,24,264000,130.0,0.670100,0.572599,0.048750
67,267900,194.446175,190.964744,-90.648949,89.3856,89.3822,3945.1473,6198.4399,2.9225,0.6208,342.33,68.8,56,22,268000,132.4,0.664975,0.568921,0.048027
68,271900,195.819673,191.953433,-91.255580,89.9283,89.9366,3919.3487,6189.6196,3.1764,0.6094,342.61,68.2,65,31,272000,134.9,0.678412,0.580083,0.049165
69,275900,193.624773,190.991451,-91.775137,90.4881,90.4799,4203.8570,6592.4778,3.0270,0.7179,358.11,75.2,40,17,276000,137.3,0.654070,0.559339,0.047365
70,279900,,,,,,,,,,397.63,80.2,56,29,280000,137.9,,,
71,283900,193.564180,192.507917,-92.385608,90.9790,90.9774,3999.2393,6575.2111,3.0236,0.6368,389.89,77.5,54,32,284000,140.3,0.672318,0.574479,0.048920
