epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-63.80,207.0,15,1,4000,1.0
2,7999,0.205548,0.212710,-2.853795,2.0855,2.0860,2.2317,2.4797,0.6520,0.1318,67.01,370.0,13,4,8000,13.9
3,11999,0.518495,0.524899,-6.337023,5.7536,5.7538,4.5530,4.7519,1.2503,0.3461,71.65,450.4,7,1,12000,30.6
4,15999,0.540371,0.554078,-6.824594,6.1228,6.1236,4.4203,4.7028,1.5093,0.4773,261.04,824.4,5,5,16000,47.3
5,19999,0.590700,0.605801,-8.635587,7.8748,7.8755,5.0676,5.1533,1.7586,0.6077,158.54,463.3,10,2,20000,63.9
6,23999,0.561037,0.574381,-10.259802,9.6282,9.6284,4.9653,5.1608,1.8788,0.7214,157.10,443.3,9,3,24000,80.5
7,27999,0.612475,0.615398,-10.802054,10.2170,10.2175,5.1772,5.4653,2.0356,0.8467,97.09,305.5,11,0,28000,97.3
8,31999,0.586645,0.586755,-11.509412,10.8908,10.8908,5.2101,5.6041,2.1306,0.9425,221.76,596.5,8,3,32000,114.0
9,35999,0.677073,0.674172,-12.605918,11.9623,11.9626,6.2376,6.4276,2.3090,1.0637,180.51,430.3,9,1,36000,130.8
10,39999,0.757149,0.755102,-13.440950,12.7776,12.7778,6.5494,6.9043,2.4601,1.1759,242.47,657.2,5,2,40000,147.6
11,43999,0.777758,0.770006,-13.801609,13.1500,13.1501,6.8804,7.3724,2.5238,1.2392,171.64,391.9,10,2,44000,164.3
12,47999,0.805139,0.805808,-14.396680,13.7496,13.7500,7.3239,7.8361,2.5451,1.3084,252.64,685.9,7,3,48000,181.3
13,51999,0.826765,0.842545,-15.079847,14.4255,14.4256,8.2037,8.6141,2.6564,1.4204,279.46,572.7,7,4,52000,198.0
14,55999,0.905382,0.907432,-15.494814,14.8741,14.8742,8.5960,9.2446,2.7313,1.4772,182.68,431.9,8,4,56000,214.7
15,59999,0.968683,0.966974,-15.353814,14.7358,14.7365,8.7655,9.2038,2.8959,1.6011,256.84,616.4,7,1,60000,231.4
16,63999,1.036587,1.027335,-15.454894,14.8312,14.8321,9.6287,10.1571,2.9969,1.7072,258.92,524.9,7,1,64000,248.0
17,67999,1.070879,1.064728,-15.665395,15.0297,15.0305,10.0579,10.9962,3.1106,1.7898,435.83,865.2,5,1,68000,264.8
18,71999,1.082188,1.086513,-16.135654,15.5050,15.5053,10.9523,11.6295,3.1219,1.8191,264.24,459.8,9,1,72000,281.7
19,75999,1.070528,1.071889,-16.756092,16.1252,16.1257,11.2680,11.7289,3.1370,1.8492,467.43,805.4,5,1,76000,298.8
20,79999,1.115537,1.118036,-17.368957,16.7242,16.7249,12.3158,13.1394,3.1849,1.8972,271.05,514.1,8,2,80000,315.5
21,83999,1.190908,1.199823,-17.755762,17.1231,17.1240,12.9741,13.9607,3.2304,1.9436,157.63,327.9,10,5,84000,332.2
22,87999,1.192840,1.206102,-18.262021,17.6306,17.6314,13.3282,14.6218,3.2029,1.9303,197.88,399.5,11,4,88000,349.0
23,91999,1.223955,1.242845,-18.922887,18.2738,18.2741,14.4970,15.5955,3.2262,1.9501,390.32,677.2,6,1,92000,365.7
24,95999,1.243549,1.264093,-19.536332,18.9049,18.9050,14.8870,16.2298,3.2227,1.9605,389.77,810.8,5,2,96000,382.5
25,99999,1.198942,1.219017,-19.901660,19.2924,19.2926,15.1456,16.8436,3.2403,1.9758,379.65,674.3,6,2,100000,399.5
26,103999,1.262772,1.295803,-20.470766,19.8624,19.8630,16.5449,17.4579,3.2403,1.9767,302.15,524.8,8,1,104000,416.2
27,107999,1.319489,1.360104,-20.763321,20.1724,20.1721,17.1267,18.6910,3.2311,1.9911,207.87,365.4,9,2,108000,433.0
28,111999,1.356520,1.386243,-21.079749,20.4984,20.4986,17.8299,18.9960,3.2462,2.0031,396.85,675.5,6,1,112000,449.8
29,115999,1.476343,1.494773,-21.196066,20.6312,20.6322,20.0413,21.2147,3.3670,2.0555,221.31,582.6,8,1,116000,466.6
30,119999,1.581430,1.596859,-21.061952,20.4879,20.4891,20.4857,21.1212,3.5551,2.1427,474.72,808.0,5,0,120000,483.3
