step,episode_return,has_disturbance
72,40.181264461809,0
148,21.621361300055213,0
1149,-316.8498023387721,0
1213,11.723160951985918,0
1337,-41.20343772392746,0
1562,-78.09805947426219,0
1575,-13.202918488592733,0
1609,-11.014711940900629,0
1725,-65.11689551069765,0
2726,-341.2633617553488,0
2936,-87.51255470457721,0
2953,-2.8833360260677248,0
3113,-117.23185462000464,0
3171,-19.647658417545603,0
3292,-16.674492679473822,1
3346,-15.04261532667886,1
3375,-36.51225996149643,1
3441,-6.482684427214113,0
4442,-303.3684540334552,0
4601,-37.70447744864949,0
4719,-35.6985576431587,0
4771,-16.95037392325012,0
5772,245.88177767758927,0
6773,579.6704846398068,0
7774,504.5917554084319,0
8775,403.0006497131118,0
9776,599.7252931310132,1
10777,419.3218944554943,0
11778,416.14236783690325,0
11837,24.29872650631915,0
12838,204.56820747302623,1
13839,505.19160093386745,1
14840,363.26408636852733,1
14972,73.22323421815655,0
15973,404.2720111583028,0
16974,366.61663850557056,0
17070,66.85615281337734,0
17166,63.46893820817827,1
18167,294.46085051114505,0
18475,132.45410623155473,1
18643,39.12724650680612,1
19644,305.65161508496135,0
19678,15.017422765128572,0
19873,73.04744349024669,1
19896,12.029086756861144,0
19915,-1.2762549816127433,0
20916,357.44700242028796,0
21087,41.381473374781805,0
22088,329.7717973379972,0
23089,234.95429552758083,0
24090,332.62941982783667,0
25091,379.5167290924851,1
26092,413.3196157932402,0
27093,280.9586913526989,0
27144,34.6767523142948,0
27231,10.09938114940503,0
28232,403.7541054873279,0
28346,59.77262300915025,0
29347,326.9651665317855,0
29426,20.398118984333482,0
30427,105.12574938896373,0
31428,444.7544642188465,0
31995,177.93413284225352,0
32996,355.00125210421123,0
33997,132.2447933712891,0
34040,5.81707687649614,0
35041,346.05141466326177,0
35221,114.33651546715168,0
35267,28.808329242124657,1
35302,30.19296099706245,1
35327,14.448009105602432,0
36328,331.2072344005409,0
36348,7.140633634581658,1
36571,73.56004821989578,0
37572,321.14390432319425,0
38573,255.22159978356342,0
38784,74.25696298449279,0
39155,313.53431826362953,0
39185,8.82452917963495,1
39249,34.0240984045349,0
39382,-34.616228006160966,1
40383,434.5999905664459,1
41384,403.1482215581203,0
41506,5.4451947427913385,0
41533,26.651403773413346,0
41722,101.8596499096057,0
41747,2.6770832151400015,0
42748,381.29689129476276,0
42778,10.921585627593302,0
42805,15.114452338416594,1
43806,341.308765027086,1
44807,388.36004323349727,0
45808,415.8132942049285,0
45872,40.86540919354241,0
46061,52.6114357208716,1
46115,11.946249592717198,1
47116,440.30365907355485,0
47145,23.2937082382136,0
47226,46.85476142318335,0
47306,52.28051067113761,0
47453,120.36694678827179,0
47526,57.97864472661346,0
48527,492.88500055208243,0
48681,57.839781452748475,0
48730,33.025152707118714,0
48940,-1.745921150032244,0
49941,455.3208338547002,0
50021,41.00946678599327,0
50119,47.79201736167059,0
50277,82.60255739727263,0
50315,17.037820566391293,0
50366,45.04632983363796,0
50428,68.35285494169119,0
50486,27.572442257868374,0
50639,65.12991362323213,1
50800,32.9410796164243,0
51283,29.398716730939466,0
51315,23.376095338218935,0
52316,457.51911449229436,0
53317,472.9403273501722,0
53404,45.8160708263093,0
53497,50.169280473780866,1
54498,303.5890179850665,1
54571,35.40951473099279,1
54621,31.35414517436372,0
54849,98.17483711509689,0
54907,30.710965824507454,1
55908,422.36837722513354,0
55997,78.70216655110421,0
56998,510.7047477599879,0
57206,83.58305136742763,1
57247,15.932610085167191,1
58248,477.4118387649764,0
58376,51.943439654406475,0
59377,472.2710477334781,0
59431,71.65308786686161,0
59462,18.783686446639702,0
59551,61.384008466144394,0
59860,60.21991338290941,1
59914,31.062465024051686,0
59961,57.12415974034778,0
60061,72.02224245231892,0
60167,42.787209301815665,1
60326,152.51090643578328,1
61327,421.7614836897329,0
62328,512.6097531301733,0
62352,11.305112617806902,0
62409,48.55306618850588,1
62430,11.890544108056332,0
63431,401.97268779411786,0
63510,86.06241728656813,0
63538,21.75343376074355,0
64539,529.9107913968356,0
65349,167.83064914380742,0
65367,5.064579199617449,1
65786,186.68420523187262,0
65881,25.662833352970296,0
66142,39.25928945054797,1
66175,14.325006298535712,1
66303,124.72698549337089,0
66322,13.563552407876935,1
66394,53.609138405635925,0
66532,55.33234796621244,0
67533,551.5396454390547,0
68534,445.1519733023327,1
68566,-0.27434154742536143,0
69567,542.014489210272,0
69595,17.477435881432555,0
69911,240.80231183425434,0
70912,363.66321857416017,0
70940,13.275042114636866,0
71091,20.236072724631768,0
71256,130.13432469910074,0
71280,23.721020331275735,0
71521,145.0518950102927,0
71596,89.14596736083412,0
71645,37.41011931068013,1
71714,63.81585634592136,1
72715,486.31574266067895,1
72960,25.130137977099757,0
72982,12.471360327820642,0
73062,46.30915239710499,0
73072,0.9916407073737437,1
73097,-7.814652755924624,1
73190,48.639076351387345,0
73259,71.61636370185701,0
73341,73.69524207060783,0
73665,186.26716810394467,0
73675,-1.8262563968793666,1
73734,42.175833221372045,0
73844,97.22479250900253,0
73885,51.92418430210733,0
74886,378.10186352569303,1
74946,20.80957871479577,1
74972,-2.888973605778042,0
75001,36.19884184279443,0
75042,7.825572746718785,1
76043,440.6555365434812,0
77044,484.0402621831842,1
77065,9.30276951009858,1
77232,137.38954831241261,0
77282,17.13315258318707,0
77337,44.77750773760232,0
77385,38.66335268574713,0
77620,-52.600328174321874,1
77645,11.798999104185793,0
77684,27.664658626646975,0
78050,71.02837867009774,0
78082,19.19426764560527,0
78342,151.28940031738225,0
78388,30.503279074249598,0
78716,96.47384438524811,0
78844,101.45302682897707,0
79845,560.2113219067805,1
79896,38.9346254115228,1
79973,47.59724316347473,0
80083,126.34424603758532,0
80205,83.48002199019638,1
81206,481.0486337389909,1
81379,137.72560897294392,0
81470,24.256017692210524,0
82471,497.85327386186833,0
82539,7.003681028082697,0
82565,15.168128198125277,0
82688,83.0961470551664,0
82716,35.69771544328471,1
82738,25.384956336139254,0
82782,23.106666089237354,0
82883,116.64150234150773,0
82917,17.992114035490722,0
82941,17.507994873550707,0
83942,553.3180459617167,1
84034,68.58737939712577,0
84171,88.77563147809035,1
84351,88.04008748264272,1
84401,56.181744377175505,1
84433,26.369796289541682,0
84492,61.032912266100915,0
85493,516.8302030588616,0
86494,554.4258502730031,0
86558,13.567491887978196,0
86597,29.23868560926843,0
87598,366.9992328317689,1
88599,609.5911770724449,0
89600,677.3130804684833,0
89670,47.504728641657096,0
90671,598.2837083508724,0
90698,22.335665032440783,1
90724,12.644857428816833,0
90754,22.26022947930428,0
90782,19.79292429479422,0
90818,46.41427334369797,0
91031,241.7512445552869,0
91222,192.55178286178918,0
91274,13.810036467247219,0
92275,504.2952751986428,1
92286,3.9144718273041788,0
92344,44.362884650871734,0
92381,21.514244168412382,0
92472,60.12218229660798,0
92653,2.976392228536758,0
92688,-18.266298567347715,0
92847,116.637490967872,0
93004,84.13290778528162,0
93085,-8.465807503754704,0
93109,9.367846207923712,0
93294,92.75114738937658,1
94295,365.82452048989376,1
94406,120.47699313636699,0
95407,589.6733975724878,0
95431,18.44053156606251,1
95534,35.172770814226766,0
95563,39.991407779556376,0
95599,20.950455937755713,0
95621,6.672641229014008,0
95746,62.33240959444466,0
95837,25.104084193368013,0
95858,1.4531222294656663,0
95894,54.55992378997275,1
96092,169.47940439468806,0
96123,8.800449041338227,0
97124,545.7294166503317,0
97385,121.57206670419387,0
98386,560.1251975850759,1
99387,619.7725888076961,1
100388,578.005460782123,0
100428,34.226188177212194,0
100669,171.97331604561901,0
100781,61.776060902020056,1
100899,64.43078163559395,0
101153,170.96296909570373,0
101185,23.30257877206728,0
101249,52.8800026565615,0
101304,54.78065760586772,0
102305,572.3629188387836,1
103306,535.639515666467,0
103403,37.739160017066176,0
103435,40.58108703711669,0
103600,134.31412541143544,0
104601,559.2413918497608,0
104623,21.320116434760514,0
104678,74.44246448385739,0
104805,129.68435680229098,0
105806,633.594501234384,0
106088,169.9913701196325,0
106172,64.40303896000282,1
106265,42.60797323884916,0
106621,14.080197172243576,1
106814,138.61714597728553,0
107132,230.5101955016137,1
108133,625.7901788785472,0
108237,81.66977176712615,0
108303,20.861568919093727,0
108340,40.805290459789,0
108502,128.519513445142,1
109503,533.1524969483687,0
109560,23.04723056940281,0
109653,81.22912052312431,1
109667,8.25097424008349,1
109681,-2.422977224251296,0
109729,62.2609246681779,0
109834,61.69258264147238,1
109854,13.502258335179874,0
109989,154.1650938581558,0
110053,11.01334950464433,0
110080,10.652347176895734,1
110118,40.63064526253498,0
111119,577.828778377111,1
111152,22.945400644923406,0
112153,673.5901785389033,0
112217,35.20842048257531,0
112270,23.483339522040495,0
113271,481.63426995161524,0
113322,46.17663770626389,0
114323,481.6847592454782,0
115324,505.29376489758164,1
116325,511.1011940530915,1
116389,68.47429307075197,0
116415,16.605439185551138,0
117416,555.1495986071412,0
117496,9.805745088071165,1
118497,561.9991800885601,0
119498,552.31214270078,1
119565,63.1704244720582,0
