epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3999,,,,,,,,,,-61.63,178.9,22,3,4000,1.1,,,
2,7999,0.340348,0.344455,-0.938586,1.5682,1.5686,3.4426,3.6629,0.6063,0.0237,-5.41,322.5,10,4,8000,13.6,,,
3,11999,0.629875,0.638924,-3.709072,4.4584,4.4584,4.9953,5.4546,1.1535,0.0408,-8.66,469.4,10,5,12000,30.1,,,
4,15999,0.621628,0.630473,-5.661249,5.4137,5.4138,4.5898,4.8574,1.3978,0.3553,36.98,310.5,13,5,16000,46.6,,,
5,19999,0.691272,0.697167,-7.709705,6.9218,6.9218,5.0174,5.1652,1.6574,0.5482,37.93,253.7,13,2,20000,62.9,,,
6,23999,0.670186,0.686856,-9.878981,8.9849,8.9845,5.2349,5.2917,1.7623,0.6549,108.87,521.2,9,1,24000,79.5,,,
7,27999,0.718904,0.730743,-11.774480,10.6899,10.6897,5.8819,5.8256,1.8032,0.7260,71.63,354.4,10,1,28000,96.7,,,
8,31999,0.817934,0.822068,-12.101155,11.2103,11.2102,6.7512,6.4644,1.8934,0.8357,61.63,500.4,9,0,32000,113.2,,,
9,35999,0.915100,0.916412,-10.374475,9.5353,9.5350,7.2698,6.9500,2.0046,0.9939,66.48,299.6,12,4,36000,129.8,,,
10,39999,1.056839,1.066641,-6.811891,6.1996,6.1988,6.9684,6.9381,2.1471,1.0977,9.13,229.3,19,5,40000,146.3,,,
11,43999,1.208132,1.215387,-2.917488,2.2681,2.2669,7.1415,7.2274,2.3632,1.1600,26.00,272.8,13,4,44000,162.7,,,
12,47999,1.159736,1.172613,-2.358966,1.4997,1.4992,7.4487,7.6450,2.5183,1.3017,196.27,515.8,8,2,48000,179.1,,,
13,51999,1.103940,1.105810,-2.744805,1.8646,1.8639,7.3733,7.7759,2.4963,1.2940,261.79,802.6,5,1,52000,195.3,,,
14,55999,1.158092,1.161402,-2.999477,2.1523,2.1515,8.1581,8.2944,2.5462,1.3050,48.98,340.5,11,6,56000,211.8,,,
15,59999,1.358484,1.363288,-2.745334,1.8722,1.8718,9.2221,9.5171,2.7326,1.3793,36.23,268.7,16,6,60000,254.8,0.072869,0.023351,0.046641
16,63999,1.587247,1.597843,-2.601708,1.6674,1.6672,10.6418,11.1610,2.9696,1.5233,54.75,332.1,13,1,64000,302.0,0.001060,0.000513,0.000323
17,67999,1.633752,1.655282,-3.081386,2.0743,2.0742,11.3910,11.6892,3.0716,1.6010,66.66,214.8,18,3,68000,349.3,0.000277,0.000111,0.000039
18,71999,1.705028,1.736558,-3.381661,2.3765,2.3766,12.2036,12.7018,3.1255,1.6180,35.66,272.7,15,4,72000,396.6,0.000705,0.000523,0.000048
19,75999,1.815807,1.841151,-3.014839,2.0709,2.0708,12.5022,13.3805,3.1917,1.6438,50.30,196.4,17,4,76000,443.8,0.000761,0.000561,0.000048
20,79999,1.849872,1.883424,-2.331103,1.3999,1.4000,12.9052,13.6207,3.2702,1.7070,59.66,298.0,16,3,80000,491.5,0.000321,0.000187,0.000018
21,83999,1.863656,1.892346,-2.394999,1.4517,1.4519,12.8922,13.6962,3.2854,1.7415,26.43,190.4,16,3,84000,538.8,0.000718,0.000539,0.000055
22,87999,1.857242,1.878598,-2.537373,1.6189,1.6186,12.8471,13.5959,3.2669,1.7521,134.42,382.2,12,5,88000,586.3,0.000496,0.000351,0.000034
23,91999,1.829715,1.853018,-3.037743,2.0973,2.0968,13.2504,14.1522,3.2640,1.7741,134.94,379.9,9,3,92000,633.8,0.000437,0.000301,0.000026
24,95999,1.794939,1.799500,-3.611467,2.6899,2.6895,13.6056,14.2052,3.2187,1.7662,116.40,310.8,15,3,96000,681.4,0.000764,0.000572,0.000047
25,99999,1.774976,1.791138,-4.011281,3.1138,3.1135,13.8677,14.4737,3.2456,1.7656,120.82,271.8,13,3,100000,728.6,0.000539,0.000373,0.000031
26,103999,1.821074,1.828378,-4.571150,3.6713,3.6702,14.1410,14.8706,3.2962,1.7720,128.18,339.2,13,4,104000,776.0,0.001103,0.000899,0.000069
27,107999,1.832468,1.847107,-5.178599,4.2694,4.2687,14.7642,15.4803,3.3387,1.7882,156.95,391.6,11,2,108000,823.4,0.000381,0.000240,0.000021
28,111999,1.870528,1.875233,-5.826213,4.9164,4.9159,15.2868,15.7234,3.3610,1.7979,168.69,392.5,8,0,112000,870.9,0.000316,0.000192,0.000017
29,115999,1.904058,1.914748,-6.294126,5.3973,5.3965,15.6906,16.3137,3.3660,1.7854,103.50,305.1,15,5,116000,918.4,0.000757,0.000590,0.000049
30,119999,1.963929,1.987186,-6.576394,5.6870,5.6866,16.3653,17.2044,3.3932,1.8096,105.13,306.9,11,3,120000,965.8,0.000403,0.000262,0.000027
