epoch,global_step,device,epoch_wall_s,steps_per_sec,updates_per_sec,env_step_total_s,env_step_mean_ms,buffer_sample_total_s,buffer_sample_mean_ms,update_total_s,update_mean_ms,gpu_mem_allocated_mb,gpu_mem_reserved_mb
1,3999,GPU (NVIDIA GeForce RTX 3080),1.06,3782.8,0.0,0.814,0.204,0.000,0.000,0.000,0.000,27.5,32.0
2,7999,GPU (NVIDIA GeForce RTX 3080),12.89,310.4,232.8,0.993,0.248,0.516,0.172,10.319,3.440,42.5,52.0
3,11999,GPU (NVIDIA GeForce RTX 3080),16.79,238.2,238.2,1.032,0.258,0.692,0.173,13.732,3.433,42.5,52.0
4,15999,GPU (NVIDIA GeForce RTX 3080),16.74,239.0,239.0,1.011,0.253,0.692,0.173,13.691,3.423,42.5,52.0
5,19999,GPU (NVIDIA GeForce RTX 3080),17.15,233.2,233.2,1.014,0.253,0.709,0.177,14.039,3.510,42.5,52.0
6,23999,GPU (NVIDIA GeForce RTX 3080),16.87,237.1,237.1,1.021,0.255,0.712,0.178,13.772,3.443,42.5,52.0
7,27999,GPU (NVIDIA GeForce RTX 3080),16.72,239.2,239.2,1.027,0.257,0.708,0.177,13.684,3.421,42.5,52.0
8,31999,GPU (NVIDIA GeForce RTX 3080),16.86,237.2,237.2,1.023,0.256,0.708,0.177,13.830,3.457,42.5,52.0
9,35999,GPU (NVIDIA GeForce RTX 3080),16.86,237.2,237.2,1.019,0.255,0.721,0.180,13.694,3.424,42.5,52.0
10,39999,GPU (NVIDIA GeForce RTX 3080),16.77,238.5,238.5,1.022,0.255,0.713,0.178,13.637,3.409,42.5,52.0
11,43999,GPU (NVIDIA GeForce RTX 3080),16.77,238.5,238.5,1.013,0.253,0.715,0.179,13.637,3.409,42.5,52.0
12,47999,GPU (NVIDIA GeForce RTX 3080),16.92,236.5,236.5,1.015,0.254,0.715,0.179,13.856,3.464,42.5,52.0
13,51999,GPU (NVIDIA GeForce RTX 3080),16.93,236.2,236.2,1.016,0.254,0.718,0.179,13.737,3.434,42.5,52.0
14,55999,GPU (NVIDIA GeForce RTX 3080),16.86,237.3,237.3,1.014,0.253,0.718,0.179,13.793,3.448,42.5,52.0
15,59999,GPU (NVIDIA GeForce RTX 3080),16.94,236.1,236.1,1.024,0.256,0.716,0.179,13.836,3.459,42.5,52.0
16,63999,GPU (NVIDIA GeForce RTX 3080),16.89,236.8,236.8,1.026,0.256,0.718,0.180,13.790,3.447,42.5,52.0
17,67999,GPU (NVIDIA GeForce RTX 3080),16.83,237.6,237.6,1.009,0.252,0.721,0.180,13.703,3.426,42.5,52.0
18,71999,GPU (NVIDIA GeForce RTX 3080),16.88,237.0,237.0,1.021,0.255,0.724,0.181,13.778,3.445,42.5,52.0
19,75999,GPU (NVIDIA GeForce RTX 3080),16.97,235.8,235.8,0.999,0.250,0.724,0.181,13.871,3.468,42.5,52.0
20,79999,GPU (NVIDIA GeForce RTX 3080),16.83,237.7,237.7,1.008,0.252,0.722,0.180,13.791,3.448,42.5,52.0
21,83999,GPU (NVIDIA GeForce RTX 3080),17.36,230.5,230.5,1.030,0.257,0.731,0.183,14.245,3.561,42.5,52.0
22,87999,GPU (NVIDIA GeForce RTX 3080),16.84,237.6,237.6,1.026,0.256,0.723,0.181,13.726,3.432,42.5,52.0
23,91999,GPU (NVIDIA GeForce RTX 3080),16.91,236.6,236.6,1.002,0.251,0.724,0.181,13.820,3.455,42.5,52.0
24,95999,GPU (NVIDIA GeForce RTX 3080),17.08,234.1,234.1,1.019,0.255,0.729,0.182,14.018,3.504,42.5,52.0
25,99999,GPU (NVIDIA GeForce RTX 3080),16.70,239.6,239.6,1.010,0.252,0.718,0.179,13.610,3.402,42.5,52.0
26,103999,GPU (NVIDIA GeForce RTX 3080),16.77,238.5,238.5,1.010,0.253,0.724,0.181,13.714,3.428,42.5,52.0
27,107999,GPU (NVIDIA GeForce RTX 3080),16.78,238.4,238.4,1.015,0.254,0.726,0.181,13.723,3.431,42.5,52.0
28,111999,GPU (NVIDIA GeForce RTX 3080),17.12,233.6,233.6,1.019,0.255,0.725,0.181,13.890,3.473,42.5,52.0
29,115999,GPU (NVIDIA GeForce RTX 3080),16.73,239.1,239.1,1.013,0.253,0.718,0.180,13.661,3.415,42.5,52.0
30,119999,GPU (NVIDIA GeForce RTX 3080),16.89,236.9,236.9,1.015,0.254,0.725,0.181,13.692,3.423,42.5,52.0
