epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,14.34,19.7,142,63,4000,0.3
2,7900,,,,,,,16.30,23.2,95,48,8000,0.5
3,11900,0.119727,-2.080535,1.8454,0.4458,0.0608,0.0018,31.88,57.3,31,16,12000,2.1
4,15900,0.470283,-5.058855,4.8147,1.1965,0.1255,0.0008,88.30,78.2,72,47,16000,3.6
5,19900,,,,,,,148.40,113.8,16,2,20000,3.8
6,23900,0.948249,-9.246426,8.8852,2.1342,0.1608,0.0034,188.19,95.6,75,35,24000,5.2
7,27900,1.848848,-14.336345,13.8038,4.3216,0.2125,0.0058,176.88,83.7,18,8,28000,6.7
8,31900,2.439319,-19.958530,19.3316,4.9839,0.2844,0.0049,207.76,91.9,52,27,32000,8.2
9,35900,3.550395,-25.282086,24.6110,7.0410,0.3833,0.0110,182.66,86.0,49,21,36000,9.6
10,39900,,,,,,,177.98,87.1,19,10,40000,9.8
11,43900,4.721478,-30.471731,29.7694,8.4749,0.4213,0.0120,177.25,87.2,80,41,44000,11.3
12,47900,6.510512,-35.427406,34.6646,10.9952,0.4458,0.0147,172.58,83.8,20,10,48000,12.7
13,51900,9.096594,-40.201295,39.4441,14.9912,0.4702,0.0262,159.75,81.1,81,40,52000,14.2
14,55900,10.318241,-44.999354,44.2556,17.6368,0.4570,0.0362,170.47,85.5,15,10,56000,15.7
15,59900,,,,,,,171.03,86.4,82,46,60000,15.8
16,63900,12.480614,-49.374719,48.5136,21.2809,0.5864,0.0446,178.39,89.7,6,4,64000,17.3
17,67900,13.999335,-54.240582,53.3609,28.0847,0.6780,0.0603,189.01,96.0,71,28,68000,18.8
18,71900,15.808841,-58.239077,57.4073,32.6881,0.6700,0.0725,198.20,101.8,26,13,72000,20.2
19,75900,17.487482,-62.716608,61.8616,39.0369,0.6323,0.0819,188.31,90.5,39,16,76000,21.7
20,79900,,,,,,,203.49,97.7,51,24,80000,21.8
21,83900,19.785743,-66.654326,65.8094,41.9135,0.6889,0.0974,233.17,103.9,16,15,84000,23.3
22,87900,21.106463,-71.434565,70.5136,46.8448,0.7332,0.0966,314.39,122.9,22,15,88000,24.7
23,91900,24.125618,-76.464610,75.3553,53.4312,0.8076,0.0886,309.56,129.9,55,28,92000,26.1
24,95900,27.282080,-81.399032,80.1988,60.9654,0.7867,0.0875,203.89,89.8,25,17,96000,27.6
25,99900,,,,,,,321.80,136.8,16,8,100000,27.8
26,103900,29.482151,-86.834390,85.5389,66.4661,0.8630,0.0993,307.32,131.6,53,33,104000,29.3
27,107900,32.303601,-91.862804,90.4607,70.2212,0.8272,0.0880,343.66,140.1,26,15,108000,30.8
28,111900,35.300643,-97.185998,95.7059,80.4766,0.8914,0.1036,330.55,136.8,12,9,112000,32.4
29,115900,38.354113,-102.500241,100.9167,91.0319,0.8801,0.1034,333.86,128.5,51,26,116000,33.9
30,119900,,,,,,,347.11,144.8,18,11,120000,34.1
31,123900,42.318377,-107.520445,106.0037,96.7077,0.9433,0.1048,298.99,126.9,39,19,124000,35.6
32,127900,47.995752,-112.144874,110.6693,106.1476,1.0251,0.1101,269.60,112.1,48,21,128000,37.1
33,131900,49.068099,-116.763476,115.2328,111.7732,1.1109,0.1136,329.27,122.5,11,6,132000,38.7
34,135900,52.781689,-121.446235,119.8883,123.5444,1.1660,0.1172,318.67,124.3,31,18,136000,40.2
35,139900,,,,,,,331.71,129.7,57,23,140000,40.3
36,143900,55.524566,-125.422957,123.9116,121.8985,1.1500,0.1167,235.23,99.2,22,9,144000,41.8
37,147900,60.003284,-129.997920,128.3926,138.9907,1.2616,0.1242,274.27,112.0,28,18,148000,43.3
38,151900,64.597204,-134.165745,132.6196,143.8282,1.2997,0.1284,313.31,122.4,36,18,152000,44.9
39,155900,68.491393,-137.958070,136.4947,160.5133,1.3198,0.1322,330.44,127.6,34,20,156000,46.3
40,159900,,,,,,,333.29,128.2,25,12,160000,46.5
41,163900,71.780796,-141.670184,140.2268,160.3916,1.3317,0.1414,337.55,126.8,36,20,164000,48.1
42,167900,77.697171,-145.248195,143.7550,176.0461,1.4408,0.1522,355.53,131.4,30,17,168000,49.5
43,171900,79.926909,-148.993768,147.4657,181.7450,1.5900,0.1570,361.33,133.4,18,8,172000,51.0
44,175900,84.283049,-152.603791,151.0416,184.4685,1.5901,0.1636,377.86,136.5,24,11,176000,52.5
45,179900,,,,,,,394.42,147.2,33,20,180000,52.7
46,183900,86.893889,-156.186266,154.6045,189.2621,1.5194,0.1795,437.18,163.2,16,7,184000,54.2
47,187900,90.462967,-159.757327,158.1655,201.7224,1.7404,0.1843,463.65,178.3,20,9,188000,55.7
48,191900,93.081953,-163.218594,161.6159,205.4118,1.6576,0.1847,396.27,172.9,21,9,192000,57.3
49,195900,95.080158,-166.587481,165.0171,214.0843,1.7922,0.2132,483.42,188.8,9,5,196000,58.7
50,199900,,,,,,,493.29,195.6,24,15,200000,58.9
51,203900,98.639151,-169.684854,168.0934,221.4624,1.8586,0.1960,457.50,204.0,36,18,204000,60.4
52,207900,103.419293,-172.879509,171.2372,229.0920,1.9006,0.2042,458.43,188.2,23,16,208000,61.8
53,211900,108.162446,-176.207238,174.5227,236.0136,1.9234,0.2066,353.62,149.2,16,7,212000,63.3
54,215900,114.409180,-179.210336,177.5054,245.3583,2.0489,0.2088,380.78,155.8,53,24,216000,64.8
55,219900,,,,,,,321.39,134.7,25,15,220000,65.0
56,223900,118.765410,-182.502496,180.7217,257.0665,2.1238,0.2225,336.97,131.2,18,13,224000,66.5
57,227900,122.058100,-186.048117,184.2447,253.7622,2.2082,0.2346,308.12,118.4,48,25,228000,67.9
58,231900,129.821135,-189.078349,187.2277,264.5013,2.2406,0.2413,296.92,116.2,36,14,232000,69.4
59,235900,133.896696,-192.159334,190.4588,268.2463,2.2861,0.2527,244.89,103.2,23,15,236000,70.9
60,239900,,,,,,,343.33,133.7,33,15,240000,71.1
61,243900,140.687309,-194.711544,193.0113,283.8418,2.3076,0.2599,324.65,128.7,42,22,244000,72.6
62,247900,143.266157,-197.278183,195.5390,293.9516,2.3977,0.2699,330.95,128.4,20,10,248000,74.1
63,251900,144.583274,-200.422899,198.5957,297.6912,2.2769,0.2803,383.00,136.0,13,11,252000,75.6
64,255900,149.342975,-202.929166,201.1215,292.5629,2.3599,0.2835,408.58,140.2,50,30,256000,77.0
65,259900,,,,,,,420.94,146.7,22,11,260000,77.2
66,263900,155.256906,-205.770448,203.9646,294.5715,2.4335,0.2935,432.94,158.3,9,6,264000,78.7
67,267900,159.756877,-208.486513,206.7034,307.4493,2.5792,0.3085,368.71,143.5,18,10,268000,80.1
68,271900,168.674518,-210.597769,208.8491,324.4678,2.6055,0.3051,432.69,158.9,37,18,272000,81.8
69,275900,170.739340,-212.780967,211.0369,322.5313,2.6109,0.3057,480.75,179.0,42,20,276000,83.5
70,279900,,,,,,,389.56,145.8,13,5,280000,83.7
71,283900,175.209894,-215.046358,213.3105,322.6424,2.6192,0.3223,322.16,129.6,16,9,284000,85.5
72,287900,178.458912,-217.106791,215.3688,336.8050,2.8159,0.3307,415.61,152.5,36,16,288000,87.2
73,291900,182.597201,-219.038474,217.2935,331.5341,2.5952,0.3279,464.31,164.7,28,16,292000,88.9
74,295900,186.081625,-221.408843,219.6114,353.8176,2.8100,0.3291,468.24,168.3,20,10,296000,90.5
75,299900,,,,,,,417.12,151.3,18,12,300000,90.7
76,303900,188.192625,-223.711038,221.8887,353.6588,2.8367,0.3459,336.35,126.2,49,25,304000,92.4
77,307900,200.107896,-225.451408,223.6785,354.1119,2.7243,0.3536,290.30,111.8,52,32,308000,93.9
78,311900,200.759730,-227.609238,225.8243,377.2687,2.8179,0.3754,439.51,159.5,12,4,312000,95.4
79,315900,204.239122,-229.684120,227.8523,378.0513,2.7393,0.3727,393.41,139.9,11,5,316000,96.9
80,319900,,,,,,,379.20,140.1,37,25,320000,97.0
81,323900,206.693635,-231.607586,229.7940,376.6376,2.8000,0.3695,435.92,163.8,31,17,324000,98.5
82,327900,211.261541,-233.300597,231.5200,383.8368,2.9048,0.3745,523.65,196.5,22,14,328000,100.0
83,331900,212.880227,-235.175393,233.3991,405.1410,2.8052,0.3728,424.78,149.8,17,13,332000,101.5
84,335900,212.391255,-236.856732,235.0789,402.3913,2.8631,0.3837,457.58,160.2,24,12,336000,103.0
85,339900,,,,,,,464.06,166.0,37,25,340000,103.2
86,343900,219.553770,-238.231685,236.4924,402.9569,2.9392,0.3942,471.44,160.1,16,7,344000,104.7
87,347900,220.410433,-239.966539,238.1936,395.3872,2.8698,0.4088,534.52,178.3,14,6,348000,106.2
88,351900,217.894569,-241.633708,239.8716,400.9021,2.9446,0.4159,523.03,184.2,12,6,352000,107.6
89,355900,221.998785,-243.130335,241.3272,403.7529,3.1418,0.4214,482.46,172.3,32,15,356000,109.1
90,359900,,,,,,,553.95,189.3,40,27,360000,109.3
91,363900,226.104034,-244.758411,242.9482,412.3765,3.0189,0.4387,558.25,187.3,10,3,364000,110.7
92,367900,228.093419,-246.623169,244.8063,416.6250,2.9454,0.4384,498.12,172.2,12,6,368000,112.2
93,371900,228.006209,-248.124900,246.3873,430.2132,3.0727,0.4468,468.69,164.6,30,16,372000,113.7
94,375900,235.170001,-248.982357,247.2471,437.4821,3.1584,0.4601,490.29,169.0,46,23,376000,115.2
95,379900,,,,,,,408.43,145.2,14,6,380000,115.4
96,383900,242.274332,-250.685811,248.8924,436.7458,3.0955,0.4563,478.55,162.6,15,6,384000,116.8
97,387900,242.989456,-252.299789,250.5073,445.2775,3.1249,0.4630,432.65,150.5,25,13,388000,118.4
98,391900,247.547700,-253.502793,251.7040,436.0179,3.2713,0.4817,501.91,170.8,27,12,392000,119.8
99,395900,251.776626,-254.951806,253.1276,453.4524,3.3108,0.4960,507.76,171.8,25,10,396000,121.3
100,399900,,,,,,,425.92,149.4,28,17,400000,121.5
1,3900,,,,,,,11.46,17.4,148,66,4000,0.3
2,7900,,,,,,,17.19,24.7,90,44,8000,0.6
3,11900,0.117120,-2.128971,1.8539,0.4418,0.0679,0.0026,42.26,58.9,33,20,12000,3.7
4,15900,0.510353,-5.208982,4.8661,1.0688,0.2217,0.0022,71.31,57.5,49,22,16000,6.6
5,19900,,,,,,,62.54,123.5,6,3,20000,6.8
6,23900,0.878900,-9.214325,8.8282,1.7576,0.2813,0.0078,202.35,113.1,78,38,24000,9.8
7,27900,1.966737,-13.993179,13.4700,3.8423,0.2942,0.0103,104.56,62.7,97,35,28000,12.7
8,31900,3.217689,-18.706937,18.0795,5.7876,0.2692,0.0118,73.72,41.6,86,50,32000,15.7
9,35900,4.174700,-24.021805,23.2748,7.5560,0.3589,0.0112,137.81,71.3,38,22,36000,18.6
10,39900,,,,,,,113.55,61.4,103,49,40000,18.8
11,43900,7.039959,-29.211404,28.3139,12.0050,0.5697,0.0116,68.39,39.3,7,4,44000,22.1
12,47900,8.719832,-34.422450,33.4578,16.1152,0.6148,0.0165,172.45,86.3,79,45,48000,25.5
13,51900,11.284269,-39.325752,38.3434,20.2044,0.6164,0.0190,177.43,83.8,21,8,52000,28.9
14,55900,13.551181,-44.745689,43.7275,23.4757,0.7125,0.0288,197.81,88.9,65,30,56000,32.0
15,59900,,,,,,,245.43,101.2,35,19,60000,32.4
16,63900,16.899900,-50.157573,48.9154,29.3936,0.8007,0.0315,,,0,0,64000,35.0
17,67900,19.272361,-56.385605,55.1083,34.7718,0.8279,0.0404,276.29,107.9,67,37,68000,36.7
18,71900,23.179932,-61.951321,60.6562,37.8564,0.7799,0.0454,278.90,108.5,33,12,72000,38.6
1,3900,,,,,,,13.11,18.7,138,65,4000,1.5
2,7900,,,,,,,19.28,23.5,99,48,8000,3.3
