epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3999,,,,,,,,,,-66.41,155.2,22,3,4000,1.0,,,
2,7999,0.286929,0.301737,-0.767555,1.4370,1.4375,2.6350,2.9209,0.4674,0.0030,50.15,963.0,4,1,8000,13.4,,,
3,11999,0.594831,0.605331,-5.231182,5.1684,5.1681,4.3111,4.9323,1.1390,0.0739,12.63,430.4,11,1,12000,29.6,,,
4,15999,0.645427,0.669202,-6.034540,5.4748,5.4748,4.2943,4.8854,1.4852,0.2357,16.26,456.1,8,0,16000,46.1,,,
5,19999,0.741552,0.762342,-5.246854,4.7607,4.7602,4.3894,4.9233,1.6411,0.3268,24.94,314.8,12,5,20000,62.3,,,
6,23999,0.849703,0.868096,-3.809690,2.9865,2.9861,4.5644,4.9587,1.8389,0.4387,49.16,485.9,9,1,24000,78.7,,,
7,27999,0.954777,0.986529,-2.748753,1.6999,1.6994,4.9630,5.4274,1.9918,0.5483,36.02,314.9,13,4,28000,95.0,,,
8,31999,0.838754,0.858959,-2.376198,1.4073,1.4067,4.2534,4.5494,1.9855,0.6954,21.71,183.5,22,8,32000,112.0,,,
9,35999,0.771507,0.789305,-2.769957,1.7460,1.7455,4.0169,4.3922,2.0250,0.7676,51.15,331.2,12,4,36000,128.4,,,
10,39999,0.771932,0.791794,-3.574016,2.5227,2.5224,4.2344,4.5901,2.0990,0.8433,58.00,233.4,16,5,40000,144.5,,,
11,43999,0.774319,0.796180,-4.540640,3.4668,3.4666,4.4886,4.8322,2.1700,0.9438,121.14,496.0,7,1,44000,161.1,,,
12,47999,0.766947,0.788951,-5.592711,4.5336,4.5330,4.6658,5.0226,2.1927,0.9733,140.34,524.6,8,2,48000,179.2,,,
13,51999,0.752683,0.777342,-6.562811,5.5089,5.5084,4.5455,4.9083,2.1945,1.0029,150.35,519.4,9,3,52000,196.9,,,
14,55999,0.816502,0.833892,-7.758761,6.7598,6.7599,4.9129,5.2300,2.2165,1.0264,40.70,142.9,28,9,56000,236.8,0.096590,0.031694,0.060951
15,59999,0.939519,0.956489,-9.046013,8.0452,8.0450,5.6706,5.9505,2.3794,1.1410,149.48,401.2,8,1,60000,329.5,0.000989,0.000280,0.000480
