epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-51.13,149.5,26,4,4000,1.0
2,7999,1.614215,1.602922,-19.949942,17.8003,17.8001,43.9363,42.5223,6.0573,0.0050,-213.20,264.4,15,1,8000,190.8
3,11999,0.216471,0.214850,0.670698,-2.6957,-2.6957,3.5963,3.5348,3.5269,0.0000,-56.94,187.0,22,2,12000,443.1
4,15999,0.332354,0.329353,2.585624,-5.2040,-5.2040,5.8812,5.6378,5.2026,0.0000,-98.69,203.0,15,1,16000,698.3
5,19999,0.370298,0.366898,4.136663,-6.8068,-6.8068,7.2179,6.8827,6.2308,0.2317,-226.57,376.5,13,3,20000,952.5
6,23999,0.908557,0.902989,15.787974,-19.1405,-19.1403,16.5671,16.2079,11.1158,0.9596,-66.73,83.9,48,6,24000,1208.3
7,27999,1.390213,1.377626,23.728705,-27.6539,-27.6535,22.8863,22.6101,15.6254,1.5737,-161.64,227.4,16,3,28000,1463.4
8,31999,2.565800,2.550512,37.301224,-42.4252,-42.4249,35.8516,35.1152,23.9199,2.5997,-106.87,110.4,40,9,32000,1718.3
9,35999,3.709196,3.706052,47.202645,-53.1223,-53.1217,48.0401,46.5008,31.2767,3.6861,-327.14,306.9,13,1,36000,1970.7
10,39999,7.338933,7.339895,64.477675,-72.1543,-72.1537,84.1268,80.9533,45.1079,5.1026,-52.57,45.3,71,15,40000,2225.3
11,43999,16.432330,16.551386,94.162634,-105.1458,-105.1449,165.8826,160.9748,70.7549,8.2374,-86.29,71.6,67,5,44000,2480.8
12,47999,44.565290,44.618430,140.181421,-156.8154,-156.8147,396.4833,386.7187,117.5233,13.0077,-91.11,63.1,52,6,48000,2737.0
13,51999,85.608477,86.113498,195.202130,-218.2337,-218.2327,716.9503,703.9933,171.5959,19.4025,-184.75,129.2,31,8,52000,2990.4
14,55999,112.559680,112.628181,214.579561,-239.3995,-239.3969,884.1978,868.5849,198.7509,21.2658,-172.07,117.8,40,6,56000,3244.0
15,59999,175.933037,175.824768,258.338566,-288.8900,-288.8881,1308.9244,1288.8520,250.8225,27.3581,-114.42,74.9,53,4,60000,3497.2
16,63999,297.841598,298.597398,331.182064,-369.9480,-369.9446,2114.7548,2088.6753,329.1136,34.7796,-87.28,57.7,54,8,64000,3750.6
17,67999,420.302344,421.325304,387.091845,-431.8309,-431.8280,2886.8087,2861.4124,391.7875,39.0627,-96.89,59.7,82,10,68000,4005.1
18,71999,644.095076,642.139774,465.491737,-517.5270,-517.5222,4210.2274,4180.3295,478.1627,45.9076,-83.34,49.8,69,10,72000,4260.2
19,75999,947.019161,950.757014,551.322501,-611.4573,-611.4579,5961.3627,5963.8897,578.2072,54.3255,-76.12,45.5,82,16,76000,4515.7
20,79999,1201.498508,1193.882575,612.329668,-677.2861,-677.2873,7356.0089,7380.3497,648.0863,63.2638,-93.91,57.0,85,14,80000,4769.8
21,83999,1602.074525,1604.497042,698.164549,-772.2581,-772.2598,9642.1230,9695.3824,750.1182,63.7821,-147.26,86.4,41,8,84000,5023.0
22,87999,1367.467633,1362.124447,642.021728,-709.1749,-709.1774,8305.1950,8341.2898,690.9400,66.1418,-92.24,55.0,81,7,88000,5278.3
23,91999,1154.441895,1146.934450,587.934947,-645.7833,-645.7866,7084.0927,7096.1148,622.4621,49.4702,-68.14,43.9,89,14,92000,5531.5
24,95999,1281.194217,1272.833934,633.701789,-691.8204,-691.8230,7904.9686,7902.4918,654.1382,58.9266,-114.12,64.4,58,7,96000,5786.3
25,99999,996.785789,991.472645,563.036443,-613.1361,-613.1361,6359.6794,6365.7499,579.2961,47.2352,-80.12,46.1,92,15,100000,6040.8
26,103999,394.913138,394.783491,353.436425,-384.4459,-384.4506,2863.5852,2848.6021,363.0505,25.0921,-75.68,44.6,92,15,104000,6294.8
27,107999,260.680102,262.009252,293.053732,-315.6729,-315.6763,2071.9584,2065.7704,286.8916,19.6145,-85.13,47.8,84,9,108000,6551.3
28,111999,219.227233,220.611491,262.211700,-281.5227,-281.5246,1811.5203,1808.5574,253.4095,16.0883,-50.83,31.6,127,19,112000,6806.1
29,115999,206.680756,207.007918,241.988224,-259.9378,-259.9411,1696.1789,1713.8155,237.1031,11.9490,-68.71,42.1,94,14,116000,7060.6
30,119999,166.915781,166.483704,217.590751,-233.4868,-233.4886,1435.5313,1465.1468,210.6735,11.0221,-94.48,55.4,73,13,120000,7315.4
