epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,-9.65,26.1,33,14,4000,0.3,,,
2,7900,,,,,,,-10.16,39.4,12,6,8000,0.6,,,
3,11900,0.451795,-1.672373,1.0646,1.6042,0.0598,0.0057,,,0,0,12000,2.3,,,
4,15900,0.673742,-3.310877,1.8744,3.3028,0.5664,0.0010,,,0,0,16000,3.8,,,
5,19900,,,,,,,,,0,0,20000,4.1,,,
6,23900,0.621478,-5.162481,3.4326,4.1864,1.3036,0.0186,,,0,0,24000,5.7,,,
7,27900,0.725607,-7.624809,6.1534,5.2500,1.6320,0.0240,-80.38,264.0,1,0,28000,7.3,,,
8,31900,0.735894,-9.914705,8.6669,5.4523,1.5109,0.0233,,,0,0,32000,9.0,,,
9,35900,0.775318,-11.717793,10.6676,5.7525,1.2921,0.0252,-82.06,345.0,1,1,36000,10.7,,,
10,39900,,,,,,,-65.22,378.6,5,4,40000,11.0,,,
11,43900,0.882011,-13.511266,12.5613,5.8339,1.2023,0.0266,-1.61,395.3,3,3,44000,12.6,,,
12,47900,0.824163,-15.355096,14.4739,5.5558,1.1815,0.0285,62.42,385.0,4,3,48000,14.6,,,
13,51900,0.827918,-17.164640,16.3319,5.5621,1.1260,0.0317,126.24,479.0,1,1,52000,16.6,,,
14,55900,0.904715,-19.110589,18.2986,5.8915,1.1337,0.0327,59.49,296.0,2,2,56000,18.5,,,
15,59900,,,,,,,143.26,453.0,3,2,60000,18.7,,,
16,63900,0.910392,-21.081221,20.2914,5.7180,1.0980,0.0342,158.96,370.0,2,1,64000,20.5,,,
17,67900,0.978446,-23.097916,22.3335,6.0020,1.1921,0.0383,172.67,660.7,3,3,68000,22.3,,,
18,71900,1.069818,-24.987086,24.2536,6.0485,1.1976,0.0425,81.73,88.0,1,0,72000,24.0,,,
19,75900,1.071295,-26.907489,26.1654,6.0232,1.1896,0.0456,210.77,232.0,2,2,76000,25.7,,,
20,79900,,,,,,,310.66,781.0,1,0,80000,26.0,,,
21,83900,1.084814,-28.847235,28.1180,6.1564,1.2164,0.0480,241.01,603.7,3,2,84000,27.7,,,
