epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,,103.83,22.5,116,64,4000,0.4
2,7900,,,,,,,,,,118.72,26.1,158,77,8000,1.1
3,11900,1.136632,1.146647,-7.838253,7.4187,7.4168,8.5783,7.7594,0.0174,0.0009,111.33,25.1,170,82,12000,6.9
4,15900,1.700754,1.783522,-12.856872,12.5452,12.5444,28.8351,27.5759,0.0505,0.0008,70.74,17.7,246,112,16000,13.5
5,19900,,,,,,,,,,66.54,16.6,225,112,20000,14.1
6,23900,4.711784,4.903205,-17.353213,17.1099,17.1104,61.7712,54.3925,0.0791,0.0005,64.66,15.9,273,150,24000,20.6
7,27900,8.581008,8.736627,-21.476461,21.2428,21.2445,94.5316,85.3420,0.1098,0.0006,63.77,15.8,231,111,28000,27.0
8,31900,13.075864,13.209898,-25.201900,24.9562,24.9575,130.7561,119.5597,0.1631,0.0002,63.92,15.9,271,119,32000,33.5
9,35900,17.467489,17.730568,-28.362717,28.1145,28.1139,186.2060,161.6889,0.1916,0.0000,63.64,15.7,239,123,36000,39.9
10,39900,,,,,,,,,,64.47,15.8,266,142,40000,40.5
11,43900,23.344833,24.507288,-31.341099,30.9444,30.9416,246.7495,217.6890,0.2420,0.0000,62.24,15.5,253,130,44000,46.9
12,47900,31.339285,31.734387,-34.027624,33.4756,33.4785,321.3236,277.4028,0.3226,0.0040,64.06,15.7,251,135,48000,53.3
13,51900,40.002044,40.040526,-36.516325,35.9625,35.9621,393.0066,354.6400,0.4133,0.0206,68.30,16.5,214,108,52000,59.7
14,55900,47.727948,46.804858,-38.891537,38.2479,38.2506,441.7714,413.3617,0.4694,0.0270,79.26,19.5,202,90,56000,66.1
15,59900,,,,,,,,,,83.79,20.9,201,94,60000,66.7
16,63900,56.493171,56.899100,-41.186906,40.4288,40.4276,513.3598,516.1343,0.5348,0.0289,102.02,24.2,127,57,64000,73.1
17,67900,63.238953,61.956298,-43.212703,42.4490,42.4503,601.8600,548.0063,0.6765,0.0331,148.83,32.3,138,66,68000,79.4
18,71900,66.751736,64.655029,-45.330293,44.4300,44.4346,627.8930,624.3127,0.7900,0.0352,131.38,30.3,128,62,72000,85.8
19,75900,71.843377,70.413876,-47.552382,46.4548,46.4450,682.2924,654.8974,0.9083,0.0410,132.57,30.1,136,74,76000,92.2
20,79900,,,,,,,,,,137.40,30.8,129,67,80000,92.8
21,83900,80.023612,77.321030,-49.579366,48.4092,48.4163,788.6100,741.4661,1.0265,0.0565,150.86,32.9,119,65,84000,99.2
22,87900,84.381467,81.911085,-51.343866,50.1678,50.1560,836.8923,816.6062,1.1428,0.0612,178.84,35.8,110,56,88000,105.7
23,91900,87.732322,84.400401,-53.206872,51.9661,51.9636,880.2890,869.3685,1.2323,0.0647,183.06,36.9,107,54,92000,112.1
24,95900,91.876149,89.303119,-54.812066,53.5097,53.4992,890.8219,904.1222,1.3541,0.0655,162.58,33.9,123,62,96000,118.6
25,99900,,,,,,,,,,170.32,35.9,102,50,100000,119.2
26,103900,95.319222,91.686787,-56.672219,55.2481,55.2459,940.7808,965.2573,1.4972,0.0744,171.42,37.2,110,57,104000,125.6
27,107900,99.523545,95.842497,-58.376995,56.9192,56.9123,1012.7741,1013.9733,1.6671,0.0891,160.54,37.0,111,62,108000,132.1
28,111900,105.408914,100.535485,-60.113358,58.4590,58.4499,1062.7475,1061.0439,1.8545,0.1086,169.84,38.1,101,42,112000,138.6
29,115900,108.195416,104.764631,-62.044063,60.1753,60.1681,1121.5644,1103.4488,2.0557,0.1299,224.83,47.4,62,25,116000,145.1
30,119900,,,,,,,,,,266.32,53.5,81,45,120000,145.7
31,123900,115.666367,109.739562,-63.537520,61.6484,61.6430,1171.8071,1145.2824,2.1253,0.1394,251.57,50.5,80,43,124000,152.1
32,127900,119.883983,113.350514,-65.098535,63.2686,63.2665,1237.5447,1213.1185,2.2112,0.1496,257.39,51.7,74,38,128000,158.6
33,131900,123.273620,118.981423,-66.931914,64.9943,64.9820,1273.9104,1304.2987,2.3064,0.1707,278.49,55.8,76,42,132000,165.2
