epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,0,0,4000,0.4,,,
2,7900,,,,,,,,,0,0,8000,0.9,,,
3,11900,113.866174,-53.614421,53.4335,254.3546,0.0004,0.0000,,,0,0,12000,3.3,,,
4,15900,250.347390,-136.286504,135.9942,195.4665,0.0066,0.0002,,,0,0,16000,5.9,,,
5,19900,,,,,,,,,0,0,20000,6.5,,,
6,23900,172.313036,-218.367074,217.1296,241.3253,0.0310,0.0037,,,0,0,24000,8.9,,,
7,27900,148.747544,-301.316491,299.2677,417.4949,0.0843,0.0127,,,0,0,28000,11.3,,,
8,31900,134.061371,-380.553782,378.0754,602.9589,0.1117,0.0191,,,0,0,32000,13.6,,,
9,35900,151.135341,-460.234757,457.7196,967.7582,0.0921,0.0247,,,0,0,36000,15.8,,,
10,39900,,,,,,,,,0,0,40000,16.5,,,
11,43900,126.010354,-536.166587,533.7842,1072.5073,0.1133,0.0263,,,0,0,44000,18.7,,,
12,47900,212.047119,-610.082906,608.0830,1801.9977,0.2337,0.0300,,,0,0,48000,21.0,,,
13,51900,132.326079,-679.578704,677.6893,1521.3639,0.2902,0.0329,,,0,0,52000,23.5,,,
14,55900,129.285971,-743.783852,741.9928,1874.0252,0.3205,0.0349,,,0,0,56000,25.8,,,
15,59900,,,,,,,,,0,0,60000,26.6,,,
16,63900,122.832299,-804.158827,802.4305,1953.7480,0.3368,0.0355,,,0,0,64000,28.7,,,
17,67900,129.140162,-862.672011,860.9905,2334.0558,0.3622,0.0367,,,0,0,68000,31.0,,,
18,71900,167.604157,-920.257700,918.6607,2911.0864,0.4335,0.0358,,,0,0,72000,33.1,,,
19,75900,169.403253,-978.972223,977.4349,3203.2314,0.4532,0.0350,,,0,0,76000,35.6,,,
20,79900,,,,,,,,,0,0,80000,36.2,,,
21,83900,199.383264,-1039.454946,1037.9790,3571.7402,0.5020,0.0406,,,0,0,84000,38.6,,,
22,87900,195.419561,-1100.862751,1099.3460,3657.2060,0.5657,0.0470,,,0,0,88000,41.0,,,
23,91900,305.847293,-1163.451571,1161.8494,4745.9104,0.7031,0.0496,,,0,0,92000,43.2,,,
24,95900,383.637420,-1231.203753,1229.5356,6455.8080,0.7302,0.0579,,,0,0,96000,45.4,,,
25,99900,,,,,,,37183.62,1000.0,100,51,100000,46.1,,,
26,103900,2546.951591,-1301.293642,1299.4678,7040.8062,0.7427,0.0665,,,0,0,104000,48.4,0.784532,0.607429,0.088552
27,107900,2625.149456,-1376.982552,1374.8755,6406.9482,0.8780,0.0705,,,0,0,108000,51.1,0.551358,0.445776,0.052791
28,111900,3454.143214,-1456.581520,1454.1712,13259.7800,1.1212,0.0916,,,0,0,112000,53.6,0.322706,0.257075,0.032816
29,115900,3468.973917,-1535.858347,1533.3245,13619.2202,1.2033,0.1057,,,0,0,116000,56.0,0.153843,0.121511,0.016166
30,119900,,,,,,,,,0,0,120000,56.6,,,
31,123900,3561.200443,-1616.128267,1613.3527,10405.3685,1.2512,0.1197,,,0,0,124000,59.1,0.052733,0.039639,0.006547
32,127900,3928.688255,-1695.874255,1692.8179,12858.6471,1.4061,0.1307,,,0,0,128000,61.5,0.019484,0.015404,0.002040
33,131900,3785.075146,-1775.909778,1772.5053,11610.9061,1.4760,0.1471,,,0,0,132000,64.0,0.008843,0.007417,0.000713
34,135900,3863.019430,-1855.885455,1852.1252,11513.0721,1.5117,0.1655,,,0,0,136000,66.4,0.004743,0.004017,0.000363
35,139900,,,,,,,,,0,0,140000,67.0,,,
36,143900,4030.506610,-1933.986562,1929.9268,11594.2491,1.4801,0.1745,,,0,0,144000,69.4,0.003084,0.002635,0.000224
