epoch,global_step,device,epoch_wall_s,steps_per_sec,updates_per_sec,env_step_total_s,env_step_mean_ms,buffer_sample_total_s,buffer_sample_mean_ms,update_total_s,update_mean_ms,gpu_mem_allocated_mb,gpu_mem_reserved_mb
1,3900,GPU (NVIDIA GeForce RTX 3080),0.37,10825.8,0.0,0.250,6.251,0.000,0.000,0.000,0.000,6.1,8.0
2,7900,GPU (NVIDIA GeForce RTX 3080),0.50,8032.4,0.0,0.357,8.935,0.000,0.000,0.000,0.000,15.2,28.0
3,11900,GPU (NVIDIA GeForce RTX 3080),2.39,1675.5,209.4,0.400,10.011,0.384,0.767,1.546,3.092,31.7,62.0
4,15900,GPU (NVIDIA GeForce RTX 3080),2.61,1533.6,191.7,0.511,12.780,0.431,0.862,1.608,3.216,31.7,62.0
5,19900,GPU (NVIDIA GeForce RTX 3080),0.61,6546.7,0.0,0.557,13.929,0.000,0.000,0.000,0.000,31.7,62.0
6,23900,GPU (NVIDIA GeForce RTX 3080),2.44,1638.4,204.8,0.603,15.065,0.379,0.758,1.407,2.815,31.7,62.0
7,27900,GPU (NVIDIA GeForce RTX 3080),2.34,1708.5,213.6,0.607,15.186,0.370,0.740,1.310,2.621,31.7,62.0
8,31900,GPU (NVIDIA GeForce RTX 3080),2.30,1739.3,217.4,0.572,14.293,0.362,0.724,1.315,2.631,31.7,62.0
9,35900,GPU (NVIDIA GeForce RTX 3080),2.29,1745.6,218.2,0.615,15.371,0.364,0.729,1.260,2.520,31.7,62.0
10,39900,GPU (NVIDIA GeForce RTX 3080),0.63,6373.2,0.0,0.574,14.362,0.000,0.000,0.000,0.000,31.7,62.0
11,43900,GPU (NVIDIA GeForce RTX 3080),2.27,1764.0,220.5,0.553,13.830,0.370,0.740,1.287,2.573,31.7,62.0
12,47900,GPU (NVIDIA GeForce RTX 3080),2.30,1739.6,217.5,0.607,15.167,0.366,0.732,1.274,2.548,31.7,62.0
13,51900,GPU (NVIDIA GeForce RTX 3080),2.50,1601.3,200.2,0.643,16.079,0.395,0.791,1.409,2.819,31.7,62.0
14,55900,GPU (NVIDIA GeForce RTX 3080),2.29,1748.7,218.6,0.665,16.637,0.352,0.704,1.220,2.441,31.7,62.0
15,59900,GPU (NVIDIA GeForce RTX 3080),0.74,5414.9,0.0,0.692,17.298,0.000,0.000,0.000,0.000,31.7,62.0
16,63900,GPU (NVIDIA GeForce RTX 3080),2.17,1844.3,230.5,0.600,14.989,0.349,0.699,1.173,2.347,31.7,62.0
17,67900,GPU (NVIDIA GeForce RTX 3080),2.23,1790.9,223.9,0.574,14.358,0.347,0.693,1.260,2.521,31.7,62.0
18,71900,GPU (NVIDIA GeForce RTX 3080),2.16,1847.8,231.0,0.575,14.378,0.356,0.712,1.182,2.363,31.7,62.0
19,75900,GPU (NVIDIA GeForce RTX 3080),2.46,1622.7,202.8,0.555,13.887,0.399,0.798,1.455,2.909,31.7,62.0
20,79900,GPU (NVIDIA GeForce RTX 3080),0.62,6499.1,0.0,0.559,13.968,0.000,0.000,0.000,0.000,31.7,62.0
21,83900,GPU (NVIDIA GeForce RTX 3080),2.40,1667.6,208.5,0.545,13.618,0.387,0.774,1.365,2.730,31.7,62.0
22,87900,GPU (NVIDIA GeForce RTX 3080),2.40,1663.5,207.9,0.545,13.627,0.401,0.802,1.403,2.806,31.7,62.0
23,91900,GPU (NVIDIA GeForce RTX 3080),2.22,1804.3,225.5,0.526,13.141,0.366,0.733,1.268,2.536,31.7,62.0
24,95900,GPU (NVIDIA GeForce RTX 3080),2.13,1876.3,234.5,0.554,13.853,0.353,0.707,1.172,2.343,31.7,62.0
25,99900,GPU (NVIDIA GeForce RTX 3080),0.70,5743.5,0.0,0.589,14.736,0.000,0.000,0.000,0.000,31.7,62.0
26,103900,GPU (NVIDIA GeForce RTX 3080),2.33,1719.2,214.9,0.461,11.522,0.363,0.725,1.193,2.386,37.0,74.0
27,107900,GPU (NVIDIA GeForce RTX 3080),2.72,1472.5,184.1,0.518,12.961,0.410,0.820,1.505,3.011,37.0,74.0
28,111900,GPU (NVIDIA GeForce RTX 3080),2.54,1577.6,197.2,0.532,13.295,0.383,0.767,1.350,2.700,37.0,74.0
29,115900,GPU (NVIDIA GeForce RTX 3080),2.36,1695.7,212.0,0.528,13.211,0.355,0.709,1.209,2.417,37.0,74.0
30,119900,GPU (NVIDIA GeForce RTX 3080),0.60,6618.1,0.0,0.554,13.848,0.000,0.000,0.000,0.000,37.0,74.0
31,123900,GPU (NVIDIA GeForce RTX 3080),2.46,1623.5,202.9,0.561,14.035,0.357,0.713,1.240,2.480,37.0,74.0
32,127900,GPU (NVIDIA GeForce RTX 3080),2.40,1668.3,208.5,0.571,14.283,0.354,0.709,1.209,2.418,37.0,74.0
33,131900,GPU (NVIDIA GeForce RTX 3080),2.44,1637.2,204.7,0.577,14.427,0.357,0.714,1.247,2.495,37.0,74.0
34,135900,GPU (NVIDIA GeForce RTX 3080),2.39,1670.3,208.8,0.575,14.366,0.358,0.716,1.201,2.403,37.0,74.0
35,139900,GPU (NVIDIA GeForce RTX 3080),0.61,6549.7,0.0,0.561,14.018,0.000,0.000,0.000,0.000,37.0,74.0
36,143900,GPU (NVIDIA GeForce RTX 3080),2.44,1637.3,204.7,0.557,13.937,0.365,0.730,1.253,2.507,37.0,74.0
37,147900,GPU (NVIDIA GeForce RTX 3080),2.68,1490.0,186.2,0.578,14.459,0.389,0.778,1.404,2.809,37.0,74.0
38,151900,GPU (NVIDIA GeForce RTX 3080),2.55,1569.8,196.2,0.562,14.059,0.385,0.769,1.341,2.683,37.0,74.0
39,155900,GPU (NVIDIA GeForce RTX 3080),2.47,1617.5,202.2,0.579,14.480,0.367,0.733,1.248,2.496,37.0,74.0
40,159900,GPU (NVIDIA GeForce RTX 3080),0.63,6356.4,0.0,0.579,14.476,0.000,0.000,0.000,0.000,37.0,74.0
41,163900,GPU (NVIDIA GeForce RTX 3080),2.53,1580.6,197.6,0.568,14.200,0.363,0.726,1.312,2.624,37.0,74.0
42,167900,GPU (NVIDIA GeForce RTX 3080),2.60,1540.5,192.6,0.590,14.759,0.383,0.767,1.314,2.629,37.0,74.0
43,171900,GPU (NVIDIA GeForce RTX 3080),2.66,1504.0,188.0,0.577,14.426,0.393,0.786,1.399,2.797,37.0,74.0
44,175900,GPU (NVIDIA GeForce RTX 3080),2.69,1488.0,186.0,0.576,14.412,0.404,0.809,1.421,2.842,37.0,74.0
45,179900,GPU (NVIDIA GeForce RTX 3080),0.62,6415.0,0.0,0.572,14.295,0.000,0.000,0.000,0.000,37.0,74.0
46,183900,GPU (NVIDIA GeForce RTX 3080),2.67,1495.8,187.0,0.585,14.637,0.403,0.806,1.401,2.802,37.0,74.0
47,187900,GPU (NVIDIA GeForce RTX 3080),2.82,1418.2,177.3,0.571,14.282,0.426,0.852,1.503,3.007,37.0,74.0
48,191900,GPU (NVIDIA GeForce RTX 3080),2.57,1555.4,194.4,0.579,14.467,0.385,0.770,1.318,2.635,37.0,74.0
49,195900,GPU (NVIDIA GeForce RTX 3080),2.62,1524.0,190.5,0.592,14.804,0.396,0.792,1.342,2.684,37.0,74.0
50,199900,GPU (NVIDIA GeForce RTX 3080),0.63,6342.7,0.0,0.576,14.397,0.000,0.000,0.000,0.000,37.0,74.0
51,203900,GPU (NVIDIA GeForce RTX 3080),2.60,1535.8,192.0,0.476,11.907,0.403,0.805,1.346,2.691,37.0,74.0
52,207900,GPU (NVIDIA GeForce RTX 3080),2.74,1457.5,182.2,0.556,13.889,0.426,0.853,1.468,2.936,37.0,74.0
53,211900,GPU (NVIDIA GeForce RTX 3080),2.57,1554.2,194.3,0.555,13.868,0.398,0.795,1.350,2.701,37.0,74.0
54,215900,GPU (NVIDIA GeForce RTX 3080),2.80,1427.0,178.4,0.586,14.647,0.439,0.879,1.507,3.013,37.0,74.0
55,219900,GPU (NVIDIA GeForce RTX 3080),0.64,6254.8,0.0,0.588,14.712,0.000,0.000,0.000,0.000,37.0,74.0
56,223900,GPU (NVIDIA GeForce RTX 3080),2.82,1419.7,177.5,0.604,15.101,0.409,0.818,1.475,2.951,37.0,74.0
57,227900,GPU (NVIDIA GeForce RTX 3080),2.47,1616.3,202.0,0.592,14.809,0.366,0.731,1.236,2.472,37.0,74.0
58,231900,GPU (NVIDIA GeForce RTX 3080),2.53,1578.1,197.3,0.592,14.799,0.372,0.743,1.289,2.579,37.0,74.0
59,235900,GPU (NVIDIA GeForce RTX 3080),2.57,1556.9,194.6,0.586,14.645,0.385,0.770,1.335,2.671,37.0,74.0
60,239900,GPU (NVIDIA GeForce RTX 3080),0.65,6175.0,0.0,0.602,15.061,0.000,0.000,0.000,0.000,37.0,74.0
61,243900,GPU (NVIDIA GeForce RTX 3080),2.74,1457.8,182.2,0.587,14.664,0.397,0.795,1.444,2.887,37.0,74.0
62,247900,GPU (NVIDIA GeForce RTX 3080),2.49,1608.9,201.1,0.579,14.471,0.361,0.722,1.284,2.569,37.0,74.0
63,251900,GPU (NVIDIA GeForce RTX 3080),2.44,1638.2,204.8,0.593,14.816,0.358,0.717,1.231,2.463,37.0,74.0
64,255900,GPU (NVIDIA GeForce RTX 3080),2.72,1468.7,183.6,0.590,14.758,0.402,0.805,1.465,2.929,37.0,74.0
