epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,0,0,4000,0.2,,,
2,7900,,,,,,,,,0,0,8000,0.5,,,
3,11900,0.103031,-1.352941,0.4261,0.7344,0.0573,0.0016,,,0,0,12000,2.0,,,
4,15900,0.168325,-1.236411,0.8722,1.6700,0.1001,0.0053,,,0,0,16000,3.6,,,
5,19900,,,,,,,,,0,0,20000,3.8,,,
6,23900,0.171932,-1.807069,1.2791,2.5736,0.1935,0.0115,,,0,0,24000,5.2,,,
7,27900,0.273710,-2.659964,1.9236,3.7101,0.3402,0.0150,,,0,0,28000,6.8,,,
8,31900,0.243391,-3.755393,2.9888,4.0137,0.3843,0.0169,,,0,0,32000,8.3,,,
9,35900,0.252339,-4.576376,3.8047,4.3613,0.4916,0.0186,,,0,0,36000,9.7,,,
10,39900,,,,,,,,,0,0,40000,9.9,,,
11,43900,0.254804,-5.174606,4.4508,4.8605,0.5022,0.0205,,,0,0,44000,11.4,,,
12,47900,0.233329,-5.685262,4.9558,4.3596,0.4817,0.0213,,,0,0,48000,12.9,,,
13,51900,0.233471,-6.077033,5.3656,4.4966,0.4230,0.0227,,,0,0,52000,14.5,,,
14,55900,0.203925,-6.509999,5.8085,4.4059,0.3987,0.0218,,,0,0,56000,16.0,,,
15,59900,,,,,,,,,0,0,60000,16.2,,,
16,63900,0.233603,-7.199690,6.4502,4.9640,0.4737,0.0245,,,0,0,64000,17.7,,,
17,67900,0.274153,-8.286393,7.4686,5.3684,0.4373,0.0272,,,0,0,68000,19.2,,,
18,71900,0.341894,-9.732716,8.8613,6.2717,0.3951,0.0303,,,0,0,72000,20.7,,,
19,75900,0.432786,-11.286758,10.4267,7.1692,0.4220,0.0339,,,0,0,76000,22.3,,,
20,79900,,,,,,,,,0,0,80000,22.4,,,
21,83900,0.514412,-12.956699,12.0811,8.3770,0.4247,0.0369,,,0,0,84000,24.0,,,
22,87900,0.558162,-14.773842,13.8887,9.1063,0.4441,0.0416,,,0,0,88000,25.4,,,
23,91900,0.592304,-16.716165,15.8263,9.5053,0.4493,0.0463,,,0,0,92000,26.9,,,
24,95900,0.634242,-18.761453,17.8575,10.6045,0.4886,0.0493,,,0,0,96000,28.4,,,
25,99900,,,,,,,147.12,1000.0,100,53,100000,28.5,,,
26,103900,1.419185,-20.854413,19.9681,15.2988,0.5897,0.0552,,,0,0,104000,30.3,0.748902,0.600841,0.074030
27,107900,1.461685,-23.331656,22.5197,13.1076,0.5341,0.0550,,,0,0,108000,32.0,0.398133,0.311715,0.043209
28,111900,1.476649,-24.995135,24.2064,13.0995,0.5474,0.0575,,,0,0,112000,33.7,0.135042,0.105896,0.014573
29,115900,1.553930,-26.457346,25.7521,13.7128,0.5960,0.0602,,,0,0,116000,35.6,0.056178,0.045227,0.005475
30,119900,,,,,,,,,0,0,120000,35.8,,,
31,123900,1.499809,-27.821953,27.1788,12.2205,0.5731,0.0630,,,0,0,124000,37.5,0.032499,0.027143,0.002678
32,127900,1.504629,-29.161592,28.5295,11.6151,0.5747,0.0686,,,0,0,128000,39.3,0.024215,0.020809,0.001703
33,131900,1.528058,-30.579862,29.9383,11.6861,0.5861,0.0735,,,0,0,132000,41.0,0.017886,0.015479,0.001204
34,135900,1.579511,-32.203816,31.5607,11.3441,0.5868,0.0789,,,0,0,136000,42.8,0.012982,0.011323,0.000829
35,139900,,,,,,,,,0,0,140000,43.0,,,
36,143900,1.646632,-33.995726,33.3229,11.9119,0.5957,0.0845,,,0,0,144000,44.8,0.008061,0.006960,0.000550
37,147900,1.643062,-35.963430,35.2610,12.5781,0.6452,0.0890,,,0,0,148000,46.6,0.014160,0.012732,0.000714
38,151900,1.762228,-38.085954,37.3366,12.8759,0.6366,0.0956,,,0,0,152000,48.3,0.016290,0.014648,0.000821
39,155900,1.837539,-40.311667,39.5435,13.3783,0.6790,0.1014,,,0,0,156000,50.1,0.008978,0.008035,0.000471
40,159900,,,,,,,,,0,0,160000,50.2,,,
41,163900,1.887314,-42.604100,41.8106,13.5431,0.7051,0.1077,,,0,0,164000,52.0,0.004797,0.004231,0.000283
42,167900,1.921571,-44.952241,44.1417,13.8453,0.7238,0.1148,,,0,0,168000,53.8,0.006015,0.005323,0.000346
43,171900,1.975571,-47.316434,46.4886,14.9087,0.7354,0.1207,,,0,0,172000,55.7,0.006875,0.006225,0.000325
44,175900,2.037194,-49.829425,48.9946,14.7967,0.7290,0.1282,,,0,0,176000,57.5,0.012951,0.011835,0.000558
45,179900,,,,,,,,,0,0,180000,57.6,,,
46,183900,2.208477,-52.371160,51.5347,15.5230,0.7561,0.1313,,,0,0,184000,59.5,0.014587,0.013114,0.000736
47,187900,2.227707,-54.916382,54.0730,16.0664,0.7844,0.1368,,,0,0,188000,61.3,0.014481,0.013304,0.000588
48,191900,2.282914,-57.498277,56.6590,16.2223,0.7943,0.1468,,,0,0,192000,63.1,0.011121,0.010110,0.000505
49,195900,2.330515,-60.052206,59.2020,18.0043,0.8079,0.1532,,,0,0,196000,64.8,0.005988,0.005333,0.000327
50,199900,,,,,,,,,0,0,200000,65.0,,,
51,203900,5.987450,-62.559366,61.7311,21.1272,0.8542,0.1593,1062.41,1001.0,100,47,204000,66.7,1.239438,1.141980,0.048729
52,207900,6.329111,-65.271208,64.4368,23.7026,0.8474,0.1595,,,0,0,208000,68.6,0.321775,0.276823,0.022476
