epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-39.97,115.3,33,5,4000,1.1
2,7999,1.089726,1.082196,-2.974908,3.1073,3.1073,23.1131,22.3769,1.8598,0.0027,-134.06,219.6,19,4,8000,188.4
3,11999,0.661776,0.658034,2.450468,-4.1765,-4.1765,8.5994,8.1712,2.4647,0.1780,-56.40,87.4,46,6,12000,437.7
4,15999,0.454873,0.453144,5.192588,-6.9299,-6.9300,4.8647,4.4252,2.2932,0.1372,-97.13,245.6,16,0,16000,688.0
5,19999,0.429631,0.427923,3.928722,-5.7865,-5.7863,4.2538,3.8175,2.3178,0.0939,-64.37,205.7,18,3,20000,937.4
6,23999,0.415040,0.414120,2.465794,-4.6411,-4.6411,4.0175,3.6427,2.3947,0.0870,31.24,619.0,7,1,24000,1187.8
7,27999,0.385220,0.384429,1.849340,-3.8216,-3.8216,3.8343,3.4613,2.3006,0.0652,24.21,230.1,14,4,28000,1438.4
8,31999,0.410216,0.409814,1.239653,-3.2019,-3.2019,3.8847,3.6057,2.4381,0.0227,12.99,282.4,17,3,32000,1688.2
9,35999,0.437231,0.436801,1.260608,-3.2606,-3.2606,4.0827,3.9496,2.5685,0.0000,14.86,182.2,21,1,36000,1938.8
10,39999,0.523439,0.523596,1.643494,-3.7370,-3.7369,4.7305,4.6072,2.8941,0.0000,10.15,129.6,31,2,40000,2189.6
11,43999,0.525507,0.525748,1.411034,-3.4671,-3.4671,4.9551,4.7934,2.9389,0.0000,71.60,291.9,14,2,44000,2440.4
12,47999,0.567121,0.566853,1.532936,-3.5991,-3.5991,5.4180,5.3069,3.1386,0.0000,72.50,367.8,11,0,48000,2691.8
13,51999,0.593487,0.593298,1.577111,-3.6413,-3.6413,5.8301,5.7290,3.2596,0.0000,106.79,350.6,11,1,52000,2943.2
14,55999,0.711011,0.709203,2.455653,-4.4804,-4.4803,7.0375,6.8357,3.6317,0.0000,1.32,143.7,29,7,56000,3193.2
15,59999,0.810607,0.809515,3.500302,-5.5889,-5.5888,8.0335,7.7170,4.0217,0.0000,65.89,221.2,18,9,60000,3444.7
16,63999,0.901697,0.899377,4.360513,-6.4930,-6.4928,8.8208,8.3900,4.3271,0.0000,38.31,299.5,13,0,64000,3696.3
17,67999,0.973725,0.972500,5.180685,-7.3694,-7.3693,9.6844,9.1272,4.5939,0.0000,76.84,264.7,13,0,68000,3947.5
18,71999,1.095437,1.094345,6.232767,-8.4535,-8.4534,10.8235,10.1316,4.9950,0.0000,23.85,158.3,28,5,72000,4199.6
19,75999,1.195011,1.192211,6.943442,-9.2153,-9.2153,11.9373,11.1087,5.3305,0.0000,17.98,180.0,23,2,76000,4449.2
20,79999,1.424558,1.422129,8.329895,-10.7387,-10.7384,13.9259,12.8948,5.9656,0.0000,30.38,184.2,22,2,80000,4700.7
21,83999,1.672917,1.670556,10.259626,-12.7797,-12.7796,15.7739,14.5718,6.6996,0.0000,42.18,203.1,20,3,84000,4951.7
22,87999,1.983784,1.978665,12.129980,-14.7846,-14.7840,18.1529,16.5949,7.4823,0.0000,-17.86,77.1,42,8,88000,5203.1
23,91999,2.522193,2.519998,15.425146,-18.3237,-18.3228,21.6867,19.5790,8.8567,0.0000,-0.72,115.3,41,8,92000,5453.3
24,95999,2.925207,2.920779,17.804309,-20.8608,-20.8604,24.3109,21.9317,9.8562,0.0000,16.10,175.6,19,5,96000,5703.6
25,99999,3.076179,3.073295,18.572932,-21.6495,-21.6496,25.7036,23.4056,10.2876,0.0000,8.76,106.5,39,5,100000,5953.5
26,103999,3.330339,3.329083,19.381510,-22.5102,-22.5102,28.0658,25.6554,10.8107,0.0000,20.11,154.3,29,8,104000,6204.0
27,107999,3.893559,3.876867,21.747334,-25.0310,-25.0308,32.1722,29.4607,11.9116,0.0000,12.77,155.9,21,3,108000,6454.8
28,111999,4.352249,4.341480,22.884457,-26.2890,-26.2889,35.7787,32.9019,12.8036,0.0000,-8.12,106.1,45,10,112000,6705.1
29,115999,5.022298,4.987055,25.604746,-29.1004,-29.1005,40.4110,37.2621,14.0520,0.0000,2.74,109.7,33,7,116000,6956.7
30,119999,5.360898,5.327632,26.511974,-30.0638,-30.0645,43.5202,40.1311,14.7147,0.0000,29.44,156.5,28,6,120000,7208.3
