epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,-9.07,25.3,41,4000,0.3
2,7900,,,,,,-16.23,39.4,11,8000,0.6
3,11900,0.423242,-1.390428,0.9740,1.5277,0.0710,,,0,12000,2.0
4,15900,0.919648,-2.376735,1.2479,3.5952,0.6528,-87.48,160.0,1,16000,3.3
5,19900,,,,,,-126.99,164.0,1,20000,3.5
6,23900,1.054482,-3.542313,2.3037,5.6522,1.4840,-115.15,209.0,1,24000,4.9
7,27900,1.115028,-6.384002,4.7328,6.5254,1.4698,-165.31,261.3,3,28000,6.4
8,31900,1.408748,-9.279412,7.6546,7.9751,1.3466,-106.24,221.0,8,32000,7.9
9,35900,1.316377,-12.384594,10.8389,7.6447,1.2872,,,0,36000,9.4
10,39900,,,,,,,,0,40000,9.7
11,43900,1.284696,-15.403703,13.9473,7.9101,1.3743,-67.71,393.3,3,44000,11.1
12,47900,1.402717,-18.276552,16.9203,7.7811,1.3494,16.57,360.4,7,48000,12.5
13,51900,1.597592,-20.995423,19.7319,8.1998,1.3324,31.31,427.3,7,52000,14.1
14,55900,1.620871,-23.677316,22.4453,8.5128,1.2509,108.10,370.0,1,56000,15.5
15,59900,,,,,,45.29,393.4,8,60000,15.7
16,63900,1.694927,-26.192012,25.0062,8.9719,1.4904,150.90,343.0,5,64000,17.2
17,67900,1.733739,-28.714792,27.5372,9.0424,1.4162,180.79,504.0,2,68000,18.4
18,71900,1.798984,-31.184985,30.0420,9.0024,1.3481,103.54,472.0,5,72000,19.7
19,75900,1.759447,-33.568470,32.4574,9.1761,1.4130,233.07,513.8,4,76000,20.9
20,79900,,,,,,,,0,80000,21.1
21,83900,1.685318,-35.872538,34.7873,8.9299,1.4595,230.01,446.0,3,84000,22.4
22,87900,1.719785,-38.145691,37.0706,9.5757,1.5066,253.79,527.8,4,88000,23.8
23,91900,1.760508,-40.413857,39.3523,9.6345,1.5569,303.71,723.0,4,92000,25.1
24,95900,1.889617,-42.629629,41.5799,10.3191,1.5990,241.92,516.2,4,96000,26.4
25,99900,,,,,,298.82,917.9,35,100000,26.6
26,103900,2.504769,-44.816480,43.7647,10.9670,1.5700,284.31,824.6,20,104000,27.9
27,107900,2.969755,-47.176791,46.1368,12.9049,1.6322,254.04,630.0,14,108000,29.1
28,111900,3.194333,-49.522580,48.4839,14.1445,1.5902,65.22,76.2,8,112000,30.4
29,115900,3.296478,-51.887753,50.8345,14.2342,1.5381,121.74,134.0,9,116000,31.7
30,119900,,,,,,175.20,183.4,9,120000,32.0
31,123900,3.489170,-54.116270,53.0722,16.5762,1.7169,71.76,60.0,2,124000,33.2
32,127900,3.236749,-56.364828,55.3250,14.3369,1.5401,613.40,753.0,4,128000,34.5
33,131900,3.412790,-58.501104,57.4630,15.2878,1.5888,309.60,398.1,8,132000,35.8
34,135900,3.552222,-60.587732,59.5454,14.3551,1.7040,338.83,298.0,4,136000,37.1
35,139900,,,,,,248.16,220.0,4,140000,37.3
36,143900,3.764625,-62.696951,61.6375,18.0551,1.7643,382.67,407.4,11,144000,38.6
37,147900,4.087233,-64.761792,63.7043,19.2725,1.7529,361.28,420.1,9,148000,39.9
38,151900,4.295633,-66.744036,65.6856,17.7401,1.7148,335.27,481.2,9,152000,41.2
39,155900,4.508086,-68.681435,67.6134,21.3052,1.8333,336.84,403.8,5,156000,42.4
40,159900,,,,,,254.61,313.1,8,160000,42.6
41,163900,4.705924,-70.628459,69.5519,22.3032,1.7273,333.30,432.6,10,164000,43.9
42,167900,5.048180,-72.567073,71.4797,24.1644,1.8724,277.33,251.6,14,168000,45.2
43,171900,5.465344,-74.415882,73.3381,24.0657,1.9113,381.10,533.3,11,172000,46.5
44,175900,5.667312,-76.221346,75.1332,27.8791,1.9703,308.66,390.7,7,176000,47.7
45,179900,,,,,,164.93,141.4,8,180000,47.9
46,183900,5.875488,-77.911290,76.8127,28.8636,1.9553,389.99,412.2,5,184000,49.2
47,187900,5.834008,-79.676739,78.5577,26.9899,1.8608,245.63,350.6,11,188000,50.5
48,191900,6.165207,-81.368191,80.2599,29.4928,1.8795,259.53,302.4,9,192000,51.8
49,195900,6.363227,-82.975175,81.8611,32.2970,2.0178,291.40,206.6,7,196000,53.1
50,199900,,,,,,342.52,318.6,8,200000,53.3
51,203900,7.107604,-84.571585,83.4562,30.0987,2.0569,514.77,865.0,26,204000,54.6
52,207900,6.986794,-86.325506,85.1863,27.7646,2.1702,337.12,380.7,14,208000,55.9
53,211900,8.043844,-88.038538,86.9098,38.3817,2.1365,274.12,322.7,14,212000,57.2
54,215900,8.244356,-89.764158,88.6267,36.2711,1.9715,178.06,197.1,8,216000,58.5
55,219900,,,,,,346.04,460.5,11,220000,58.7
56,223900,8.454482,-91.554395,90.4179,37.2824,2.2047,236.83,247.6,8,224000,59.9
57,227900,8.624702,-93.222420,92.0706,36.4277,2.1992,236.18,232.6,11,228000,61.2
58,231900,8.923985,-94.922393,93.7592,42.8469,2.1886,313.58,499.7,9,232000,62.5
59,235900,9.285912,-96.558020,95.3998,39.3584,2.2771,242.55,172.6,9,236000,63.8
60,239900,,,,,,311.21,332.5,11,240000,64.0
61,243900,9.833941,-98.115118,96.9538,46.5664,2.2293,427.55,729.7,7,244000,65.4
62,247900,9.822475,-99.708000,98.5330,44.9039,2.2934,432.50,406.7,10,248000,66.8
63,251900,9.817168,-101.280109,100.1006,46.1191,2.2384,310.33,426.8,6,252000,68.1
