epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,105.94,22.9,120,56,4000,1.7
2,7900,,,,,,,118.24,26.0,128,63,8000,4.5
1,3999,,,,,,,113.98,25.5,157,71,4000,1.6
60,239900,,,,,,,,,,244.01,50.1,76,33,240000,345.1
61,243900,226.426983,220.474320,-110.631253,108.9133,108.9086,3772.8510,6149.4160,2.3751,0.2322,258.90,52.2,70,36,244000,352.1
62,247900,225.488259,223.681367,-110.680495,108.9248,108.9282,3894.5510,6405.2674,2.5141,0.2520,252.99,51.5,83,48,248000,358.6
63,251900,227.785880,227.868260,-110.522666,108.9093,108.8926,4204.4564,6927.9948,2.3940,0.2432,248.14,50.8,85,37,252000,365.3
64,255900,223.666860,220.300313,-110.422195,108.7424,108.7370,4213.3479,6392.6957,2.6315,0.2234,254.98,52.0,70,39,256000,371.6
65,259900,,,,,,,,,,255.10,52.0,76,26,260000,372.4
66,263900,221.268176,222.087001,-110.766947,108.9881,108.9977,4184.8518,6627.1313,2.6549,0.2559,254.76,52.4,81,41,264000,379.2
67,267900,223.498815,224.811655,-110.892999,109.1612,109.1564,4315.2860,6170.7861,2.7803,0.2500,242.37,50.1,83,39,268000,385.6
68,271900,226.508391,226.151198,-110.690774,109.0959,109.0948,4579.8147,6594.5960,2.9264,0.2629,236.95,47.9,90,46,272000,392.3
69,275900,226.136665,232.585941,-110.886540,109.1683,109.1593,4387.6468,6713.3060,3.1243,0.2749,236.61,47.5,76,45,276000,398.8
70,279900,,,,,,,,,,235.68,47.5,79,43,280000,399.7
71,283900,226.715718,228.690379,-110.872513,109.2062,109.2183,4541.5726,6323.1804,3.1345,0.2719,227.58,46.3,90,45,284000,406.3
72,287900,223.190845,229.438669,-111.063995,109.4288,109.4241,4419.9491,6062.8579,3.1985,0.2846,226.14,46.5,93,44,288000,412.8
73,291900,224.121090,229.094478,-111.100787,109.5078,109.5008,4502.6118,6495.4496,3.3588,0.3155,232.84,48.0,82,35,292000,419.1
74,295900,219.893633,226.208131,-111.192099,109.5955,109.5995,4657.0960,6193.7642,3.3510,0.3469,237.20,48.5,80,39,296000,425.6
75,299900,,,,,,,,,,238.40,48.5,76,33,300000,426.4
76,303900,223.016321,227.769862,-111.258003,109.6909,109.6793,4615.2215,6073.7235,3.2549,0.3110,239.68,49.0,83,45,304000,432.9
77,307900,223.310933,223.553693,-111.526190,109.9844,109.9887,4672.6765,6256.1003,3.3165,0.3239,240.41,49.2,82,35,308000,439.6
78,311900,217.730826,222.915755,-111.650844,110.1364,110.1257,4431.6295,6295.6982,3.2929,0.3254,253.99,51.8,78,35,312000,446.1
79,315900,223.717636,228.847715,-111.737250,110.2256,110.2310,4720.9039,6692.2000,3.7116,0.3109,254.07,51.9,74,35,316000,452.6
80,319900,,,,,,,,,,269.82,54.2,74,42,320000,453.4
81,323900,217.849236,223.221787,-111.792172,110.3517,110.3646,4422.6529,6197.9772,3.2992,0.3204,264.88,53.7,77,36,324000,460.2
82,327900,222.733142,226.429004,-112.042116,110.5900,110.5786,4542.4038,6106.0531,3.5676,0.3287,250.00,50.4,75,39,328000,466.6
83,331900,220.643360,222.478986,-112.472612,110.9379,110.9370,4639.5272,6062.7424,3.2737,0.3213,264.14,52.9,75,41,332000,473.3
84,335900,222.295421,222.103262,-112.565618,110.9990,111.0037,4421.2406,6145.6153,3.3513,0.3419,261.12,52.6,83,43,336000,480.5
85,339900,,,,,,,,,,236.99,48.3,89,42,340000,481.2
86,343900,218.814688,222.670425,-112.828899,111.3106,111.3167,4472.8334,6165.0329,3.4070,0.3429,245.92,49.4,68,36,344000,488.4
87,347900,218.763023,222.638252,-112.999784,111.4888,111.4862,4436.2519,6106.3212,3.6845,0.3441,252.05,51.1,75,30,348000,495.9
88,351900,224.935133,227.365644,-113.090176,111.6083,111.6088,4503.1080,6289.4156,3.9774,0.3624,262.97,53.0,78,37,352000,502.9
89,355900,218.893681,224.384137,-113.512349,111.9400,111.9351,4533.5590,6162.4353,3.4983,0.3408,264.41,53.5,81,40,356000,509.9
90,359900,,,,,,,,,,235.67,49.0,81,25,360000,510.7
91,363900,225.425738,228.345041,-113.639937,112.0615,112.0566,4625.3100,5971.0968,3.9060,0.3935,226.48,47.7,81,40,364000,518.3
92,367900,225.882766,229.800755,-113.926586,112.3363,112.3342,4595.0566,6052.7084,3.7839,0.3693,223.64,46.4,88,38,368000,525.6
93,371900,228.512689,230.504387,-113.858993,112.4554,112.4487,4457.3363,5758.8202,3.9683,0.3628,225.56,47.5,88,36,372000,532.2
94,375900,224.173389,228.740872,-114.072782,112.6199,112.6303,4444.8070,5770.9501,3.8441,0.3689,240.64,49.7,72,24,376000,538.8
95,379900,,,,,,,,,,267.24,53.3,75,31,380000,539.5
96,383900,229.119427,234.134193,-114.433943,112.9427,112.9341,4403.5181,5600.4319,3.6825,0.3579,278.14,55.9,67,30,384000,546.1
97,387900,226.803543,233.455405,-114.586379,113.1561,113.1560,4391.8535,5840.7730,4.3124,0.3734,258.68,52.5,86,43,388000,553.4
98,391900,228.393457,234.963394,-114.860307,113.4452,113.4414,4335.6347,5529.1298,4.2215,0.3863,258.52,52.1,79,35,392000,560.7
99,395900,233.392749,240.367645,-115.013469,113.6020,113.5964,4490.5430,5749.1374,3.9567,0.3818,245.23,49.8,85,43,396000,568.2
100,399900,,,,,,,,,,230.20,47.3,73,39,400000,568.9
101,403900,230.658953,234.455876,-115.277365,113.8523,113.8563,4260.1351,5260.9088,4.0051,0.3696,251.93,51.3,83,44,404000,575.8
102,407900,235.516480,237.919151,-115.453940,114.0635,114.0648,4373.0123,5328.9860,4.0462,0.3806,236.71,48.4,85,52,408000,582.5
103,411900,234.015657,236.390756,-115.700544,114.3421,114.3429,4309.6038,5517.1666,4.1975,0.3772,236.17,48.3,77,36,412000,589.1
104,415900,230.839374,234.280574,-115.972836,114.5713,114.5602,4300.7808,5387.1417,3.9282,0.3964,247.89,50.5,78,39,416000,595.7
105,419900,,,,,,,,,,257.68,52.2,81,38,420000,596.5
106,423900,234.317754,239.049623,-116.206360,114.7954,114.8059,4351.3263,5531.6341,4.0701,0.3820,261.03,52.6,77,36,424000,603.2
107,427900,237.491232,238.671433,-116.431735,115.0341,115.0305,4554.3211,5488.1550,4.3982,0.4047,241.40,49.5,85,39,428000,609.8
108,431900,234.690348,238.129593,-116.681364,115.2654,115.2616,4227.0954,5549.5664,4.5488,0.4117,218.06,45.5,90,49,432000,616.6
109,435900,236.918449,242.162360,-116.800906,115.4557,115.4511,4122.9291,5338.1230,4.8471,0.4019,224.40,46.6,72,35,436000,622.9
110,439900,,,,,,,,,,254.13,52.0,77,37,440000,623.6
111,443900,236.620792,237.449185,-117.163855,115.7494,115.7425,4195.7477,5256.4472,4.2922,0.4317,241.68,49.6,91,50,444000,629.7
112,447900,236.026796,242.193707,-117.182292,115.8325,115.8409,4230.9907,5283.5530,4.3521,0.4082,238.86,49.2,81,36,448000,635.6
113,451900,244.176145,246.444996,-117.447293,115.9882,115.9819,4255.8545,5482.0453,4.5907,0.4353,240.47,49.3,76,34,452000,641.6
114,455900,242.104939,245.702726,-117.632562,116.2258,116.2234,4478.7888,5518.6755,4.5047,0.4750,233.68,48.2,80,41,456000,647.7
115,459900,,,,,,,,,,227.67,47.2,88,47,460000,648.3
116,463900,245.436280,248.791490,-118.041055,116.6235,116.6218,4226.6628,5532.9376,4.3377,0.4450,229.87,47.6,84,48,464000,654.4
117,467900,242.790729,242.881672,-118.200125,116.7552,116.7578,4133.1976,5254.6820,4.3309,0.4136,234.19,48.7,84,42,468000,660.6
118,471900,244.320088,245.505582,-118.389986,117.0148,117.0157,4407.6068,5492.5103,4.4251,0.4482,239.46,49.6,82,39,472000,666.9
119,475900,247.041886,248.385580,-118.549583,117.2220,117.2166,4318.8226,5670.4923,4.5455,0.4642,257.02,52.3,51,22,476000,673.3
120,479900,,,,,,,,,,298.19,60.1,82,41,480000,674.0
121,483900,245.172339,250.203919,-118.727847,117.4219,117.4193,4279.5503,5413.0828,4.3161,0.4283,292.23,59.7,64,31,484000,680.2
122,487900,245.435695,248.754304,-119.138502,117.7425,117.7445,4380.5405,5484.7697,4.8353,0.4347,294.50,59.3,63,28,488000,686.2
123,491900,242.699691,250.914894,-119.196194,117.8384,117.8394,4052.4206,5042.1919,5.2478,0.4401,274.71,56.0,83,37,492000,692.4
124,495900,242.856763,249.741008,-119.520395,118.1450,118.1399,4280.3179,5273.5189,4.7401,0.4007,238.31,49.7,91,47,496000,698.6
125,499900,,,,,,,,,,230.29,48.2,72,40,500000,699.3
126,503900,242.699617,251.232144,-119.858154,118.4665,118.4593,4429.5277,5180.3518,4.7129,0.4624,244.18,50.4,73,37,504000,705.6
127,507900,246.771019,247.670948,-119.872339,118.5508,118.5533,4281.5372,5214.9335,4.4982,0.4630,275.46,55.9,71,34,508000,711.9
128,511900,247.292037,251.057722,-120.101300,118.7476,118.7463,4211.7396,5607.8188,4.4258,0.4752,271.67,55.6,75,37,512000,718.0
129,515900,248.001740,250.787629,-120.274426,118.8650,118.8814,4346.7684,5170.4441,4.1925,0.4820,242.38,50.4,89,39,516000,724.2
130,519900,,,,,,,,,,233.03,48.3,72,35,520000,724.8
131,523900,254.626302,259.147446,-120.549531,119.0967,119.0845,4393.5315,5703.4419,4.9912,0.4577,261.00,53.6,68,36,524000,731.0
132,527900,251.265705,251.176623,-120.528076,119.2243,119.2183,4439.8149,5323.3600,4.9572,0.4861,259.80,53.7,86,45,528000,737.1
133,531900,254.965388,254.122009,-120.686877,119.3765,119.3726,4430.4171,5722.4715,4.9090,0.4405,243.61,50.5,81,36,532000,743.2
134,535900,256.432737,257.267861,-120.846410,119.5199,119.5218,4299.9440,5150.8146,4.6750,0.5082,267.66,54.8,53,22,536000,749.3
135,539900,,,,,,,,,,300.54,60.8,75,42,540000,750.0
136,543900,250.424011,252.088225,-120.988210,119.6184,119.6241,4445.1555,5416.2134,4.4134,0.4720,294.40,60.1,68,35,544000,756.2
137,547900,259.080076,257.084530,-121.426069,119.9556,119.9443,4457.3778,5526.9197,4.8667,0.4677,279.04,57.3,66,36,548000,762.3
138,551900,255.212358,253.287825,-121.529733,120.0548,120.0565,4449.0037,5611.1289,4.8047,0.4944,290.44,59.3,64,34,552000,768.4
139,555900,253.814337,259.459822,-121.523418,120.1557,120.1551,4464.5072,5358.6723,4.8787,0.4797,313.15,63.3,70,25,556000,774.6
140,559900,,,,,,,,,,295.11,59.4,67,37,560000,775.2
141,563900,253.930470,255.602470,-121.784325,120.3948,120.3824,4449.2149,5465.7157,4.7628,0.4760,271.76,54.7,69,33,564000,781.5
142,567900,255.605733,255.396949,-121.946233,120.5128,120.5123,4479.0759,5114.9387,5.0616,0.4757,301.34,59.8,76,37,568000,787.6
143,571900,257.815321,259.330091,-122.254150,120.8187,120.8129,4260.6345,5452.9867,5.1571,0.5404,275.85,55.1,80,40,572000,793.7
144,575900,261.595740,262.392647,-122.461260,120.9838,120.9880,4328.1747,5333.5246,5.3430,0.4797,263.02,52.6,61,34,576000,800.0
145,579900,,,,,,,,,,260.66,52.2,84,48,580000,800.7
146,583900,264.436696,263.856052,-122.223016,121.0325,121.0311,4485.0030,5424.9651,5.1846,0.5432,244.39,49.2,77,47,584000,806.8
147,587900,258.769008,260.136120,-122.456228,121.1493,121.1539,4303.9560,5206.2050,5.2608,0.6080,266.63,53.2,83,39,588000,813.0
148,591900,262.440697,264.794828,-122.595756,121.2298,121.2394,4271.2745,5322.0923,5.7219,0.5513,253.21,51.5,66,37,592000,819.1
149,595900,263.720052,265.033625,-122.622942,121.2987,121.2925,4264.7685,5103.6025,5.4394,0.5731,259.68,52.9,86,49,596000,825.3
150,599900,,,,,,,,,,202.77,42.5,103,54,600000,826.0
151,603900,265.600461,268.230088,-122.523771,121.2818,121.2819,4096.5538,5176.2579,5.1934,0.5318,181.60,39.0,103,48,604000,832.1
152,607900,266.833126,268.922806,-122.617256,121.3161,121.3146,4264.9204,5225.2148,5.5831,0.5637,180.83,38.9,104,55,608000,838.2
153,611900,270.138050,270.740077,-122.741875,121.5126,121.5173,4309.0447,5358.0694,5.8685,0.5561,191.76,41.8,86,39,612000,844.3
154,615900,269.787700,271.369840,-122.592055,121.3666,121.3688,4263.7513,5074.2412,4.8727,0.5881,212.84,45.2,98,47,616000,850.4
155,619900,,,,,,,,,,215.06,44.7,90,48,620000,851.1
156,623900,268.057978,269.542978,-122.523621,121.3649,121.3638,4416.1536,5127.7117,6.2348,0.5750,212.90,44.1,90,38,624000,857.2
157,627900,267.547877,270.377484,-122.635950,121.3279,121.3282,4341.0120,5287.5753,5.7128,0.6263,220.21,45.3,83,40,628000,863.2
158,631900,267.435814,267.294227,-122.506347,121.3070,121.3035,4209.4473,5026.8342,5.4385,0.6450,240.39,49.2,56,36,632000,869.3
159,635900,270.752845,266.353488,-122.234081,121.0817,121.0764,4401.9336,5095.2658,5.8527,0.5480,294.08,59.7,83,33,636000,875.5
160,639900,,,,,,,,,,272.97,55.5,63,34,640000,876.1
161,643900,266.797015,268.854471,-122.228328,121.0993,121.1082,4190.5116,5207.5477,5.3873,0.5542,268.88,54.3,77,41,644000,882.4
162,647900,269.579429,271.219112,-122.448853,121.2134,121.2196,4233.3633,5111.3051,5.9103,0.5495,267.49,54.8,75,34,648000,888.5
163,651900,270.014121,272.462539,-122.412253,121.2472,121.2550,4153.3301,5468.5243,5.7031,0.5801,273.31,55.2,76,36,652000,894.7
164,655900,269.819001,265.491483,-122.567860,121.4086,121.4004,4045.4936,4823.0780,5.9821,0.5814,261.30,52.9,64,32,656000,900.8
165,659900,,,,,,,,,,281.77,57.1,75,40,660000,901.4
166,663900,267.876860,270.871872,-122.916812,121.5399,121.5403,3944.4538,4974.6882,5.3445,0.6568,269.81,55.1,74,46,664000,907.6
167,667900,268.426990,268.720848,-122.977176,121.6579,121.6523,4107.0381,4794.2647,6.3184,0.6553,275.06,56.1,67,32,668000,913.8
168,671900,267.975389,268.858283,-122.875805,121.6352,121.6452,4114.9004,4942.0413,5.6559,0.5949,259.58,53.9,76,38,672000,919.9
169,675900,268.965264,271.201190,-123.046915,121.8268,121.8266,3955.3176,5004.4814,5.4526,0.6100,265.26,55.2,70,37,676000,926.0
170,679900,,,,,,,,,,274.10,56.3,77,35,680000,926.6
171,683900,268.841505,269.646852,-123.151232,121.9635,121.9657,3956.5324,4889.2633,5.8896,0.5998,262.53,53.6,77,37,684000,932.9
172,687900,268.293086,268.602963,-123.208061,122.0407,122.0446,4058.4558,4778.7375,5.7423,0.6237,254.50,51.5,78,41,688000,939.0
173,691900,266.627772,265.470429,-123.484302,122.3331,122.3344,3723.1797,4830.4997,5.5055,0.6330,262.35,53.2,62,35,692000,945.2
174,695900,267.863280,268.364161,-123.421715,122.3314,122.3394,3894.3063,4867.1275,5.5872,0.6310,263.26,53.9,88,44,696000,951.4
175,699900,,,,,,,,,,230.66,47.3,84,38,700000,952.0
176,703900,273.034356,271.267595,-123.474066,122.3460,122.3399,3709.5801,4869.7653,5.2996,0.6327,228.16,47.1,83,44,704000,958.1
177,707900,271.141090,268.463152,-123.701859,122.5105,122.5173,3774.1173,4954.0453,5.3779,0.6422,298.65,60.1,45,18,708000,964.1
178,711900,267.859718,267.315668,-123.820005,122.6485,122.6473,3976.5067,4932.7254,5.2804,0.6456,352.52,70.6,67,35,712000,970.1
179,715900,263.817236,261.693746,-123.927028,122.7161,122.7134,3790.9660,4929.0590,6.1760,0.6301,269.48,55.2,85,45,716000,976.3
180,719900,,,,,,,,,,261.32,53.8,68,40,720000,976.9
181,723900,268.239186,267.833810,-124.112953,122.9599,122.9612,4051.0197,4937.7023,5.3736,0.6862,298.06,60.3,52,31,724000,983.0
182,727900,268.947216,267.465541,-124.247879,123.0143,123.0192,3814.7502,4585.2187,5.2897,0.6353,334.03,67.0,62,30,728000,989.1
183,731900,270.518836,267.356973,-124.378922,123.2931,123.2953,3939.3342,4882.5018,5.4198,0.7014,299.02,60.5,85,40,732000,995.3
184,735900,270.021162,266.869084,-124.473050,123.3492,123.3387,3669.6746,4660.4111,5.6160,0.6222,273.48,55.5,58,39,736000,1001.4
185,739900,,,,,,,,,,288.47,58.2,71,40,740000,1002.0
186,743900,263.305713,264.190453,-124.383259,123.3016,123.3104,3723.1194,5027.4171,5.0252,0.6323,300.36,60.9,70,36,744000,1008.0
187,747900,265.489198,267.451652,-124.564592,123.3896,123.3890,3866.0935,4755.1568,5.3980,0.6572,277.17,56.5,69,40,748000,1014.2
188,751900,265.087030,266.184401,-124.598441,123.5156,123.5186,3826.6899,4726.4618,4.9659,0.6153,285.75,58.5,66,44,752000,1020.3
189,755900,268.703565,268.234668,-124.743920,123.6109,123.6072,3800.7010,4992.0743,5.4676,0.6357,277.65,56.5,73,34,756000,1026.5
190,759900,,,,,,,,,,263.87,53.8,80,42,760000,1027.1
191,763900,269.365858,268.962613,-124.624029,123.6216,123.6315,3887.9831,4879.2199,5.8316,0.6585,249.13,50.7,74,40,764000,1033.3
192,767900,273.461844,269.563142,-124.708300,123.6702,123.6688,3839.9439,4949.3820,5.2955,0.6340,261.95,53.1,76,34,768000,1039.5
193,771900,268.474722,270.279431,-124.765471,123.6779,123.6765,3880.5332,4972.5348,5.5482,0.7239,258.07,52.9,78,40,772000,1045.7
194,775900,266.907724,267.682428,-124.699330,123.7423,123.7336,3785.9725,4774.6054,5.1899,0.6863,257.15,52.8,70,37,776000,1051.9
195,779900,,,,,,,,,,282.56,56.9,76,40,780000,1052.5
196,783900,266.782651,270.478831,-124.982866,123.9099,123.9129,3660.7859,4856.3956,5.3455,0.6501,274.77,56.0,71,32,784000,1058.7
197,787900,270.750884,269.993932,-125.023745,123.9590,123.9593,3721.4592,4877.7589,4.7504,0.7144,262.54,53.5,75,34,788000,1064.9
198,791900,272.551812,269.959181,-125.157391,124.0587,124.0574,3682.7278,4746.0886,5.1374,0.7161,262.05,53.5,68,42,792000,1071.0
199,795900,271.342653,272.552473,-125.309864,124.1825,124.1815,3876.0499,4835.2302,5.1753,0.6215,292.76,59.1,69,38,796000,1077.2
200,799900,,,,,,,,,,289.37,58.9,72,35,800000,1077.8
201,803900,270.793907,270.427279,-125.248226,124.1644,124.1674,3677.5982,4555.9802,4.9958,0.7094,252.12,51.8,72,26,804000,1084.0
202,807900,271.377199,272.658212,-125.335687,124.2030,124.2006,3755.3805,4822.8875,5.0162,0.6536,289.25,58.5,67,36,808000,1090.2
203,811900,274.697474,269.877907,-125.278685,124.2912,124.2948,3580.7450,4705.3109,4.6048,0.6474,302.83,61.1,68,37,812000,1096.5
204,815900,276.937226,273.315484,-125.318060,124.3459,124.3532,3783.5850,4639.3035,5.2499,0.6902,281.50,57.0,68,33,816000,1102.7
205,819900,,,,,,,,,,259.14,52.8,81,50,820000,1103.4
206,823900,277.272896,274.378887,-125.337597,124.3585,124.3480,3794.5573,4669.3825,4.9062,0.7084,266.14,53.9,66,39,824000,1109.6
207,827900,278.122822,275.230221,-125.407937,124.4251,124.4278,3718.1480,4794.9339,5.2606,0.6869,311.61,62.6,40,23,828000,1115.8
208,831900,278.678069,277.843701,-125.394488,124.4107,124.4125,3878.1065,4870.6846,4.9740,0.6448,370.61,74.6,74,47,832000,1121.9
209,835900,272.056595,271.704585,-125.656239,124.7243,124.7288,3609.5453,4595.9408,5.0285,0.6245,321.15,64.6,45,24,836000,1128.0
210,839900,,,,,,,,,,351.54,70.2,67,34,840000,1128.7
211,843900,274.828499,275.389402,-125.781497,124.7914,124.7863,3541.5357,4701.8700,4.6088,0.7223,328.36,65.9,57,26,844000,1134.9
