epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
84,335900,14.413634,-102.170002,101.5435,53.4538,2.8632,0.3767,634.35,493.0,8,0,336000,141.6,0.094032,0.078947,0.007542
85,339900,,,,,,,643.03,376.2,4,2,340000,141.9,,,
86,343900,14.144597,-103.337318,102.7273,55.3982,2.9050,0.3708,922.41,610.8,11,5,344000,143.9,0.051259,0.041725,0.004767
87,347900,15.455376,-104.253860,103.6317,64.8279,2.8809,0.3789,486.88,265.4,5,2,348000,145.9,0.070667,0.059454,0.005607
88,351900,15.607716,-105.399800,104.7836,65.2833,2.8232,0.3920,474.84,371.5,4,2,352000,147.9,0.046872,0.037611,0.004630
89,355900,15.695059,-106.449476,105.8283,64.8296,2.9663,0.4086,810.57,698.7,10,5,356000,150.0,0.050260,0.040822,0.004719
90,359900,,,,,,,395.97,500.7,9,2,360000,150.2,,,
91,363900,15.809144,-107.634074,107.0011,62.5483,2.8362,0.4037,420.86,550.0,2,1,364000,152.4,0.054907,0.045112,0.004897
92,367900,16.442373,-108.666445,108.0492,70.9133,2.9942,0.4094,913.57,592.2,5,4,368000,154.4,0.035566,0.027621,0.003973
93,371900,16.425151,-109.595161,108.9899,68.7855,2.9089,0.4164,737.24,451.7,7,4,372000,156.4,0.027509,0.019835,0.003837
94,375900,16.039348,-110.708476,110.1146,67.8018,2.9531,0.3979,492.42,402.2,5,2,376000,158.4,0.033097,0.024248,0.004424
95,379900,,,,,,,602.32,647.1,8,3,380000,158.7,,,
96,383900,16.977334,-111.630444,111.0185,68.8122,3.1292,0.4267,1071.69,563.0,2,2,384000,160.6,0.035523,0.027670,0.003926
97,387900,16.237624,-112.729647,112.1019,69.3628,2.9262,0.4173,996.05,728.6,8,4,388000,162.6,0.034155,0.025305,0.004425
98,391900,15.810867,-113.631134,113.0494,64.5882,2.9291,0.4298,457.48,675.0,2,0,392000,164.8,0.039273,0.030911,0.004181
99,395900,17.339102,-114.684092,114.0680,69.6601,3.0003,0.4550,1117.68,804.6,10,3,396000,166.9,0.036934,0.028907,0.004013
100,399900,,,,,,,412.54,376.2,5,2,400000,167.1,,,
