epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-29.89,80.3,40,7,4000,1.1
2,7999,0.362685,0.360173,1.376609,-0.5444,-0.5445,7.6876,8.0270,0.3147,0.0262,-59.60,478.3,9,3,8000,13.9
3,11999,0.848340,0.826517,0.590643,0.7988,0.7990,22.6501,23.9918,0.8142,0.1356,35.74,388.0,9,2,12000,30.6
4,15999,1.200651,1.179041,0.718207,-0.0746,-0.0748,29.0201,30.5664,1.1793,0.3038,5.34,314.1,15,3,16000,47.4
5,19999,1.511894,1.510659,3.804853,-2.8940,-2.8939,33.8847,36.1087,1.5260,0.5189,11.71,200.5,21,7,20000,64.1
6,23999,1.931479,1.918839,7.312074,-6.6347,-6.6350,39.9400,42.3254,1.8328,0.5942,-10.24,148.5,22,6,24000,81.0
7,27999,2.172575,2.191529,10.765355,-10.4056,-10.4055,44.0394,47.6188,2.0945,0.6650,27.53,203.2,22,6,28000,97.8
8,31999,2.355956,2.398848,12.504462,-12.6996,-12.6994,46.7195,51.3534,2.3579,0.7738,12.82,249.8,17,5,32000,114.5
9,35999,2.558255,2.613963,13.876299,-14.3474,-14.3472,49.5732,54.9861,2.5755,0.8495,36.51,225.8,18,5,36000,131.1
10,39999,2.784351,2.827362,14.948870,-15.6806,-15.6805,52.0198,57.5973,2.7986,0.9540,31.39,190.4,16,2,40000,147.8
11,43999,2.978452,3.030463,15.609456,-16.5000,-16.5000,53.1256,60.1786,2.9981,1.0693,20.45,198.8,24,7,44000,164.6
12,47999,3.077943,3.152430,15.990762,-16.8717,-16.8719,54.2614,61.2542,3.1819,1.1461,10.27,111.5,37,13,48000,181.3
13,51999,3.239886,3.308585,16.294380,-17.1990,-17.1990,54.2931,60.7245,3.3444,1.2025,50.00,235.3,17,4,52000,198.1
14,55999,3.240168,3.276996,15.992108,-16.9239,-16.9236,52.6429,58.6481,3.4265,1.2547,12.56,155.0,21,8,56000,215.1
15,59999,3.201513,3.253021,15.636215,-16.5708,-16.5710,50.5123,56.5404,3.5291,1.3064,-6.13,137.9,31,12,60000,232.1
16,63999,3.257163,3.295195,15.375689,-16.3400,-16.3403,50.5536,56.2913,3.6371,1.3652,19.40,219.7,18,8,64000,248.9
17,67999,3.203909,3.239360,14.996168,-16.0268,-16.0268,49.2225,54.6739,3.7377,1.4191,27.34,167.2,27,6,68000,265.7
18,71999,3.345622,3.381875,14.723267,-15.7752,-15.7751,49.6216,55.2747,3.8402,1.4834,32.49,166.7,24,9,72000,282.4
19,75999,3.212624,3.252094,14.186766,-15.2769,-15.2768,47.2178,52.6821,3.8922,1.5154,31.16,174.1,23,6,76000,299.2
20,79999,3.269432,3.274203,13.851948,-14.9422,-14.9425,46.5711,51.4760,3.9472,1.5430,32.68,251.4,16,2,80000,315.8
21,83999,3.185563,3.207555,13.337670,-14.4343,-14.4344,44.2825,48.8142,3.9555,1.5666,24.60,109.3,37,14,84000,332.5
22,87999,3.116296,3.148577,12.779985,-13.8739,-13.8740,42.4838,46.7066,3.9698,1.5733,23.44,120.6,26,8,88000,349.2
23,91999,3.120444,3.141159,12.127297,-13.2280,-13.2281,41.4686,45.4770,3.9969,1.5822,25.80,138.6,32,10,92000,366.1
24,95999,3.124782,3.142337,11.512498,-12.5991,-12.5989,40.5236,44.3052,4.0274,1.5902,19.60,139.9,26,5,96000,382.8
25,99999,3.158010,3.164119,10.892687,-11.9810,-11.9809,40.3543,43.6824,4.0198,1.6242,36.39,147.1,32,9,100000,399.7
26,103999,3.213228,3.223462,10.207697,-11.2806,-11.2805,40.1298,43.5311,4.0619,1.6654,37.15,161.9,23,7,104000,416.6
27,107999,3.194886,3.193691,9.350440,-10.4229,-10.4227,39.6682,43.0005,4.0995,1.6904,52.09,150.1,29,13,108000,433.3
28,111999,3.289330,3.302622,8.666650,-9.7112,-9.7110,39.7640,43.1914,4.1376,1.7074,11.63,80.2,50,20,112000,450.4
29,115999,3.409518,3.439762,8.291423,-9.3054,-9.3051,40.3759,44.1780,4.1607,1.7292,27.62,97.8,33,13,116000,467.4
30,119999,3.333070,3.340994,7.733175,-8.7626,-8.7626,39.6917,43.1184,4.1898,1.7565,71.59,212.6,18,6,120000,484.1
