epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,,46.31,7.0,518,246,4000,0.3,,,
2,7900,,,,,,,,,,66.47,9.3,408,187,8000,0.6,,,
3,11900,45.189224,44.936384,-2.961347,2.7375,2.7861,35.8631,34.3753,0.1781,0.0107,49.12,7.5,589,277,12000,1.5,,,
4,15900,21.661964,21.944075,-5.465366,5.2167,5.2433,33.0024,34.0139,0.0558,0.0018,24.19,4.8,818,423,16000,2.2,,,
5,19900,,,,,,,,,,23.43,4.8,840,431,20000,2.5,,,
6,23900,7.404944,7.403489,-7.027549,6.4758,6.5116,12.4198,12.6888,0.0182,0.0001,23.20,4.7,842,408,24000,3.2,,,
7,27900,5.687742,5.536677,-7.220600,6.8676,6.8814,8.1734,7.5415,0.0054,0.0001,23.10,4.7,847,407,28000,3.8,,,
8,31900,5.288298,5.179422,-7.307382,7.1054,7.1190,7.9069,7.2991,0.0019,0.0000,23.04,4.7,848,428,32000,4.5,,,
9,35900,5.298609,5.246781,-7.554644,7.4468,7.4507,8.0569,7.9267,0.0009,0.0003,23.19,4.7,846,439,36000,5.2,,,
10,39900,,,,,,,,,,23.22,4.7,841,406,40000,5.5,,,
11,43900,5.384200,5.339662,-7.899252,7.8289,7.8327,8.8936,8.5651,0.0006,0.0011,23.32,4.7,844,440,44000,6.1,,,
12,47900,5.537492,5.511601,-8.242100,8.1932,8.1970,10.2423,10.2841,0.0005,0.0075,23.00,4.7,849,413,48000,6.8,,,
13,51900,5.759279,5.750433,-8.501972,8.5226,8.5260,9.6857,9.8541,0.0003,0.3119,22.73,4.7,854,417,52000,7.5,,,
14,55900,5.938049,5.954456,-8.808707,8.9807,8.9828,9.2809,9.6376,0.0001,0.0352,22.31,4.6,865,429,56000,8.2,,,
15,59900,,,,,,,,,,22.02,4.6,872,423,60000,8.4,,,
16,63900,6.611177,6.623921,-9.059550,9.2543,9.2578,11.6809,12.1380,0.0001,0.0078,22.11,4.6,863,414,64000,9.2,,,
17,67900,6.933433,6.970205,-9.427555,9.6236,9.6252,12.7941,13.1581,0.0003,0.0028,22.25,4.6,865,430,68000,9.9,,,
18,71900,7.545463,7.586556,-9.732835,9.9385,9.9412,16.3041,16.7542,0.0006,0.0012,22.42,4.7,860,427,72000,10.6,,,
19,75900,8.218251,8.263855,-10.060730,10.3047,10.3082,18.1524,18.7098,0.0012,0.0008,21.86,4.6,866,429,76000,11.3,,,
20,79900,,,,,,,,,,22.26,4.6,869,437,80000,11.6,,,
21,83900,8.864514,8.930617,-10.382145,10.6077,10.6100,15.1482,16.1997,0.0022,0.0006,21.89,4.6,863,411,84000,12.3,,,
22,87900,9.731590,9.821697,-10.675091,10.9491,10.9513,15.7739,16.2489,0.0041,0.0007,22.04,4.6,869,431,88000,13.0,,,
23,91900,10.313128,10.422653,-10.860290,11.1696,11.1714,18.2165,19.5355,0.0104,0.0007,22.32,4.6,865,400,92000,13.7,,,
24,95900,11.255033,11.376034,-11.320343,11.5672,11.5705,23.4988,23.6163,0.0946,0.0008,22.41,4.6,862,450,96000,14.5,,,
25,99900,,,,,,,,,,24.24,4.9,823,420,100000,14.7,,,
26,103900,11.959080,12.102883,-12.764682,11.7818,11.7843,19.4030,19.7002,4.9240,0.0008,77.34,10.5,347,150,104000,15.4,,,
27,107900,12.974153,13.097680,-15.649345,12.4304,12.4308,17.3382,18.0235,1.1567,0.0011,65.63,9.3,452,222,108000,16.1,,,
28,111900,14.464860,14.606683,-16.390918,13.0168,13.0235,22.7357,23.4499,0.2380,0.0008,52.73,7.9,514,239,112000,16.8,,,
29,115900,16.179163,16.318090,-17.146373,13.4751,13.4774,22.0966,23.4746,0.0816,0.0006,51.93,7.8,513,257,116000,17.6,,,
30,119900,,,,,,,,,,51.37,7.7,514,262,120000,17.8,,,
31,123900,18.132033,18.304627,-18.020858,14.0742,14.0759,22.8141,24.1077,0.0435,0.0004,51.44,7.7,515,246,124000,18.5,,,
32,127900,19.809542,20.001866,-18.989235,15.3430,15.3415,34.7895,35.5443,0.0609,0.0004,56.88,8.3,474,242,128000,19.2,,,
33,131900,22.555534,22.771488,-19.587619,16.4645,16.4667,29.5274,30.3330,0.0543,0.0003,61.54,8.8,445,222,132000,19.9,,,
34,135900,24.989960,25.223238,-20.470275,17.3385,17.3425,36.7272,38.7881,0.0724,0.0002,65.58,9.3,442,236,136000,20.6,,,
35,139900,,,,,,,,,,66.08,9.3,424,211,140000,20.9,,,
36,143900,27.476362,27.635349,-21.272767,18.0692,18.0747,37.2965,38.8269,0.2390,0.0002,76.69,10.4,374,187,144000,21.6,,,
37,147900,30.284329,30.407317,-22.109270,18.9024,18.9052,33.3380,35.4622,0.6171,0.0002,91.62,12.0,321,162,148000,22.3,,,
38,151900,32.318632,32.498144,-22.952208,19.7552,19.7560,44.8218,46.2859,0.1742,0.0001,108.93,13.9,285,130,152000,23.0,,,
39,155900,35.397175,35.422691,-23.924356,20.6220,20.6265,44.3380,45.7414,0.1538,0.0001,120.59,15.2,265,145,156000,23.7,,,
40,159900,,,,,,,,,,114.79,14.5,267,123,160000,23.9,,,
41,163900,36.450263,36.516100,-24.999055,21.5772,21.5794,44.7711,46.6841,0.2433,0.0001,115.81,14.6,282,146,164000,25.3,0.757477,0.631854,0.062812
42,167900,39.469779,39.607663,-25.711299,22.3260,22.3299,46.1576,48.3998,0.2407,0.0001,109.40,13.9,286,138,168000,26.7,0.682885,0.579781,0.051552
43,171900,40.310823,40.447212,-26.778054,23.2390,23.2380,53.8741,54.3200,0.1972,0.0001,109.21,13.9,286,151,172000,28.1,0.665199,0.566228,0.049486
44,175900,43.402804,43.671451,-27.483299,24.0036,24.0042,42.2495,44.0597,0.3591,0.0001,108.44,13.8,292,133,176000,29.4,0.622362,0.531435,0.045463
45,179900,,,,,,,,,,109.91,14.0,279,133,180000,29.7,,,
46,183900,47.289479,47.544687,-28.263129,24.8001,24.7999,58.5521,63.3883,0.2414,0.0001,108.57,13.9,292,145,184000,31.1,0.630424,0.539086,0.045669
47,187900,48.458418,48.737255,-29.227772,25.7198,25.7241,53.0233,53.9033,0.3418,0.0001,107.49,13.7,293,168,188000,32.5,0.587227,0.502095,0.042566
48,191900,50.673573,51.014209,-30.107038,26.5665,26.5677,61.9133,64.5109,0.2301,0.0001,105.76,13.5,295,142,192000,33.9,0.547813,0.469735,0.039039
49,195900,54.676497,55.098174,-31.044955,27.4166,27.4143,69.1281,71.3982,0.1942,0.0000,111.27,14.1,278,144,196000,35.3,0.524235,0.450098,0.037068
50,199900,,,,,,,,,,108.11,13.8,293,144,200000,35.5,,,
51,203900,55.969410,56.439051,-31.787135,28.2043,28.2015,68.4242,67.2501,0.2213,0.0000,111.74,14.2,283,140,204000,36.9,0.529079,0.454177,0.037451
52,207900,57.535611,57.982166,-32.894092,29.1015,29.1010,71.1444,73.9084,0.1750,0.0000,117.84,14.9,263,131,208000,38.3,0.552476,0.474363,0.039057
53,211900,60.957618,61.607971,-33.681501,29.9617,29.9642,93.0834,94.8647,0.2406,0.0000,116.16,14.7,263,137,212000,39.6,0.567039,0.486670,0.040185
54,215900,62.767517,63.581846,-34.584789,30.8546,30.8556,98.7907,101.7528,0.2510,0.0000,126.04,15.7,255,118,216000,41.0,0.560850,0.481291,0.039780
55,219900,,,,,,,,,,130.14,16.2,250,126,220000,41.3,,,
56,223900,65.894837,66.676331,-35.407470,31.5715,31.5767,83.9336,87.6237,0.3616,0.0000,129.28,16.1,249,125,224000,42.6,0.594093,0.509296,0.042398
57,227900,69.216888,70.074127,-36.199828,32.4224,32.4203,82.6042,83.6265,0.4019,0.0000,128.80,16.0,257,128,228000,44.0,0.607950,0.520478,0.043736
58,231900,70.712948,71.691679,-37.144821,33.2733,33.2671,86.6785,89.7739,0.3057,0.0000,121.58,15.2,263,134,232000,45.4,0.564170,0.483804,0.040183
59,235900,74.719960,75.935030,-37.834273,34.0493,34.0490,99.0477,101.4995,0.4938,0.0000,125.68,15.7,251,131,236000,46.8,0.583408,0.499635,0.041887
60,239900,,,,,,,,,,119.95,15.1,262,127,240000,47.1,,,
61,243900,77.231695,78.380043,-38.625892,34.8697,34.8737,98.1941,99.8479,0.4036,0.0000,129.66,16.1,252,113,244000,48.4,0.585387,0.501075,0.042156
62,247900,79.526573,80.790694,-39.500697,35.6130,35.6118,115.1705,112.0401,0.3427,0.0000,129.66,16.1,249,121,248000,49.8,0.597737,0.512552,0.042593
