epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-104.41,266.4,15,1,4000,1.1
2,7999,304515265073504448.000000,321813103661243776.000000,-1921404947.738345,1737705104.6228,1729049557.4214,3790126339700955.0000,4186267231409435.5000,88300.8141,0.0011,-404.92,261.5,14,4,8000,557.5
3,11999,234523319528312799232.000000,242797724300859932672.000000,-95440859469.250565,88994134155.1206,88836948918.9222,1144461787789947648.0000,1238184882421046528.0000,603733.7676,0.0000,-2251.12,1001.0,4,2,12000,1301.3
4,15999,6127790660088185749504.000000,6309940566276865785856.000000,-645784527976.366089,609956101320.7040,609237497373.9008,inf,inf,0.0000,0.0000,-2262.32,1001.0,4,0,16000,2051.2
5,19999,48786720250481774428160.000000,58736232510685760716800.000000,-2255164148076.380371,2140338321354.9158,2119062105971.7529,inf,inf,0.0000,0.0000,-2259.14,1001.0,4,0,20000,2796.6
6,23999,98744864091756577161216.000000,147146859045827335159808.000000,-3990477325868.728516,3878994769792.2046,3799101793123.6968,inf,inf,0.0000,0.0000,-2254.83,1001.0,4,2,24000,3547.4
7,27999,74172527355531192434688.000000,192434357782939850244096.000000,-1940896649895.447754,2007743068944.9043,2190046434201.9277,inf,inf,0.0000,0.0000,-2248.41,1001.0,4,1,28000,4293.9
8,31999,58277945477138575523840.000000,314510827225560563843072.000000,778338443012.095947,-745626189531.3817,-407775375831.1136,inf,inf,70575912.3332,0.0000,-2251.29,1001.0,4,2,32000,5042.8
9,35999,7860862370964156973056.000000,10069538314137632768000.000000,29631917268.966080,-61854948537.4054,-86567685096.5488,inf,inf,0.0000,0.0000,-2249.04,1001.0,4,4,36000,5792.1
10,39999,4110233663206141722624.000000,3754155917344950976512.000000,406676486418.856934,-419833815520.3117,-415694848787.7642,inf,inf,0.0000,0.0000,-2249.54,1001.0,4,3,40000,6539.3
11,43999,34401706653370057490432.000000,41127574601151786516480.000000,2097389313201.602539,-2129473945158.2874,-2107264434019.6965,inf,inf,0.0000,0.0000,-2262.57,1001.0,4,3,44000,7285.6
12,47999,148222088428255291899904.000000,180355707509943910268928.000000,5177605402516.520508,-5142406795343.9541,-5112020444025.9785,inf,inf,0.0000,0.0000,-2258.84,1001.0,4,2,48000,8034.6
13,51999,364516161410867411288064.000000,427038951320274383929344.000000,8985909924286.955078,-8874065719373.3320,-8839586889764.6992,inf,inf,0.0000,0.0000,-2252.63,1001.0,4,2,52000,8783.6
14,55999,766866981748784335159296.000000,956830556081839212068864.000000,13989983375573.646484,-13776441525702.4922,-13700480137916.5801,inf,inf,0.0000,0.0000,-2249.97,1001.0,4,2,56000,9533.4
