epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,,104.69,22.6,120,57,4000,0.3,,,
2,7900,,,,,,,,,,115.59,25.5,161,79,8000,0.8,,,
3,11900,1.106624,1.135694,-8.010629,7.4614,7.4580,8.0778,7.5637,0.0052,0.0015,97.18,21.9,201,90,12000,3.2,0.850091,0.671741,0.089175
4,15900,2.039772,2.167447,-12.879031,12.6512,12.6502,25.8877,24.6936,0.0266,0.0010,61.83,15.7,257,131,16000,5.5,0.752027,0.627968,0.062029
5,19900,,,,,,,,,,61.09,15.2,258,135,20000,6.0,,,
6,23900,4.674061,4.569379,-17.244091,16.9196,16.9208,53.7951,54.0138,0.0414,0.0004,56.45,14.3,294,132,24000,8.2,0.707484,0.594057,0.056713
7,27900,8.438434,7.978058,-21.330503,20.9020,20.9008,96.0961,94.9504,0.0621,0.0000,58.04,15.1,254,123,28000,10.5,0.653492,0.549003,0.052245
8,31900,13.321665,12.880268,-24.849577,24.3619,24.3601,139.5645,135.6015,0.0622,0.0000,62.11,16.6,247,115,32000,12.8,0.599121,0.505307,0.046907
9,35900,19.773096,19.348725,-27.944218,27.4794,27.4788,183.6786,179.6794,0.1014,0.0000,63.41,16.0,236,122,36000,15.1,0.546875,0.462903,0.041986
10,39900,,,,,,,,,,77.42,19.0,205,107,40000,15.6,,,
11,43900,27.644001,26.720567,-31.242149,30.6642,30.6639,243.9234,241.9052,0.2073,0.0004,72.75,18.0,229,111,44000,17.9,0.535358,0.462177,0.036591
12,47900,35.746342,34.998173,-34.010561,33.3816,33.3796,284.5029,292.0176,0.2865,0.0011,80.37,19.8,193,89,48000,20.2,0.487064,0.422327,0.032368
13,51900,43.828372,43.304267,-36.860056,36.1849,36.1863,346.6427,355.7028,0.4807,0.0001,98.71,23.8,109,61,52000,22.6,0.604692,0.526274,0.039209
14,55900,52.843834,53.148122,-39.892196,39.0637,39.0663,458.8122,448.8501,0.7507,0.0019,225.31,48.5,86,38,56000,25.0,0.573773,0.496716,0.038529
15,59900,,,,,,,,,,245.32,52.3,54,32,60000,25.6,,,
16,63900,56.389384,57.161905,-43.088246,42.1541,42.1574,542.3953,501.3605,1.0266,0.0000,275.72,58.4,81,37,64000,27.9,0.581101,0.502456,0.039322
