epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,-11.91,27.7,23,12,4000,0.3,,,
2,7900,,,,,,,-23.11,43.4,11,6,8000,0.6,,,
3,11900,0.468119,-2.012065,1.2665,1.8316,0.1243,0.0026,10.30,98.8,4,2,12000,2.3,,,
4,15900,0.966405,-2.335321,1.2150,4.3460,0.8309,0.0042,,,0,0,16000,3.9,,,
5,19900,,,,,,,,,0,0,20000,4.2,,,
6,23900,0.932825,-2.788597,1.4918,5.4913,1.6079,0.0147,-123.15,212.0,2,1,24000,5.8,,,
7,27900,1.096094,-4.947112,3.4347,7.0474,1.9572,0.0175,,,0,0,28000,7.4,,,
8,31900,1.000010,-7.685635,6.3440,7.0021,1.8872,0.0176,,,0,0,32000,9.1,,,
9,35900,0.795083,-9.988505,8.8688,6.1068,1.4822,0.0202,,,0,0,36000,10.7,,,
10,39900,,,,,,,,,0,0,40000,11.0,,,
11,43900,0.683853,-11.999769,11.0307,5.5999,1.1619,0.0254,-15.64,420.5,2,2,44000,12.6,,,
12,47900,0.798440,-13.934918,13.0944,6.0070,1.0665,0.0255,47.51,443.9,8,4,48000,14.3,,,
13,51900,0.966763,-15.920702,15.1505,6.3498,1.1429,0.0282,106.00,373.4,8,5,52000,15.9,,,
14,55900,1.078840,-17.785849,17.0676,6.5426,1.2278,0.0331,88.14,417.9,9,4,56000,17.6,,,
15,59900,,,,,,,100.87,181.0,4,3,60000,17.8,,,
16,63900,1.109310,-19.596634,18.9101,6.2811,1.1482,0.0368,193.99,615.0,3,1,64000,19.7,0.796865,0.610250,0.093307
17,67900,1.079812,-21.472116,20.7879,6.2449,1.1758,0.0400,222.09,672.5,2,1,68000,21.7,0.348472,0.223190,0.062641
18,71900,1.106884,-23.274106,22.6160,6.6510,1.2611,0.0448,229.36,391.2,4,3,72000,23.6,0.119689,0.048817,0.035436
19,75900,1.125349,-25.050196,24.4151,6.5181,1.2448,0.0459,218.36,740.0,1,0,76000,25.4,0.086403,0.036781,0.024811
20,79900,,,,,,,359.65,760.5,2,1,80000,25.7,,,
21,83900,1.165233,-26.789144,26.1726,6.8713,1.2662,0.0524,279.33,368.8,4,4,84000,27.6,0.078600,0.037471,0.020565
22,87900,1.240570,-28.493824,27.8962,6.9097,1.2670,0.0561,65.91,58.0,2,0,88000,29.5,0.034483,0.012118,0.011183
23,91900,1.317466,-30.142186,29.5530,7.3503,1.3534,0.0609,369.03,732.3,3,2,92000,31.4,0.066018,0.040111,0.012953
24,95900,1.239631,-31.807683,31.2188,6.8422,1.3371,0.0632,396.94,463.8,4,2,96000,33.3,0.019287,0.005897,0.006695
25,99900,,,,,,,368.56,980.7,39,17,100000,33.5,,,
26,103900,1.678477,-33.469355,32.9008,7.8011,1.3658,0.0696,386.51,670.2,24,12,104000,35.5,0.461983,0.386827,0.037578
27,107900,2.196826,-35.344482,34.8001,9.5330,1.3246,0.0764,325.34,554.5,15,7,108000,37.4,0.163707,0.120764,0.021472
28,111900,2.348009,-37.286581,36.7228,9.9259,1.3965,0.0773,144.27,175.5,10,8,112000,39.3,0.076278,0.048530,0.013874
29,115900,2.679215,-39.126989,38.5907,10.9437,1.5336,0.0829,112.76,95.9,7,3,116000,41.2,0.119310,0.090725,0.014293
30,119900,,,,,,,284.36,249.9,10,5,120000,41.4,,,
31,123900,2.763529,-40.954802,40.4305,11.5935,1.5726,0.0920,281.87,340.2,8,2,124000,43.4,0.061071,0.040329,0.010371
32,127900,2.935119,-42.752897,42.2180,12.2431,1.5349,0.0979,323.54,272.0,3,1,128000,45.3,0.060073,0.041140,0.009466
33,131900,2.947889,-44.680628,44.1084,11.5369,1.6373,0.1029,446.02,345.5,2,1,132000,47.2,0.030875,0.017598,0.006639
34,135900,3.221546,-46.551958,45.9503,12.8938,1.6652,0.1117,381.82,302.1,7,4,136000,49.1,0.125113,0.103413,0.010850
35,139900,,,,,,,298.75,239.6,5,1,140000,49.3,,,
36,143900,3.277458,-48.356512,47.7671,13.8282,1.6734,0.1171,453.10,425.1,8,5,144000,51.3,0.067308,0.048926,0.009191
37,147900,3.431705,-50.067747,49.4834,14.3036,1.7404,0.1268,557.28,621.0,6,2,148000,53.3,0.085804,0.070452,0.007676
38,151900,3.712445,-51.721215,51.1290,15.4850,1.7820,0.1341,445.41,347.1,7,3,152000,55.2,0.090817,0.072369,0.009224
39,155900,4.045702,-53.290115,52.6770,16.2579,1.8026,0.1366,463.49,527.9,12,6,156000,57.0,0.078265,0.063785,0.007240
40,159900,,,,,,,739.44,1001.0,1,1,160000,57.3,,,
41,163900,3.922721,-54.863117,54.2367,15.3150,1.8321,0.1392,316.11,460.8,5,0,164000,59.3,0.054154,0.042765,0.005694
42,167900,4.168675,-56.492304,55.8480,16.8453,1.9583,0.1488,354.09,222.8,4,1,168000,61.2,0.035872,0.025963,0.004955
43,171900,4.095181,-58.106117,57.4569,16.9672,1.9009,0.1521,469.56,610.0,2,1,172000,63.1,0.021909,0.012806,0.004552
44,175900,4.160739,-59.698074,59.0380,15.2178,1.9035,0.1539,393.72,564.0,2,0,176000,65.0,0.024348,0.015658,0.004345
45,179900,,,,,,,1034.86,1001.0,1,0,180000,65.3,,,
46,183900,4.237148,-61.222435,60.5593,16.4409,1.9669,0.1602,842.03,672.3,3,2,184000,67.2,0.011123,0.004066,0.003529
47,187900,4.334286,-62.802405,62.1370,16.7697,1.9818,0.1685,663.25,590.2,4,1,188000,69.1,0.014373,0.008026,0.003173
48,191900,4.666804,-64.358797,63.6735,17.5868,1.9731,0.1726,576.35,655.2,4,3,192000,71.1,0.039908,0.032370,0.003769
49,195900,4.748235,-65.948199,65.2575,18.3437,2.0123,0.1753,350.87,557.8,4,2,196000,73.0,0.035273,0.027277,0.003998
50,199900,,,,,,,662.69,718.8,4,3,200000,73.3,,,
51,203900,5.084121,-67.438205,66.7496,17.3403,2.1121,0.1816,699.60,883.1,28,12,204000,75.2,0.185788,0.163556,0.011116
52,207900,5.517678,-69.237365,68.5322,18.3677,2.0899,0.1919,750.68,904.7,7,3,208000,77.2,0.085665,0.072462,0.006602
53,211900,6.052262,-71.026914,70.3361,21.4048,2.0337,0.2013,497.77,461.2,16,8,212000,79.1,0.144094,0.125808,0.009143
54,215900,6.680920,-72.847198,72.1507,22.8143,2.2388,0.2086,358.86,407.1,10,2,216000,81.1,0.124242,0.104313,0.009964
55,219900,,,,,,,452.71,530.5,12,4,220000,81.3,,,
56,223900,6.835315,-74.767424,74.0552,23.1828,2.0830,0.2145,563.77,463.5,14,5,224000,83.2,0.085462,0.068898,0.008282
