epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,-11.51,24.9,32,14,4000,0.3
2,7900,,,,,,,-12.40,44.1,12,9,8000,0.6
3,11900,0.462559,-2.244900,1.4674,1.7746,0.1159,0.0084,,,0,0,12000,2.2
4,15900,0.934609,-2.220631,1.3080,3.5985,0.7296,0.0004,,,0,0,16000,3.8
5,19900,,,,,,,,,0,0,20000,4.0
6,23900,0.922193,-2.694235,2.0182,4.8779,1.3357,0.0000,-89.30,194.0,1,0,24000,5.6
7,27900,0.997051,-3.488717,2.7634,5.5370,1.5813,0.0000,,,0,0,28000,7.2
8,31900,0.834505,-4.476144,3.7367,5.4485,1.3225,0.0012,,,0,0,32000,8.7
9,35900,0.649898,-5.151703,4.5785,4.8607,1.0912,0.0172,,,0,0,36000,10.3
10,39900,,,,,,,,,0,0,40000,10.5
11,43900,0.572356,-5.416506,4.9974,4.6575,1.1286,0.0210,,,0,0,44000,12.1
12,47900,0.517414,-5.616800,5.2557,4.1891,1.0243,0.0238,-54.58,447.5,2,1,48000,13.6
13,51900,0.486229,-5.940223,5.6037,4.0408,1.1325,0.0256,-53.90,262.0,2,1,52000,15.2
14,55900,0.452718,-6.300558,5.9704,3.6853,1.1130,0.0262,,,0,0,56000,16.7
15,59900,,,,,,,,,0,0,60000,16.9
16,63900,0.439476,-6.754537,6.4368,3.8485,1.0847,0.0282,-35.71,635.5,2,2,64000,18.5
17,67900,0.463745,-7.296675,6.9815,3.7517,1.2094,0.0301,46.32,628.7,3,1,68000,20.1
18,71900,0.487501,-7.929700,7.6169,3.8772,1.0825,0.0312,-150.78,673.0,1,0,72000,21.7
19,75900,0.734308,-10.052995,8.7532,4.2272,1.4832,0.0460,92.38,700.7,3,2,76000,23.3
20,79900,,,,,,,-7.39,764.5,4,2,80000,23.5
21,83900,1.592897,-14.757379,13.3297,6.1159,2.1549,0.0506,2.56,809.9,7,4,84000,25.1
22,87900,1.523689,-15.718628,14.6660,5.7396,1.9345,0.0535,-22.89,562.1,8,3,88000,26.7
23,91900,1.573701,-17.596104,16.2834,6.4550,1.8186,0.0518,-6.80,244.0,1,0,92000,28.3
24,95900,1.433930,-20.112214,18.9719,6.3783,1.6653,0.0543,54.60,571.0,3,3,96000,29.8
25,99900,,,,,,,38.88,964.7,48,22,100000,30.1
26,103900,1.639958,-22.391572,21.3017,6.7807,1.7429,0.0571,110.87,876.1,22,6,104000,31.7
27,107900,1.839700,-24.849149,23.8493,6.9036,1.6857,0.0611,98.33,481.5,11,1,108000,33.2
28,111900,2.135061,-27.081059,26.1373,7.6402,1.7614,0.0657,71.32,74.2,10,5,112000,34.8
29,115900,2.184717,-29.137803,28.2454,7.9483,1.7576,0.0692,122.58,121.8,4,2,116000,36.3
30,119900,,,,,,,261.44,430.0,2,1,120000,36.5
31,123900,2.278745,-31.086062,30.2176,7.9688,1.7578,0.0741,202.32,213.9,7,3,124000,38.2
32,127900,2.443631,-32.934174,32.1133,8.4861,1.9170,0.0784,99.20,116.5,2,1,128000,39.8
33,131900,2.576060,-34.815401,33.9885,9.0345,1.8324,0.0862,216.82,206.4,12,7,132000,41.4
34,135900,2.824158,-36.665517,35.8625,10.1274,1.8185,0.0942,313.79,296.4,9,4,136000,42.9
35,139900,,,,,,,275.87,315.1,10,6,140000,43.2
36,143900,3.067593,-38.464062,37.6816,10.8104,1.8799,0.1003,180.67,163.1,7,4,144000,44.7
37,147900,3.210283,-40.189476,39.4016,11.1645,1.9462,0.1109,327.25,387.2,11,4,148000,46.3
38,151900,3.316558,-41.867948,41.0989,11.6539,1.9538,0.1132,349.97,560.3,3,2,152000,47.9
39,155900,3.463806,-43.550328,42.7872,12.4294,2.0094,0.1202,244.96,269.8,4,2,156000,49.5
40,159900,,,,,,,479.17,427.5,2,0,160000,49.7
41,163900,3.606125,-45.158513,44.4058,13.3951,2.0439,0.1275,321.68,335.7,3,1,164000,51.3
42,167900,3.639295,-46.718890,45.9609,13.3359,1.9533,0.1342,672.55,1001.0,2,0,168000,52.9
43,171900,3.639848,-48.302027,47.5479,13.3672,1.9329,0.1357,239.66,634.5,2,2,172000,54.5
44,175900,3.537430,-49.955017,49.1862,13.3753,1.9871,0.1440,597.82,1001.0,2,0,176000,56.1
45,179900,,,,,,,396.03,1001.0,2,0,180000,56.3
46,183900,3.741393,-51.646188,50.8553,14.2235,1.9572,0.1492,613.23,841.4,7,5,184000,57.9
47,187900,3.819548,-53.301540,52.5128,14.6474,2.0766,0.1546,411.14,644.2,5,2,188000,59.5
48,191900,3.906883,-54.999380,54.2170,14.4924,2.0984,0.1586,566.90,639.7,3,2,192000,61.1
49,195900,3.936891,-56.774497,55.9752,15.0288,2.0854,0.1679,599.31,544.3,7,4,196000,62.7
50,199900,,,,,,,444.95,518.7,3,2,200000,62.9
51,203900,4.455225,-58.438801,57.6630,16.4728,2.0715,0.1739,610.49,839.5,29,15,204000,64.5
52,207900,4.718353,-60.283502,59.4664,17.6852,2.0940,0.1758,623.03,656.6,5,3,208000,66.1
53,211900,4.810353,-62.355360,61.5233,17.9901,2.2022,0.1814,519.72,650.6,8,4,212000,67.7
54,215900,5.225682,-64.310391,63.4826,19.7049,2.2278,0.1850,347.40,434.6,7,2,216000,69.3
55,219900,,,,,,,659.76,493.5,6,5,220000,69.5
56,223900,5.464039,-66.236539,65.3994,19.6321,2.1946,0.1915,822.07,665.0,5,1,224000,71.1
57,227900,5.657997,-68.269800,67.4200,21.3312,2.1762,0.2010,223.85,129.3,3,1,228000,72.7
58,231900,5.838459,-70.153798,69.3005,21.4967,2.2360,0.2062,1282.03,962.2,6,5,232000,74.3
59,235900,6.382207,-72.327393,71.4449,22.0585,2.3572,0.2171,649.45,834.9,8,2,236000,75.9
60,239900,,,,,,,678.83,858.9,8,5,240000,76.2
61,243900,6.695628,-74.331657,73.4543,23.3090,2.3462,0.2237,947.90,577.0,5,3,244000,77.8
62,247900,7.121951,-76.440785,75.5640,24.1697,2.4956,0.2317,876.74,788.9,7,4,248000,79.4
63,251900,7.097273,-78.651962,77.7429,22.7879,2.4467,0.2340,635.13,710.8,4,0,252000,81.0
64,255900,7.343498,-80.889170,79.9430,24.1860,2.4602,0.2421,1036.65,717.3,3,2,256000,82.6
65,259900,,,,,,,871.63,498.0,10,5,260000,82.8
66,263900,8.189736,-83.112155,82.1630,27.9582,2.4963,0.2498,675.48,415.3,10,5,264000,84.4
67,267900,8.451443,-85.204898,84.2410,31.5398,2.6237,0.2570,862.07,555.5,2,1,268000,86.0
68,271900,8.664325,-87.255224,86.3244,30.0196,2.5779,0.2590,769.60,458.0,7,2,272000,87.6
69,275900,8.956936,-89.252203,88.2825,31.0566,2.7520,0.2699,816.20,422.5,4,3,276000,89.2
70,279900,,,,,,,720.14,361.2,6,2,280000,89.4
71,283900,9.711315,-91.142814,90.1799,35.3095,2.7166,0.2779,972.60,780.4,8,6,284000,91.0
72,287900,9.815282,-93.013567,92.0570,33.8523,2.7498,0.2835,766.40,629.4,5,3,288000,92.7
73,291900,10.321657,-95.026325,94.0429,34.6133,2.6797,0.2887,506.55,222.0,3,0,292000,94.3
74,295900,10.451428,-96.845514,95.8717,34.9533,2.7468,0.2971,866.93,743.5,4,2,296000,96.0
75,299900,,,,,,,974.95,554.2,5,1,300000,96.2
76,303900,10.802553,-98.579044,97.6254,35.4056,2.9120,0.3069,1183.68,1001.0,12,7,304000,97.8
77,307900,11.027036,-100.564029,99.6172,33.6882,2.8600,0.3166,572.35,611.6,8,4,308000,99.4
78,311900,12.136585,-102.377383,101.4013,39.4458,2.9257,0.3271,730.86,425.0,11,8,312000,101.0
79,315900,12.772542,-104.234849,103.2471,41.6493,2.9920,0.3413,781.26,399.1,15,5,316000,102.5
80,319900,,,,,,,697.37,428.2,10,7,320000,102.8
81,323900,13.765203,-106.172048,105.1966,48.4228,3.0058,0.3521,546.00,564.2,6,2,324000,104.4
82,327900,14.973834,-107.959148,106.9502,51.0707,2.9175,0.3603,555.17,215.5,4,2,328000,106.0
83,331900,14.854216,-109.834120,108.7993,49.0140,3.0798,0.3714,1123.82,662.6,9,3,332000,107.6
84,335900,15.887690,-111.734319,110.7043,55.9553,3.1807,0.3698,849.08,538.8,16,8,336000,109.2
85,339900,,,,,,,870.73,510.9,8,5,340000,109.5
86,343900,17.196741,-113.402761,112.3694,58.9784,3.2139,0.3832,497.90,437.3,6,2,344000,111.0
87,347900,16.895220,-115.203210,114.1630,59.1987,3.1019,0.3818,303.59,454.4,5,3,348000,112.6
88,351900,16.396467,-117.134785,116.0770,55.2836,3.1927,0.3873,1927.25,1001.0,3,2,352000,114.2
89,355900,17.925713,-118.666916,117.6175,61.1349,3.1977,0.4036,586.75,232.6,9,6,356000,115.8
90,359900,,,,,,,740.41,783.7,7,3,360000,116.0
91,363900,18.208375,-120.516410,119.4747,60.4655,3.4671,0.4120,654.47,415.9,21,9,364000,117.7
92,367900,19.419545,-122.057346,121.0179,66.8468,3.3857,0.4402,241.19,143.8,13,8,368000,119.3
93,371900,21.174342,-123.731078,122.6838,72.0022,3.3575,0.4281,704.21,588.1,10,4,372000,120.9
94,375900,21.934462,-125.357799,124.3354,74.4825,3.4360,0.4624,288.07,114.2,5,1,376000,122.5
95,379900,,,,,,,360.17,375.7,7,4,380000,122.7
96,383900,21.941461,-127.039582,126.0280,75.6247,3.4166,0.4562,947.66,555.5,11,4,384000,124.3
97,387900,22.855250,-128.563276,127.5896,85.2340,3.7341,0.4637,706.74,356.8,4,2,388000,125.9
98,391900,23.809508,-129.970345,128.9288,83.6861,3.5731,0.4739,856.56,598.2,5,2,392000,127.4
99,395900,24.005011,-131.890583,130.8361,86.8298,3.5886,0.4689,354.67,290.6,5,2,396000,129.0
100,399900,,,,,,,1097.34,1001.0,3,1,400000,129.2
1,3900,,,,,,,-8.54,24.7,30,11,4000,1.8
2,7900,,,,,,,-11.39,42.9,14,7,8000,3.9
1,3999,,,,,,,-112.07,283.4,14,3,4000,1.3
1,3900,,,,,,,,,,-8.81,22.2,25,12,4000,0.4
2,7900,,,,,,,,,,-16.95,40.7,11,5,8000,0.7
3,11900,0.318848,0.319158,-1.130792,0.5719,0.5721,1.2795,1.2964,0.0906,0.0039,31.95,107.0,2,1,12000,2.4
4,15900,0.434610,0.431590,-0.935666,-0.0309,-0.0306,2.0523,2.0377,0.5214,0.0001,,,0,0,16000,4.0
5,19900,,,,,,,,,,,,0,0,20000,4.3
6,23900,0.477259,0.466322,-0.685043,-0.2392,-0.2394,2.4459,2.5649,1.1477,0.0035,,,0,0,24000,5.9
7,27900,0.691213,0.670964,-0.836032,-0.1479,-0.1479,3.6332,3.8227,2.1149,0.0155,-233.22,253.1,19,5,28000,7.5
8,31900,0.751548,0.752486,-0.542115,-0.2211,-0.2213,4.1042,4.2669,2.4005,0.0205,-211.93,298.0,1,0,32000,9.2
9,35900,0.756559,0.766754,-0.649971,-0.2503,-0.2501,4.0012,4.2719,3.5410,0.0300,-232.74,341.0,1,1,36000,10.8
10,39900,,,,,,,,,,,,0,0,40000,11.0
11,43900,0.717598,0.731510,-1.470101,-0.0119,-0.0115,4.1652,4.5738,3.3618,0.0280,,,0,0,44000,12.7
12,47900,0.718428,0.735303,-2.050660,0.6620,0.6620,4.3915,4.6283,3.1495,0.0307,,,0,0,48000,14.4
13,51900,0.704107,0.713952,-2.857771,1.5710,1.5711,4.4156,4.5924,3.3262,0.0347,,,0,0,52000,16.0
14,55900,0.674547,0.686371,-3.522761,2.3453,2.3451,4.2444,4.5365,3.7001,0.0367,,,0,0,56000,17.6
15,59900,,,,,,,,,,,,0,0,60000,17.9
16,63900,0.645252,0.652214,-4.202271,3.0930,3.0927,4.1943,4.4494,3.2967,0.0365,,,0,0,64000,19.5
17,67900,0.621101,0.627310,-4.899234,3.8394,3.8392,3.9598,4.1448,3.1990,0.0377,,,0,0,68000,21.1
18,71900,0.611237,0.618859,-5.569637,4.5686,4.5683,4.0494,4.1412,2.9025,0.0382,,,0,0,72000,22.7
19,75900,0.583096,0.592931,-6.199784,5.2330,5.2329,3.6802,3.8362,2.6061,0.0373,,,0,0,76000,24.4
20,79900,,,,,,,,,,362.11,528.0,1,1,80000,24.6
21,83900,0.593032,0.597006,-6.809643,5.8826,5.8824,3.7849,3.9551,2.7465,0.0429,404.75,574.0,1,1,84000,26.2
22,87900,0.583780,0.586260,-7.415943,6.5314,6.5312,3.3965,3.5330,2.9469,0.0436,,,0,0,88000,27.8
23,91900,0.590366,0.587687,-8.018565,7.1513,7.1510,3.4183,3.6798,2.4907,0.0436,451.50,651.0,1,1,92000,29.6
24,95900,0.583677,0.579676,-8.580277,7.7466,7.7466,3.5132,3.5204,2.8450,0.0477,,,0,0,96000,31.2
25,99900,,,,,,,,,,212.66,1000.0,52,30,100000,31.5
26,103900,0.598133,0.598767,-9.161867,8.3504,8.3503,3.3476,3.4989,2.7559,0.0482,254.17,1001.0,14,3,104000,33.1
27,107900,0.630678,0.628868,-9.885697,9.0997,9.0995,3.3587,3.5741,2.6052,0.0495,318.44,1001.0,11,7,108000,34.8
28,111900,0.643416,0.642686,-10.643902,9.8724,9.8724,3.3507,3.4634,2.4124,0.0516,294.00,689.0,3,2,112000,36.5
29,115900,0.635056,0.635160,-11.303933,10.5565,10.5564,3.4500,3.3814,2.5539,0.0554,,,0,0,116000,38.2
30,119900,,,,,,,,,,,,0,0,120000,38.4
31,123900,0.640517,0.639410,-11.953424,11.2285,11.2285,3.3658,3.3802,2.4658,0.0542,,,0,0,124000,40.1
32,127900,0.641199,0.640336,-12.635806,11.9130,11.9128,3.2264,3.2890,2.2817,0.0561,681.55,950.1,17,9,128000,41.8
33,131900,0.675987,0.672932,-13.278834,12.5654,12.5653,3.4973,3.5012,2.2561,0.0603,814.90,1001.0,1,0,132000,43.4
34,135900,0.682989,0.684401,-13.925276,13.2236,13.2235,3.3516,3.3939,2.4210,0.0608,815.19,1001.0,1,1,136000,45.0
35,139900,,,,,,,,,,,,0,0,140000,45.3
36,143900,0.682008,0.682039,-14.543981,13.8645,13.8646,3.2989,3.4540,2.3271,0.0622,188.71,169.0,3,1,144000,47.0
37,147900,0.702818,0.705501,-15.114345,14.4397,14.4396,3.2823,3.3828,2.2941,0.0629,,,0,0,148000,48.6
38,151900,0.716322,0.708670,-15.662571,14.9889,14.9890,3.3341,3.3543,2.4458,0.0670,192.39,162.5,2,0,152000,50.2
39,155900,0.726604,0.728522,-16.222194,15.5565,15.5565,3.2460,3.2978,2.4911,0.0678,,,0,0,156000,52.0
40,159900,,,,,,,,,,356.20,358.5,2,1,160000,52.2
41,163900,0.746238,0.747074,-16.767369,16.1220,16.1218,3.4211,3.4154,2.3045,0.0701,580.49,619.0,1,0,164000,53.9
42,167900,0.776621,0.777284,-17.359529,16.6977,16.6978,3.4876,3.6241,2.1914,0.0695,126.69,87.0,1,0,168000,55.6
43,171900,0.791706,0.794603,-17.893110,17.2636,17.2635,3.3289,3.4770,2.3159,0.0733,546.42,407.0,1,0,172000,57.2
44,175900,0.818791,0.818825,-18.482999,17.8437,17.8440,3.4691,3.4154,2.6225,0.0758,634.16,691.0,1,0,176000,58.9
45,179900,,,,,,,,,,914.81,887.0,2,0,180000,59.1
46,183900,0.854391,0.854417,-19.079652,18.4459,18.4459,3.6933,3.6463,2.2663,0.0772,858.53,865.5,4,1,184000,60.8
47,187900,0.893484,0.893100,-19.691764,19.0604,19.0604,3.7930,3.7932,2.2856,0.0795,741.05,820.0,1,0,188000,62.4
48,191900,0.938802,0.941135,-20.362550,19.7292,19.7291,3.7748,3.7952,2.1649,0.0817,924.21,936.0,2,2,192000,64.1
49,195900,0.991542,0.993181,-21.029071,20.3955,20.3954,3.9305,3.9915,2.4549,0.0851,682.00,661.7,3,1,196000,65.7
50,199900,,,,,,,,,,,,0,0,200000,65.9
51,203900,1.169022,1.168400,-21.689626,21.0777,21.0776,4.3225,4.2556,2.3430,0.0852,965.67,965.2,59,26,204000,67.7
52,207900,1.331603,1.336526,-22.468993,21.8292,21.8294,4.6654,4.6742,2.2457,0.0915,854.22,829.0,11,6,208000,69.3
53,211900,1.356828,1.359175,-23.242266,22.6318,22.6322,4.5032,4.6178,2.1840,0.0943,479.73,520.0,2,2,212000,70.9
