epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,-9.63,26.3,33,16,4000,0.3
2,7900,,,,,,,-8.07,43.9,16,6,8000,0.6
3,11900,0.424406,-1.533321,1.1284,1.6253,0.0718,0.0029,-4.25,100.5,4,3,12000,2.2
4,15900,1.073865,-2.224631,1.1717,4.3956,0.7476,0.0012,-87.64,151.0,1,0,16000,3.7
5,19900,,,,,,,-73.81,142.5,6,2,20000,4.0
6,23900,1.280734,-2.648419,1.7015,6.5020,1.8372,0.0094,-117.28,207.0,1,0,24000,5.5
7,27900,1.107719,-3.769021,3.0066,7.0607,1.6130,0.0204,,,0,0,28000,7.1
8,31900,0.925641,-4.599252,3.9943,6.3421,1.3740,0.0214,-41.41,315.0,1,1,32000,8.6
9,35900,1.262194,-8.391204,6.4895,7.6639,1.7198,0.0336,-50.11,342.5,2,1,36000,10.2
10,39900,,,,,,,-72.02,260.7,3,0,40000,10.4
11,43900,1.695999,-9.943848,9.2260,9.2094,2.0127,0.0356,-32.41,247.5,2,1,44000,12.0
12,47900,1.660370,-10.231609,9.7869,9.3800,1.7073,0.0377,-43.87,234.8,4,2,48000,13.6
13,51900,1.592649,-10.457904,10.0659,8.7785,1.5237,0.0413,-63.46,362.6,5,1,52000,15.1
14,55900,1.495752,-10.664676,10.2976,8.6170,1.5116,0.0437,-34.20,322.8,4,1,56000,16.7
15,59900,,,,,,,-86.33,550.5,2,2,60000,16.9
16,63900,1.483355,-11.287820,10.6710,8.3585,1.4573,0.0502,-44.57,306.3,15,9,64000,18.4
17,67900,1.600884,-12.954171,12.2240,7.9711,1.2880,0.0458,13.99,39.0,2,1,68000,20.0
18,71900,1.475532,-13.922318,13.0092,8.0976,1.4798,0.0514,-4.77,400.8,5,1,72000,21.6
19,75900,1.503741,-15.671309,14.4582,7.4643,1.5198,0.0567,-66.18,490.2,5,2,76000,23.1
20,79900,,,,,,,,,0,0,80000,23.4
21,83900,1.560029,-17.756681,16.6578,7.8045,1.5396,0.0614,,,0,0,84000,25.0
22,87900,1.579038,-19.647423,18.6264,8.1823,1.5850,0.0660,-42.77,852.0,1,1,88000,26.6
23,91900,1.638830,-21.437926,20.4603,8.5543,1.5936,0.0722,165.77,424.7,3,2,92000,28.1
24,95900,1.646518,-23.167347,22.2379,8.4958,1.6765,0.0750,220.91,327.0,2,0,96000,29.8
25,99900,,,,,,,30.34,945.4,37,20,100000,30.0
26,103900,1.893383,-24.789017,23.9102,8.6581,1.6334,0.0807,66.30,896.9,21,11,104000,31.6
27,107900,2.167960,-26.612556,25.7662,9.3441,1.5905,0.0845,87.99,489.0,18,8,108000,33.1
28,111900,2.387166,-28.457451,27.6373,9.4447,1.6076,0.0916,89.72,412.1,11,4,112000,34.7
29,115900,2.582070,-30.280575,29.4685,10.1690,1.6440,0.0983,113.30,241.3,10,6,116000,36.3
30,119900,,,,,,,154.15,404.3,11,5,120000,36.5
31,123900,2.777367,-32.091608,31.3020,11.1011,1.6685,0.1052,283.97,214.0,2,1,124000,38.1
32,127900,2.777407,-33.884087,33.1126,11.0010,1.6748,0.1105,242.74,256.8,5,3,128000,39.6
33,131900,2.925314,-35.667299,34.9069,11.4773,1.6297,0.1171,284.72,253.0,8,4,132000,41.2
34,135900,3.074148,-37.406365,36.6642,11.9960,1.6865,0.1230,287.39,298.0,6,3,136000,42.8
35,139900,,,,,,,321.49,288.0,2,1,140000,43.0
36,143900,3.067185,-39.140080,38.3917,12.2766,1.7041,0.1286,333.32,413.4,10,5,144000,44.6
37,147900,3.368480,-40.829868,40.0777,13.3802,1.7099,0.1383,300.40,363.2,12,6,148000,46.2
38,151900,3.699347,-42.491889,41.7543,14.8111,1.6822,0.1423,234.63,428.6,9,5,152000,47.8
39,155900,3.843783,-44.155719,43.4264,15.0786,1.7759,0.1504,334.73,341.6,12,5,156000,49.4
40,159900,,,,,,,373.17,344.7,7,4,160000,49.6
41,163900,4.013365,-45.730663,44.9852,16.6350,1.8400,0.1611,488.39,757.6,5,1,164000,51.2
42,167900,4.047765,-47.382489,46.6501,16.7028,1.8784,0.1649,310.40,354.1,7,4,168000,52.8
43,171900,4.213817,-48.983357,48.2447,17.9036,1.8008,0.1717,392.18,646.0,6,4,172000,54.4
44,175900,4.280512,-50.532509,49.7990,17.9062,1.9722,0.1826,453.97,590.0,3,2,176000,56.0
45,179900,,,,,,,304.56,264.0,6,3,180000,56.2
46,183900,4.340043,-52.066767,51.3418,17.9830,1.8567,0.1849,440.81,322.2,5,2,184000,57.8
47,187900,4.816579,-53.495558,52.7864,19.6889,1.9254,0.1978,538.90,645.3,3,2,188000,59.3
48,191900,4.612372,-54.964906,54.2585,19.5688,1.9463,0.2070,623.11,493.1,10,5,192000,60.9
49,195900,4.889262,-56.374522,55.6830,20.6480,1.9405,0.2091,533.53,380.0,3,1,196000,62.5
50,199900,,,,,,,151.31,122.0,2,1,200000,62.7
51,203900,5.069338,-57.664609,56.9656,20.9952,2.0250,0.2171,614.83,950.4,17,9,204000,64.4
52,207900,5.022155,-59.151765,58.4528,20.3610,2.1020,0.2238,569.08,714.6,13,7,208000,66.0
53,211900,5.640042,-60.593157,59.8940,22.1641,1.9978,0.2370,316.44,440.9,9,3,212000,67.6
54,215900,5.792278,-62.078740,61.3911,23.5768,1.9945,0.2425,510.74,495.7,10,5,216000,69.2
55,219900,,,,,,,492.96,521.7,12,7,220000,69.4
56,223900,6.329114,-63.523240,62.8538,27.4268,2.1002,0.2516,462.31,505.7,3,3,224000,71.1
57,227900,6.343504,-64.967879,64.2917,27.5277,2.0830,0.2602,275.49,545.0,4,3,228000,72.7
58,231900,6.656081,-66.363929,65.6902,27.7323,2.1447,0.2674,462.34,507.8,6,4,232000,74.2
59,235900,6.692734,-67.912717,67.2232,27.6590,2.2918,0.2733,395.05,461.3,6,1,236000,75.8
60,239900,,,,,,,536.93,332.3,12,8,240000,76.0
61,243900,7.265084,-69.443295,68.7530,31.1439,2.2363,0.2806,600.64,452.8,13,3,244000,77.7
62,247900,7.515471,-70.778528,70.1053,32.4778,2.2223,0.2990,477.44,456.3,10,5,248000,79.2
63,251900,8.103291,-72.169611,71.4936,33.3996,2.3318,0.3041,434.99,388.1,11,6,252000,80.8
64,255900,8.535450,-73.567292,72.8941,37.2657,2.3473,0.3151,629.51,792.1,9,3,256000,82.4
65,259900,,,,,,,568.08,648.5,8,4,260000,82.7
66,263900,8.604482,-74.939999,74.2455,36.1021,2.2881,0.3054,663.84,416.0,4,0,264000,84.2
67,267900,8.606039,-76.444235,75.7413,35.8517,2.3176,0.3138,533.69,603.0,3,0,268000,85.8
68,271900,8.244960,-77.952376,77.2294,34.6151,2.3792,0.3207,572.71,574.2,5,1,272000,87.5
69,275900,8.564665,-79.489692,78.7579,33.5201,2.4625,0.3278,695.24,450.0,5,4,276000,89.1
70,279900,,,,,,,722.43,582.5,8,4,280000,89.3
71,283900,9.436630,-80.911746,80.2006,39.9515,2.5263,0.3522,455.69,493.0,9,5,284000,90.9
72,287900,9.803039,-82.329409,81.6023,41.3860,2.4996,0.3533,525.81,639.2,4,4,288000,92.5
73,291900,9.856010,-83.869070,83.1587,42.7552,2.5303,0.3598,851.98,654.7,7,4,292000,94.1
74,295900,10.217538,-85.372471,84.6338,41.4186,2.6525,0.3726,659.33,463.0,7,2,296000,95.7
75,299900,,,,,,,656.57,360.7,3,1,300000,95.9
76,303900,10.341979,-86.839161,86.0787,40.5787,2.7114,0.3701,540.35,447.3,15,11,304000,97.5
77,307900,10.619628,-88.284373,87.5207,45.0238,2.5107,0.3703,738.27,544.2,6,4,308000,99.1
78,311900,11.343822,-89.708011,88.9559,47.9882,2.5728,0.3821,921.29,671.0,13,5,312000,100.7
79,315900,11.110434,-91.222083,90.4707,48.4883,2.5931,0.3932,849.49,543.0,6,2,316000,102.3
80,319900,,,,,,,490.60,423.5,8,3,320000,102.6
81,323900,12.094688,-92.789327,92.0360,49.1393,2.6349,0.4064,804.27,540.8,5,3,324000,104.2
82,327900,11.931360,-93.926024,93.1789,47.9288,2.6202,0.4207,747.36,517.8,6,1,328000,105.8
83,331900,12.121596,-95.275994,94.5398,48.2896,2.6410,0.4139,828.04,510.9,10,6,332000,107.3
84,335900,12.547588,-96.549211,95.8010,53.9302,2.8208,0.4179,608.84,547.0,9,6,336000,108.9
85,339900,,,,,,,472.70,406.0,12,7,340000,109.2
86,343900,13.069203,-97.930752,97.1838,54.9451,2.6993,0.4248,593.64,598.5,11,4,344000,110.7
87,347900,13.684420,-99.161314,98.4042,60.0870,2.6517,0.4330,911.94,460.3,7,3,348000,112.3
88,351900,14.417758,-100.546509,99.7804,62.3486,2.8103,0.4430,1017.18,759.3,9,3,352000,113.9
89,355900,14.241810,-101.932484,101.1549,62.5153,2.7557,0.4494,480.52,531.6,5,4,356000,115.5
90,359900,,,,,,,531.63,458.8,8,5,360000,115.7
91,363900,15.018034,-103.267915,102.5070,58.7229,2.8223,0.4483,819.03,404.0,7,4,364000,117.3
92,367900,15.109171,-104.533149,103.7750,57.2206,2.7930,0.4602,754.02,580.0,4,4,368000,118.9
93,371900,15.563836,-105.751915,104.9897,70.1452,2.9179,0.4680,392.51,365.5,4,2,372000,120.5
94,375900,16.076621,-107.011419,106.2338,70.6548,2.8111,0.4708,389.14,372.8,8,4,376000,122.1
95,379900,,,,,,,817.88,724.7,7,2,380000,122.4
96,383900,16.117950,-108.244635,107.4549,70.9114,3.0504,0.4851,905.15,623.1,8,4,384000,123.9
97,387900,15.437510,-109.658519,108.8651,67.9407,2.9625,0.4983,461.69,293.3,9,6,388000,125.5
98,391900,16.467341,-110.923126,110.1156,67.7820,2.9171,0.4928,776.03,556.0,9,7,392000,127.2
99,395900,16.513375,-112.242381,111.4530,67.8528,2.9841,0.5010,687.79,326.2,5,1,396000,128.7
100,399900,,,,,,,1495.09,688.0,3,2,400000,129.0
1,3900,,,,,,,,,,-12.47,25.4,30,16,4000,0.4
2,7900,,,,,,,,,,-19.78,43.3,18,10,8000,0.7
3,11900,0.286101,0.291188,-0.940572,0.5164,0.5166,1.0760,1.0511,0.1259,0.0106,2.54,92.5,2,1,12000,2.5
4,15900,0.449264,0.439399,-0.828854,-0.1383,-0.1382,1.9325,1.8982,0.1202,0.0073,-120.25,135.5,2,1,16000,4.1
5,19900,,,,,,,,,,,,0,0,20000,4.4
6,23900,0.483735,0.456600,-0.099955,-0.8888,-0.8895,2.3187,2.4530,0.7164,0.0102,,,0,0,24000,6.0
7,27900,0.604123,0.569659,-1.039485,-1.1417,-1.1419,3.2586,3.2766,1.0870,0.0212,-307.48,255.3,7,2,28000,7.7
8,31900,0.622584,0.581312,0.592091,-1.1927,-1.1927,3.4523,3.4826,1.2496,0.0196,,,0,0,32000,9.3
9,35900,0.633565,0.608474,1.224450,-1.8281,-1.8283,3.6960,3.9095,1.2469,0.0164,-390.73,324.0,1,1,36000,10.9
10,39900,,,,,,,,,,-366.13,293.8,4,4,40000,11.1
11,43900,0.902459,0.865003,0.926109,-2.3642,-2.3647,4.3487,4.5054,1.4967,0.0285,-359.86,290.4,8,4,44000,12.7
12,47900,1.230279,1.198129,0.402831,-2.3613,-2.3610,5.1582,5.6169,2.1853,0.0300,-344.59,283.6,7,5,48000,14.4
13,51900,1.192772,1.173216,0.348397,-2.2043,-2.2043,5.1923,5.5512,2.6204,0.0294,,,0,0,52000,16.1
14,55900,1.074771,1.060458,-0.086407,-1.6286,-1.6284,5.3280,5.5975,2.5864,0.0335,,,0,0,56000,17.7
15,59900,,,,,,,,,,,,0,0,60000,18.0
16,63900,0.986433,0.977866,-0.536384,-1.0738,-1.0738,4.9584,5.4215,2.7387,0.0343,,,0,0,64000,19.6
17,67900,0.911533,0.902698,-1.025244,-0.5210,-0.5206,4.9614,5.1274,2.4972,0.0368,,,0,0,68000,21.2
18,71900,0.836337,0.841917,-1.546615,0.0459,0.0459,4.6715,4.9534,2.4540,0.0405,,,0,0,72000,22.9
19,75900,0.778717,0.778316,-2.050494,0.5957,0.5956,4.3840,4.7005,2.4874,0.0422,,,0,0,76000,24.5
20,79900,,,,,,,,,,,,0,0,80000,24.8
21,83900,0.734047,0.733017,-2.552075,1.1318,1.1319,4.5051,4.5759,2.3539,0.0438,158.60,368.0,1,1,84000,26.4
22,87900,0.690287,0.686122,-3.020892,1.6849,1.6852,4.3276,4.2814,2.7321,0.0470,,,0,0,88000,28.1
23,91900,0.657133,0.653587,-3.504109,2.2022,2.2021,3.9360,4.0318,2.4423,0.0485,,,0,0,92000,29.7
24,95900,0.625716,0.622159,-3.972401,2.7202,2.7201,4.0360,4.1061,2.3722,0.0501,,,0,0,96000,31.4
25,99900,,,,,,,,,,-232.03,1000.0,43,19,100000,31.7
26,103900,0.607100,0.600723,-4.438256,3.2251,3.2250,3.7371,3.7994,2.3926,0.0512,-185.14,907.7,21,7,104000,33.3
27,107900,0.646496,0.643828,-4.934339,3.7933,3.7935,3.7643,3.9142,2.3151,0.0530,-115.72,818.2,18,11,108000,35.0
28,111900,0.675671,0.668539,-5.407758,4.3106,4.3103,3.8003,3.8097,2.3155,0.0547,-40.47,701.0,3,2,112000,36.6
29,115900,0.691854,0.689171,-5.879982,4.8233,4.8232,3.6663,3.7975,2.5783,0.0573,-37.04,714.3,3,2,116000,38.3
30,119900,,,,,,,,,,71.89,935.0,1,1,120000,38.5
31,123900,0.692159,0.687356,-6.359692,5.3261,5.3261,3.6535,3.6548,2.4014,0.0598,,,0,0,124000,40.1
32,127900,0.693310,0.690552,-6.797740,5.8038,5.8037,3.4743,3.6787,2.2066,0.0610,189.05,1001.0,3,1,128000,41.8
33,131900,0.702556,0.693312,-7.276846,6.3035,6.3034,3.5203,3.6116,2.2261,0.0638,,,0,0,132000,43.4
34,135900,0.701015,0.695698,-7.740270,6.8054,6.8053,3.5075,3.6592,2.4055,0.0662,378.80,661.5,2,0,136000,45.1
35,139900,,,,,,,,,,507.63,1001.0,1,1,140000,45.3
36,143900,0.686004,0.683497,-8.244879,7.3260,7.3262,3.3088,3.5097,2.4054,0.0666,575.29,1001.0,6,5,144000,47.0
37,147900,0.684287,0.675949,-8.727057,7.8239,7.8239,3.4205,3.3918,2.3418,0.0671,573.35,1001.0,6,2,148000,48.6
38,151900,0.669819,0.664699,-9.246596,8.3522,8.3522,3.2145,3.2388,2.3866,0.0698,,,0,0,152000,50.4
39,155900,0.669303,0.663222,-9.729563,8.8657,8.8660,3.1707,3.2260,2.5565,0.0727,,,0,0,156000,52.0
40,159900,,,,,,,,,,,,0,0,160000,52.2
41,163900,0.663757,0.661804,-10.226893,9.3754,9.3752,3.2469,3.4480,2.1820,0.0716,,,0,0,164000,53.9
42,167900,0.662431,0.655872,-10.698706,9.8638,9.8639,3.2557,3.2985,2.0610,0.0719,,,0,0,168000,55.5
43,171900,0.650773,0.644967,-11.191936,10.3694,10.3696,3.2368,3.2016,2.5610,0.0771,,,0,0,172000,57.2
44,175900,0.642861,0.641057,-11.682950,10.8613,10.8613,3.0783,3.1642,2.5652,0.0778,,,0,0,176000,58.8
45,179900,,,,,,,,,,,,0,0,180000,59.0
46,183900,0.647511,0.640598,-12.185278,11.3801,11.3801,3.2903,3.2047,2.3647,0.0793,850.22,1001.0,1,0,184000,60.8
47,187900,0.625331,0.621601,-12.651120,11.8734,11.8735,3.0236,3.0986,2.4859,0.0811,,,0,0,188000,62.4
48,191900,0.633329,0.625760,-13.125422,12.3535,12.3535,3.1375,3.0133,2.1927,0.0802,,,0,0,192000,64.0
49,195900,0.638143,0.635998,-13.606125,12.8411,12.8411,3.0447,3.2078,2.2486,0.0838,,,0,0,196000,65.7
50,199900,,,,,,,,,,,,0,0,200000,65.9
51,203900,0.652611,0.648262,-14.071547,13.3270,13.3272,3.0369,3.1172,2.1527,0.0838,795.44,1001.0,56,24,204000,67.6
52,207900,0.706344,0.700384,-14.588441,13.8731,13.8730,3.2974,3.2384,2.0572,0.0862,734.96,906.6,20,12,208000,69.3
53,211900,0.753204,0.746398,-15.145009,14.4408,14.4410,3.4562,3.3335,2.2719,0.0893,771.83,1001.0,3,2,212000,70.9
54,215900,0.760516,0.753380,-15.666182,14.9707,14.9704,3.4311,3.3622,2.4770,0.0928,854.77,1001.0,3,2,216000,72.5
55,219900,,,,,,,,,,361.69,406.0,3,3,220000,72.7
56,223900,0.785286,0.777491,-16.202994,15.5096,15.5100,3.4029,3.3701,2.2485,0.0919,258.66,222.0,1,0,224000,74.4
57,227900,0.804641,0.796047,-16.725227,16.0603,16.0604,3.3518,3.3580,2.4294,0.0958,833.30,1001.0,3,2,228000,76.0
58,231900,0.836005,0.821677,-17.247206,16.5766,16.5767,3.7201,3.4509,2.2590,0.0979,,,0,0,232000,77.6
59,235900,0.848081,0.834955,-17.775465,17.1047,17.1050,3.5830,3.4309,2.0185,0.0993,571.99,567.3,3,1,236000,79.4
60,239900,,,,,,,,,,572.55,583.0,4,1,240000,79.6
61,243900,0.891356,0.876019,-18.303590,17.6458,17.6456,3.6851,3.6348,2.0501,0.0983,820.40,895.3,6,2,244000,81.3
62,247900,0.928567,0.910165,-18.800737,18.1584,18.1586,3.6665,3.5825,2.0778,0.1038,860.14,932.1,8,4,248000,82.9
63,251900,0.962650,0.942111,-19.311310,18.6796,18.6795,3.7208,3.5433,2.5594,0.1079,,,0,0,252000,84.5
64,255900,0.960284,0.939864,-19.820447,19.1906,19.1908,3.8615,3.7482,1.8701,0.1029,,,0,0,256000,86.2
65,259900,,,,,,,,,,712.64,580.0,1,0,260000,86.4
66,263900,0.997690,0.981880,-20.322238,19.6963,19.6963,3.8371,3.7399,2.1021,0.1066,423.41,362.5,2,0,264000,88.1
67,267900,1.049917,1.030768,-20.818316,20.1875,20.1874,4.0174,3.9234,1.8941,0.1093,611.90,509.0,1,1,268000,89.7
68,271900,1.039959,1.019953,-21.283901,20.6759,20.6759,3.9957,3.8351,2.0994,0.1104,,,0,0,272000,91.4
69,275900,1.072740,1.055639,-21.773165,21.1646,21.1646,4.0028,4.0431,2.0823,0.1133,750.35,684.0,1,1,276000,93.0
70,279900,,,,,,,,,,51.24,39.0,1,0,280000,93.3
71,283900,1.117012,1.095671,-22.252016,21.6486,21.6487,4.1612,3.9355,1.9883,0.1144,913.64,848.0,3,2,284000,94.9
72,287900,1.110634,1.086343,-22.760791,22.1521,22.1520,4.0954,3.9474,2.2677,0.1177,646.64,549.5,4,1,288000,96.6
73,291900,1.176064,1.151133,-23.276611,22.6601,22.6601,4.3511,4.2307,2.1628,0.1184,531.74,468.5,4,1,292000,98.2
74,295900,1.217278,1.192959,-23.722624,23.1387,23.1386,4.6194,4.4347,2.3152,0.1230,51.14,44.0,1,1,296000,99.8
75,299900,,,,,,,,,,591.13,485.3,3,2,300000,100.1
76,303900,1.285710,1.261850,-24.205721,23.6055,23.6054,4.7118,4.5943,2.1986,0.1234,941.35,968.9,44,23,304000,101.7
