epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3999,,,,,,,,,,-82.31,243.6,16,2,4000,1.1,,,
2,7999,0.264911,0.270344,-0.311395,1.2025,1.2031,2.5393,2.6314,0.4443,0.0457,9.58,209.4,16,3,8000,14.1,,,
3,11999,0.574668,0.571178,-3.153071,3.9816,3.9816,4.1831,4.3767,1.0575,0.1053,-11.93,389.6,12,2,12000,31.3,,,
4,15999,0.626201,0.638801,-4.382628,3.9951,3.9949,3.9899,4.2934,1.4074,0.2404,39.05,334.5,12,2,16000,48.5,,,
5,19999,0.663097,0.671953,-4.902096,4.3971,4.3969,4.0193,4.3177,1.5873,0.3518,95.95,645.0,6,2,20000,65.6,,,
6,23999,0.630735,0.628087,-5.421408,4.6711,4.6711,3.7477,3.9792,1.6480,0.4737,124.04,729.2,5,0,24000,82.5,,,
7,27999,0.621347,0.629636,-4.871346,4.1504,4.1504,3.5646,3.7629,1.7112,0.6087,40.74,380.0,10,2,28000,99.3,,,
8,31999,0.666522,0.671346,-4.887506,4.1016,4.1015,3.8019,3.9688,1.8117,0.7112,98.32,359.0,13,2,32000,116.3,,,
9,35999,0.645211,0.649336,-4.540570,3.8051,3.8049,3.6508,3.7320,1.8513,0.7807,82.95,392.9,9,2,36000,133.4,,,
10,39999,0.600703,0.610651,-4.206496,3.4724,3.4721,3.3281,3.4051,1.8393,0.8202,187.64,719.2,6,1,40000,150.3,,,
11,43999,0.708773,0.715376,-4.601078,3.7934,3.7936,3.9344,3.9122,1.9651,0.9322,64.55,266.7,14,6,44000,167.1,,,
12,47999,0.814103,0.817494,-5.421014,4.5312,4.5313,4.5813,4.5397,2.1917,1.1048,83.93,331.6,11,3,48000,184.1,,,
13,51999,0.928139,0.932233,-6.093077,5.1601,5.1600,5.1671,5.1389,2.3614,1.2152,28.86,229.1,21,4,52000,201.2,,,
14,55999,1.045596,1.053896,-6.517889,5.5406,5.5404,5.7095,5.6883,2.5631,1.3442,126.53,382.2,8,2,56000,245.3,0.090814,0.016710,0.073129
15,59999,1.092664,1.105631,-6.911934,5.8672,5.8672,6.0592,6.0426,2.7172,1.3938,147.00,448.2,11,2,60000,356.6,0.002871,0.000181,0.002514
16,63999,1.106837,1.117750,-7.471123,6.3881,6.3881,6.3790,6.2927,2.7896,1.4135,88.81,305.8,13,4,64000,467.8,0.000474,0.000312,0.000028
17,67999,1.166081,1.178243,-7.819946,6.7987,6.7989,6.6487,6.5900,2.8026,1.3953,71.71,212.1,15,3,68000,579.2,0.000317,0.000178,0.000015
18,71999,1.170630,1.176992,-8.144982,7.1385,7.1388,6.8219,6.7732,2.7939,1.4105,105.67,430.0,10,5,72000,690.6,0.000430,0.000285,0.000022
19,75999,1.194576,1.202271,-8.605907,7.5853,7.5852,6.9027,6.9084,2.8458,1.4637,73.74,241.4,17,6,76000,801.9,0.000392,0.000235,0.000021
20,79999,1.256667,1.268020,-9.045466,8.0208,8.0208,7.4076,7.3216,2.9135,1.5016,108.58,278.9,16,1,80000,913.2,0.000103,0.000001,0.000000
21,83999,1.354503,1.369098,-9.609810,8.5687,8.5683,8.0213,7.9442,3.0376,1.5367,84.74,201.2,16,2,84000,1024.5,0.000500,0.000370,0.000026
22,87999,1.357434,1.386692,-10.103629,9.0564,9.0566,8.1272,8.1305,3.0940,1.5585,176.06,484.0,9,3,88000,1136.0,0.000372,0.000244,0.000019
23,91999,1.355818,1.376382,-10.680121,9.6487,9.6486,8.5016,8.3368,3.1009,1.5791,139.77,403.6,11,0,92000,1247.5,0.000313,0.000189,0.000019
24,95999,1.391038,1.418575,-10.994652,9.9990,9.9989,8.7229,8.5835,3.1094,1.5837,129.21,320.8,12,6,96000,1358.8,0.000646,0.000489,0.000040
25,99999,1.479173,1.495526,-11.523217,10.5153,10.5150,9.2937,9.1152,3.1877,1.6045,83.23,256.2,13,5,100000,1470.3,0.000352,0.000214,0.000024
26,103999,1.557949,1.586618,-12.169831,11.1637,11.1638,9.9428,9.6346,3.2683,1.6629,108.14,303.8,13,1,104000,1581.9,0.000239,0.000111,0.000008
27,107999,1.715219,1.738406,-12.485052,11.4942,11.4942,11.0649,10.6361,3.3567,1.7075,84.97,286.5,17,5,108000,1693.4,0.000507,0.000363,0.000027
28,111999,1.747901,1.784683,-12.822253,11.8472,11.8469,11.2813,11.0204,3.3715,1.6968,130.78,361.5,11,2,112000,1804.9,0.000306,0.000182,0.000014
29,115999,1.733860,1.747866,-13.189559,12.2232,12.2228,11.5909,11.2820,3.3265,1.6805,103.83,263.1,15,4,116000,1916.3,0.000327,0.000204,0.000013
30,119999,1.708446,1.731076,-13.759564,12.8146,12.8144,12.1388,11.7428,3.2732,1.6616,154.26,300.9,13,3,120000,2027.9,0.000257,0.000132,0.000013
