epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,12.60,18.7,135,60,4000,0.2,,,
2,7900,,,,,,,19.51,25.8,99,54,8000,0.5,,,
3,11900,0.119072,-2.009801,1.7768,0.4206,0.0416,0.0023,31.55,55.7,47,20,12000,2.3,0.781294,0.684131,0.048581
4,15900,0.537317,-4.992181,4.6955,1.1584,0.1310,0.0000,63.32,52.7,62,24,16000,4.1,0.765742,0.674280,0.045731
5,19900,,,,,,,71.44,49.4,71,34,20000,4.2,,,
6,23900,0.997304,-8.826162,8.5354,2.0762,0.1173,0.0021,117.85,80.7,47,23,24000,6.0,0.729393,0.657759,0.035817
7,27900,1.699654,-13.122273,12.7273,2.9880,0.1862,0.0108,91.34,52.4,158,75,28000,7.7,0.734434,0.657014,0.038710
8,31900,3.213502,-17.519237,16.9450,5.2008,0.2880,0.0107,43.87,27.5,140,79,32000,9.5,0.733634,0.665277,0.034179
9,35900,5.306375,-22.314866,21.3671,8.6753,0.4041,0.0110,41.63,25.0,141,62,36000,11.3,0.721669,0.659768,0.030950
10,39900,,,,,,,78.15,43.9,77,38,40000,11.5,,,
11,43900,7.556363,-27.749176,26.5488,10.5810,0.3705,0.0081,195.08,94.3,23,10,44000,13.3,0.713056,0.651373,0.030841
12,47900,11.020096,-33.587955,32.2745,13.8120,0.3590,0.0077,136.40,73.6,77,39,48000,15.2,0.700457,0.638333,0.031062
13,51900,15.401618,-39.208770,37.7828,17.6414,0.4258,0.0107,143.02,73.4,14,9,52000,17.0,0.697008,0.631835,0.032586
14,55900,17.777630,-44.811801,43.2579,24.5888,0.5302,0.0163,167.65,83.6,37,21,56000,18.8,0.683764,0.618119,0.032822
15,59900,,,,,,,258.93,117.0,53,31,60000,19.0,,,
16,63900,21.515808,-50.269685,48.7481,30.2590,0.6036,0.0142,228.63,109.4,20,6,64000,20.8,0.679395,0.611692,0.033852
17,67900,25.228195,-55.551837,54.0754,35.2075,0.6686,0.0202,194.95,101.7,47,24,68000,22.6,0.679717,0.610479,0.034619
18,71900,28.706716,-60.803295,59.2524,38.6497,0.7725,0.0272,288.81,136.6,25,15,72000,24.3,0.666515,0.597913,0.034301
19,75900,31.463020,-65.858849,64.3412,44.1679,0.8639,0.0289,276.57,128.1,24,10,76000,26.1,0.679898,0.607214,0.036342
20,79900,,,,,,,276.65,127.3,46,22,80000,26.3,,,
21,83900,35.561657,-70.939672,69.3990,46.8007,0.8350,0.0376,270.93,123.5,28,6,84000,28.1,0.651777,0.580407,0.035685
22,87900,39.142776,-75.698438,74.2075,54.3560,0.9227,0.0447,272.94,122.1,27,18,88000,29.9,0.656732,0.583892,0.036420
23,91900,42.973620,-80.469700,78.9048,56.6412,0.9504,0.0434,272.81,120.6,40,21,92000,31.8,0.673424,0.598181,0.037621
24,95900,46.505083,-85.074282,83.5240,62.8193,1.0489,0.0534,288.79,124.4,32,17,96000,33.7,0.652841,0.578653,0.037094
25,99900,,,,,,,273.65,123.0,26,13,100000,33.9,,,
26,103900,51.176385,-89.659097,88.0675,60.7924,1.0726,0.0549,282.32,127.9,35,16,104000,35.6,0.659260,0.582801,0.038229
27,107900,56.769226,-94.161578,92.5034,74.3786,1.1599,0.0621,285.77,129.7,23,10,108000,37.4,0.663361,0.586375,0.038493
28,111900,61.519285,-98.513475,96.8612,80.4543,1.2317,0.0674,277.26,126.4,44,20,112000,39.3,0.654225,0.577093,0.038566
29,115900,65.375495,-102.802353,101.1699,82.8626,1.2905,0.0730,269.98,123.3,29,12,116000,41.3,0.656939,0.577593,0.039673
30,119900,,,,,,,272.06,122.6,29,17,120000,41.5,,,
31,123900,69.171525,-107.039157,105.3444,91.1588,1.3025,0.0820,271.84,120.9,41,15,124000,43.6,0.654063,0.575758,0.039153
32,127900,72.532841,-111.227109,109.5172,92.1569,1.3495,0.0822,273.25,121.3,23,8,128000,45.5,0.639507,0.561623,0.038942
33,131900,77.950406,-115.398756,113.6500,98.9564,1.3292,0.0885,288.19,127.0,31,18,132000,47.2,0.660101,0.577952,0.041075
34,135900,83.462515,-119.307698,117.5616,104.1744,1.4417,0.0997,291.36,127.8,38,15,136000,49.1,0.658332,0.574590,0.041871
35,139900,,,,,,,285.37,126.1,24,9,140000,49.2,,,
36,143900,90.370074,-123.305098,121.5398,108.0500,1.4654,0.1072,295.92,131.4,30,18,144000,51.0,0.646857,0.565319,0.040769
37,147900,92.024573,-127.023687,125.3165,116.0739,1.6161,0.1147,313.43,135.1,28,15,148000,52.8,0.642139,0.560954,0.040593
38,151900,99.519552,-130.455734,128.7722,119.3777,1.6190,0.1248,320.37,143.6,25,13,152000,54.7,0.651706,0.569607,0.041050
39,155900,101.852384,-134.274610,132.5252,122.4030,1.6369,0.1345,317.28,144.6,27,13,156000,56.6,0.637705,0.556231,0.040737
40,159900,,,,,,,303.70,143.7,30,14,160000,56.8,,,
41,163900,109.465861,-137.812764,136.0182,130.7317,1.7598,0.1454,282.76,132.7,48,24,164000,58.9,0.631182,0.549315,0.040933
42,167900,115.943115,-141.495239,139.6263,137.6194,1.9296,0.1399,264.93,124.6,16,8,168000,61.1,0.640649,0.558195,0.041227
43,171900,118.811621,-145.297581,143.4517,140.6255,1.8160,0.1507,285.53,131.7,28,12,172000,62.9,0.651951,0.567833,0.042059
44,175900,123.333783,-148.694582,146.8601,145.8044,1.9297,0.1566,309.14,133.3,41,24,176000,64.7,0.627230,0.543882,0.041674
45,179900,,,,,,,317.15,136.0,19,9,180000,64.9,,,
46,183900,124.356056,-152.293292,150.4052,138.6025,1.9193,0.1604,313.87,146.0,21,10,184000,66.8,0.635275,0.551367,0.041954
47,187900,129.274756,-156.126006,154.1972,147.2554,2.1004,0.1633,273.25,142.0,44,19,188000,68.7,0.627307,0.543543,0.041882
48,191900,140.260553,-159.407165,157.4827,162.5007,2.0535,0.1733,252.04,127.4,33,22,192000,70.9,0.634205,0.548407,0.042899
49,195900,140.788219,-162.978442,161.0291,159.5561,1.9766,0.1795,289.63,128.8,6,3,196000,73.0,0.631033,0.548952,0.041040
50,199900,,,,,,,307.92,138.5,31,17,200000,73.2,,,
51,203900,147.675429,-166.065670,164.1161,166.7110,2.1348,0.1849,323.66,149.6,39,18,204000,75.0,0.649787,0.564176,0.042806
52,207900,156.565483,-168.546076,166.6925,165.7578,2.0821,0.1938,346.93,162.0,28,11,208000,76.8,0.638234,0.552190,0.043022
53,211900,156.408458,-171.295223,169.4696,177.3219,2.1037,0.2021,287.64,125.9,24,9,212000,78.6,0.647214,0.559862,0.043676
54,215900,163.123545,-173.185201,171.4472,182.6679,2.2204,0.2146,285.68,123.3,47,29,216000,80.4,0.653590,0.566960,0.043315
55,219900,,,,,,,288.90,130.5,31,15,220000,80.6,,,
56,223900,165.510568,-175.523445,173.7210,177.4235,2.2383,0.2167,269.19,115.7,20,6,224000,82.4,0.645010,0.557514,0.043748
57,227900,168.392203,-177.560161,175.8075,185.0540,2.2523,0.2263,281.15,123.6,46,24,228000,84.4,0.642264,0.555796,0.043234
58,231900,173.549886,-179.656841,177.8520,187.7421,2.2762,0.2360,277.69,122.2,30,11,232000,86.3,0.632340,0.546246,0.043047
59,235900,180.701948,-181.863113,180.0435,200.4446,2.4206,0.2476,286.49,125.4,19,10,236000,88.0,0.630754,0.545479,0.042638
60,239900,,,,,,,299.68,131.8,26,15,240000,88.2,,,
61,243900,178.764057,-183.760475,181.9879,185.7368,2.4226,0.2379,305.78,133.6,48,21,244000,90.1,0.652629,0.565634,0.043498
62,247900,187.966102,-185.751897,184.0207,200.3348,2.4888,0.2472,300.82,135.4,19,14,248000,91.8,0.629823,0.544373,0.042725
63,251900,190.957346,-187.499277,185.8171,188.6868,2.3917,0.2576,323.59,137.4,14,6,252000,93.6,0.641995,0.554389,0.043803
64,255900,191.014577,-189.096236,187.4064,205.8542,2.5034,0.2771,324.07,150.3,31,12,256000,95.4,0.637807,0.551764,0.043022
65,259900,,,,,,,331.96,152.9,35,14,260000,95.6,,,
66,263900,197.786280,-190.764530,189.0416,210.1127,2.4932,0.2838,351.07,165.6,20,13,264000,97.5,0.629513,0.544051,0.042731
67,267900,197.856795,-192.550726,190.8120,224.4703,2.5781,0.2797,358.15,163.6,15,6,268000,99.4,0.630718,0.543441,0.043638
68,271900,208.727393,-194.072018,192.3208,221.1789,2.5739,0.2937,333.95,151.2,28,14,272000,101.2,0.634153,0.547559,0.043297
69,275900,214.007536,-195.555232,193.7921,223.0417,2.4948,0.3199,345.92,161.9,41,20,276000,103.1,0.639991,0.551433,0.044279
70,279900,,,,,,,335.81,154.5,18,7,280000,103.2,,,
71,283900,218.002382,-197.104030,195.3628,234.5377,2.6235,0.3230,313.36,147.7,24,11,284000,105.1,0.638356,0.550833,0.043761
72,287900,220.690222,-198.547182,196.7937,231.9025,2.5760,0.3293,319.04,150.4,31,14,288000,107.0,0.637902,0.550071,0.043916
73,291900,222.586905,-199.914798,198.1394,238.7414,2.6508,0.3415,336.79,155.9,29,11,292000,108.9,0.636377,0.549209,0.043584
74,295900,227.564898,-201.770183,199.9120,236.7881,2.6299,0.3355,344.62,154.3,21,11,296000,110.7,0.629052,0.540901,0.044076
75,299900,,,,,,,331.79,146.8,20,11,300000,110.9,,,
76,303900,225.328289,-203.288310,201.4579,230.5004,2.6808,0.3390,330.93,146.0,46,17,304000,112.7,0.622475,0.536498,0.042989
77,307900,233.640103,-204.726169,202.9036,255.6949,2.6135,0.3683,328.14,144.8,5,4,308000,114.4,0.644249,0.554094,0.045078
78,311900,236.045630,-206.139229,204.3352,238.4199,2.5197,0.3711,346.41,160.4,37,26,312000,116.2,0.640598,0.552263,0.044168
79,315900,238.216833,-207.478984,205.6745,246.3964,2.6087,0.3813,324.16,142.4,30,12,316000,118.5,0.649273,0.559142,0.045065
80,319900,,,,,,,339.77,159.2,25,13,320000,118.7,,,
81,323900,243.535904,-208.855459,206.9908,249.5933,2.6460,0.3981,339.13,154.7,13,3,324000,120.9,0.617120,0.531243,0.042938
82,327900,243.472421,-210.259962,208.4216,265.4191,2.8538,0.4197,343.32,154.5,31,8,328000,122.8,0.629269,0.542090,0.043589
83,331900,239.949433,-211.556097,209.7000,264.6380,2.9343,0.4066,343.74,153.8,28,16,332000,124.6,0.616727,0.530164,0.043281
84,335900,252.458530,-213.018882,211.0935,269.1469,3.0109,0.4460,336.05,156.0,29,17,336000,126.3,0.627794,0.540583,0.043606
85,339900,,,,,,,341.15,159.5,15,5,340000,126.5,,,
86,343900,248.752556,-214.623227,212.7019,257.7484,2.9717,0.4307,327.89,148.2,41,21,344000,128.3,0.623316,0.536279,0.043518
87,347900,257.069755,-215.910696,213.9902,269.7165,2.9091,0.4162,316.57,141.1,38,19,348000,130.1,0.621690,0.535269,0.043211
88,351900,252.945757,-217.415539,215.5407,273.5888,2.8899,0.4153,313.28,145.3,13,8,352000,131.8,0.629790,0.542458,0.043666
89,355900,262.059342,-218.754650,216.8190,275.6745,2.8668,0.4213,313.28,140.4,24,10,356000,133.6,0.617441,0.531020,0.043210
90,359900,,,,,,,315.39,139.4,36,23,360000,133.8,,,
91,363900,262.586148,-220.077142,218.1350,281.5834,3.0594,0.4249,341.07,155.0,31,14,364000,135.7,0.622395,0.535216,0.043590
92,367900,268.611130,-221.432387,219.4949,283.9146,3.0650,0.4307,322.02,137.9,17,10,368000,137.6,0.616357,0.529879,0.043239
93,371900,274.632267,-222.740265,220.8290,293.3574,2.9479,0.4466,330.66,146.7,29,14,372000,139.6,0.628452,0.541537,0.043458
94,375900,273.972680,-223.791968,221.8972,289.7673,3.0968,0.4367,354.22,152.0,30,20,376000,141.7,0.626385,0.538478,0.043953
95,379900,,,,,,,339.89,151.7,26,16,380000,141.8,,,
96,383900,276.211829,-224.776383,222.9186,289.9268,2.9971,0.4457,314.19,145.6,25,17,384000,143.7,0.607415,0.522520,0.042447
97,387900,283.629545,-225.631438,223.8147,302.2980,3.0733,0.4536,314.79,142.9,39,22,388000,145.5,0.626907,0.539005,0.043951
98,391900,282.649111,-226.755963,224.9207,307.0375,3.0279,0.4559,305.41,130.4,33,18,392000,147.3,0.645715,0.554506,0.045605
99,395900,278.994768,-227.410729,225.6070,293.6210,2.9238,0.4398,325.19,132.2,14,5,396000,149.1,0.624117,0.536899,0.043609
100,399900,,,,,,,324.04,139.7,34,15,400000,149.2,,,
1,3999,,,,,,,17.83,22.1,181,84,4000,0.7,,,
