epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,,,,0,0,4000,0.2,,,
2,7900,,,,,,,,,,,,0,0,8000,0.4,,,
3,11900,0.076132,0.068971,-0.665999,-0.1065,-0.1061,0.5310,0.4982,0.1095,0.0045,,,0,0,12000,2.1,,,
4,15900,0.059612,0.061787,-0.745426,0.2247,0.2251,0.6185,0.6299,0.1187,0.0065,,,0,0,16000,3.5,,,
5,19900,,,,,,,,,,,,0,0,20000,3.7,,,
6,23900,0.065800,0.068614,-0.510822,0.0999,0.1002,0.7585,0.7319,0.1181,0.0243,,,0,0,24000,5.2,,,
7,27900,0.102569,0.103542,-0.588105,0.0714,0.0715,1.0295,0.9925,0.1888,0.0103,,,0,0,28000,6.6,,,
8,31900,0.141293,0.139554,-0.666401,0.1385,0.1385,1.2041,1.1818,0.2320,0.0101,,,0,0,32000,8.2,,,
9,35900,0.158176,0.156680,-0.592712,0.0752,0.0752,1.3665,1.3385,0.2128,0.0119,,,0,0,36000,9.7,,,
10,39900,,,,,,,,,,,,0,0,40000,9.9,,,
11,43900,0.143854,0.143003,-0.508641,-0.0124,-0.0126,1.4110,1.3913,0.2326,0.0111,,,0,0,44000,11.4,,,
12,47900,0.139809,0.137462,-0.371560,-0.1387,-0.1389,1.4146,1.3765,0.2282,0.0114,,,0,0,48000,12.9,,,
13,51900,0.151874,0.150303,-0.170129,-0.3182,-0.3182,1.5584,1.5655,0.2448,0.0137,,,0,0,52000,14.4,,,
14,55900,0.150593,0.148401,0.044597,-0.5179,-0.5178,1.6872,1.6629,0.2335,0.0160,,,0,0,56000,15.9,,,
15,59900,,,,,,,,,,,,0,0,60000,16.0,,,
16,63900,0.134761,0.133712,0.286843,-0.7151,-0.7150,1.6438,1.6438,0.2497,0.0171,,,0,0,64000,17.5,,,
17,67900,0.142822,0.142708,0.517631,-0.9308,-0.9308,1.7846,1.7832,0.2716,0.0195,,,0,0,68000,19.0,,,
18,71900,0.136493,0.135420,0.768915,-1.1562,-1.1561,1.8213,1.8702,0.3176,0.0188,,,0,0,72000,20.6,,,
19,75900,0.157832,0.155853,1.002359,-1.4006,-1.4005,1.9206,1.9461,0.3296,0.0202,,,0,0,76000,22.1,,,
20,79900,,,,,,,,,,,,0,0,80000,22.2,,,
21,83900,0.146446,0.144449,1.198787,-1.5875,-1.5875,1.9625,1.9382,0.3098,0.0198,,,0,0,84000,23.8,,,
22,87900,0.139047,0.138015,1.392867,-1.7628,-1.7628,1.9073,1.8952,0.3265,0.0199,,,0,0,88000,25.3,,,
23,91900,0.133999,0.133838,1.592515,-1.9552,-1.9553,1.8554,1.8998,0.3143,0.0201,,,0,0,92000,26.8,,,
24,95900,0.131998,0.131578,1.779317,-2.1392,-2.1391,2.0373,2.0917,0.3754,0.0214,,,0,0,96000,28.3,,,
25,99900,,,,,,,,,,-282.58,1000.0,100,51,100000,28.5,,,
26,103900,0.263997,0.264363,1.871588,-2.2689,-2.2691,2.2146,2.1911,0.4247,0.0237,,,0,0,104000,30.2,0.764903,0.622194,0.071354
27,107900,0.339959,0.338445,1.796687,-2.1697,-2.1694,2.7713,2.8530,0.4937,0.0259,,,0,0,108000,32.0,0.338723,0.282151,0.028286
28,111900,0.342321,0.342465,1.840441,-2.2158,-2.2156,2.6850,2.7126,0.4401,0.0268,,,0,0,112000,33.7,0.040918,0.036417,0.002250
29,115900,0.319409,0.320442,1.883007,-2.2563,-2.2560,2.5941,2.6182,0.5122,0.0274,,,0,0,116000,35.4,0.012315,0.011105,0.000605
30,119900,,,,,,,,,,,,0,0,120000,35.5,,,
31,123900,0.316315,0.317012,1.937032,-2.3074,-2.3074,2.6736,2.6999,0.4625,0.0291,,,0,0,124000,37.2,0.009691,0.008762,0.000464
32,127900,0.310329,0.311458,1.988564,-2.3509,-2.3509,2.5792,2.5732,0.4695,0.0296,,,0,0,128000,39.0,0.009347,0.008326,0.000511
33,131900,0.315697,0.317118,1.980141,-2.3603,-2.3602,2.6161,2.6380,0.4879,0.0319,,,0,0,132000,40.7,0.008585,0.007750,0.000418
34,135900,0.323858,0.325092,2.025424,-2.3907,-2.3904,2.7139,2.6869,0.4804,0.0324,,,0,0,136000,42.5,0.002988,0.002651,0.000168
35,139900,,,,,,,,,,,,0,0,140000,42.6,,,
36,143900,0.315579,0.317570,2.039066,-2.4030,-2.4031,2.7382,2.7644,0.4699,0.0342,,,0,0,144000,44.3,0.002769,0.002407,0.000181
37,147900,0.304479,0.305139,2.065509,-2.4241,-2.4238,2.6950,2.6907,0.4081,0.0348,,,0,0,148000,46.0,0.004612,0.004146,0.000233
38,151900,0.305759,0.305881,2.050028,-2.4203,-2.4204,2.7908,2.7212,0.4832,0.0369,,,0,0,152000,47.8,0.000899,0.000818,0.000041
39,155900,0.317113,0.319459,2.035484,-2.4032,-2.4031,2.7002,2.7663,0.4700,0.0369,,,0,0,156000,49.5,0.001999,0.001825,0.000087
40,159900,,,,,,,,,,,,0,0,160000,49.6,,,
41,163900,0.319880,0.320957,1.977274,-2.3600,-2.3599,2.7456,2.7986,0.4962,0.0397,,,0,0,164000,51.4,0.002969,0.002631,0.000169
42,167900,0.309717,0.312185,1.892458,-2.2755,-2.2755,2.8101,2.9044,0.5214,0.0401,,,0,0,168000,53.1,0.000500,0.000448,0.000026
43,171900,0.321913,0.322944,1.770181,-2.1544,-2.1544,3.0120,3.0077,0.4880,0.0411,,,0,0,172000,54.9,0.004130,0.003774,0.000178
44,175900,0.332400,0.333487,1.593372,-2.0106,-2.0105,3.1600,3.1415,0.4594,0.0413,,,0,0,176000,56.6,0.001933,0.001715,0.000109
45,179900,,,,,,,,,,,,0,0,180000,56.7,,,
46,183900,0.349443,0.351284,1.425003,-1.8468,-1.8467,3.2548,3.2074,0.4881,0.0428,,,0,0,184000,58.4,0.001100,0.000943,0.000078
47,187900,0.371156,0.372089,1.203835,-1.6466,-1.6465,3.4366,3.3178,0.5003,0.0440,,,0,0,188000,60.1,0.002417,0.002138,0.000140
48,191900,0.373824,0.375795,0.988250,-1.4488,-1.4488,3.6370,3.5857,0.5317,0.0477,,,0,0,192000,61.8,0.001969,0.001741,0.000114
49,195900,0.412207,0.409951,0.787610,-1.2336,-1.2337,3.8371,3.6647,0.5146,0.0496,,,0,0,196000,63.5,0.001074,0.000925,0.000075
50,199900,,,,,,,,,,,,0,0,200000,63.7,,,
51,203900,0.432283,0.430893,0.522146,-0.9896,-0.9895,4.0895,3.9530,0.5785,0.0540,107.48,1001.0,100,44,204000,65.5,0.711754,0.574450,0.068652
52,207900,0.683190,0.683000,-0.249240,-0.2099,-0.2099,7.4219,7.5429,0.7352,0.0611,,,0,0,208000,67.2,0.185769,0.115077,0.035346
53,211900,0.817309,0.821532,-1.022794,0.5305,0.5305,9.5402,9.8762,0.6519,0.0630,,,0,0,212000,69.0,0.113489,0.066188,0.023651
54,215900,0.864058,0.864445,-1.693751,1.1438,1.1437,10.3248,10.6522,0.5939,0.0653,,,0,0,216000,70.8,0.067818,0.033345,0.017237
55,219900,,,,,,,,,,,,0,0,220000,70.9,,,
56,223900,0.886840,0.881796,-2.160036,1.6244,1.6250,11.0947,11.5711,0.6089,0.0664,,,0,0,224000,72.7,0.055603,0.027515,0.014044
57,227900,0.941142,0.934897,-2.640014,2.0511,2.0514,11.4159,12.1315,0.6333,0.0704,,,0,0,228000,74.4,0.039112,0.017627,0.010743
58,231900,0.932598,0.929975,-2.957509,2.4154,2.4153,11.5598,12.4733,0.6464,0.0687,,,0,0,232000,76.2,0.053911,0.032876,0.010518
59,235900,0.949803,0.943398,-3.286730,2.7190,2.7192,11.2893,11.9768,0.6560,0.0687,,,0,0,236000,77.9,0.025730,0.010810,0.007460
60,239900,,,,,,,,,,,,0,0,240000,78.0,,,
