epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,0,0,4000,0.2
2,7900,,,,,,,,,0,0,8000,0.4
3,11900,0.114795,-1.712722,0.6948,0.8073,0.0550,0.0040,,,0,0,12000,1.9
4,15900,0.150023,-1.942558,1.6067,1.4535,0.1155,0.0052,,,0,0,16000,3.3
5,19900,,,,,,,,,0,0,20000,3.4
6,23900,0.158262,-2.289337,1.7818,2.0022,0.2258,0.0081,,,0,0,24000,4.8
7,27900,0.196998,-3.025917,2.1899,2.7667,0.3801,0.0115,,,0,0,28000,6.2
8,31900,0.170656,-3.351674,2.6809,3.0376,0.4022,0.0113,,,0,0,32000,7.6
9,35900,0.154289,-3.707804,3.0072,2.8666,0.3790,0.0137,,,0,0,36000,9.0
10,39900,,,,,,,,,0,0,40000,9.2
11,43900,0.151598,-4.228591,3.4372,2.8214,0.4185,0.0145,,,0,0,44000,10.6
12,47900,0.154707,-4.695800,3.8928,2.8023,0.3654,0.0154,,,0,0,48000,12.0
13,51900,0.134239,-5.334997,4.5353,2.7313,0.2906,0.0143,,,0,0,52000,13.4
14,55900,0.114968,-5.655241,4.9770,2.3759,0.2935,0.0149,,,0,0,56000,14.8
15,59900,,,,,,,,,0,0,60000,15.0
16,63900,0.172050,-5.897817,5.2429,2.8107,0.3064,0.0199,,,0,0,64000,16.4
17,67900,0.212014,-6.095216,5.4972,3.2139,0.2926,0.0221,,,0,0,68000,17.8
18,71900,0.275635,-6.347368,5.7721,3.9642,0.3273,0.0260,,,0,0,72000,19.3
19,75900,0.355644,-7.041936,6.3686,4.7357,0.3368,0.0304,,,0,0,76000,20.7
20,79900,,,,,,,,,0,0,80000,20.9
21,83900,0.390885,-8.083445,7.3287,5.8429,0.3368,0.0330,,,0,0,84000,22.3
22,87900,0.401943,-9.465549,8.6595,6.2864,0.3642,0.0384,,,0,0,88000,23.8
23,91900,0.445867,-11.118368,10.2600,7.3760,0.3984,0.0450,,,0,0,92000,25.2
24,95900,0.484508,-13.046848,12.1355,7.6696,0.4187,0.0486,,,0,0,96000,26.6
25,99900,,,,,,,14.05,1000.0,100,44,100000,26.8
26,103900,0.940978,-15.145661,14.2170,10.5321,0.4401,0.0508,,,0,0,104000,28.2
27,107900,1.066580,-17.799261,16.9438,9.1626,0.4918,0.0540,,,0,0,108000,29.7
28,111900,1.134948,-19.764935,18.9999,9.4275,0.5054,0.0580,,,0,0,112000,31.1
29,115900,1.219532,-21.624622,20.8825,9.4601,0.5641,0.0600,,,0,0,116000,32.5
30,119900,,,,,,,,,0,0,120000,32.7
31,123900,1.183780,-23.653133,22.9065,9.3020,0.5825,0.0631,,,0,0,124000,34.2
32,127900,1.320851,-25.873707,25.1197,10.3572,0.5883,0.0670,,,0,0,128000,35.6
33,131900,1.410783,-28.445931,27.6507,10.6135,0.6390,0.0735,,,0,0,132000,37.0
34,135900,1.445386,-31.274355,30.4304,10.5203,0.6612,0.0800,,,0,0,136000,38.4
35,139900,,,,,,,,,0,0,140000,38.6
36,143900,1.513521,-34.282296,33.4074,11.4002,0.6737,0.0841,,,0,0,144000,40.0
37,147900,1.650606,-37.416280,36.4953,12.0086,0.7645,0.0943,,,0,0,148000,41.5
38,151900,1.780690,-40.864104,39.9010,12.9058,0.7873,0.1010,,,0,0,152000,42.9
39,155900,1.880899,-44.556026,43.5499,13.3826,0.8602,0.1084,,,0,0,156000,44.3
40,159900,,,,,,,,,0,0,160000,44.5
41,163900,1.982453,-48.359716,47.3384,13.6224,0.8978,0.1174,,,0,0,164000,46.0
42,167900,2.055772,-52.299465,51.2590,14.0580,0.9567,0.1270,,,0,0,168000,47.4
43,171900,2.226181,-56.272059,55.2204,14.9425,0.9890,0.1355,,,0,0,172000,48.8
44,175900,2.389393,-60.478398,59.4052,15.6925,1.0834,0.1415,,,0,0,176000,50.2
45,179900,,,,,,,,,0,0,180000,50.4
46,183900,2.494568,-64.607248,63.5259,16.0289,1.0611,0.1511,,,0,0,184000,51.8
47,187900,2.413916,-68.762259,67.6932,15.9470,1.0819,0.1592,,,0,0,188000,53.2
48,191900,2.601715,-72.987711,71.9083,16.0596,1.1386,0.1670,,,0,0,192000,54.7
49,195900,2.694867,-77.330961,76.2445,16.9289,1.1213,0.1729,,,0,0,196000,56.1
50,199900,,,,,,,,,0,0,200000,56.3
51,203900,10.229661,-81.510218,80.4572,21.8910,1.2001,0.1786,2010.88,1001.0,100,48,204000,57.8
52,207900,10.728937,-85.412174,84.3833,21.7387,1.1817,0.1858,,,0,0,208000,59.3
53,211900,11.598370,-89.774069,88.7395,21.7275,1.1773,0.1845,,,0,0,212000,60.8
54,215900,11.632217,-93.848378,92.8267,21.8338,1.2605,0.1940,,,0,0,216000,62.2
55,219900,,,,,,,,,0,0,220000,62.4
56,223900,11.677400,-98.023930,96.9791,22.8855,1.2433,0.2009,,,0,0,224000,63.8
57,227900,12.560513,-102.322833,101.2796,23.8300,1.2829,0.2240,,,0,0,228000,65.3
58,231900,11.956479,-106.334133,105.2924,24.2410,1.3171,0.2362,,,0,0,232000,66.7
59,235900,13.671706,-110.542870,109.5282,26.4460,1.3035,0.2347,,,0,0,236000,68.1
60,239900,,,,,,,,,0,0,240000,68.3
61,243900,12.583861,-114.473007,113.4848,26.0270,1.3750,0.2448,,,0,0,244000,69.7
62,247900,14.885744,-118.244878,117.2499,27.9914,1.3406,0.2512,,,0,0,248000,71.1
63,251900,14.261981,-122.322144,121.3147,27.3125,1.2878,0.2596,,,0,0,252000,72.6
64,255900,13.566907,-126.127983,125.1095,27.0580,1.3799,0.2641,,,0,0,256000,74.0
65,259900,,,,,,,,,0,0,260000,74.2
66,263900,14.657546,-129.960481,128.9809,27.4555,1.3253,0.2812,,,0,0,264000,75.6
67,267900,14.695007,-133.684713,132.6817,30.0064,1.3976,0.2942,,,0,0,268000,77.0
68,271900,15.300329,-137.529393,136.5169,31.9231,1.3938,0.3049,,,0,0,272000,78.5
69,275900,14.689685,-141.158030,140.1602,30.2405,1.3749,0.3090,,,0,0,276000,79.9
70,279900,,,,,,,,,0,0,280000,80.1
71,283900,15.404148,-144.863052,143.8861,31.6550,1.3586,0.3092,,,0,0,284000,81.5
72,287900,16.553191,-148.224461,147.2354,33.6284,1.4194,0.3176,,,0,0,288000,82.9
73,291900,16.220967,-151.757330,150.7698,32.0320,1.3951,0.3240,,,0,0,292000,84.3
74,295900,16.937158,-155.284387,154.3211,35.2056,1.4279,0.3317,,,0,0,296000,85.8
75,299900,,,,,,,,,0,0,300000,85.9
76,303900,16.813918,-158.602117,157.6333,35.1347,1.4843,0.3297,2939.19,1001.0,100,50,304000,87.4
77,307900,31.888367,-161.778044,160.8362,37.2764,1.5230,0.3440,,,0,0,308000,88.8
78,311900,30.488644,-164.763574,163.8326,35.9146,1.4302,0.3554,,,0,0,312000,90.3
79,315900,32.381445,-167.826400,166.8750,40.4313,1.5338,0.3649,,,0,0,316000,91.7
80,319900,,,,,,,,,0,0,320000,91.8
81,323900,31.765127,-170.749221,169.8187,39.9585,1.4950,0.3685,,,0,0,324000,93.3
82,327900,28.317492,-173.790384,172.8409,36.1076,1.5498,0.3704,,,0,0,328000,94.8
83,331900,28.903771,-176.718354,175.7730,38.8724,1.5697,0.3848,,,0,0,332000,96.2
84,335900,32.823746,-179.688209,178.7239,42.6061,1.6380,0.4001,,,0,0,336000,97.6
85,339900,,,,,,,,,0,0,340000,97.8
86,343900,33.290662,-182.578365,181.6468,43.2422,1.6306,0.4132,,,0,0,344000,99.2
87,347900,32.858530,-185.236640,184.3078,42.9144,1.7437,0.4169,,,0,0,348000,100.6
88,351900,31.826351,-187.847728,186.9365,43.0875,1.6376,0.4065,,,0,0,352000,102.1
89,355900,32.088248,-190.509934,189.6332,43.5537,1.6827,0.4437,,,0,0,356000,103.6
90,359900,,,,,,,,,0,0,360000,103.7
