epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,13.09,19.2,131,4000,0.2
2,7900,,,,,,14.35,21.0,215,8000,0.4
3,11900,0.174117,-2.064348,1.7418,0.5484,0.0248,12.14,17.9,133,12000,1.7
4,15900,0.959417,-5.984853,5.4594,1.5157,0.1484,56.54,34.8,121,16000,2.9
5,19900,,,,,,61.15,36.5,27,20000,3.1
6,23900,1.578630,-10.435265,9.8301,2.5776,0.1349,136.58,76.1,97,24000,4.3
7,27900,2.797665,-15.892653,14.9987,4.8941,0.1538,123.21,65.5,18,28000,5.4
8,31900,4.342321,-21.309000,20.2487,8.7512,0.2597,131.87,70.1,75,32000,6.7
9,35900,5.869360,-26.631510,25.5333,13.9690,0.2994,144.70,79.1,29,36000,8.0
10,39900,,,,,,178.84,87.9,62,40000,8.1
11,43900,8.151043,-32.291938,31.0679,21.6676,0.3598,217.39,95.7,19,44000,9.3
12,47900,10.693333,-38.274205,36.9075,30.7891,0.3973,194.38,93.0,38,48000,10.4
13,51900,14.118215,-44.624817,43.1908,40.3557,0.4853,268.77,122.0,34,52000,11.7
14,55900,17.007306,-50.911382,49.4496,50.7717,0.5499,254.28,115.1,36,56000,12.9
15,59900,,,,,,236.39,103.7,48,60000,13.1
16,63900,19.952871,-57.179166,55.6732,63.5209,0.8360,275.92,110.8,34,64000,14.2
17,67900,21.964201,-63.257061,61.7362,80.0376,0.9345,264.65,105.6,36,68000,15.3
18,71900,24.415462,-68.925189,67.4079,97.0106,1.1266,252.99,103.6,45,72000,16.5
19,75900,26.929499,-74.273591,72.7051,102.2117,0.9492,246.49,106.0,30,76000,17.7
20,79900,,,,,,264.45,112.3,35,80000,17.8
21,83900,29.578714,-79.903837,78.2900,117.3886,0.9718,274.58,116.1,33,84000,19.0
22,87900,33.436874,-85.353074,83.6281,124.6107,1.0501,239.75,111.1,46,88000,20.2
23,91900,37.935903,-90.938466,89.0568,138.5364,1.1522,220.62,103.1,29,92000,21.4
24,95900,42.831821,-96.784741,94.7534,151.8820,1.1595,209.02,103.3,48,96000,22.6
25,99900,,,,,,203.81,102.6,37,100000,22.8
26,103900,47.236505,-102.752183,100.6407,161.2640,1.2559,215.13,100.0,39,104000,23.9
27,107900,52.621816,-108.723053,106.5213,184.2535,1.3997,227.68,103.8,41,108000,25.2
28,111900,58.028127,-114.640764,112.4037,206.7045,1.5176,229.75,105.6,28,112000,26.4
29,115900,61.260347,-120.455231,118.2324,215.5086,1.4971,265.50,115.6,32,116000,27.6
