epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,46.39,7.0,526,4000,0.3
2,7900,,,,,,,,,63.31,9.0,424,8000,0.6
3,11900,43.787275,47.337678,-3.204220,2.9575,2.4630,31.1342,32.9100,0.2296,46.58,7.2,599,12000,1.3
4,15900,18.842207,22.527646,-5.478428,5.1519,4.7905,29.8067,32.0964,0.0514,23.16,4.7,833,16000,1.9
5,19900,,,,,,,,,22.41,4.6,865,20000,2.1
6,23900,6.927114,7.821253,-6.904602,6.3984,6.1798,9.7287,13.8152,0.0167,22.36,4.6,863,24000,2.7
7,27900,5.820220,5.821288,-6.852722,6.6386,6.6202,7.5226,8.0566,0.0049,22.41,4.7,862,28000,3.3
8,31900,5.656865,5.608461,-6.978043,6.9043,6.8928,8.4489,9.2259,0.0021,22.41,4.7,849,32000,3.9
9,35900,5.693493,5.636021,-7.162374,7.1368,7.1284,7.5757,8.3820,0.0013,22.09,4.6,878,36000,4.4
10,39900,,,,,,,,,22.39,4.6,860,40000,4.6
11,43900,5.853920,5.783676,-7.510429,7.4920,7.4847,8.6956,9.3519,0.0010,22.60,4.7,856,44000,5.2
12,47900,6.030749,5.931712,-7.844085,7.8315,7.8311,11.0288,11.0086,0.0008,22.29,4.6,869,48000,5.8
13,51900,6.387678,6.252898,-8.080166,8.1212,8.1202,11.3109,10.9877,0.0006,22.49,4.7,856,52000,6.4
14,55900,6.615844,6.464849,-8.484035,8.5437,8.5452,15.7130,17.8300,0.0005,22.43,4.7,854,56000,7.0
15,59900,,,,,,,,,22.37,4.6,864,60000,7.1
16,63900,7.116145,6.932223,-8.831554,8.8420,8.8408,12.8301,13.0396,0.0003,22.19,4.6,863,64000,7.7
17,67900,7.573068,7.354321,-9.123602,9.1790,9.1756,10.2591,11.5426,0.0001,22.29,4.6,864,68000,8.3
18,71900,8.216155,7.983059,-9.358647,9.5122,9.5146,12.2955,13.9927,0.0002,22.07,4.6,863,72000,8.9
19,75900,8.723490,8.452880,-9.772367,9.8748,9.8753,10.7154,11.8488,0.0007,22.26,4.6,868,76000,9.5
20,79900,,,,,,,,,22.19,4.6,870,80000,9.7
21,83900,9.589688,9.288270,-10.069521,10.2134,10.2177,11.8167,13.5178,0.0014,22.44,4.7,855,84000,10.3
22,87900,10.208985,9.888341,-10.365380,10.4968,10.4990,17.6554,19.2598,0.0025,22.30,4.6,860,88000,10.9
23,91900,11.187542,10.862942,-10.567584,10.7518,10.7529,15.1100,17.4429,0.0046,22.43,4.7,864,92000,11.4
24,95900,11.926309,11.554894,-10.897676,11.0380,11.0391,13.3558,15.4370,0.0142,22.54,4.7,851,96000,12.0
25,99900,,,,,,,,,22.54,4.7,863,100000,12.2
26,103900,12.476266,12.090866,-11.268980,11.4140,11.4191,20.8389,22.9347,0.2999,28.48,5.3,752,104000,12.8
27,107900,13.298978,12.865938,-14.375567,11.6579,11.6609,21.3304,23.4113,4.7562,50.67,7.6,501,108000,13.4
28,111900,14.412501,14.010358,-16.314969,12.1949,12.2009,29.5856,33.3117,0.6411,66.46,9.3,432,112000,14.0
29,115900,15.555468,15.177812,-16.881714,12.8314,12.8338,27.0632,29.5732,0.1114,59.04,8.6,469,116000,14.6
30,119900,,,,,,,,,58.15,8.5,469,120000,14.8
