epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,0,0,4000,0.4
2,7900,,,,,,,,,0,0,8000,0.9
3,11900,102.811363,-52.968691,52.7903,234.5787,0.0004,0.0000,,,0,0,12000,3.1
4,15900,75.479134,-129.809333,129.6498,133.3326,0.0000,0.0000,,,0,0,16000,5.4
5,19900,,,,,,,,,0,0,20000,6.0
6,23900,88.866350,-215.995639,215.6056,156.0446,0.0005,0.0006,,,0,0,24000,8.2
7,27900,90.841275,-311.172570,310.1041,244.0136,0.0000,0.0024,,,0,0,28000,10.6
8,31900,83.795519,-406.768149,405.0120,408.6970,0.0250,0.0003,,,0,0,32000,12.9
9,35900,87.060419,-502.251844,499.4614,635.0674,0.0090,0.0003,,,0,0,36000,15.2
10,39900,,,,,,,,,0,0,40000,15.8
11,43900,82.410107,-597.341920,593.8500,693.1394,0.0000,0.0081,,,0,0,44000,18.2
12,47900,73.602315,-690.687758,687.0987,635.0468,0.0000,0.0309,,,0,0,48000,20.5
13,51900,61.591849,-781.437455,778.1660,499.1710,0.0000,0.0345,,,0,0,52000,22.8
14,55900,53.431222,-869.529379,866.5281,439.3202,0.0000,0.0331,,,0,0,56000,25.2
15,59900,,,,,,,,,0,0,60000,25.9
16,63900,49.678096,-955.234250,952.4372,460.8496,0.0000,0.0429,,,0,0,64000,28.2
17,67900,49.203297,-1038.917158,1036.2737,511.1296,0.0000,0.0431,,,0,0,68000,30.6
18,71900,50.840774,-1120.891684,1118.3696,590.7562,0.0000,0.0439,,,0,0,72000,33.0
19,75900,54.833728,-1200.670614,1198.2514,693.4245,0.0000,0.0398,,,0,0,76000,35.3
20,79900,,,,,,,,,0,0,80000,36.0
21,83900,63.807310,-1277.387986,1275.0442,780.6967,0.0000,0.0359,,,0,0,84000,38.3
22,87900,65.690928,-1353.164953,1350.9167,863.3072,0.0000,0.0357,,,0,0,88000,40.7
23,91900,64.402521,-1428.282637,1426.1282,985.2716,0.0000,0.0332,,,0,0,92000,43.0
24,95900,69.799018,-1502.836097,1500.7760,1126.2537,0.0000,0.0285,,,0,0,96000,45.4
25,99900,,,,,,,42687.35,1000.0,100,56,100000,46.1
26,103900,2480.816242,-1568.832014,1566.8259,1184.3646,0.0000,0.0324,,,0,0,104000,48.4
27,107900,2683.677711,-1646.718126,1644.6973,1512.1862,0.0003,0.0357,,,0,0,108000,50.6
28,111900,2925.212203,-1736.213313,1733.9969,1845.0591,0.0132,0.0344,,,0,0,112000,52.9
29,115900,2772.896685,-1828.986656,1826.5822,2328.4488,0.0001,0.0372,,,0,0,116000,55.2
30,119900,,,,,,,,,0,0,120000,55.9
31,123900,3218.991172,-1921.482247,1918.9028,2738.6481,0.0000,0.0347,,,0,0,124000,58.2
32,127900,3101.706052,-2023.864243,2021.1072,3043.6926,0.0000,0.0338,,,0,0,128000,60.6
33,131900,3508.295388,-2128.026297,2125.1376,3518.0446,0.0000,0.0391,,,0,0,132000,62.9
34,135900,3670.636507,-2233.669743,2230.6894,3680.0295,0.0000,0.0398,,,0,0,136000,65.2
35,139900,,,,,,,,,0,0,140000,65.8
36,143900,4177.553171,-2339.281204,2336.2285,4185.7978,0.0000,0.0480,,,0,0,144000,68.1
37,147900,4273.617391,-2449.052702,2445.9415,4460.6842,0.0000,0.0573,,,0,0,148000,70.4
38,151900,4123.984699,-2556.368825,2553.2707,4665.2340,0.0000,0.0612,,,0,0,152000,72.8
39,155900,4223.488258,-2667.357692,2664.2496,4868.5952,0.0000,0.0724,,,0,0,156000,75.1
40,159900,,,,,,,,,0,0,160000,75.8
41,163900,4060.727288,-2777.720102,2774.5312,5315.0128,0.0000,0.0825,,,0,0,164000,78.2
