epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3999,,,,,,,,,,-60.07,165.5,24,3,4000,1.1,,,
2,7999,0.309436,0.306259,-0.423326,1.6441,1.6442,3.2875,3.1180,0.5093,0.0055,36.30,228.0,14,3,8000,13.6,,,
3,11999,0.574950,0.570520,-2.398186,3.6149,3.6144,4.7163,4.5566,1.0424,0.0000,2.84,482.4,8,3,12000,30.1,,,
4,15999,0.602343,0.598140,-3.575178,3.1987,3.1984,4.2943,4.1593,1.4379,0.0041,13.04,278.9,16,2,16000,46.8,,,
5,19999,0.646040,0.635901,-4.429502,3.7942,3.7942,4.3444,4.1783,1.7147,0.0000,-0.13,493.6,9,4,20000,63.3,,,
6,23999,0.653301,0.645840,-4.342972,3.6526,3.6525,4.1952,4.1202,1.9015,0.0000,18.59,331.3,10,2,24000,80.0,,,
7,27999,0.657066,0.644192,-4.341317,3.3817,3.3819,3.9270,3.7840,1.9931,0.0074,12.83,346.9,12,3,28000,96.5,,,
8,31999,0.672267,0.655445,-4.379897,3.4784,3.4780,3.8232,3.7845,2.0620,0.4144,115.74,679.3,6,0,32000,113.1,,,
9,35999,0.727756,0.710579,-4.608826,3.7327,3.7323,4.0271,3.9751,2.1206,0.6113,39.03,259.9,15,4,36000,129.9,,,
10,39999,0.752896,0.735794,-4.285214,3.3520,3.3513,3.9395,3.9818,2.1881,0.7584,122.59,487.0,9,3,40000,146.5,,,
11,43999,0.775549,0.759161,-4.304316,3.2453,3.2449,4.0780,4.0816,2.2491,0.8833,100.13,422.8,9,2,44000,163.0,,,
12,47999,0.819069,0.808177,-4.724993,3.5950,3.5948,4.4657,4.4430,2.3304,0.9724,117.83,474.5,8,3,48000,213.6,0.021752,0.007904,0.013063
13,51999,0.897340,0.880482,-5.300026,4.1189,4.1186,4.9975,4.9438,2.4473,1.0417,76.35,298.8,13,6,52000,270.4,0.000752,0.000565,0.000049
14,55999,1.049306,1.026843,-6.204950,4.9381,4.9375,5.9065,5.7387,2.6475,1.1512,34.95,225.9,17,3,56000,327.3,0.000294,0.000166,0.000019
15,59999,1.096183,1.077903,-7.153343,5.8508,5.8505,6.3251,6.1099,2.7741,1.2443,88.31,332.3,14,4,60000,383.6,0.000568,0.000423,0.000036
16,63999,1.037047,1.020566,-7.964783,6.6777,6.6782,6.1800,6.0321,2.7244,1.2492,72.23,303.6,13,4,64000,440.2,0.000308,0.000191,0.000017
17,67999,1.100654,1.081014,-8.679327,7.5025,7.5027,6.7466,6.5201,2.7647,1.3422,116.72,349.1,11,1,68000,496.4,0.000265,0.000154,0.000014
18,71999,1.098088,1.069447,-9.242976,8.1152,8.1154,6.8331,6.5826,2.8023,1.4448,163.22,446.4,10,4,72000,553.5,0.000273,0.000167,0.000016
19,75999,1.096189,1.069607,-9.658728,8.5895,8.5897,7.0059,6.8847,2.7460,1.4766,44.80,150.7,26,7,76000,610.3,0.001079,0.000888,0.000072
20,79999,1.176869,1.140935,-9.815119,8.8361,8.8357,7.2770,7.1691,2.7945,1.5462,136.10,324.3,11,6,80000,667.3,0.000940,0.000736,0.000066
21,83999,1.198536,1.165626,-10.192148,9.1769,9.1762,7.8478,7.6320,2.9002,1.6154,163.24,410.3,11,2,84000,724.0,0.000276,0.000155,0.000019
22,87999,1.237614,1.204408,-10.222517,9.3311,9.3304,8.2348,7.9404,2.8823,1.6708,45.13,179.0,22,6,88000,781.2,0.000661,0.000513,0.000039
23,91999,1.316222,1.289416,-10.066967,9.2226,9.2220,8.9068,8.4720,2.9141,1.7504,73.22,212.6,17,5,92000,838.0,0.000564,0.000415,0.000038
24,95999,1.309824,1.273482,-10.411253,9.5444,9.5437,9.1422,8.7488,2.9518,1.7852,202.42,471.4,9,2,96000,894.5,0.000414,0.000285,0.000029
25,99999,1.350849,1.314223,-11.079368,10.1885,10.1881,9.7480,9.3030,2.9866,1.8403,99.31,232.7,18,3,100000,951.7,0.000465,0.000317,0.000029
26,103999,1.393936,1.354548,-11.598529,10.7235,10.7234,10.3146,9.6300,3.0021,1.8338,154.75,456.4,8,3,104000,1008.3,0.000473,0.000326,0.000033
27,107999,1.476957,1.440873,-11.917428,11.0377,11.0376,10.9211,10.2363,3.1055,1.8918,77.82,201.0,21,7,108000,1066.1,0.000804,0.000642,0.000057
28,111999,1.576109,1.519083,-12.137992,11.2397,11.2394,11.7754,10.9480,3.1591,1.8926,198.54,411.1,8,3,112000,1122.8,0.000391,0.000265,0.000025
29,115999,1.581422,1.518759,-12.531100,11.6164,11.6165,12.3951,11.7568,3.2053,1.9282,222.42,475.1,9,3,116000,1179.4,0.000218,0.000113,0.000013
30,119999,1.695707,1.647373,-12.624721,11.7286,11.7283,12.8474,12.1330,3.2500,1.9200,41.45,166.4,23,8,120000,1236.6,0.000637,0.000486,0.000046
