epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3999,,,,,,,,,,-58.60,160.0,21,3,4000,1.1
2,7999,0.306083,0.319133,-0.675324,1.1695,1.1705,2.6991,3.0772,0.5138,0.0206,0.82,380.4,12,3,8000,13.9
3,11999,0.734714,0.751711,-5.313019,4.8224,4.8224,5.2351,5.9442,1.2577,0.1811,-5.23,165.3,24,3,12000,30.8
4,15999,0.755290,0.765173,-5.725094,5.1018,5.1015,5.0812,5.8300,1.6391,0.3967,-24.60,329.1,12,4,16000,47.8
5,19999,0.802102,0.811659,-3.027019,2.5499,2.5487,4.6685,5.4144,1.7111,0.5020,-6.25,280.4,14,4,20000,64.6
6,23999,0.789747,0.798719,-0.230813,-0.4181,-0.4202,4.1074,4.7794,1.8522,0.6527,19.74,333.7,11,3,24000,81.5
7,27999,0.827220,0.831060,2.648005,-3.2888,-3.2908,4.1509,4.7864,1.9651,0.7598,26.84,525.6,8,4,28000,98.3
8,31999,0.813420,0.818847,4.022223,-4.8254,-4.8263,4.3318,4.8609,1.9945,0.8794,28.57,294.1,13,3,32000,115.1
9,35999,0.830942,0.835649,3.486042,-4.3948,-4.3943,4.4556,4.8439,2.1676,1.0282,42.79,301.4,12,3,36000,131.9
10,39999,0.834180,0.850761,2.507433,-3.4489,-3.4485,4.4224,4.7608,2.2875,1.1360,54.67,212.4,21,5,40000,148.7
11,43999,0.861430,0.880335,1.282268,-2.2135,-2.2145,4.6135,4.9503,2.3938,1.2482,55.91,330.5,13,4,44000,165.6
12,47999,0.910279,0.930470,0.065405,-1.0344,-1.0352,5.0493,5.4057,2.5297,1.3264,140.95,526.8,6,1,48000,182.4
13,51999,0.972153,0.988437,-1.048464,0.0743,0.0737,5.4620,5.8365,2.6092,1.3634,67.21,284.0,16,5,52000,199.3
14,55999,1.021344,1.034701,-1.925665,0.9407,0.9405,5.9283,6.3219,2.6939,1.4060,84.32,326.6,11,4,56000,216.0
15,59999,1.016142,1.034741,-2.996543,1.9993,1.9991,6.1858,6.7645,2.7266,1.4108,161.69,487.8,9,1,60000,232.7
16,63999,1.058807,1.074656,-3.920290,2.9491,2.9487,6.6358,7.2294,2.7594,1.4110,111.18,399.8,9,4,64000,249.9
17,67999,1.094026,1.117551,-4.812676,3.8456,3.8456,7.1720,7.7781,2.8289,1.4272,76.09,243.1,20,8,68000,266.8
18,71999,1.209289,1.238027,-5.415936,4.4645,4.4649,7.8920,8.6405,2.9338,1.4647,94.68,262.6,15,7,72000,283.6
19,75999,1.266165,1.296521,-6.170507,5.1930,5.1927,8.3879,9.2452,3.0376,1.5063,124.63,350.3,9,2,76000,300.3
20,79999,1.333646,1.365994,-6.771081,5.8022,5.8017,9.1219,10.0798,3.1217,1.5536,99.59,252.4,19,6,80000,317.1
21,83999,1.390221,1.428351,-7.374034,6.3867,6.3867,9.5665,10.2885,3.1788,1.5896,118.89,278.9,13,4,84000,334.5
22,87999,1.406895,1.456013,-8.029207,7.0401,7.0400,9.7139,10.6385,3.2161,1.5938,96.44,208.8,19,7,88000,351.5
23,91999,1.487579,1.530459,-8.501867,7.5037,7.5028,10.4271,11.4673,3.3492,1.6501,144.84,436.9,10,2,92000,368.2
24,95999,1.580846,1.628134,-8.794617,7.7650,7.7639,10.9368,12.1016,3.4779,1.7181,286.82,686.3,6,0,96000,384.8
25,99999,1.692870,1.739794,-9.087357,8.0620,8.0615,11.8978,12.9737,3.5912,1.7694,178.29,399.3,10,5,100000,401.5
26,103999,1.735041,1.798469,-9.074328,8.0696,8.0687,12.2470,13.6743,3.5919,1.7650,142.06,405.3,9,3,104000,418.3
27,107999,1.777183,1.839354,-9.084133,8.0951,8.0946,12.6578,14.0397,3.6221,1.7884,105.25,274.1,16,4,108000,435.2
28,111999,1.856517,1.927156,-8.849535,7.8655,7.8645,12.9193,14.4063,3.7202,1.8313,70.02,191.8,16,2,112000,452.0
29,115999,1.885795,1.959800,-8.633625,7.6484,7.6472,13.7616,15.1571,3.7784,1.8353,108.52,285.9,17,3,116000,468.8
30,119999,1.944788,2.020493,-8.486307,7.4921,7.4912,14.3484,15.6701,3.7986,1.8788,175.03,432.8,8,3,120000,486.0
