epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3999,,,,,,,,,,-40.83,108.3,34,5,4000,1.1,,,
2,7999,0.326676,0.326646,-0.246824,1.1930,1.1936,3.1854,3.2224,0.5166,0.0268,29.32,459.6,8,1,8000,14.1,,,
3,11999,0.435400,0.437104,-1.270271,2.1500,2.1501,3.2466,3.4262,0.8374,0.0967,72.86,604.1,7,1,12000,31.8,,,
4,15999,0.446601,0.446448,-3.147448,2.9958,2.9956,3.0488,3.1653,1.1063,0.2213,81.30,354.4,11,4,16000,48.8,,,
5,19999,0.710320,0.711493,-6.074267,5.4795,5.4794,4.7030,4.8383,1.6045,0.3266,30.92,282.0,16,8,20000,65.9,,,
6,23999,0.779969,0.777148,-6.863978,6.1031,6.1028,5.1383,5.3017,1.8359,0.5544,37.89,280.7,12,2,24000,83.4,,,
7,27999,0.734998,0.737113,-6.975833,6.1720,6.1717,4.7955,4.9474,1.8423,0.7392,32.08,300.1,15,3,28000,100.5,,,
8,31999,0.717474,0.718654,-6.109142,5.3859,5.3857,4.3161,4.4087,1.8443,0.8402,47.81,439.9,9,4,32000,117.6,,,
9,35999,0.719629,0.716734,-5.145379,4.3897,4.3898,4.1306,4.3190,1.9027,0.9313,67.48,511.0,8,3,36000,134.6,,,
10,39999,0.805609,0.793800,-4.726475,3.9279,3.9278,4.4583,4.5822,2.0028,1.0422,10.65,311.7,13,3,40000,151.4,,,
11,43999,0.881036,0.873742,-4.660753,3.7745,3.7745,4.9528,4.9896,2.1635,1.1517,56.41,276.2,14,4,44000,173.9,0.142217,0.051688,0.085630
12,47999,0.845200,0.836437,-5.130196,4.2378,4.2378,5.0655,5.0061,2.2110,1.1747,131.09,567.1,7,1,48000,196.3,0.014299,0.004178,0.009160
13,51999,0.874829,0.865687,-5.514339,4.6377,4.6374,5.2864,5.2573,2.2735,1.2154,105.69,349.8,12,2,52000,218.6,0.004001,0.002566,0.000959
14,55999,0.865309,0.852490,-6.046944,5.1936,5.1931,5.4050,5.2577,2.2824,1.2358,47.54,234.5,17,3,56000,241.0,0.001435,0.000927,0.000202
15,59999,0.909179,0.895942,-6.387652,5.5450,5.5452,5.8210,5.6482,2.3374,1.2647,70.83,224.2,16,6,60000,263.4,0.008937,0.007622,0.000801
16,63999,0.919044,0.909908,-6.912409,6.0470,6.0467,6.2911,5.9777,2.4115,1.2919,95.77,290.9,14,5,64000,285.9,0.002061,0.001536,0.000201
17,67999,1.001802,0.986621,-7.205830,6.3229,6.3227,6.7490,6.2591,2.5166,1.3268,82.08,259.8,16,4,68000,308.4,0.002389,0.001862,0.000189
18,71999,1.021624,1.011016,-7.709854,6.7976,6.7973,7.1750,6.6224,2.6334,1.3714,137.45,392.3,9,3,72000,330.9,0.003111,0.002514,0.000256
19,75999,1.092191,1.077847,-8.020204,7.1274,7.1271,7.7356,7.0839,2.7137,1.4060,60.10,231.6,20,11,76000,353.4,0.003330,0.002716,0.000282
20,79999,1.190590,1.180375,-8.192752,7.3198,7.3198,8.5874,7.8636,2.8048,1.4261,71.10,210.6,19,2,80000,376.0,0.001569,0.001177,0.000130
21,83999,1.300785,1.285356,-8.176499,7.2970,7.2969,9.2100,8.4783,2.9301,1.4812,28.52,137.3,27,9,84000,398.8,0.008573,0.007329,0.000732
22,87999,1.400544,1.394487,-8.091003,7.1953,7.1949,9.7822,8.9545,3.0468,1.5449,49.93,185.7,19,1,88000,421.2,0.001710,0.001293,0.000143
23,91999,1.486065,1.479584,-8.164088,7.2443,7.2443,10.8005,9.8158,3.1422,1.5825,69.18,200.3,23,7,92000,443.6,0.003349,0.002761,0.000292
24,95999,1.575145,1.550122,-8.328896,7.3891,7.3891,11.1198,10.0351,3.2458,1.6291,73.91,250.2,15,3,96000,466.3,0.005724,0.004908,0.000468
25,99999,1.574292,1.566320,-8.568806,7.6257,7.6254,11.2480,10.4800,3.2824,1.6538,81.95,243.6,18,6,100000,488.8,0.001525,0.001184,0.000106
26,103999,1.623950,1.616769,-8.880668,7.9256,7.9253,11.9639,10.9846,3.3493,1.6975,142.41,342.1,11,3,104000,511.3,0.001587,0.001228,0.000126
27,107999,1.702654,1.704971,-9.300335,8.3410,8.3404,13.1679,11.8529,3.4260,1.7155,81.31,198.0,21,6,108000,533.8,0.003954,0.003253,0.000371
28,111999,1.765736,1.773402,-9.397154,8.4624,8.4625,13.5252,12.3436,3.4783,1.7502,66.88,182.5,22,6,112000,556.3,0.003837,0.003229,0.000328
29,115999,1.867174,1.873372,-9.204288,8.2886,8.2880,14.3249,12.9036,3.5077,1.7828,52.85,179.7,22,3,116000,578.8,0.004065,0.003460,0.000316
30,119999,1.919966,1.943655,-9.098649,8.1917,8.1916,14.3062,13.1485,3.5910,1.8637,37.52,104.0,37,7,120000,601.5,0.007110,0.006088,0.000652
