epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
36,143900,72.527181,-142.814512,141.1729,132.2614,1.3680,0.0986,395.92,138.3,24,11,144000,46.3
37,147900,77.022554,-147.011141,145.4033,136.9140,1.4546,0.1054,385.98,136.3,46,24,148000,47.8
38,151900,82.210768,-151.126250,149.5324,146.7476,1.5064,0.1069,353.74,127.6,22,7,152000,49.3
39,155900,86.611613,-155.257282,153.7045,159.3181,1.5318,0.1211,308.48,117.4,30,14,156000,50.9
40,159900,,,,,,,393.56,139.4,23,6,160000,51.0
41,163900,88.902048,-159.217445,157.6943,169.4961,1.5805,0.1341,441.42,152.6,25,12,164000,52.7
42,167900,89.926365,-162.878738,161.3955,186.0723,1.6278,0.1449,416.03,145.7,48,29,168000,54.3
43,171900,94.725411,-166.374942,164.8594,194.4258,1.7387,0.1500,384.80,136.6,20,12,172000,56.0
44,175900,98.151893,-170.457819,168.9087,204.6325,1.7458,0.1509,372.24,145.5,2,0,176000,57.6
45,179900,,,,,,,453.41,163.0,24,13,180000,57.8
46,183900,104.278210,-174.323880,172.7365,201.3780,1.7405,0.1720,476.29,162.4,40,21,184000,59.4
47,187900,108.210377,-177.385218,175.8554,217.2604,1.6728,0.1742,192.84,71.3,95,51,188000,61.0
48,191900,119.841808,-180.778064,179.1394,286.3909,1.7905,0.1899,118.10,49.3,71,32,192000,62.6
49,195900,123.085081,-183.934254,182.3225,268.8934,1.7842,0.1977,350.11,129.0,29,14,196000,64.3
50,199900,,,,,,,377.41,138.4,8,4,200000,64.5
51,203900,126.956023,-187.477886,185.7649,296.9779,1.8670,0.2271,344.20,137.1,31,16,204000,66.2
52,207900,136.016007,-190.536141,188.8873,303.4533,1.9045,0.2395,391.13,147.7,30,20,208000,68.0
53,211900,140.006525,-193.681143,192.0246,302.6736,1.8913,0.2442,476.67,172.2,25,12,212000,69.8
54,215900,144.007879,-196.859207,195.1750,350.7497,2.0591,0.2570,431.54,163.4,17,4,216000,72.3
55,219900,,,,,,,409.04,150.2,11,6,220000,72.6
56,223900,145.031180,-200.284113,198.5438,338.1648,2.0772,0.2661,516.63,182.4,32,21,224000,74.7
57,227900,149.577848,-203.267940,201.4508,338.6304,2.0702,0.2765,508.76,176.4,38,17,228000,76.7
58,231900,160.639225,-206.178391,204.3774,356.6610,2.2277,0.2983,412.81,159.0,21,6,232000,78.4
59,235900,165.540432,-209.180552,207.3367,365.4636,2.3813,0.2888,350.19,142.9,28,15,236000,80.0
60,239900,,,,,,,303.02,132.5,40,21,240000,80.1
61,243900,167.363556,-212.132230,210.3115,372.9473,2.4449,0.3193,341.14,135.0,22,11,244000,81.7
62,247900,172.523473,-215.083718,213.2145,384.9808,2.4337,0.3138,343.11,135.4,23,17,248000,83.3
63,251900,177.488028,-217.941256,216.0979,390.2718,2.5298,0.3236,340.61,138.7,30,14,252000,85.0
64,255900,178.935519,-220.508689,218.6666,392.4117,2.5399,0.3216,396.07,154.6,20,9,256000,86.6
65,259900,,,,,,,425.41,167.3,26,15,260000,86.8
66,263900,182.975524,-222.993718,221.2235,409.3600,2.5712,0.3577,358.60,149.7,36,15,264000,88.3
67,267900,188.394709,-225.342932,223.5737,400.0956,2.5316,0.3559,339.45,143.1,28,11,268000,90.0
68,271900,194.874240,-227.730498,225.9407,414.5766,2.5348,0.3637,396.56,155.6,10,9,272000,91.5
69,275900,197.579461,-230.073382,228.2729,434.9663,2.6047,0.3758,407.54,151.3,18,9,276000,93.1
70,279900,,,,,,,467.27,168.0,47,24,280000,93.3
71,283900,202.685973,-231.994318,230.1941,443.1054,2.7637,0.3731,428.97,162.6,20,14,284000,95.0
72,287900,207.793742,-234.479692,232.6185,437.2094,2.6848,0.4068,474.47,179.3,13,6,288000,96.6
73,291900,220.562955,-237.009871,235.1087,470.8562,2.8603,0.4312,367.39,148.0,18,6,292000,98.1
74,295900,218.878125,-239.229244,237.3508,451.2219,2.6468,0.4209,402.26,156.4,29,12,296000,99.7
75,299900,,,,,,,511.72,182.8,23,12,300000,99.9
76,303900,225.534696,-241.227195,239.3163,462.8284,2.7850,0.4411,497.81,174.2,21,9,304000,101.5
77,307900,230.154129,-243.277589,241.3697,477.6786,2.7937,0.4682,414.61,152.0,34,19,308000,103.0
78,311900,231.563045,-245.260040,243.3990,471.1106,2.8436,0.4390,451.01,158.5,26,12,312000,104.6
79,315900,232.781176,-247.053340,245.1247,504.5487,2.9036,0.4598,471.15,164.8,21,10,316000,106.1
80,319900,,,,,,,478.17,175.7,19,6,320000,106.2
81,323900,236.224497,-249.163662,247.2394,478.8539,2.9285,0.4711,513.66,177.3,26,12,324000,107.7
82,327900,235.969465,-251.229327,249.2652,485.6395,3.0193,0.4690,493.61,164.5,29,10,328000,109.3
83,331900,238.477082,-252.929136,250.9953,510.1866,2.9697,0.4876,510.96,172.9,25,15,332000,110.9
84,335900,239.860237,-254.616224,252.6626,466.4626,2.8972,0.4802,447.13,164.0,31,17,336000,112.4
85,339900,,,,,,,464.05,158.1,16,9,340000,112.7
86,343900,248.068676,-256.530562,254.5796,462.9795,3.0509,0.4927,437.27,148.9,41,18,344000,114.8
87,347900,253.113470,-258.399694,256.4178,503.1496,3.0251,0.4771,478.28,162.1,16,8,348000,117.1
88,351900,259.825559,-260.344861,258.4125,505.3424,3.0940,0.5073,479.36,166.6,15,6,352000,119.2
89,355900,260.778102,-261.779164,259.8453,547.1849,3.1054,0.4988,527.34,170.1,28,15,356000,121.2
90,359900,,,,,,,486.90,157.7,38,18,360000,121.4
91,363900,264.045927,-263.416118,261.4539,510.2494,3.1420,0.5061,501.33,165.9,17,9,364000,123.0
92,367900,263.280773,-264.985676,263.0579,521.8528,3.1963,0.5493,511.63,166.7,14,9,368000,124.5
93,371900,275.688822,-266.442080,264.4768,533.2120,3.1870,0.5479,494.03,158.3,35,17,372000,126.0
94,375900,272.554622,-267.826622,265.8302,519.0860,3.2671,0.5641,475.74,158.7,40,21,376000,127.6
95,379900,,,,,,,530.69,174.3,7,2,380000,127.7
96,383900,284.621541,-269.820614,267.7798,574.3078,3.2788,0.5600,500.91,172.2,12,7,384000,129.2
97,387900,281.099939,-271.677210,269.6458,551.7071,3.3851,0.5823,533.57,175.9,20,15,388000,130.7
98,391900,279.148699,-273.198193,271.2209,548.9902,3.2396,0.6011,564.20,184.2,29,14,392000,132.2
99,395900,281.360315,-274.778751,272.7644,532.0374,3.2660,0.5976,605.88,196.1,35,19,396000,133.7
100,399900,,,,,,,605.12,185.2,5,4,400000,133.9
